,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.68345225,-0.8319658,"('unsociable', 'sociable')",-0.521444,-0.64615655,-0.6024481,-0.7390612,-0.1366131
1,2.5146108,2.4269662,"('unfriendly', 'friendly')",1.9242598,1.7553179,2.2194352,2.0911422,-0.128293
2,0.9079973,0.98598963,"('unlikable', 'likable')",0.5015446,0.5118111,0.7047709,0.7489004,0.0441295
3,-0.82127947,-0.70896363,"('repellent', 'pleasant')",0.38010067,0.45997617,-0.2205894,-0.1244937,0.0960957
4,-1.0136638,-1.1527785,"('disliked', 'liked')",-6.3365164,-6.379905,-3.6750901,-3.7663419,-0.0912518
5,1.8023341,1.826587,"('distant', 'outgoing')",0.19049141,0.15559916,0.9964128,0.991093,-0.0053198
6,1.8936079,1.9415565,"('distant', 'open')",0.20379758,0.17646256,1.0487027,1.0590096,0.0103069
7,-0.09326895,-0.10847594,"('insensitive', 'sensitive')",0.4026077,0.40955546,0.1546694,0.1505398,-0.0041296
8,1.1167202,1.0897576,"('unaffectionate', 'affectionate')",0.39463288,0.28858346,0.7556765,0.6891705,-0.066506
9,1.6540742,1.6527444,"('unaffectionate', 'caring')",0.64944816,0.6006837,1.1517612,1.126714,-0.0250472
10,-0.9628202,-1.0411714,"('unsympathetic', 'sympathetic')",-0.7109929,-0.7268756,-0.8369066,-0.8840235,-0.0471169
11,-0.17007878,-0.14178701,"('unhelpful', 'helpful')",1.5687468,1.6080863,0.699334,0.7331496,0.0338156
12,0.6770703,0.68662494,"('unsupportive', 'supportive')",-1.8429226,-1.8323624,-0.5829262,-0.5728687,0.0100575
13,-1.5512304,-1.7367676,"('impolite', 'polite')",-0.8859848,-0.92020476,-1.2186077,-1.3284862,-0.1098785
14,-1.1696596,-1.1888349,"('antisocial', 'social')",-0.9034833,-0.8925576,-1.0365715,-1.0406963,-0.0041248
15,1.5618161,1.4565067,"('boring', 'funny')",0.41845903,0.3852328,0.9901376,0.9208698,-0.0692678
16,-0.71113765,-0.6201834,"('unpopular', 'popular')",0.76694596,0.8056791,0.0279042,0.0927478,0.0648436
17,-0.072195195,-0.04051631,"('nasty', 'nice')",0.08303468,0.13599887,0.0054197,0.0477413,0.0423216
18,0.43632835,0.35590336,"('disagreeable', 'welcoming')",-0.19108917,-0.28070083,0.1226196,0.0376013,-0.0850183
19,0.4680432,0.46860865,"('inhospitable', 'hospitable')",0.3695987,0.3722535,0.4188209,0.4204311,0.0016102
20,0.50299436,0.56610984,"('rough', 'thoughtful')",1.3733834,1.3825032,0.9381889,0.9743065,0.0361176
21,-0.096475825,-0.18817113,"('immoral', 'moral')",-0.49100244,-0.46703514,-0.2937391,-0.3276031,-0.033864
22,-0.46085715,-0.5069261,"('untrustworthy', 'trustworthy')",-0.85388863,-0.91890866,-0.6573729,-0.7129174,-0.0555445
23,1.5468283,1.499827,"('insincere', 'sincere')",5.886137,5.783686,3.7164826,3.6417565,-0.0747261
24,0.6222937,0.5886071,"('dishonest', 'honest')",0.7415068,0.6351046,0.6819003,0.6118559,-0.0700444
25,0.886463,0.9015555,"('egoistic', 'altruistic')",1.4683927,1.4861869,1.1774279,1.1938711,0.0164432
26,2.394821,2.2788923,"('hardhearted', 'benevolent')",1.4446477,1.276583,1.9197342,1.7777376,-0.1419966
27,0.8293194,0.7451456,"('hardhearted', 'softhearted')",1.3676771,1.2588574,1.0984982,1.0020015,-0.0964967
