,automatic_male,automatic_female,tuple,data_male,data_female,processing_male,processing_female,inc_male,inc_female,average_male,average_female,female-male
0,0.57882696,0.5179755,"('unsociable', 'sociable')",-0.7211115,-0.7428771,0.4637897,0.41239202,-0.37933668,-0.45551953,-0.0144579,-0.0670073,-0.0525494
1,-0.43082064,-0.5741892,"('unfriendly', 'friendly')",0.7331968,0.5775342,-0.3969362,-0.6189847,2.4377487,2.309905,0.5857971,0.4235663,-0.1622308
2,-0.044884674,-0.0793811,"('unlikable', 'likable')",0.3310044,0.30251977,0.8028304,0.72830206,0.38178807,0.36765775,0.3676845,0.3297746,-0.0379099
3,-0.52304465,-0.30499554,"('repellent', 'pleasant')",-0.7482699,-0.5865081,-0.3223215,-0.13722692,0.1607683,0.21349494,-0.358217,-0.2038089,0.1544081
4,-1.0936999,-1.1504028,"('disliked', 'liked')",-0.11586963,-0.16516086,-0.69909394,-0.71861696,-5.6171255,-5.8252354,-1.8814473,-1.964854,-0.0834067
5,-0.7888307,-0.7938371,"('distant', 'outgoing')",1.088983,1.0791717,-0.8426986,-0.8546026,0.29072076,0.21032912,-0.0629564,-0.0897347,-0.0267783
6,-0.96729887,-0.9834127,"('distant', 'open')",0.5160085,0.44785863,-1.7438823,-1.8288099,0.67793703,0.6222519,-0.3793089,-0.435528,-0.0562191
7,0.5407629,0.58832395,"('insensitive', 'sensitive')",-0.2203865,-0.14224279,-0.42014155,-0.33485484,0.56360024,0.6928128,0.1159588,0.2010098,0.085051
8,-0.26671743,-0.36846876,"('unaffectionate', 'affectionate')",0.023237966,-0.12752546,-0.3746993,-0.5541201,1.4371545,1.3710611,0.204744,0.0802367,-0.1245073
9,-0.29786763,-0.24754849,"('unaffectionate', 'caring')",-0.12898208,-0.21899271,0.08269373,-0.015561647,1.5082829,1.5651575,0.2910317,0.2707637,-0.020268
10,0.17658044,0.1746983,"('unsympathetic', 'sympathetic')",-1.7431583,-1.7589041,-0.39044353,-0.38310534,-0.56389487,-0.5356564,-0.6302291,-0.6257419,0.0044872
11,1.1668286,1.3046972,"('unhelpful', 'helpful')",-0.12580721,-0.06472959,0.566912,0.5859288,1.4919283,1.6289518,0.7749655,0.8637121,0.0887466
12,0.55432415,0.6246406,"('unsupportive', 'supportive')",0.1870113,0.27316976,0.10121145,0.18414453,-1.5051013,-1.4920808,-0.1656386,-0.1025315,0.0631071
13,0.74106973,0.71968305,"('impolite', 'polite')",-0.5690521,-0.57175237,0.6059146,0.57901734,-0.51696354,-0.5387546,0.0652422,0.0470484,-0.0181938
14,1.1106892,1.1268965,"('antisocial', 'social')",0.10455031,0.25383964,1.3048046,1.3991436,-0.5488593,-0.51219,0.4927962,0.5669224,0.0741262
15,0.3774934,0.21528122,"('boring', 'funny')",-0.15520963,-0.2236197,-0.7503796,-0.8440691,0.6598578,0.5906233,0.0329405,-0.0654461,-0.0983866
16,-1.0543203,-1.1349194,"('unpopular', 'popular')",0.4283069,0.36928347,-0.65133464,-0.69018143,0.52204114,0.5795161,-0.1888267,-0.2190753,-0.0302486
17,-0.5491949,-0.55181336,"('nasty', 'nice')",0.12212262,0.16637984,-0.4108472,-0.42826998,-0.20691143,-0.19656575,-0.2612077,-0.2525673,0.0086404
18,-0.13953546,-0.24194512,"('disagreeable', 'welcoming')",0.7381449,0.70983493,0.24773028,0.16114065,0.15679762,0.16334596,0.2507843,0.1980941,-0.0526902
19,-0.79912806,-0.83672535,"('inhospitable', 'hospitable')",-0.07035428,-0.18704231,-0.29805332,-0.4516429,0.5621943,0.49002513,-0.1513353,-0.2463464,-0.0950111
20,1.066627,1.0649228,"('rough', 'thoughtful')",0.5292257,0.63218486,0.98500097,1.0343174,0.943649,0.9011418,0.8811257,0.9081417,0.027016
21,0.42362666,0.38439608,"('immoral', 'moral')",0.11775145,0.15356112,0.41427058,0.44509664,-0.763964,-0.70556206,0.0479212,0.0693729,0.0214517
22,0.15624914,0.14649168,"('untrustworthy', 'trustworthy')",-0.047372587,0.01605115,0.42715696,0.43414387,-0.66320294,-0.5977707,-0.0317924,-0.000271,0.0315214
23,0.91231704,1.0778526,"('insincere', 'sincere')",-0.1332866,-0.085131444,0.09686269,0.071953826,5.5377417,5.7376184,1.6034087,1.7005733,0.0971646
24,0.6206914,0.735579,"('dishonest', 'honest')",-0.34974006,-0.37289628,-0.55796504,-0.5219873,0.9507812,0.9882968,0.1659419,0.2072481,0.0413062
25,0.020729035,0.027344044,"('egoistic', 'altruistic')",0.7962714,0.8129296,0.3333191,0.34439093,2.1385071,2.1064014,0.8222066,0.8227665,0.0005599
26,0.9904843,0.7189284,"('hardhearted', 'benevolent')",1.2268304,1.0265446,1.4534969,1.30637,2.1175525,1.8870349,1.4470911,1.2347195,-0.2123716
27,0.27604946,0.33628985,"('hardhearted', 'softhearted')",-0.70779216,-0.69984573,-0.4614233,-0.50613123,1.7749943,1.6870826,0.2204571,0.2043489,-0.0161082
28,0.0806304,0.08323912,"('disloyal', 'loyal')",-0.27963397,-0.34419507,-0.1559825,-0.19148935,1.3353893,1.3157579,0.2451008,0.2158282,-0.0292726
29,-0.30074102,-0.346811,"('unfair', 'fair')",0.22246137,0.20713721,-0.9393699,-0.9933014,-0.23526528,-0.3660952,-0.3132287,-0.3747676,-0.0615389
30,0.42155397,0.40832174,"('intolerant', 'tolerant')",0.10987404,0.10504464,0.8397028,0.7807964,0.61531633,0.6170112,0.4966118,0.4777935,-0.0188183
31,-1.7946736,-1.8523432,"('evil', 'good')",0.39980334,0.36420915,-1.1967769,-1.2836726,-0.071139425,-0.16558392,-0.6656966,-0.7343476,-0.068651
32,-0.11803758,-0.2035248,"('unkind', 'kind')",-0.36763105,-0.42944705,0.4532191,0.36940312,1.2186252,1.1234592,0.2965439,0.2149726,-0.0815713
33,-0.4618684,-0.5693372,"('wrong', 'right')",1.7080663,1.6293268,0.83647627,0.7265504,-0.1265457,-0.2466507,0.4890321,0.3849723,-0.1040598
34,0.675555,0.81953704,"('mean', 'honorable')",-0.08680057,0.046471484,0.05504065,0.14089762,5.5231867,5.7909756,1.5417454,1.6994704,0.157725
35,-0.8706506,-1.0178292,"('corrupt', 'incorrupt')",0.2612786,0.18498498,-0.41951695,-0.52529746,0.6162851,0.42636752,-0.103151,-0.2329435,-0.1297925
36,-0.6049714,-0.82708627,"('hostile', 'amicable')",0.38579965,0.24856369,-1.339821,-1.5380477,0.6601193,0.405493,-0.2247184,-0.4277693,-0.2030509
37,0.05690684,0.07813553,"('fake', 'genuine')",-0.4331975,-0.49809882,-0.87104,-0.8586989,0.46371943,0.567887,-0.1959028,-0.1776938,0.018209
38,0.124646686,0.25980133,"('untruthful', 'truthful')",0.53119093,0.49831352,-0.022880994,-0.06860693,0.23969017,0.26981676,0.2181617,0.2398312,0.0216695
39,1.874977,1.9173222,"('exploitative', 'cooperative')",1.3155304,1.2672887,0.31746334,0.31489843,0.2366743,0.24160458,0.9361613,0.9352785,-0.0008828
40,0.29903564,0.31921208,"('stingy', 'generous')",0.2711653,0.30357012,-0.2585064,-0.15078844,-1.1787045,-1.2804713,-0.2167525,-0.2021194,0.0146331
41,0.041048024,0.043624472,"('unforgiving', 'forgiving')",0.18392424,0.1991303,0.86285645,0.786339,0.38298684,0.27320626,0.3677039,0.325575,-0.0421289
42,-0.89481896,-0.90054274,"('unreliable', 'reliable')",0.025229625,0.06687234,-0.1567479,-0.16539094,-3.7595594,-3.6717505,-1.1964742,-1.1677029,0.0287713
43,0.5406232,0.583122,"('irresponsible', 'responsible')",-0.9735082,-0.9462705,-0.59523255,-0.5587573,-0.011288945,0.11699051,-0.2598516,-0.2012288,0.0586228
