,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.29800498,-0.6608058,"('unsociable', 'sociable')",-0.298005,-0.6608058,-0.3628008
1,-1.4223256,-1.8547773,"('unfriendly', 'friendly')",-1.4223256,-1.8547773,-0.4324517
2,-0.41378453,-0.5668175,"('unlikable', 'likable')",-0.4137845,-0.5668175,-0.153033
3,-1.3142345,-1.1872492,"('repellent', 'pleasant')",-1.3142345,-1.1872492,0.1269853
4,-1.283982,-1.3301915,"('disliked', 'liked')",-1.283982,-1.3301915,-0.0462095
5,-1.1935117,-1.3422438,"('distant', 'outgoing')",-1.1935117,-1.3422438,-0.1487321
6,-1.2638953,-1.451595,"('distant', 'open')",-1.2638953,-1.4515949,-0.1876996
7,-0.48446313,-0.5810299,"('insensitive', 'sensitive')",-0.4844631,-0.5810299,-0.0965668
8,-1.350713,-1.6228085,"('unaffectionate', 'affectionate')",-1.350713,-1.6228085,-0.2720955
9,-1.2813886,-1.5516491,"('unaffectionate', 'caring')",-1.2813886,-1.5516491,-0.2702605
10,-0.9809218,-1.163633,"('unsympathetic', 'sympathetic')",-0.9809218,-1.163633,-0.1827112
11,0.37284833,0.29406893,"('unhelpful', 'helpful')",0.3728483,0.2940689,-0.0787794
12,-0.6268097,-0.7401287,"('unsupportive', 'supportive')",-0.6268097,-0.7401287,-0.113319
13,-0.25744084,-0.40348452,"('impolite', 'polite')",-0.2574408,-0.4034845,-0.1460437
14,0.11207206,-0.12709023,"('antisocial', 'social')",0.1120721,-0.1270902,-0.2391623
15,0.9049506,0.75660926,"('boring', 'funny')",0.9049506,0.7566093,-0.1483413
16,-0.76952,-0.73784477,"('unpopular', 'popular')",-0.76952,-0.7378448,0.0316752
17,-0.6467151,-0.5785578,"('nasty', 'nice')",-0.6467151,-0.5785578,0.0681573
18,-0.82269776,-0.85238564,"('disagreeable', 'welcoming')",-0.8226978,-0.8523856,-0.0296878
19,-1.6384913,-1.6455181,"('inhospitable', 'hospitable')",-1.6384913,-1.6455181,-0.0070268
20,0.03698101,0.019939601,"('rough', 'thoughtful')",0.036981,0.0199396,-0.0170414
