,fedelini_male,fedelini_female,tuple,average_male,average_female,female-male
0,-0.043299288,-0.21450876,"('unsociable', 'sociable')",-0.0432993,-0.2145088,-0.1712095
1,-1.3195249,-1.3218737,"('unfriendly', 'friendly')",-1.3195249,-1.3218737,-0.0023488
2,1.2226985,1.1325816,"('unlikable', 'likable')",1.2226985,1.1325816,-0.0901169
3,0.0042380253,0.15237418,"('repellent', 'pleasant')",0.004238,0.1523742,0.1481362
4,-1.7445409,-2.0762742,"('disliked', 'liked')",-1.7445409,-2.0762742,-0.3317333
5,-1.003616,-1.1097828,"('distant', 'outgoing')",-1.003616,-1.1097828,-0.1061668
6,-1.6924169,-1.7474213,"('distant', 'open')",-1.6924169,-1.7474213,-0.0550044
7,-0.64437133,-0.44516477,"('insensitive', 'sensitive')",-0.6443713,-0.4451648,0.1992065
8,-0.9286049,-1.0853977,"('unaffectionate', 'affectionate')",-0.9286049,-1.0853977,-0.1567928
9,-0.89449245,-0.987303,"('unaffectionate', 'caring')",-0.8944924,-0.987303,-0.0928106
10,-0.19647898,-0.26984587,"('unsympathetic', 'sympathetic')",-0.196479,-0.2698459,-0.0733669
11,0.527792,0.57641315,"('unhelpful', 'helpful')",0.527792,0.5764132,0.0486212
12,-0.49389976,-0.61458594,"('unsupportive', 'supportive')",-0.4938998,-0.6145859,-0.1206861
13,-0.00637443,-0.11234173,"('impolite', 'polite')",-0.0063744,-0.1123417,-0.1059673
14,0.8525592,0.9483039,"('antisocial', 'social')",0.8525592,0.9483039,0.0957447
15,-0.13412367,-0.3506133,"('boring', 'funny')",-0.1341237,-0.3506133,-0.2164896
16,-0.31441647,-0.34602886,"('unpopular', 'popular')",-0.3144165,-0.3460289,-0.0316124
17,-0.34433046,-0.30723825,"('nasty', 'nice')",-0.3443305,-0.3072383,0.0370922
18,-0.57233137,-0.41982862,"('disagreeable', 'welcoming')",-0.5723314,-0.4198286,0.1525028
19,-0.9050193,-0.96478343,"('inhospitable', 'hospitable')",-0.9050193,-0.9647834,-0.0597641
20,0.6794086,0.59135544,"('rough', 'thoughtful')",0.6794086,0.5913554,-0.0880532
21,0.66167974,0.62122256,"('immoral', 'moral')",0.6616797,0.6212226,-0.0404571
22,0.03977587,0.042331025,"('untrustworthy', 'trustworthy')",0.0397759,0.042331,0.0025551
23,1.3720211,1.5919155,"('insincere', 'sincere')",1.3720211,1.5919155,0.2198944
24,-0.33324614,-0.38162214,"('dishonest', 'honest')",-0.3332461,-0.3816221,-0.048376
25,-0.59613615,-0.61023706,"('egoistic', 'altruistic')",-0.5961362,-0.6102371,-0.0141009
26,-0.29486966,-0.43990618,"('hardhearted', 'benevolent')",-0.2948697,-0.4399062,-0.1450365
27,-0.45976248,-0.33046934,"('hardhearted', 'softhearted')",-0.4597625,-0.3304693,0.1292932
28,-0.13495086,-0.20432746,"('disloyal', 'loyal')",-0.1349509,-0.2043275,-0.0693766
