,affinity_male,affinity_female,tuple,average_male,average_female,female-male
0,-0.049794912,-0.07326533,"('unsociable', 'sociable')",-0.0497949,-0.0732653,-0.0234704
1,1.5390857,1.4558134,"('unfriendly', 'friendly')",1.5390857,1.4558134,-0.0832723
2,-0.3118443,-0.27987978,"('unlikable', 'likable')",-0.3118443,-0.2798798,0.0319645
3,0.41291267,0.5511569,"('repellent', 'pleasant')",0.4129127,0.5511569,0.1382442
4,-7.369663,-7.501886,"('disliked', 'liked')",-7.3696628,-7.5018859,-0.1322231
5,-0.7270179,-0.8420331,"('distant', 'outgoing')",-0.7270179,-0.8420331,-0.1150152
6,0.08392082,-0.0758989,"('distant', 'open')",0.0839208,-0.0758989,-0.1598197
7,0.69052494,0.74004143,"('insensitive', 'sensitive')",0.6905249,0.7400414,0.0495165
8,1.4618232,1.3189547,"('unaffectionate', 'affectionate')",1.4618232,1.3189547,-0.1428685
9,1.663331,1.6445324,"('unaffectionate', 'caring')",1.663331,1.6445324,-0.0187986
10,0.638135,0.6809316,"('unsympathetic', 'sympathetic')",0.638135,0.6809316,0.0427966
11,1.3173838,1.4144896,"('unhelpful', 'helpful')",1.3173838,1.4144896,0.0971058
12,-1.5262045,-1.5833297,"('unsupportive', 'supportive')",-1.5262045,-1.5833297,-0.0571252
13,-0.8618072,-0.87646013,"('impolite', 'polite')",-0.8618072,-0.8764601,-0.0146529
14,0.19248986,0.18445899,"('antisocial', 'social')",0.1924899,0.184459,-0.0080309
15,-0.34887934,-0.43997982,"('boring', 'funny')",-0.3488793,-0.4399798,-0.0911005
16,-0.7621498,-0.733969,"('unpopular', 'popular')",-0.7621498,-0.733969,0.0281808
17,-0.3499027,-0.36420974,"('nasty', 'nice')",-0.3499027,-0.3642097,-0.014307
18,-0.31923985,-0.4034121,"('disagreeable', 'welcoming')",-0.3192399,-0.4034121,-0.0841722
19,-0.655423,-0.7587457,"('inhospitable', 'hospitable')",-0.655423,-0.7587457,-0.1033227
20,1.3523682,1.3107731,"('rough', 'thoughtful')",1.3523682,1.3107731,-0.0415951
21,-1.1068983,-0.9889935,"('immoral', 'moral')",-1.1068983,-0.9889935,0.1179048
22,-0.7054159,-0.67828226,"('untrustworthy', 'trustworthy')",-0.7054159,-0.6782823,0.0271336
23,6.439317,6.507139,"('insincere', 'sincere')",6.4393172,6.5071392,0.067822
24,1.3092575,1.177623,"('dishonest', 'honest')",1.3092575,1.177623,-0.1316345
25,0.826323,0.7355647,"('egoistic', 'altruistic')",0.826323,0.7355647,-0.0907583
26,1.4500428,1.2863793,"('hardhearted', 'benevolent')",1.4500428,1.2863793,-0.1636635
27,1.8784355,1.6649308,"('hardhearted', 'softhearted')",1.8784355,1.6649308,-0.2135047
28,1.2433572,1.2209461,"('disloyal', 'loyal')",1.2433572,1.2209461,-0.0224111
29,-1.0249966,-1.1176832,"('unfair', 'fair')",-1.0249966,-1.1176832,-0.0926866
30,1.0616779,1.0225497,"('intolerant', 'tolerant')",1.0616779,1.0225497,-0.0391282
31,-0.8513832,-0.8372858,"('evil', 'good')",-0.8513832,-0.8372858,0.0140974
32,0.8618687,0.7888054,"('unkind', 'kind')",0.8618687,0.7888054,-0.0730633
33,-0.3908834,-0.498312,"('wrong', 'right')",-0.3908834,-0.498312,-0.1074286
34,4.879686,5.013325,"('mean', 'honorable')",4.8796859,5.0133252,0.1336393
35,-0.46412444,-0.70672524,"('corrupt', 'incorrupt')",-0.4641244,-0.7067252,-0.2426008
36,-0.11045165,-0.18945262,"('hostile', 'amicable')",-0.1104517,-0.1894526,-0.0790009
37,0.4415513,0.43670177,"('fake', 'genuine')",0.4415513,0.4367018,-0.0048495
38,-0.2406016,-0.1977497,"('untruthful', 'truthful')",-0.2406016,-0.1977497,0.0428519
39,0.78711,0.80105156,"('exploitative', 'cooperative')",0.78711,0.8010516,0.0139416
40,-1.292556,-1.4581486,"('stingy', 'generous')",-1.292556,-1.4581486,-0.1655926
41,0.4515774,0.48725763,"('unforgiving', 'forgiving')",0.4515774,0.4872576,0.0356802
42,-2.7516396,-2.7262957,"('unreliable', 'reliable')",-2.7516396,-2.7262957,0.0253439
43,0.8480274,0.8741995,"('irresponsible', 'responsible')",0.8480274,0.8741995,0.0261721
44,-1.4018968,-1.4103838,"('prejudiced', 'unprejudiced')",-1.4018968,-1.4103838,-0.008487
45,0.03091244,0.04484988,"('incompetent', 'competent')",0.0309124,0.0448499,0.0139375
46,-0.7727379,-0.7675752,"('uncompetitive', 'competitive')",-0.7727379,-0.7675752,0.0051627
47,5.119995,5.2429175,"('stupid', 'smart')",5.1199951,5.2429175,0.1229224
48,0.396215,0.3995279,"('unintelligent', 'intelligent')",0.396215,0.3995279,0.0033129
49,-0.046787098,0.023568194,"('unable', 'able')",-0.0467871,0.0235682,0.0703553
50,-0.3477835,-0.30821413,"('clumsy', 'skillful')",-0.3477835,-0.3082141,0.0395694
51,-0.02791223,-0.07409057,"('uneducated', 'educated')",-0.0279122,-0.0740906,-0.0461784
52,-0.37895763,-0.4706587,"('irrational', 'rational')",-0.3789576,-0.4706587,-0.0917011
53,0.036362268,-0.007101653,"('uncreative', 'creative')",0.0363623,-0.0071017,-0.043464
54,1.1933204,1.1649823,"('incapable', 'capable')",1.1933204,1.1649823,-0.0283381
55,0.46488714,0.5328614,"('incompetent', 'clever')",0.4648871,0.5328614,0.0679743
56,0.4762188,0.48162615,"('impractical', 'practical')",0.4762188,0.4816262,0.0054074
57,-2.8295543,-2.840567,"('unimaginative', 'imaginative')",-2.8295543,-2.8405671,-0.0110128
58,0.12802581,0.12472342,"('undiscriminating', 'discriminating')",0.1280258,0.1247234,-0.0033024
59,-0.15418564,-0.15363218,"('foolish', 'wise')",-0.1541856,-0.1536322,0.0005534
60,0.07382988,0.19107656,"('inefficient', 'efficient')",0.0738299,0.1910766,0.1172467
61,0.30825403,0.18128784,"('illogical', 'logical')",0.308254,0.1812878,-0.1269662
62,0.18784541,0.27356577,"('incompetent', 'brilliant')",0.1878454,0.2735658,0.0857204
63,0.17877963,0.2946598,"('unperceptive', 'insightful')",0.1787796,0.2946598,0.1158802
64,-6.835036,-6.848197,"('shy', 'confident')",-6.8350358,-6.848197,-0.0131612
65,0.03672757,0.21490961,"('insecure', 'secure')",0.0367276,0.2149096,0.178182
66,-0.329744,-0.4640429,"('inactive', 'active')",-0.329744,-0.4640429,-0.1342989
67,-0.308505,-0.22240373,"('doubtful', 'determined')",-0.308505,-0.2224037,0.0861013
68,-0.83294696,-0.85592884,"('dependent', 'independent')",-0.832947,-0.8559288,-0.0229818
69,-1.6108677,-1.7039464,"('lazy', 'industrious')",-1.6108677,-1.7039464,-0.0930787
70,0.94486415,0.97414356,"('lethargic', 'energetic')",0.9448642,0.9741436,0.0292794
71,0.8833196,0.8053932,"('diffident', 'self-confident')",0.8833196,0.8053932,-0.0779264
72,0.7263547,0.80194706,"('unambitious', 'ambitious')",0.7263547,0.8019471,0.0755924
73,-3.12102,-3.0987313,"('helpless', 'self-reliant')",-3.1210201,-3.0987313,0.0222888
74,0.4444511,0.34897724,"('undedicated', 'dedicated')",0.4444511,0.3489772,-0.0954739
75,-0.72118694,-0.6572784,"('meek', 'impulsive')",-0.7211869,-0.6572784,0.0639085
76,0.18161379,0.2264693,"('anxious', 'daring')",0.1816138,0.2264693,0.0448555
77,-1.450434,-1.2503903,"('unmotivated', 'motivated')",-1.450434,-1.2503903,0.2000437
78,-0.42855412,-0.46835327,"('nonresilient', 'resilient')",-0.4285541,-0.4683533,-0.0397992
79,0.10940484,0.098573744,"('wavering', 'unwavering')",0.1094048,0.0985737,-0.0108311
80,-0.7996355,-0.82838583,"('dominated', 'dominating')",-0.7996355,-0.8283858,-0.0287503
81,-0.23851159,-0.122988105,"('submissive', 'aggressive')",-0.2385116,-0.1229881,0.1155235
82,6.357045,6.448176,"('poor', 'rich')",6.3570452,6.4481759,0.0911307
83,-0.4476714,-0.43218693,"('powerless', 'powerful')",-0.4476714,-0.4321869,0.0154845
84,0.93453735,0.89923215,"('inferior', 'superior')",0.9345374,0.8992321,-0.0353053
85,0.2492047,0.12066955,"('insignificant', 'prestigious')",0.2492047,0.1206696,-0.1285351
86,-0.010697387,-0.13082372,"('uninfluential', 'influential')",-0.0106974,-0.1308237,-0.1201263
87,-0.37695462,-0.28564337,"('unsuccessful', 'successful')",-0.3769546,-0.2856434,0.0913112
88,0.3583062,0.29367617,"('low', 'eminent')",0.3583062,0.2936762,-0.06463
