,denbury_male,denbury_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.4269786,-0.60059726,"('unsociable', 'sociable')",-0.07579035,-0.19778973,-0.2513845,-0.3991935,-0.147809
1,-1.4018002,-1.3692771,"('unfriendly', 'friendly')",1.7436349,1.6218406,0.1709174,0.1262817,-0.0446357
2,-0.01497896,0.08065298,"('unlikable', 'likable')",0.33522552,0.41052416,0.1601233,0.2455886,0.0854653
3,-0.84766316,-0.7268682,"('repellent', 'pleasant')",0.0049968287,0.049712002,-0.4213332,-0.3385781,0.0827551
4,0.5492463,0.55118585,"('disliked', 'liked')",-5.7221622,-5.782161,-2.586458,-2.6154876,-0.0290296
5,-0.33386052,-0.20508283,"('distant', 'outgoing')",-0.24762611,-0.27517468,-0.2907433,-0.2401288,0.0506145
6,-0.59703517,-0.42885193,"('distant', 'open')",0.044514537,-0.034759328,-0.2762603,-0.2318056,0.0444547
7,-0.26839262,-0.28572232,"('insensitive', 'sensitive')",0.63014334,0.64350903,0.1808754,0.1788934,-0.001982
8,-0.49496657,-0.44760993,"('unaffectionate', 'affectionate')",0.8505322,0.75624436,0.1777828,0.1543172,-0.0234656
9,-0.8448604,-0.7985814,"('unaffectionate', 'caring')",1.01816,0.9688258,0.0866498,0.0851222,-0.0015276
10,-0.57069486,-0.6510761,"('unsympathetic', 'sympathetic')",0.025525318,0.0029514357,-0.2725848,-0.3240623,-0.0514775
11,-0.4915627,-0.5124724,"('unhelpful', 'helpful')",1.7856939,1.803789,0.6470656,0.6456583,-0.0014073
12,-0.21375799,-0.1343648,"('unsupportive', 'supportive')",-1.388693,-1.3346936,-0.8012255,-0.7345292,0.0666963
13,-0.22484764,-0.3651439,"('impolite', 'polite')",-0.51897275,-0.53489125,-0.3719102,-0.4500176,-0.0781074
14,0.29981557,0.20513244,"('antisocial', 'social')",-0.20669281,-0.25109133,0.0465614,-0.0229794,-0.0695408
15,-0.0324168,-0.08125651,"('boring', 'funny')",0.48877978,0.4544543,0.2281815,0.1865989,-0.0415826
16,-0.9707571,-0.8767748,"('unpopular', 'popular')",0.3546077,0.33885396,-0.3080747,-0.2689604,0.0391143
17,0.026178889,0.061014008,"('nasty', 'nice')",-0.21904524,-0.16062413,-0.0964332,-0.0498051,0.0466281
18,-0.8587365,-0.7947273,"('disagreeable', 'welcoming')",-0.74262685,-0.8071168,-0.8006817,-0.800922,-0.0002403
19,-0.4306069,-0.29436818,"('inhospitable', 'hospitable')",-0.04257546,0.02544941,-0.2365912,-0.1344594,0.1021318
20,0.3542307,0.34948835,"('rough', 'thoughtful')",1.3627188,1.2588719,0.8584747,0.8041801,-0.0542946
21,-0.13020515,-0.19824453,"('immoral', 'moral')",-0.24719404,-0.22910957,-0.1886996,-0.213677,-0.0249774
22,0.17466632,0.1549386,"('untrustworthy', 'trustworthy')",-0.8260651,-0.9084677,-0.3256994,-0.3767646,-0.0510652
23,-1.1246966,-1.1977209,"('insincere', 'sincere')",5.073512,4.96036,1.9744077,1.8813195,-0.0930882
24,-0.24721724,-0.32489333,"('dishonest', 'honest')",0.47052646,0.3682998,0.1116546,0.0217032,-0.0899514
25,-0.94523305,-0.91687536,"('egoistic', 'altruistic')",1.0879138,1.1022004,0.0713404,0.0926625,0.0213221
26,0.1576018,0.14114027,"('hardhearted', 'benevolent')",1.9016769,1.8574786,1.0296394,0.9993094,-0.03033
27,-0.22066191,-0.16664374,"('hardhearted', 'softhearted')",1.4362433,1.361809,0.6077907,0.5975826,-0.0102081
28,-0.3868975,-0.5336765,"('disloyal', 'loyal')",0.9338915,0.79410386,0.273497,0.1302137,-0.1432833
29,-0.23632705,-0.26570103,"('unfair', 'fair')",-0.38955238,-0.54655063,-0.3129397,-0.4061258,-0.0931861
30,0.5029628,0.39633593,"('intolerant', 'tolerant')",1.2828709,1.2183218,0.8929169,0.8073289,-0.085588
31,-0.9031658,-0.7017785,"('evil', 'good')",-0.99217355,-1.0384351,-0.9476697,-0.8701068,0.0775629
32,-0.97204196,-1.0696942,"('unkind', 'kind')",0.78581476,0.72197384,-0.0931136,-0.1738602,-0.0807466
33,-0.23626286,-0.1985753,"('wrong', 'right')",-0.6782497,-0.69608134,-0.4572563,-0.4473283,0.009928
34,-0.2614864,-0.19548716,"('mean', 'honorable')",5.588725,5.5809956,2.6636193,2.6927543,0.029135
35,0.28567687,0.3115936,"('corrupt', 'incorrupt')",-0.28186512,-0.41585395,0.0019059,-0.0521302,-0.0540361
36,-0.39348003,-0.29130292,"('hostile', 'amicable')",0.061790578,-0.14414078,-0.1658447,-0.2177218,-0.0518771
37,0.46495703,0.45480344,"('fake', 'genuine')",0.39935,0.41338253,0.4321535,0.434093,0.0019395
38,-0.9154733,-0.86846495,"('untruthful', 'truthful')",-0.15238193,-0.19196074,-0.5339276,-0.5302128,0.0037148
39,0.61350435,0.59431845,"('exploitative', 'cooperative')",0.29245913,0.3070088,0.4529817,0.4506636,-0.0023181
40,-0.3058186,-0.34351394,"('stingy', 'generous')",-1.2197759,-1.330927,-0.7627972,-0.8372205,-0.0744233
41,0.5693491,0.62734246,"('unforgiving', 'forgiving')",0.00724034,-0.13753682,0.2882947,0.2449028,-0.0433919
