,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.25996423,0.07341264,"('unsociable', 'sociable')",0.19000238,0.013439996,0.2249833,0.0434263,-0.181557
1,2.1735353,2.1994,"('unfriendly', 'friendly')",1.7329173,1.6241088,1.9532263,1.9117544,-0.0414719
2,-0.11456549,-0.053926542,"('unlikable', 'likable')",0.47279525,0.6371784,0.1791149,0.2916259,0.112511
3,-2.060659,-2.0213633,"('repellent', 'pleasant')",-0.34155917,-0.2601182,-1.2011091,-1.1407408,0.0603683
4,0.32376447,0.30791155,"('disliked', 'liked')",-6.4937677,-6.6614733,-3.0850017,-3.1767809,-0.0917792
5,1.5181696,1.5493664,"('distant', 'outgoing')",-0.3351974,-0.23814708,0.5914861,0.6556096,0.0641235
6,1.199328,1.267836,"('distant', 'open')",-0.18491578,-0.08262153,0.5072061,0.5926072,0.0854011
7,-0.69489616,-0.59263116,"('insensitive', 'sensitive')",-0.36264578,-0.31503317,-0.528771,-0.4538321,0.0749389
8,1.3810197,1.4299403,"('unaffectionate', 'affectionate')",0.5296439,0.44921857,0.9553318,0.9395795,-0.0157523
9,1.9427364,2.0085409,"('unaffectionate', 'caring')",1.102061,1.1160573,1.5223987,1.562299,0.0399003
10,-0.6060337,-0.6388326,"('unsympathetic', 'sympathetic')",-0.101503775,-0.2911465,-0.3537687,-0.4649895,-0.1112208
11,-0.75636226,-0.7421243,"('unhelpful', 'helpful')",1.9254856,1.9652362,0.5845617,0.6115559,0.0269942
12,1.4107603,1.501628,"('unsupportive', 'supportive')",-1.293478,-1.3170707,0.0586411,0.0922787,0.0336376
13,-0.19733374,-0.2881639,"('impolite', 'polite')",-0.1726669,-0.25815076,-0.1850003,-0.2731573,-0.088157
14,-0.68541986,-0.8246181,"('antisocial', 'social')",-0.79351753,-0.8465114,-0.7394687,-0.8355647,-0.096096
15,1.0173787,1.0047593,"('boring', 'funny')",0.59884864,0.63588697,0.8081137,0.8203231,0.0122094
16,-0.5930172,-0.5469699,"('unpopular', 'popular')",-0.23764165,-0.20711748,-0.4153294,-0.3770437,0.0382857
17,-0.40449366,-0.35532564,"('nasty', 'nice')",-0.54253685,-0.45470864,-0.4735153,-0.4050171,0.0684982
18,-0.061234277,-0.003757272,"('disagreeable', 'welcoming')",-1.1868314,-1.1365161,-0.6240328,-0.5701367,0.0538961
19,0.43200496,0.44305176,"('inhospitable', 'hospitable')",-0.10751878,-0.09672904,0.1622431,0.1731614,0.0109183
20,0.68313324,0.71964663,"('rough', 'thoughtful')",0.61589617,0.6391338,0.6495147,0.6793902,0.0298755
21,-0.17351696,-0.21771717,"('immoral', 'moral')",-0.90510607,-0.88294125,-0.5393115,-0.5503292,-0.0110177
22,-1.6945298,-1.8301528,"('untrustworthy', 'trustworthy')",-1.3258213,-1.294138,-1.5101755,-1.5621454,-0.0519699
23,0.21628308,0.261799,"('insincere', 'sincere')",5.4954815,5.5780506,2.8558822,2.9199247,0.0640425
24,-0.45124146,-0.46299163,"('dishonest', 'honest')",0.38353783,0.43563,-0.0338518,-0.0136808,0.020171
25,1.8854839,1.9309012,"('egoistic', 'altruistic')",1.200434,1.2409632,1.542959,1.5859323,0.0429733
26,3.0497282,3.0291274,"('hardhearted', 'benevolent')",1.9401853,1.8075658,2.4949567,2.4183466,-0.0766101
27,0.5440861,0.6230218,"('hardhearted', 'softhearted')",0.87577987,0.8850582,0.709933,0.75404,0.044107
28,-0.15324827,-0.27074707,"('disloyal', 'loyal')",0.6991907,0.5552439,0.2729712,0.1422484,-0.1307228
29,-0.43964976,-0.44245464,"('unfair', 'fair')",-0.4532576,-0.46657676,-0.4464537,-0.4545157,-0.008062
30,-0.39747873,-0.442502,"('intolerant', 'tolerant')",0.07839207,0.12159313,-0.1595433,-0.1604544,-0.0009111
31,0.2987514,0.40871277,"('evil', 'good')",-0.97346807,-0.89976954,-0.3373583,-0.2455284,0.0918299
32,0.3601097,0.40644804,"('unkind', 'kind')",0.85597885,0.7778918,0.6080443,0.5921699,-0.0158744
33,1.6151824,1.5673679,"('wrong', 'right')",-0.26605406,-0.21915992,0.6745642,0.674104,-0.0004602
34,0.10588363,0.2937357,"('mean', 'honorable')",4.5593977,4.736807,2.3326406,2.5152712,0.1826306
35,0.6240623,0.5877544,"('corrupt', 'incorrupt')",-0.5627427,-0.57932603,0.0306598,0.0042142,-0.0264456
36,0.7512628,0.8209239,"('hostile', 'amicable')",-0.34833068,-0.41949743,0.2014661,0.2007132,-0.0007529
37,0.12407488,0.12518215,"('fake', 'genuine')",0.3374591,0.3543409,0.230767,0.2397615,0.0089945
38,-0.07927863,-0.037509732,"('untruthful', 'truthful')",0.5888415,0.7039839,0.2547814,0.3332371,0.0784557
39,1.1958307,1.2260746,"('exploitative', 'cooperative')",0.23954602,0.40479878,0.7176884,0.8154367,0.0977483
40,-0.04948575,0.027551606,"('stingy', 'generous')",-2.2541213,-2.306694,-1.1518035,-1.1395712,0.0122323
