,villa_male,villa_female,tuple,average_male,average_female,female-male
0,0.3893245,0.25994495,"('unsociable', 'sociable')",0.3893245,0.2599449,-0.1293796
1,1.7194974,1.7932304,"('unfriendly', 'friendly')",1.7194974,1.7932304,0.073733
2,0.3792877,0.53070337,"('unlikable', 'likable')",0.3792877,0.5307034,0.1514157
3,0.8035393,0.90082926,"('repellent', 'pleasant')",0.8035393,0.9008293,0.09729
4,-7.19749,-7.2700486,"('disliked', 'liked')",-7.1974902,-7.2700486,-0.0725584
5,-0.199913,0.031356335,"('distant', 'outgoing')",-0.199913,0.0313563,0.2312693
6,0.12433634,0.32538792,"('distant', 'open')",0.1243363,0.3253879,0.2010516
7,1.4497396,1.4279314,"('insensitive', 'sensitive')",1.4497396,1.4279314,-0.0218082
8,1.3446275,1.36965,"('unaffectionate', 'affectionate')",1.3446275,1.36965,0.0250225
9,1.7980498,2.0285845,"('unaffectionate', 'caring')",1.7980498,2.0285845,0.2305347
10,1.1963822,1.0939445,"('unsympathetic', 'sympathetic')",1.1963822,1.0939445,-0.1024377
11,2.0192094,2.1320918,"('unhelpful', 'helpful')",2.0192094,2.1320918,0.1128824
12,-1.3236891,-1.1892087,"('unsupportive', 'supportive')",-1.3236891,-1.1892087,0.1344804
13,0.22136763,0.114080876,"('impolite', 'polite')",0.2213676,0.1140809,-0.1072867
14,0.33289278,0.15773384,"('antisocial', 'social')",0.3328928,0.1577338,-0.175159
15,0.45908815,0.393881,"('boring', 'funny')",0.4590881,0.393881,-0.0652071
16,-0.3140806,-0.14671618,"('unpopular', 'popular')",-0.3140806,-0.1467162,0.1673644
17,0.004373327,0.08582078,"('nasty', 'nice')",0.0043733,0.0858208,0.0814475
18,-0.007133443,0.05318764,"('disagreeable', 'welcoming')",-0.0071334,0.0531876,0.060321
19,-0.25582448,-0.039759733,"('inhospitable', 'hospitable')",-0.2558245,-0.0397597,0.2160648
20,0.6578502,0.45347744,"('rough', 'thoughtful')",0.6578502,0.4534774,-0.2043728
21,-0.020757742,0.08967404,"('immoral', 'moral')",-0.0207577,0.089674,0.1104317
22,-0.3506518,-0.3140189,"('untrustworthy', 'trustworthy')",-0.3506518,-0.3140189,0.0366329
23,6.924296,7.0969377,"('insincere', 'sincere')",6.9242959,7.0969377,0.1726418
24,1.9795022,2.022011,"('dishonest', 'honest')",1.9795022,2.022011,0.0425088
25,0.8559329,0.80265653,"('egoistic', 'altruistic')",0.8559329,0.8026565,-0.0532764
26,0.9547947,0.63502425,"('hardhearted', 'benevolent')",0.9547947,0.6350242,-0.3197705
27,2.0691965,1.8695555,"('hardhearted', 'softhearted')",2.0691965,1.8695555,-0.199641
28,1.321364,1.2609926,"('disloyal', 'loyal')",1.321364,1.2609926,-0.0603714
29,-0.5771177,-0.5731813,"('unfair', 'fair')",-0.5771177,-0.5731813,0.0039364
30,1.1487671,1.1208175,"('intolerant', 'tolerant')",1.1487671,1.1208175,-0.0279496
31,-1.3571856,-1.2024715,"('evil', 'good')",-1.3571856,-1.2024715,0.1547141
32,1.3082271,1.100903,"('unkind', 'kind')",1.3082271,1.100903,-0.2073241
33,-0.5185867,-0.29322204,"('wrong', 'right')",-0.5185867,-0.293222,0.2253647
34,4.745579,5.132338,"('mean', 'honorable')",4.7455788,5.132338,0.3867592
35,-1.0329959,-1.0557877,"('corrupt', 'incorrupt')",-1.0329959,-1.0557877,-0.0227918
36,-1.2321961,-1.1687549,"('hostile', 'amicable')",-1.2321961,-1.1687549,0.0634412
37,1.2244366,1.0920786,"('fake', 'genuine')",1.2244366,1.0920786,-0.132358
38,0.15842392,0.33603722,"('untruthful', 'truthful')",0.1584239,0.3360372,0.1776133
39,0.40333,0.36173522,"('exploitative', 'cooperative')",0.40333,0.3617352,-0.0415948
40,-0.78004223,-0.9621403,"('stingy', 'generous')",-0.7800422,-0.9621403,-0.1820981
41,0.33986023,0.131686,"('unforgiving', 'forgiving')",0.3398602,0.131686,-0.2081742
42,-2.332902,-2.3534622,"('unreliable', 'reliable')",-2.332902,-2.3534622,-0.0205602
43,1.2360744,1.1810024,"('irresponsible', 'responsible')",1.2360744,1.1810024,-0.055072
44,-1.5378327,-1.7730205,"('prejudiced', 'unprejudiced')",-1.5378327,-1.7730205,-0.2351878
45,0.14872548,0.09666301,"('incompetent', 'competent')",0.1487255,0.096663,-0.0520625
46,-0.63637483,-0.75034755,"('uncompetitive', 'competitive')",-0.6363748,-0.7503476,-0.1139728
47,4.858508,5.021133,"('stupid', 'smart')",4.8585081,5.0211329,0.1626248
48,0.9717714,0.9147187,"('unintelligent', 'intelligent')",0.9717714,0.9147187,-0.0570527
49,0.48551863,0.64283514,"('unable', 'able')",0.4855186,0.6428351,0.1573165
50,-0.30344248,-0.25307146,"('clumsy', 'skillful')",-0.3034425,-0.2530715,0.050371
51,0.9988864,0.94421595,"('uneducated', 'educated')",0.9988864,0.944216,-0.0546704
52,-0.16974622,-0.00010701269,"('irrational', 'rational')",-0.1697462,-0.000107,0.1696392
53,0.12072282,0.12776503,"('uncreative', 'creative')",0.1207228,0.127765,0.0070422
54,1.2791526,1.5987918,"('incapable', 'capable')",1.2791526,1.5987918,0.3196392
55,1.187909,1.1239529,"('incompetent', 'clever')",1.187909,1.1239529,-0.0639561
56,0.45220643,0.53033113,"('impractical', 'practical')",0.4522064,0.5303311,0.0781247
57,-2.412305,-2.6235101,"('unimaginative', 'imaginative')",-2.4123051,-2.6235101,-0.211205
58,0.27990562,0.23961328,"('undiscriminating', 'discriminating')",0.2799056,0.2396133,-0.0402923
59,0.041753083,0.2279236,"('foolish', 'wise')",0.0417531,0.2279236,0.1861705
