,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-0.8261472,-0.91166055,"('unsociable', 'sociable')",0.44877443,0.3683738,-0.1886864,-0.2716434,-0.082957
1,-0.88316435,-1.0952916,"('unfriendly', 'friendly')",1.1985286,1.0508019,0.1576822,-0.0222449,-0.1799271
2,0.8210449,0.8194498,"('unlikable', 'likable')",0.4366228,0.6139883,0.6288339,0.716719,0.0878851
3,-0.79777044,-0.78107125,"('repellent', 'pleasant')",0.43663093,0.44928807,-0.1805698,-0.1658916,0.0146782
4,0.4126504,0.27354822,"('disliked', 'liked')",-7.1110435,-7.062607,-3.3491964,-3.3945293,-0.0453329
5,0.554627,0.5326273,"('distant', 'outgoing')",-1.3950486,-1.3894734,-0.4202108,-0.4284231,-0.0082123
6,0.4383923,0.41281903,"('distant', 'open')",-1.0079671,-1.0519646,-0.2847874,-0.3195728,-0.0347854
7,-1.0532814,-1.027977,"('insensitive', 'sensitive')",0.55302733,0.61895156,-0.250127,-0.2045127,0.0456143
8,0.026667595,-0.05237647,"('unaffectionate', 'affectionate')",0.74221146,0.6989005,0.3844395,0.323262,-0.0611775
9,-0.36256498,-0.44641042,"('unaffectionate', 'caring')",0.9941168,0.9515778,0.3157759,0.2525837,-0.0631922
10,-2.1191523,-2.122997,"('unsympathetic', 'sympathetic')",0.25606215,0.27111837,-0.9315451,-0.9259393,0.0056058
11,-1.1509403,-1.1507313,"('unhelpful', 'helpful')",2.094326,2.1522477,0.4716929,0.5007582,0.0290653
12,-1.0414785,-1.0310904,"('unsupportive', 'supportive')",-1.7724131,-1.6324704,-1.4069458,-1.3317804,0.0751654
13,-1.0242125,-0.9896327,"('impolite', 'polite')",0.19487567,0.2587008,-0.4146684,-0.365466,0.0492024
14,-0.69486266,-0.74320513,"('antisocial', 'social')",0.7151409,0.68562853,0.0101391,-0.0287883,-0.0389274
15,0.41931894,0.36029723,"('boring', 'funny')",0.48114017,0.42219186,0.4502296,0.3912445,-0.0589851
16,0.38105464,0.29995036,"('unpopular', 'popular')",0.116881594,0.030053005,0.2489681,0.1650017,-0.0839664
17,-0.5365485,-0.38949925,"('nasty', 'nice')",-0.5886117,-0.61580074,-0.5625801,-0.50265,0.0599301
18,-0.040869564,-0.09525888,"('disagreeable', 'welcoming')",-0.9000015,-0.9551765,-0.4704356,-0.5252177,-0.0547821
19,-0.034277245,-0.028662575,"('inhospitable', 'hospitable')",-0.8619473,-0.7742093,-0.4481123,-0.4014359,0.0466764
20,-0.31615424,-0.3014257,"('rough', 'thoughtful')",0.73546314,0.75147074,0.2096545,0.2250225,0.015368
21,-0.6813829,-0.68198484,"('immoral', 'moral')",0.28069654,0.3872628,-0.2003432,-0.147361,0.0529822
22,-0.9219509,-0.97210217,"('untrustworthy', 'trustworthy')",-0.6767843,-0.71727055,-0.7993675,-0.8446864,-0.0453189
23,-0.9634096,-1.0233892,"('insincere', 'sincere')",6.0407257,5.869772,2.5386581,2.4231913,-0.1154668
24,-0.5136246,-0.5710652,"('dishonest', 'honest')",0.8276274,0.7374745,0.1570014,0.0832047,-0.0737967
25,0.68727344,0.6568493,"('egoistic', 'altruistic')",0.86281204,0.78851235,0.7750428,0.7226808,-0.052362
26,-0.10488699,-0.27113134,"('hardhearted', 'benevolent')",1.4945197,1.4502847,0.6948164,0.5895767,-0.1052397
27,-0.35141617,-0.3298398,"('hardhearted', 'softhearted')",0.7338103,0.6431813,0.1911971,0.1566708,-0.0345263
28,-0.35333848,-0.5142278,"('disloyal', 'loyal')",1.3620623,1.2098101,0.5043619,0.3477912,-0.1565707
29,-0.22905353,-0.2804503,"('unfair', 'fair')",-1.0047369,-1.2263123,-0.6168952,-0.7533813,-0.1364861
30,-0.6325946,-0.655299,"('intolerant', 'tolerant')",1.1707247,1.258738,0.2690651,0.3017195,0.0326544
31,0.29026937,0.29376227,"('evil', 'good')",-1.6696031,-1.828671,-0.6896669,-0.7674544,-0.0777875
32,-0.62302303,-0.70299095,"('unkind', 'kind')",1.283953,1.1171745,0.330465,0.2070918,-0.1233732
33,0.48711702,0.36906812,"('wrong', 'right')",-0.31341547,-0.4264301,0.0868508,-0.028681,-0.1155318
34,-0.31894848,-0.22484148,"('mean', 'honorable')",4.889097,4.9388385,2.2850745,2.3569984,0.0719239
35,1.2836989,1.2284702,"('corrupt', 'incorrupt')",-1.0747751,-1.2998822,0.1044619,-0.035706,-0.1401679
36,0.46063757,0.27149308,"('hostile', 'amicable')",-0.8740808,-1.1586697,-0.2067216,-0.4435883,-0.2368667
37,-0.28124577,-0.25267684,"('fake', 'genuine')",0.4488554,0.4180526,0.0838048,0.0826879,-0.0011169
38,-0.5857867,-0.64548975,"('untruthful', 'truthful')",-0.010449937,0.039431974,-0.2981183,-0.3030289,-0.0049106
39,0.24725778,0.33036923,"('exploitative', 'cooperative')",0.92262614,1.0332457,0.584942,0.6818075,0.0968655
40,0.1030073,-0.0061302837,"('stingy', 'generous')",-2.1702645,-2.1765895,-1.0336286,-1.0913599,-0.0577313
41,-0.9809107,-1.0963392,"('unforgiving', 'forgiving')",0.47160012,0.38179386,-0.2546553,-0.3572727,-0.1026174
42,0.012203075,0.08973553,"('unreliable', 'reliable')",-3.023886,-2.928045,-1.5058415,-1.4191548,0.0866867
43,-0.75986713,-0.6795532,"('irresponsible', 'responsible')",1.1177807,1.2811389,0.1789568,0.3007928,0.121836
44,0.0065623093,0.09356034,"('prejudiced', 'unprejudiced')",-1.2030683,-1.1913278,-0.598253,-0.5488837,0.0493693
45,-0.75145346,-0.8473699,"('incompetent', 'competent')",0.5696381,0.5857191,-0.0909077,-0.1308254,-0.0399177
46,-0.8987517,-0.85888755,"('uncompetitive', 'competitive')",-0.09022401,0.10258165,-0.4944879,-0.378153,0.1163349
47,-0.37983057,-0.28048205,"('stupid', 'smart')",5.279448,5.3299713,2.4498088,2.5247445,0.0749357
48,-1.1728109,-1.1491476,"('unintelligent', 'intelligent')",0.39891192,0.46082845,-0.3869495,-0.3441596,0.0427899
49,-0.7875322,-0.6507078,"('unable', 'able')",-0.37946278,-0.24990235,-0.5834975,-0.4503051,0.1331924
50,-0.003227353,-0.045503836,"('clumsy', 'skillful')",-0.4515575,-0.5363514,-0.2273924,-0.2909276,-0.0635352
51,-1.0740033,-1.138158,"('uneducated', 'educated')",0.77258146,0.6562472,-0.1507109,-0.2409554,-0.0902445
52,0.5692528,0.38629293,"('irrational', 'rational')",-0.03578005,-0.2341112,0.2667364,0.0760909,-0.1906455
53,-1.2250335,-1.3036171,"('uncreative', 'creative')",-0.14231613,-0.14559884,-0.6836748,-0.724608,-0.0409332
54,-0.14575705,-0.19647923,"('incapable', 'capable')",0.7394298,0.7337344,0.2968364,0.2686276,-0.0282088
55,-0.59105027,-0.55774206,"('incompetent', 'clever')",0.94557285,1.0646281,0.1772613,0.253443,0.0761817
56,0.2645006,0.2574956,"('impractical', 'practical')",1.2170992,1.3391937,0.7407999,0.7983447,0.0575448
57,-1.5270376,-1.6171316,"('unimaginative', 'imaginative')",-2.966986,-2.8194046,-2.2470117,-2.2182682,0.0287435
58,-0.18430682,-0.26268068,"('undiscriminating', 'discriminating')",-0.052718353,-0.021239929,-0.1185126,-0.1419603,-0.0234477
59,1.2162491,1.1986883,"('foolish', 'wise')",-0.2342716,-0.28681988,0.4909888,0.4559342,-0.0350546
60,-0.5200845,-0.37329435,"('inefficient', 'efficient')",0.76569974,1.0710292,0.1228076,0.3488674,0.2260598
61,-0.6698193,-0.75379515,"('illogical', 'logical')",0.16369243,-0.02763354,-0.2530634,-0.3907143,-0.1376509
62,-0.57983524,-0.5021171,"('incompetent', 'brilliant')",0.8901548,1.1086818,0.1551598,0.3032824,0.1481226
63,-0.93467194,-0.9529637,"('unperceptive', 'insightful')",0.29544473,0.5251843,-0.3196136,-0.2138897,0.1057239
64,-0.51804966,-0.4933864,"('shy', 'confident')",-5.8673015,-5.6800547,-3.1926756,-3.0867205,0.1059551
65,-0.7376902,-0.7229797,"('insecure', 'secure')",0.5094644,0.5290346,-0.1141129,-0.0969726,0.0171403
66,-0.3755505,-0.42074937,"('inactive', 'active')",-0.40353698,-0.46981335,-0.3895437,-0.4452814,-0.0557377
67,0.45907873,0.49052918,"('doubtful', 'determined')",-0.06303493,-0.015523895,0.1980219,0.2375026,0.0394807
68,-0.8493568,-0.8500455,"('dependent', 'independent')",-1.3576229,-1.3343829,-1.1034899,-1.0922142,0.0112757
69,1.1687417,1.1352348,"('lazy', 'industrious')",-1.3367275,-1.271577,-0.0839929,-0.0681711,0.0158218
70,-1.0134057,-0.93662536,"('lethargic', 'energetic')",0.66842943,0.7770688,-0.1724881,-0.0797783,0.0927098
71,-0.17202401,-0.19290929,"('diffident', 'self-confident')",0.16386463,0.16584879,-0.0040797,-0.0135302,-0.0094505
72,-0.9255589,-0.95259523,"('unambitious', 'ambitious')",-0.016699668,0.006592484,-0.4711293,-0.4730014,-0.0018721
73,1.3820494,1.3757937,"('helpless', 'self-reliant')",-3.1489246,-2.9754639,-0.8834376,-0.7998351,0.0836025
74,-0.05213011,-0.09825352,"('undedicated', 'dedicated')",0.22026086,0.27585799,0.0840654,0.0888022,0.0047368
75,0.7805334,0.7596241,"('meek', 'impulsive')",-1.0989511,-1.0157925,-0.1592089,-0.1280842,0.0311247
76,-0.7312126,-0.616528,"('anxious', 'daring')",-0.01583486,0.099389106,-0.3735237,-0.2585694,0.1149543
77,-0.12816922,-0.11985627,"('unmotivated', 'motivated')",-0.9597927,-0.8245212,-0.543981,-0.4721887,0.0717923
