,packaging_male,packaging_female,tuple,corp_male,corp_female,america_male,america_female,average_male,average_female,female-male
0,0.7740987,0.76316166,"('unsociable', 'sociable')",0.38022316,0.42752263,-0.25670093,-0.3262908,0.299207,0.2881312,-0.0110758
1,0.9533374,0.9480864,"('unfriendly', 'friendly')",-0.4918261,-0.6173736,1.7858372,1.7845081,0.7491162,0.7050737,-0.0440425
2,0.7032722,0.75429803,"('unlikable', 'likable')",1.5570344,1.5255648,1.0515718,1.1162721,1.1039595,1.132045,0.0280855
3,-1.0743675,-0.9102299,"('repellent', 'pleasant')",0.59846735,0.67246324,0.18012452,0.22097023,-0.0985919,-0.0055988,0.0929931
4,-0.8631391,-0.91725343,"('disliked', 'liked')",0.37021014,0.22365771,-6.65381,-6.65243,-2.3822463,-2.4486753,-0.066429
5,0.21014902,0.29980353,"('distant', 'outgoing')",-1.4258457,-1.3946946,-0.4444751,-0.43830785,-0.5533906,-0.5110663,0.0423243
6,-0.23730716,-0.14732695,"('distant', 'open')",-2.3863125,-2.3720698,0.1283467,0.16201855,-0.8317576,-0.7857927,0.0459649
7,0.14768422,0.21612272,"('insensitive', 'sensitive')",-0.35875982,-0.16169651,0.35174602,0.49347088,0.0468901,0.1826324,0.1357423
8,0.53414863,0.5087462,"('unaffectionate', 'affectionate')",-0.90459883,-0.98347175,1.2616462,1.2466563,0.2970653,0.2573103,-0.039755
9,1.2613183,1.3113543,"('unaffectionate', 'caring')",-0.32079765,-0.3404213,1.6291965,1.6737521,0.8565724,0.8815617,0.0249893
10,0.06209763,0.11824308,"('unsympathetic', 'sympathetic')",-0.73478115,-0.46423778,-0.015658306,0.21089232,-0.2294473,-0.0450341,0.1844132
11,0.30166775,0.40467238,"('unhelpful', 'helpful')",0.58452624,0.6859762,1.9527895,2.0621161,0.9463278,1.0509216,0.1045938
12,0.73788035,0.92169285,"('unsupportive', 'supportive')",0.30770916,0.5907817,-1.3945453,-1.2359973,-0.1163186,0.0921591,0.2084777
13,1.1007795,1.0937206,"('impolite', 'polite')",-0.2477117,-0.20795782,0.13381904,0.060798302,0.3289623,0.3155203,-0.013442
14,0.9472995,1.0028208,"('antisocial', 'social')",0.5819773,0.61048746,-0.38591468,-0.44328338,0.3811207,0.3900083,0.0088876
15,0.74217796,0.67604494,"('boring', 'funny')",-0.74794924,-0.8830165,0.4121586,0.28926235,0.1354624,0.0274303,-0.1080321
16,-1.141858,-1.1033343,"('unpopular', 'popular')",-0.60045516,-0.6738893,0.59139806,0.5000014,-0.3836384,-0.4257407,-0.0421023
17,0.044702817,0.09283027,"('nasty', 'nice')",-0.5305845,-0.4038439,-0.72976035,-0.67198485,-0.405214,-0.3276662,0.0775478
18,-0.7622594,-0.69781256,"('disagreeable', 'welcoming')",-0.94942015,-0.95285726,-0.08223055,-0.054199457,-0.59797,-0.5682898,0.0296802
19,-1.1027071,-1.0712773,"('inhospitable', 'hospitable')",-1.4888546,-1.4047202,-0.21973094,-0.0961283,-0.9370975,-0.8573752,0.0797223
20,-0.26132995,-0.16359513,"('rough', 'thoughtful')",0.46459273,0.6007158,0.4950614,0.48607156,0.2327747,0.3077308,0.0749561
21,0.8172101,0.8548406,"('immoral', 'moral')",0.860586,0.9878299,0.010405824,0.1055989,0.562734,0.6494231,0.0866891
22,-0.31099454,-0.3390665,"('untrustworthy', 'trustworthy')",0.6294335,0.65137726,-0.41227627,-0.38253346,-0.0312791,-0.0234076,0.0078715
23,0.6997315,0.7489394,"('insincere', 'sincere')",-0.25540686,-0.21052408,6.1868496,6.193059,2.2103914,2.2438248,0.0334334
24,0.28165922,0.26293096,"('dishonest', 'honest')",-0.19719927,-0.15753303,1.3648245,1.4175612,0.4830948,0.507653,0.0245582
25,0.42319572,0.38561106,"('egoistic', 'altruistic')",-0.09504363,-0.13973549,1.1465317,1.0841162,0.4915613,0.4433306,-0.0482307
26,1.0350984,0.976252,"('hardhearted', 'benevolent')",1.1197056,0.9826104,1.8043221,1.7768462,1.3197087,1.2452362,-0.0744725
27,-0.030301746,0.04594806,"('hardhearted', 'softhearted')",-0.7898628,-0.6369556,1.3194308,1.2935864,0.1664221,0.2341929,0.0677708
28,0.4634009,0.39591476,"('disloyal', 'loyal')",-0.11873547,-0.21675788,1.3768108,1.3764892,0.5738254,0.5185487,-0.0552767
29,-0.88316786,-0.8506775,"('unfair', 'fair')",-0.80425173,-0.7949887,-0.8607921,-0.9798297,-0.8494039,-0.8751653,-0.0257614
30,1.3346484,1.3364723,"('intolerant', 'tolerant')",0.8435089,0.814278,0.5551366,0.56879747,0.911098,0.9065159,-0.0045821
31,-0.69796175,-0.6988797,"('evil', 'good')",-1.3264732,-1.4578402,-1.2357242,-1.2699683,-1.0867198,-1.1422294,-0.0555096
32,0.19732012,0.15533437,"('unkind', 'kind')",0.7782474,0.733441,1.4277445,1.3364289,0.801104,0.7417347,-0.0593693
33,0.7963898,0.77377695,"('wrong', 'right')",0.092722915,-0.026315734,0.09012678,-0.04234283,0.3264132,0.2350395,-0.0913737
34,0.17683132,0.359093,"('mean', 'honorable')",0.19935244,0.49851337,5.293236,5.384446,1.8898064,2.0806842,0.1908778
35,-1.1628805,-1.2792522,"('corrupt', 'incorrupt')",-1.6258025,-1.7861313,-0.28370512,-0.41118103,-1.0241294,-1.1588548,-0.1347254
36,-0.9636723,-1.0460039,"('hostile', 'amicable')",-1.9822441,-2.214472,0.21437952,0.085823506,-0.9105123,-1.0582175,-0.1477052
37,-0.17209262,-0.1655533,"('fake', 'genuine')",-0.46848792,-0.3902626,0.021036241,0.06999084,-0.2065148,-0.1619417,0.0445731
38,0.42453903,0.43340042,"('untruthful', 'truthful')",0.12176499,0.09210464,0.7005714,0.7905655,0.4156251,0.4386902,0.0230651
39,0.7884184,0.7829547,"('exploitative', 'cooperative')",1.3284591,1.3763323,0.20616877,0.2424607,0.7743487,0.8005826,0.0262339
40,0.58150584,0.6163285,"('stingy', 'generous')",-0.022383891,-0.04880931,-1.766701,-1.7854618,-0.4025263,-0.4059809,-0.0034546
41,0.69083965,0.68756294,"('unforgiving', 'forgiving')",0.54526734,0.5920921,0.2940983,0.3681255,0.5100684,0.5492601,0.0391917
42,-0.049836345,0.011418145,"('unreliable', 'reliable')",1.13913,1.3364189,-2.3530393,-2.1513426,-0.4212486,-0.2678352,0.1534134
43,0.7549079,0.8596889,"('irresponsible', 'responsible')",0.38878393,0.58232546,0.6116712,0.7066183,0.585121,0.7162108,0.1310898
