,red_male,red_female,tuple,hat_male,hat_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0747961,-1.1136702,"('unsociable', 'sociable')",-0.3365416,-0.39068127,-0.3523971,-0.5058467,-0.5879116,-0.670066,-0.0821544
1,-0.20398976,-0.46011397,"('unfriendly', 'friendly')",1.147242,0.82890224,2.3257675,2.1848557,1.0896732,0.8512146,-0.2384586
2,-0.07428932,0.1010481,"('unlikable', 'likable')",-0.16880736,-0.09507525,0.15878756,0.215345,-0.028103,0.0737726,0.1018756
3,-0.6879433,-0.47661167,"('repellent', 'pleasant')",-0.46666637,-0.31725332,0.20117766,0.26691982,-0.3178107,-0.1756484,0.1421623
4,0.650404,0.51594085,"('disliked', 'liked')",1.0699494,1.0665535,-6.0299973,-6.1061974,-1.4365479,-1.507901,-0.0713531
5,-0.19576532,-0.26305583,"('distant', 'outgoing')",0.6050141,0.48634648,0.33790904,0.29784873,0.2490526,0.1737131,-0.0753395
6,-0.6933739,-0.7454931,"('distant', 'open')",0.003798388,-0.15747717,0.4660546,0.4173181,-0.074507,-0.1618841,-0.0873771
7,-0.7412764,-0.46938983,"('insensitive', 'sensitive')",-0.64105797,-0.467292,0.4539751,0.59069943,-0.3094531,-0.1153275,0.1941256
8,-0.76982033,-0.8725822,"('unaffectionate', 'affectionate')",-0.33524475,-0.5584351,1.0264174,0.96804714,-0.0262159,-0.1543234,-0.1281075
9,0.071903914,0.072533704,"('unaffectionate', 'caring')",-0.068813145,-0.20042616,1.2035551,1.2154183,0.4022153,0.3625086,-0.0397067
10,-1.1762999,-1.039837,"('unsympathetic', 'sympathetic')",-1.139307,-1.0791858,-0.91866964,-0.8633737,-1.0780923,-0.9941322,0.0839601
11,-0.16805904,-0.058948066,"('unhelpful', 'helpful')",-0.73163956,-0.59685135,1.5639489,1.7481943,0.2214168,0.3641316,0.1427148
12,-0.03751559,0.16703898,"('unsupportive', 'supportive')",0.19738916,0.35462928,-1.717928,-1.6840366,-0.5193515,-0.3874561,0.1318954
13,-0.7511852,-0.7298145,"('impolite', 'polite')",-0.717831,-0.65708107,-0.86847556,-0.8885823,-0.7791639,-0.7584926,0.0206713
14,-1.0071586,-0.72940063,"('antisocial', 'social')",-0.26096672,-0.18686675,-0.8658551,-0.8529362,-0.7113268,-0.5897346,0.1215922
15,0.26590222,0.08330408,"('boring', 'funny')",0.38857245,0.25321734,0.5619515,0.5311541,0.4054754,0.2892252,-0.1162502
16,-0.5456814,-0.49324733,"('unpopular', 'popular')",-0.17190334,-0.09125709,0.45559317,0.5329063,-0.0873305,-0.0171994,0.0701311
17,-0.4304563,-0.36668122,"('nasty', 'nice')",0.24153265,0.25222722,-0.27838567,-0.25279903,-0.1557698,-0.1224177,0.0333521
18,0.10215066,0.24688603,"('disagreeable', 'welcoming')",-0.43610188,-0.43022054,-0.3321693,-0.39418986,-0.2220402,-0.1925081,0.0295321
19,0.051078767,0.011116926,"('inhospitable', 'hospitable')",0.6887036,0.60278255,0.32513794,0.31157413,0.3549734,0.3084912,-0.0464822
20,-0.4283145,-0.36996317,"('rough', 'thoughtful')",0.7612978,0.7965444,1.184943,1.1811324,0.5059754,0.5359046,0.0299292
21,-0.28646418,-0.15101562,"('immoral', 'moral')",0.12563846,0.18677688,-0.7368551,-0.61713564,-0.2992269,-0.1937915,0.1054354
22,-0.4556359,-0.389037,"('untrustworthy', 'trustworthy')",-0.767125,-0.70736146,-0.9978215,-0.977789,-0.7401942,-0.6913958,0.0487984
23,-0.47339624,-0.30636784,"('insincere', 'sincere')",-0.20668319,-0.17235856,5.746997,5.8394146,1.6889725,1.7868961,0.0979236
24,-0.26160628,-0.2558743,"('dishonest', 'honest')",-0.39682662,-0.36152893,0.6357606,0.5918298,-0.0075574,-0.0085245,-0.0009671
25,0.03297264,-0.021390602,"('egoistic', 'altruistic')",0.87829,0.7532843,1.8141596,1.8133856,0.9084741,0.8484264,-0.0600477
26,-0.2704689,-0.46810454,"('hardhearted', 'benevolent')",1.2471492,0.9062172,1.6237848,1.4802986,0.8668217,0.6394704,-0.2273513
27,-0.42530766,-0.34895897,"('hardhearted', 'softhearted')",-0.39814737,-0.4255193,1.7940345,1.6694393,0.3235265,0.2983204,-0.0252061
28,-0.23014225,-0.24082282,"('disloyal', 'loyal')",-0.20327128,-0.31306756,0.90293586,0.8660736,0.1565074,0.1040611,-0.0524463
29,0.46289548,0.45481262,"('unfair', 'fair')",-0.22049083,-0.15164082,0.18426333,-0.012291092,0.1422227,0.0969602,-0.0452625
30,-0.56620884,-0.39924848,"('intolerant', 'tolerant')",-0.011426434,-0.023136228,0.74287856,0.7198907,0.0550811,0.0991687,0.0440876
31,-0.74930286,-0.9116099,"('evil', 'good')",0.62347037,0.57683635,-0.2814405,-0.41649604,-0.1357577,-0.2504232,-0.1146655
32,-0.35173044,-0.34998912,"('unkind', 'kind')",0.52576274,0.48612747,0.86494756,0.762852,0.3463266,0.2996635,-0.0466631
33,0.7650552,0.62776506,"('wrong', 'right')",1.0937926,1.0013334,-0.28781113,-0.37194622,0.5236789,0.4190507,-0.1046282
34,-0.45850545,-0.2829041,"('mean', 'honorable')",1.0551252,1.0950083,5.9332542,6.1313133,2.1766246,2.3144725,0.1378479
35,-0.076279186,-0.3344449,"('corrupt', 'incorrupt')",0.59675074,0.42042387,0.08911339,-0.10603091,0.203195,-0.006684,-0.209879
36,-1.2471015,-1.6041714,"('hostile', 'amicable')",0.05726862,-0.26203352,0.22871083,-0.046384756,-0.320374,-0.6375299,-0.3171559
37,-0.48125967,-0.36302632,"('fake', 'genuine')",-0.19027023,-0.11085564,0.2833169,0.3284348,-0.1294043,-0.0484824,0.0809219
38,-0.30715114,-0.18479477,"('untruthful', 'truthful')",-0.03504385,0.05981542,-0.018264584,0.05676486,-0.1201532,-0.0227382,0.097415
39,0.8765368,0.9061143,"('exploitative', 'cooperative')",1.453885,1.4466696,0.073388964,0.095896274,0.8012702,0.8162267,0.0149565
40,-0.4094017,-0.3304733,"('stingy', 'generous')",-0.36343125,-0.24137536,-1.2465447,-1.3322022,-0.6731259,-0.6346836,0.0384423
41,-0.38574657,-0.32231727,"('unforgiving', 'forgiving')",0.15023506,0.18221748,-0.024188165,-0.18692619,-0.0865666,-0.1090087,-0.0224421
42,-0.11156255,0.21584302,"('unreliable', 'reliable')",-0.88332665,-0.6767268,-3.7306151,-3.5717857,-1.5751681,-1.3442232,0.2309449
43,-0.6167331,-0.36929488,"('irresponsible', 'responsible')",-0.98430705,-0.8812856,0.3582123,0.39200366,-0.414276,-0.2861923,0.1280837
44,0.39370614,0.42008546,"('prejudiced', 'unprejudiced')",-0.581014,-0.59958255,-1.6792182,-1.6422385,-0.6221753,-0.6072452,0.0149301
45,-1.1288995,-0.93561953,"('incompetent', 'competent')",-0.55979776,-0.47958112,-0.13941607,-0.05477012,-0.6093711,-0.4899903,0.1193808
46,-0.61315227,-0.56396616,"('uncompetitive', 'competitive')",-0.7240907,-0.5683272,-0.9420391,-0.9407012,-0.7597607,-0.6909982,0.0687625
47,-0.65458065,-0.4172864,"('stupid', 'smart')",0.71584326,0.8058418,5.2008324,5.3766804,1.7540317,1.9217453,0.1677136
48,-0.9554425,-1.0152888,"('unintelligent', 'intelligent')",-0.1636284,-0.17154962,0.6385953,0.5994653,-0.1601585,-0.195791,-0.0356325
49,-0.5283737,-0.46706843,"('unable', 'able')",-0.18925282,-0.15503547,-0.024267212,0.15299377,-0.2472979,-0.1563701,0.0909278
50,-0.21893208,-0.01909624,"('clumsy', 'skillful')",-0.71898067,-0.68088436,0.19910869,0.22221473,-0.246268,-0.1592553,0.0870127
51,-0.28770038,-0.33333856,"('uneducated', 'educated')",-0.0940142,-0.041819215,0.57658565,0.5157672,0.064957,0.0468698,-0.0180872
52,0.7907241,0.42075282,"('irrational', 'rational')",0.019403055,-0.28727448,0.5137187,0.36410552,0.441282,0.1658613,-0.2754207
53,-0.3073335,-0.37325436,"('uncreative', 'creative')",-0.12063307,-0.33391246,0.80243,0.73097247,0.1248211,0.0079352,-0.1168859
54,-0.53002745,-0.6488349,"('incapable', 'capable')",-0.22535965,-0.36503845,1.0586697,1.1646819,0.1010942,0.0502695,-0.0508247
55,-0.5103505,-0.30351412,"('incompetent', 'clever')",-0.55220073,-0.4807259,0.10258846,0.1767493,-0.3199876,-0.2024969,0.1174907
56,-0.0034597516,0.17623183,"('impractical', 'practical')",0.8229442,0.91085476,-0.7024883,-0.53135103,0.0389987,0.1852452,0.1462465
57,-0.7417673,-0.8648187,"('unimaginative', 'imaginative')",-1.2650461,-1.3352302,-2.7783134,-2.85182,-1.5950422,-1.6839563,-0.0889141
58,-0.5787656,-0.5239806,"('undiscriminating', 'discriminating')",0.09830686,0.065801136,0.12717254,0.066388145,-0.117762,-0.1305971,-0.0128351
59,0.32412857,0.22113894,"('foolish', 'wise')",-0.05923739,-0.04420113,0.63374007,0.6254282,0.2995437,0.2674553,-0.0320884
60,-0.28942803,0.031859584,"('inefficient', 'efficient')",0.6623086,0.81776696,-0.28321442,-0.08899176,0.0298887,0.2535449,0.2236562
61,-0.7187289,-0.8885244,"('illogical', 'logical')",-0.09713866,-0.31724948,0.37237772,0.19557916,-0.1478299,-0.3367316,-0.1889017
62,0.07190095,0.37020466,"('incompetent', 'brilliant')",-0.48405275,-0.29289123,0.03497263,0.34669384,-0.1257264,0.1413358,0.2670622
63,-0.46989936,-0.3221192,"('unperceptive', 'insightful')",-0.09142119,0.064308755,0.87186146,1.0001575,0.1035136,0.247449,0.1439354
64,-0.13147905,-0.15672113,"('shy', 'confident')",-0.42248377,-0.36145556,-7.0399103,-7.059226,-2.531291,-2.5258009,0.0054901
65,-0.7881207,-0.7211162,"('insecure', 'secure')",-0.8836754,-0.8361347,-0.7787974,-0.6809238,-0.8168645,-0.7460582,0.0708063
66,-0.9235222,-0.80964684,"('inactive', 'active')",-0.70711756,-0.6442015,0.615997,0.5573229,-0.3382142,-0.2988418,0.0393724
67,0.50214356,0.60727763,"('doubtful', 'determined')",-0.028146733,0.013360538,-0.7822757,-0.79504853,-0.1027596,-0.0581368,0.0446228
68,-0.010948103,0.033808365,"('dependent', 'independent')",-0.80674505,-0.739431,-0.091581084,-0.12554136,-0.3030914,-0.2770547,0.0260367
