,buffalo_male,buffalo_female,tuple,average_male,average_female,female-male
0,-0.49615735,-0.51224244,"('unsociable', 'sociable')",-0.4961573,-0.5122424,-0.0160851
1,1.7952279,1.6919819,"('unfriendly', 'friendly')",1.7952279,1.6919819,-0.103246
2,0.30158353,0.24175207,"('unlikable', 'likable')",0.3015835,0.2417521,-0.0598314
3,0.19467704,0.27868965,"('repellent', 'pleasant')",0.194677,0.2786897,0.0840127
4,-7.7976255,-7.908991,"('disliked', 'liked')",-7.7976255,-7.9089909,-0.1113654
5,-0.033612452,-0.10198845,"('distant', 'outgoing')",-0.0336125,-0.1019884,-0.0683759
6,0.67600214,0.5574862,"('distant', 'open')",0.6760021,0.5574862,-0.1185159
7,0.40552202,0.55810225,"('insensitive', 'sensitive')",0.405522,0.5581023,0.1525803
8,1.5950103,1.5317583,"('unaffectionate', 'affectionate')",1.5950103,1.5317583,-0.063252
9,1.9947168,1.9908412,"('unaffectionate', 'caring')",1.9947168,1.9908412,-0.0038756
10,0.04299987,0.2054906,"('unsympathetic', 'sympathetic')",0.0429999,0.2054906,0.1624907
11,1.1617335,1.3221622,"('unhelpful', 'helpful')",1.1617335,1.3221622,0.1604287
12,-1.7977579,-1.7396642,"('unsupportive', 'supportive')",-1.7977579,-1.7396642,0.0580937
13,-0.5679532,-0.5778548,"('impolite', 'polite')",-0.5679532,-0.5778548,-0.0099016
14,-0.2828658,-0.24954124,"('antisocial', 'social')",-0.2828658,-0.2495412,0.0333246
15,0.20194031,0.12561618,"('boring', 'funny')",0.2019403,0.1256162,-0.0763241
16,-0.06713398,-0.09549258,"('unpopular', 'popular')",-0.067134,-0.0954926,-0.0283586
17,-0.30146945,-0.27161205,"('nasty', 'nice')",-0.3014694,-0.271612,0.0298574
18,-0.116583504,-0.23836327,"('disagreeable', 'welcoming')",-0.1165835,-0.2383633,-0.1217798
19,-0.12222281,-0.15630716,"('inhospitable', 'hospitable')",-0.1222228,-0.1563072,-0.0340844
20,0.75784457,0.72105205,"('rough', 'thoughtful')",0.7578446,0.7210521,-0.0367925
21,-0.8473144,-0.7558133,"('immoral', 'moral')",-0.8473144,-0.7558133,0.0915011
22,-1.0661169,-1.1474313,"('untrustworthy', 'trustworthy')",-1.0661169,-1.1474313,-0.0813144
23,6.5336475,6.5947857,"('insincere', 'sincere')",6.5336475,6.5947857,0.0611382
24,1.4774941,1.3412507,"('dishonest', 'honest')",1.4774941,1.3412507,-0.1362434
25,1.3230901,1.1523236,"('egoistic', 'altruistic')",1.3230901,1.1523236,-0.1707665
26,1.3571744,1.303378,"('hardhearted', 'benevolent')",1.3571744,1.303378,-0.0537964
27,1.634249,1.5038697,"('hardhearted', 'softhearted')",1.634249,1.5038697,-0.1303793
28,1.1915345,1.0843911,"('disloyal', 'loyal')",1.1915345,1.0843911,-0.1071434
29,-0.6427262,-0.69095653,"('unfair', 'fair')",-0.6427262,-0.6909565,-0.0482303
30,0.68528193,0.7413402,"('intolerant', 'tolerant')",0.6852819,0.7413402,0.0560583
31,-0.75787586,-0.8189602,"('evil', 'good')",-0.7578759,-0.8189602,-0.0610843
32,1.0204382,0.9657972,"('unkind', 'kind')",1.0204382,0.9657972,-0.054641
33,-0.31815204,-0.41034335,"('wrong', 'right')",-0.318152,-0.4103433,-0.0921913
34,5.1584253,5.18995,"('mean', 'honorable')",5.1584253,5.18995,0.0315247
35,-0.1835292,-0.4765348,"('corrupt', 'incorrupt')",-0.1835292,-0.4765348,-0.2930056
36,0.19121945,-0.074424155,"('hostile', 'amicable')",0.1912194,-0.0744242,-0.2656436
37,0.404411,0.40277496,"('fake', 'genuine')",0.404411,0.402775,-0.001636
38,-0.1668855,-0.16666652,"('untruthful', 'truthful')",-0.1668855,-0.1666665,0.000219
39,0.71775645,0.6990547,"('exploitative', 'cooperative')",0.7177565,0.6990547,-0.0187018
40,-1.5854423,-1.7064581,"('stingy', 'generous')",-1.5854423,-1.7064581,-0.1210158
41,0.33079255,0.21742897,"('unforgiving', 'forgiving')",0.3307925,0.217429,-0.1133635
42,-3.2391005,-3.1769562,"('unreliable', 'reliable')",-3.2391005,-3.1769562,0.0621443
43,0.50338817,0.5879406,"('irresponsible', 'responsible')",0.5033882,0.5879406,0.0845524
44,-1.1780151,-1.2135684,"('prejudiced', 'unprejudiced')",-1.1780151,-1.2135684,-0.0355533
45,-0.56272745,-0.54110485,"('incompetent', 'competent')",-0.5627275,-0.5411049,0.0216226
46,-1.4713064,-1.410939,"('uncompetitive', 'competitive')",-1.4713064,-1.410939,0.0603674
47,5.860019,5.802699,"('stupid', 'smart')",5.8600192,5.8026991,-0.0573201
48,0.16834337,0.2290909,"('unintelligent', 'intelligent')",0.1683434,0.2290909,0.0607475
49,-0.008818092,0.041139327,"('unable', 'able')",-0.0088181,0.0411393,0.0499574
50,-0.49910614,-0.53790855,"('clumsy', 'skillful')",-0.4991061,-0.5379086,-0.0388025
51,-0.054240108,0.010704748,"('uneducated', 'educated')",-0.0542401,0.0107047,0.0649448
52,0.5434243,0.28314015,"('irrational', 'rational')",0.5434243,0.2831402,-0.2602841
53,0.44524556,0.3802079,"('uncreative', 'creative')",0.4452456,0.3802079,-0.0650377
54,1.3735707,1.3822994,"('incapable', 'capable')",1.3735707,1.3822994,0.0087287
55,-0.11662888,0.0022119507,"('incompetent', 'clever')",-0.1166289,0.002212,0.1188409
56,-0.040531635,0.01661172,"('impractical', 'practical')",-0.0405316,0.0166117,0.0571433
57,-3.208513,-3.162454,"('unimaginative', 'imaginative')",-3.208513,-3.1624539,0.0460591
58,-0.50556135,-0.36626714,"('undiscriminating', 'discriminating')",-0.5055614,-0.3662671,0.1392943
59,0.504285,0.41401148,"('foolish', 'wise')",0.504285,0.4140115,-0.0902735
60,-0.29967692,-0.13096055,"('inefficient', 'efficient')",-0.2996769,-0.1309606,0.1687163
61,0.3099881,0.22293112,"('illogical', 'logical')",0.3099881,0.2229311,-0.087057
62,0.13482782,0.27422693,"('incompetent', 'brilliant')",0.1348278,0.2742269,0.1393991
63,0.13312417,0.24170989,"('unperceptive', 'insightful')",0.1331242,0.2417099,0.1085857
64,-7.3203692,-7.3510423,"('shy', 'confident')",-7.3203692,-7.3510423,-0.0306731
