,wyeth_male,wyeth_female,tuple,average_male,average_female,female-male
0,-1.4829063,-1.6515477,"('unsociable', 'sociable')",-1.4829063,-1.6515477,-0.1686414
1,-0.26297548,-0.3957135,"('unfriendly', 'friendly')",-0.2629755,-0.3957135,-0.132738
2,0.2989804,0.4602176,"('unlikable', 'likable')",0.2989804,0.4602176,0.1612372
3,-1.5183667,-1.4193358,"('repellent', 'pleasant')",-1.5183667,-1.4193358,0.0990309
4,-0.6197717,-0.9118515,"('disliked', 'liked')",-0.6197717,-0.9118515,-0.2920798
5,0.4230254,0.39234492,"('distant', 'outgoing')",0.4230254,0.3923449,-0.0306805
6,0.7808075,0.79727954,"('distant', 'open')",0.7808075,0.7972795,0.016472
7,-0.88188034,-0.9298846,"('insensitive', 'sensitive')",-0.8818803,-0.9298846,-0.0480043
8,0.21772733,0.11504975,"('unaffectionate', 'affectionate')",0.2177273,0.1150497,-0.1026776
9,-0.112824365,-0.21238396,"('unaffectionate', 'caring')",-0.1128244,-0.212384,-0.0995596
10,-1.9615391,-2.0421026,"('unsympathetic', 'sympathetic')",-1.9615391,-2.0421026,-0.0805635
11,-1.1298053,-1.1614296,"('unhelpful', 'helpful')",-1.1298053,-1.1614296,-0.0316243
12,-1.2852373,-1.301434,"('unsupportive', 'supportive')",-1.2852373,-1.301434,-0.0161967
13,-1.3930123,-1.4403439,"('impolite', 'polite')",-1.3930123,-1.4403439,-0.0473316
14,-1.0478178,-1.1952211,"('antisocial', 'social')",-1.0478178,-1.1952211,-0.1474033
15,1.3200716,1.249073,"('boring', 'funny')",1.3200716,1.249073,-0.0709986
16,-0.5710174,-0.47134224,"('unpopular', 'popular')",-0.5710174,-0.4713422,0.0996752
17,-0.008292435,-0.023436325,"('nasty', 'nice')",-0.0082924,-0.0234363,-0.0151439
18,-0.7876131,-0.5788017,"('disagreeable', 'welcoming')",-0.7876131,-0.5788017,0.2088114
19,0.15544914,0.13901176,"('inhospitable', 'hospitable')",0.1554491,0.1390118,-0.0164373
20,-0.24081564,-0.25190818,"('rough', 'thoughtful')",-0.2408156,-0.2519082,-0.0110926
21,-1.6191438,-1.5032474,"('immoral', 'moral')",-1.6191438,-1.5032474,0.1158964
22,-1.3393509,-1.4944391,"('untrustworthy', 'trustworthy')",-1.3393509,-1.4944391,-0.1550882
23,0.105066925,0.0733437,"('insincere', 'sincere')",0.1050669,0.0733437,-0.0317232
24,-0.60455835,-0.6488844,"('dishonest', 'honest')",-0.6045583,-0.6488844,-0.0443261
25,0.05186705,0.26913705,"('egoistic', 'altruistic')",0.051867,0.2691371,0.2172701
26,1.2056026,1.0519482,"('hardhearted', 'benevolent')",1.2056026,1.0519482,-0.1536544
