,intel_male,intel_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.36814854,-0.52204466,"('unsociable', 'sociable')",-0.01621254,-0.19895652,-0.1921805,-0.3605006,-0.1683201
1,0.67658997,0.51372755,"('unfriendly', 'friendly')",0.46998805,0.36557922,0.573289,0.4396534,-0.1336356
2,0.24515598,0.35735297,"('unlikable', 'likable')",0.6884581,0.67199486,0.466807,0.5146739,0.0478669
3,-0.5603924,-0.5283486,"('repellent', 'pleasant')",0.78235507,0.7295443,0.1109813,0.1005978,-0.0103835
4,-0.5376564,-0.60145086,"('disliked', 'liked')",-5.738227,-5.925805,-3.1379416,-3.263628,-0.1256864
5,0.43884188,0.507721,"('distant', 'outgoing')",-1.3453792,-1.2663329,-0.4532687,-0.3793059,0.0739628
6,0.33986026,0.3193143,"('distant', 'open')",-1.5345272,-1.4891701,-0.5973334,-0.5849279,0.0124055
7,-0.39402202,-0.44369724,"('insensitive', 'sensitive')",0.10977304,0.043022655,-0.1421245,-0.2003373,-0.0582128
8,0.506124,0.3732214,"('unaffectionate', 'affectionate')",-0.29822525,-0.35297307,0.1039494,0.0101242,-0.0938252
9,0.95864046,0.8820905,"('unaffectionate', 'caring')",0.28222176,0.2837239,0.6204311,0.5829072,-0.0375239
10,-0.5385269,-0.6420251,"('unsympathetic', 'sympathetic')",-0.5442671,-0.6520805,-0.541397,-0.6470528,-0.1056558
11,-0.22523347,-0.18239765,"('unhelpful', 'helpful')",1.8771256,1.8325388,0.8259461,0.8250706,-0.0008755
12,-0.014868084,0.061304037,"('unsupportive', 'supportive')",-2.131333,-2.1442137,-1.0731006,-1.0414548,0.0316458
13,-0.7171786,-0.779377,"('impolite', 'polite')",-0.8409636,-0.9044138,-0.7790711,-0.8418954,-0.0628243
14,0.15926673,0.1204861,"('antisocial', 'social')",0.37903693,0.2441755,0.2691518,0.1823308,-0.086821
15,0.45634034,0.37390935,"('boring', 'funny')",-0.03801138,-0.08000305,0.2091645,0.1469532,-0.0622113
16,-0.58615047,-0.7157199,"('unpopular', 'popular')",0.41374308,0.33130568,-0.0862037,-0.1922071,-0.1060034
17,-0.70916486,-0.67723835,"('nasty', 'nice')",-0.5372509,-0.50059015,-0.6232079,-0.5889143,0.0342936
18,0.013323091,-0.07227175,"('disagreeable', 'welcoming')",-0.7222551,-0.81676847,-0.354466,-0.4445201,-0.0900541
19,0.072995946,0.06653294,"('inhospitable', 'hospitable')",-0.5250474,-0.5029291,-0.2260257,-0.2181981,0.0078276
20,0.59531796,0.54274124,"('rough', 'thoughtful')",1.0455202,0.9732734,0.8204191,0.7580073,-0.0624118
21,0.46989414,0.42184162,"('immoral', 'moral')",-0.089996755,-0.20428713,0.1899487,0.1087772,-0.0811715
22,-0.43935856,-0.52454,"('untrustworthy', 'trustworthy')",-0.62836486,-0.8384738,-0.5338617,-0.6815069,-0.1476452
23,0.14306891,0.103886195,"('insincere', 'sincere')",5.1670027,5.143105,2.6550357,2.6234956,-0.0315401
24,0.52173376,0.5157614,"('dishonest', 'honest')",0.47484747,0.44056568,0.4982906,0.4781635,-0.0201271
25,1.2124057,1.1564522,"('egoistic', 'altruistic')",0.83336455,0.83980167,1.0228851,0.9981269,-0.0247582
26,1.1546667,1.0515882,"('hardhearted', 'benevolent')",1.5320125,1.4693143,1.3433396,1.2604513,-0.0828883
27,-0.52256924,-0.5423876,"('hardhearted', 'softhearted')",0.1506198,0.09557733,-0.1859747,-0.2234051,-0.0374304
28,0.8020955,0.5613918,"('disloyal', 'loyal')",1.3669622,1.1785473,1.0845288,0.8699695,-0.2145593
29,-0.7344612,-0.8373046,"('unfair', 'fair')",-0.2716934,-0.4122035,-0.5030773,-0.6247541,-0.1216768
30,0.9422512,0.89704275,"('intolerant', 'tolerant')",0.6814622,0.5358699,0.8118567,0.7164563,-0.0954004
31,-0.65205,-0.63252735,"('evil', 'good')",-1.229962,-1.194033,-0.941006,-0.9132802,0.0277258
32,0.35206896,0.32770863,"('unkind', 'kind')",0.6087846,0.45209607,0.4804268,0.3899024,-0.0905244
33,0.7688012,0.6727958,"('wrong', 'right')",-0.8338289,-0.8244714,-0.0325139,-0.0758378,-0.0433239
34,0.72843534,0.9294212,"('mean', 'honorable')",5.0476093,5.1668043,2.8880224,3.0481129,0.1600905
35,0.40773928,0.30906275,"('corrupt', 'incorrupt')",-0.522938,-0.44024006,-0.0575994,-0.0655887,-0.0079893
36,0.34725344,0.19056603,"('hostile', 'amicable')",-0.3340593,-0.3956625,0.0065971,-0.1025482,-0.1091453
