,hf_male,hf_female,tuple,sinclair_male,sinclair_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.8051364,-1.1115873,"('unsociable', 'sociable')",-0.2967974,-0.2709214,-0.20903423,-0.33963093,-0.4369893,-0.5740466,-0.1370573
1,-1.7455534,-1.707348,"('unfriendly', 'friendly')",0.545332,0.36008096,0.6864968,0.54938114,-0.1712415,-0.265962,-0.0947205
2,0.73660916,0.81023335,"('unlikable', 'likable')",0.7247426,0.83485585,0.96335495,0.96576315,0.8082356,0.8702841,0.0620485
3,-0.03680217,-0.10370931,"('repellent', 'pleasant')",-1.160355,-0.77284443,1.1342564,1.1810943,-0.0209669,0.1015135,0.1224804
4,-0.48443538,-0.5636333,"('disliked', 'liked')",0.27476665,0.012319811,-6.338044,-6.7739854,-2.1825709,-2.4417663,-0.2591954
5,-0.71838564,-0.60321367,"('distant', 'outgoing')",-0.06621811,-0.23782647,-0.9659626,-0.7124919,-0.5835221,-0.517844,0.0656781
6,-1.0855324,-0.82840574,"('distant', 'open')",-0.13458502,-0.17332885,-1.0335487,-0.78056324,-0.7512221,-0.5940993,0.1571228
7,-0.50323033,-0.4356413,"('insensitive', 'sensitive')",-0.38853467,-0.07561638,0.077005066,0.14316133,-0.2715866,-0.1226988,0.1488878
8,-0.70644957,-0.62482274,"('unaffectionate', 'affectionate')",1.219184,1.0314146,0.24233314,0.33356178,0.2516892,0.2467179,-0.0049713
9,-0.9436422,-0.93552846,"('unaffectionate', 'caring')",1.2423563,1.1827571,0.8260603,0.958163,0.3749248,0.4017972,0.0268724
10,-0.46551007,-0.6173398,"('unsympathetic', 'sympathetic')",-1.3197014,-1.0558544,0.13030219,0.08560467,-0.5516365,-0.5291965,0.02244
11,-0.12725706,-0.26035604,"('unhelpful', 'helpful')",-0.95082134,-0.7304529,2.0575433,2.1273012,0.3264883,0.3788308,0.0523425
12,-0.46486136,-0.31076896,"('unsupportive', 'supportive')",0.5949644,0.7864318,-2.0454333,-2.0065181,-0.6384434,-0.5102851,0.1281583
13,-0.3735442,-0.4998157,"('impolite', 'polite')",-0.49399656,-0.32033157,-0.72022855,-0.6079162,-0.5292564,-0.4760211,0.0532353
14,0.9214395,0.67122173,"('antisocial', 'social')",0.96375686,0.9737859,0.30522963,0.11164892,0.730142,0.5855522,-0.1445898
15,-0.077626504,-0.14630467,"('boring', 'funny')",0.42027545,0.20969585,-0.22607887,-0.21791428,0.0388567,-0.0515077,-0.0903644
16,-0.4197345,-0.36285043,"('unpopular', 'popular')",-2.1791701,-2.1078258,0.15285034,0.105559304,-0.8153514,-0.7883723,0.0269791
17,-0.055749346,0.025497701,"('nasty', 'nice')",-0.29515815,-0.1850588,-0.6618024,-0.57174826,-0.33757,-0.2437698,0.0938002
18,-0.77323157,-0.50174534,"('disagreeable', 'welcoming')",-0.60362655,-0.5790785,-0.9434223,-0.85699457,-0.7734269,-0.6459395,0.1274874
19,-0.6445396,-0.5238956,"('inhospitable', 'hospitable')",0.3352344,0.31787598,-0.7747345,-0.63112146,-0.3613466,-0.279047,0.0822996
20,-0.38501257,-0.41666347,"('rough', 'thoughtful')",0.045696758,0.096001714,1.0097027,1.0144087,0.2234623,0.231249,0.0077867
21,0.14614627,0.11347352,"('immoral', 'moral')",-1.1586424,-0.88670033,-0.39441416,-0.3580772,-0.4689701,-0.3771013,0.0918688
22,-0.027881628,-0.07386192,"('untrustworthy', 'trustworthy')",0.14026937,0.30477175,-0.66304207,-0.82859075,-0.1835515,-0.199227,-0.0156755
23,-0.28277487,-0.4056977,"('insincere', 'sincere')",0.3715181,0.6108201,5.411517,5.6160173,1.8334201,1.9403799,0.1069598
24,0.17463833,0.22100455,"('dishonest', 'honest')",0.51441705,0.7034836,0.6444107,0.7632242,0.4444887,0.5625708,0.1180821
25,-1.4441704,-1.2665181,"('egoistic', 'altruistic')",-0.20591483,-0.27680975,0.5331472,0.51983416,-0.3723127,-0.3411645,0.0311482
26,-0.61665785,-0.69307494,"('hardhearted', 'benevolent')",1.3990729,0.9136649,1.3357713,1.0619538,0.7060622,0.4275146,-0.2785476
27,-0.36938176,-0.13077755,"('hardhearted', 'softhearted')",-0.20075682,-0.087879464,0.55392385,0.7269316,-0.0054049,0.1694249,0.1748298
28,-0.67372173,-0.86066693,"('disloyal', 'loyal')",0.62621206,0.4803384,1.2399125,1.0477048,0.3974676,0.2224588,-0.1750088
29,-0.27372336,-0.2517777,"('unfair', 'fair')",0.9635446,1.0671031,-0.4775775,-0.52370286,0.0707479,0.0972075,0.0264596
30,-0.057745665,-0.11901747,"('intolerant', 'tolerant')",-0.0081229955,0.23443112,0.99452865,1.0007011,0.3095533,0.3720382,0.0624849
31,-1.0050875,-0.8424875,"('evil', 'good')",0.44790578,0.37930408,-1.736837,-1.7397,-0.7646729,-0.7342945,0.0303784
32,-0.16024218,-0.23590052,"('unkind', 'kind')",0.15786842,0.16690636,0.8056364,0.6410359,0.2677542,0.1906806,-0.0770736
33,-0.3374226,-0.28407755,"('wrong', 'right')",0.38116413,0.31455606,-1.1088371,-1.1016104,-0.3550319,-0.357044,-0.0020121
34,-0.76928985,-0.46128145,"('mean', 'honorable')",-0.8848898,-0.46132272,5.1213207,5.6199956,1.1557137,1.5657972,0.4100835
35,-0.58905923,-0.5969458,"('corrupt', 'incorrupt')",0.38561335,0.08899358,-1.0850018,-1.0389595,-0.4294826,-0.5156372,-0.0861546
36,-1.3758663,-1.324941,"('hostile', 'amicable')",-0.17222062,-0.38791093,-0.6336094,-0.69777703,-0.7272321,-0.803543,-0.0763109
37,-0.1063346,-0.17839903,"('fake', 'genuine')",0.37320393,0.5375743,0.122027166,0.26715663,0.1296322,0.2087773,0.0791451
38,-0.9672688,-0.94738287,"('untruthful', 'truthful')",0.22785369,0.37386364,-0.11447627,0.03297845,-0.2846305,-0.1801803,0.1044502
39,0.75708115,0.8797311,"('exploitative', 'cooperative')",2.3279738,2.4028912,0.099720396,0.18954302,1.0615918,1.1573884,0.0957966
40,-0.015516447,-0.067614116,"('stingy', 'generous')",-0.17159012,-0.17334172,-2.3028352,-2.3841558,-0.8299806,-0.8750372,-0.0450566
41,-0.428769,-0.36946127,"('unforgiving', 'forgiving')",0.40626338,0.60318923,-0.127752,-0.1387595,-0.0500859,0.0316562,0.0817421
42,0.432611,0.53745234,"('unreliable', 'reliable')",0.25365,0.50750685,-2.4457588,-2.4935794,-0.5864993,-0.4828734,0.1036259
43,-0.042990867,0.06995414,"('irresponsible', 'responsible')",0.51086605,0.82489955,0.73691016,0.82833076,0.4015951,0.5743948,0.1727997
44,0.027182925,-0.006194828,"('prejudiced', 'unprejudiced')",-1.1584185,-1.1976886,-1.2124581,-1.2270554,-0.7812312,-0.8103129,-0.0290817
45,0.29642615,0.25929677,"('incompetent', 'competent')",-0.42012423,-0.1910063,0.15325527,0.041305255,0.0098524,0.0365319,0.0266795
46,-0.03277405,-0.19401352,"('uncompetitive', 'competitive')",-1.2747812,-0.96811336,-0.09503016,-0.15771244,-0.4675285,-0.4399465,0.027582
47,0.49682638,0.603925,"('stupid', 'smart')",-0.3437055,-0.17963754,5.1869297,5.4476857,1.7800169,1.9573243,0.1773074
48,-1.0179625,-0.9717108,"('unintelligent', 'intelligent')",-0.6554423,-0.539956,0.36943775,0.44166762,-0.4346557,-0.3566664,0.0779893
49,-0.34509662,-0.09079712,"('unable', 'able')",-0.5630126,-0.48223943,-0.06488511,0.12891614,-0.3243314,-0.1480401,0.1762913
50,-0.045347646,-0.035699174,"('clumsy', 'skillful')",-0.25318858,-0.23422211,0.19246843,0.1441199,-0.0353559,-0.0419338,-0.0065779
51,0.24043086,-0.051536046,"('uneducated', 'educated')",-0.53103745,-0.5765292,0.5598102,0.4207676,0.0897345,-0.0690992,-0.1588337
