,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.594936,0.56197387,"('unsociable', 'sociable')",-0.036781088,-0.13712783,0.2790775,0.212423,-0.0666545
1,-0.09560786,-0.15352157,"('unfriendly', 'friendly')",1.5703497,1.4230603,0.7373709,0.6347694,-0.1026015
2,0.18238422,0.26348618,"('unlikable', 'likable')",0.26469845,0.2987634,0.2235413,0.2811248,0.0575835
3,0.21214215,0.38232762,"('repellent', 'pleasant')",-0.0074313264,0.04479157,0.1023554,0.2135596,0.1112042
4,-1.2913344,-1.4296337,"('disliked', 'liked')",-6.487547,-6.511628,-3.8894405,-3.9706309,-0.0811904
5,-0.8689139,-0.93117094,"('distant', 'outgoing')",-0.46214643,-0.54293245,-0.6655301,-0.7370517,-0.0715216
6,-1.1373111,-1.1600057,"('distant', 'open')",-0.13835147,-0.27233732,-0.6378313,-0.7161715,-0.0783402
7,1.7196006,1.7795409,"('insensitive', 'sensitive')",0.7859773,0.84174955,1.2527889,1.3106452,0.0578563
8,0.08573322,0.08765774,"('unaffectionate', 'affectionate')",0.87823033,0.7488831,0.4819818,0.4182704,-0.0637114
9,0.8460099,0.88174677,"('unaffectionate', 'caring')",0.9355076,0.87446696,0.8907588,0.8781068,-0.012652
10,1.1988143,1.3557575,"('unsympathetic', 'sympathetic')",-0.42061397,-0.394987,0.3891001,0.4803852,0.0912851
11,0.33039215,0.4529666,"('unhelpful', 'helpful')",1.752921,1.829839,1.0416566,1.1414028,0.0997462
12,0.85609365,0.96483994,"('unsupportive', 'supportive')",-1.8382332,-1.7834706,-0.4910698,-0.4093153,0.0817545
13,1.0490273,0.98756,"('impolite', 'polite')",-0.750334,-0.7471124,0.1493466,0.1202238,-0.0291228
14,1.1890525,1.15392,"('antisocial', 'social')",-0.38767642,-0.37140772,0.400688,0.3912562,-0.0094318
15,-0.14812553,-0.28730735,"('boring', 'funny')",0.20285441,0.14333193,0.0273644,-0.0719877,-0.0993521
16,-1.4898976,-1.5097421,"('unpopular', 'popular')",0.01966732,0.02413626,-0.7351152,-0.7428029,-0.0076877
17,-0.36923793,-0.359522,"('nasty', 'nice')",-0.36548376,-0.34788004,-0.3673608,-0.353701,0.0136598
18,0.097076476,0.098193884,"('disagreeable', 'welcoming')",-0.31084445,-0.39436886,-0.106884,-0.1480875,-0.0412035
19,-1.0007796,-0.9235452,"('inhospitable', 'hospitable')",-0.04791116,-0.019679299,-0.5243454,-0.4716122,0.0527332
20,0.67553854,0.70319587,"('rough', 'thoughtful')",1.2725885,1.2312238,0.9740635,0.9672098,-0.0068537
21,0.8017993,0.89424,"('immoral', 'moral')",-0.52293986,-0.3954972,0.1394297,0.2493714,0.1099417
22,0.21407945,0.19858974,"('untrustworthy', 'trustworthy')",-0.7862847,-0.84718335,-0.2861026,-0.3242968,-0.0381942
23,1.8655005,1.9277478,"('insincere', 'sincere')",5.6526904,5.559356,3.7590954,3.743552,-0.0155434
24,1.5050017,1.5245693,"('dishonest', 'honest')",0.6208201,0.550294,1.0629109,1.0374316,-0.0254793
25,0.0136747435,-0.08397412,"('egoistic', 'altruistic')",1.556029,1.48706,0.7848518,0.7015429,-0.0833089
26,0.86948824,0.7453983,"('hardhearted', 'benevolent')",1.6849891,1.6716048,1.2772386,1.2085016,-0.068737
27,1.2871242,1.280537,"('hardhearted', 'softhearted')",1.5532291,1.431591,1.4201766,1.3560641,-0.0641125
28,1.0640067,1.0200154,"('disloyal', 'loyal')",1.1937715,1.0942066,1.1288891,1.057111,-0.0717781
29,-0.91880643,-1.0015843,"('unfair', 'fair')",-0.21603239,-0.38499057,-0.5674194,-0.6932874,-0.125868
30,1.1307741,1.1669321,"('intolerant', 'tolerant')",1.2861155,1.2796053,1.2084448,1.2232687,0.0148239
31,-1.5877413,-1.5860105,"('evil', 'good')",-1.0091271,-1.1271386,-1.2984343,-1.3565745,-0.0581402
