,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1948907,-1.3505404,"('unsociable', 'sociable')",-0.78464997,-0.9445861,-0.57122153,-0.71438336,-0.8502541,-1.0031699,-0.1529158
1,0.46525806,0.25411892,"('unfriendly', 'friendly')",0.1248962,-0.14589438,2.2100477,2.069824,0.9334006,0.7260162,-0.2073844
2,0.24730222,0.35285223,"('unlikable', 'likable')",0.36922312,0.45270965,0.66266555,0.74209785,0.426397,0.5158866,0.0894896
3,-1.7916458,-1.7222022,"('repellent', 'pleasant')",0.06857274,0.13990586,0.022828046,0.07198442,-0.5667483,-0.5034373,0.063311
4,0.50132954,0.4157552,"('disliked', 'liked')",-0.1720453,-0.22426549,-5.5687594,-5.6697783,-1.7464918,-1.8260962,-0.0796044
5,1.6332446,1.6234848,"('distant', 'outgoing')",0.07307182,0.08190516,0.3531902,0.36260065,0.6865022,0.6893302,0.002828
6,1.2982341,1.3087127,"('distant', 'open')",-0.26989093,-0.29074147,1.1516131,1.1425507,0.7266521,0.720174,-0.0064781
7,-0.03161909,0.013168328,"('insensitive', 'sensitive')",0.05130754,0.117482536,0.34923306,0.4119416,0.1229738,0.1808642,0.0578904
8,0.051116392,-0.10908317,"('unaffectionate', 'affectionate')",-0.33117664,-0.47782737,0.9864908,0.8834682,0.2354769,0.0988526,-0.1366243
9,-0.07665122,-0.18636413,"('unaffectionate', 'caring')",0.12692678,-0.01691439,1.4219408,1.3763309,0.4907388,0.3910174,-0.0997214
10,-2.215267,-2.2561424,"('unsympathetic', 'sympathetic')",-0.97558343,-1.0060678,-0.8130434,-0.85164285,-1.3346313,-1.3712843,-0.036653
11,0.0819666,0.16941625,"('unhelpful', 'helpful')",1.0510464,1.1202184,1.2130556,1.2093773,0.7820229,0.833004,0.0509811
12,0.62375844,0.6843502,"('unsupportive', 'supportive')",0.6218209,0.67517215,-1.7167249,-1.750529,-0.1570485,-0.1303356,0.0267129
13,-0.59263974,-0.53188145,"('impolite', 'polite')",-0.49457064,-0.41563308,-0.82355064,-0.86568576,-0.6369204,-0.6044001,0.0325203
14,-1.5971624,-1.5263792,"('antisocial', 'social')",-0.0065530334,0.05594451,-1.2666634,-1.2446465,-0.956793,-0.9050271,0.0517659
15,0.90820247,0.8560069,"('boring', 'funny')",-0.21063423,-0.2678061,0.69477767,0.6728795,0.4641153,0.4203601,-0.0437552
16,0.24632171,0.10661891,"('unpopular', 'popular')",0.26778507,0.2138216,0.81867206,0.77928424,0.4442596,0.3665749,-0.0776847
17,0.08529473,0.10689153,"('nasty', 'nice')",-0.40725955,-0.31721976,-0.4261769,-0.37010607,-0.2493806,-0.1934781,0.0559025
18,0.08484926,0.14088525,"('disagreeable', 'welcoming')",0.3160034,0.37474057,-0.12559393,-0.16031505,0.0917529,0.1184369,0.026684
19,0.29416722,0.29493523,"('inhospitable', 'hospitable')",-0.008899547,-0.06285031,0.14745429,0.27859712,0.1442407,0.1702273,0.0259866
20,0.8181735,0.7775334,"('rough', 'thoughtful')",1.2281733,1.2651399,1.0598792,0.9929633,1.0354087,1.0118789,-0.0235298
21,-1.0255387,-1.0173056,"('immoral', 'moral')",0.28362656,0.24841774,-1.1864189,-1.1575488,-0.642777,-0.6421456,0.0006314
22,-0.58280504,-0.63402456,"('untrustworthy', 'trustworthy')",-0.31152496,-0.38020575,-1.1568012,-1.2645046,-0.6837104,-0.7595782,-0.0758678
23,-0.51076037,-0.53356993,"('insincere', 'sincere')",-0.527663,-0.5994052,4.6889024,4.565542,1.2168264,1.144189,-0.0726374
24,-1.7292497,-1.6964883,"('dishonest', 'honest')",-2.0757043,-2.126875,0.43672925,0.35489988,-1.1227416,-1.1561545,-0.0334129
25,0.030218989,-0.08783984,"('egoistic', 'altruistic')",0.5893492,0.5369109,1.9563589,1.9297811,0.8586424,0.7929507,-0.0656917
26,0.7145513,0.65159863,"('hardhearted', 'benevolent')",0.47061905,0.4369933,1.8946234,1.8183264,1.026598,0.9689728,-0.0576252
27,0.5418117,0.6059191,"('hardhearted', 'softhearted')",0.3676528,0.39614105,1.8410565,1.7734946,0.9168403,0.9251849,0.0083446
28,-1.2132853,-1.3817301,"('disloyal', 'loyal')",-0.44492102,-0.607172,0.8081063,0.6793302,-0.2833667,-0.436524,-0.1531573
29,-0.29023713,-0.3304469,"('unfair', 'fair')",-0.73980796,-0.7319138,-0.3002525,-0.39840907,-0.4434325,-0.4869233,-0.0434908
30,-0.07822977,-0.08455381,"('intolerant', 'tolerant')",1.1244723,1.0273346,0.64991057,0.6068545,0.5653843,0.5165451,-0.0488392
31,0.191906,0.15199915,"('evil', 'good')",-0.20613384,-0.2496357,-0.23330101,-0.31230733,-0.0825096,-0.136648,-0.0541384
32,-1.1783441,-1.1281688,"('unkind', 'kind')",-0.46120882,-0.44207296,0.71193504,0.5920089,-0.309206,-0.3260776,-0.0168716
33,1.3965083,1.3028082,"('wrong', 'right')",0.762449,0.71046543,-0.009855323,-0.08608398,0.7163674,0.6423966,-0.0739708
34,0.6748331,0.799004,"('mean', 'honorable')",-0.30988252,-0.22551379,5.6640663,5.849448,2.0096723,2.1409794,0.1313071
35,1.2423149,1.1452855,"('corrupt', 'incorrupt')",0.08080567,0.0028591435,0.59293044,0.5035549,0.6386837,0.5505665,-0.0881172
36,1.2838845,1.080265,"('hostile', 'amicable')",-0.37030393,-0.57264626,1.0725573,0.9227201,0.662046,0.4767796,-0.1852664
37,-0.065258026,-0.01889386,"('fake', 'genuine')",-0.06463457,-0.063712,0.1496326,0.17200828,0.00658,0.0298008,0.0232208
38,-0.83712745,-0.78104746,"('untruthful', 'truthful')",-0.5481263,-0.5598511,-0.2716811,-0.28255126,-0.5523116,-0.5411499,0.0111617
39,0.88867337,0.927539,"('exploitative', 'cooperative')",0.91625273,0.9741387,0.110940315,0.066588596,0.6386222,0.6560887,0.0174665
40,-0.56042784,-0.6152078,"('stingy', 'generous')",0.067917,0.1129736,-1.1102402,-1.221529,-0.5342503,-0.5745877,-0.0403374
41,-1.1512247,-1.2715273,"('unforgiving', 'forgiving')",-0.80172765,-0.8138514,0.32838377,0.17527206,-0.5415229,-0.6367022,-0.0951793
42,-0.3647589,-0.11497752,"('unreliable', 'reliable')",-0.8656732,-0.6042795,-2.9706569,-2.9544716,-1.400363,-1.2245762,0.1757868
43,-0.80444247,-0.674729,"('irresponsible', 'responsible')",-1.0132099,-0.9203985,-0.20339283,-0.21011865,-0.6736817,-0.6017487,0.071933
44,-0.043363523,0.07842553,"('prejudiced', 'unprejudiced')",-0.17335872,-0.06123659,-1.3215526,-1.2944763,-0.5127583,-0.4257625,0.0869958
45,-2.1593313,-2.2506573,"('incompetent', 'competent')",-1.0747932,-1.1763234,-0.66413605,-0.7460896,-1.2994202,-1.3910235,-0.0916033
46,-0.8395074,-0.84652597,"('uncompetitive', 'competitive')",0.57487935,0.6000488,-1.1071459,-1.1622807,-0.457258,-0.469586,-0.012328
47,0.4301448,0.57742566,"('stupid', 'smart')",0.8803995,1.0000852,5.302541,5.397408,2.2043616,2.3249729,0.1206113
48,-0.60701114,-0.7621232,"('unintelligent', 'intelligent')",0.41444007,0.2914824,0.4671504,0.43553773,0.0915264,-0.011701,-0.1032274
49,0.5963688,0.7297319,"('unable', 'able')",0.61066973,0.7253582,-0.12169051,0.0011988729,0.3617827,0.4854296,0.1236469
50,0.985207,1.1080279,"('clumsy', 'skillful')",0.848404,0.9180443,0.08422212,0.009964667,0.6392777,0.678679,0.0394013
51,-1.3561852,-1.4261243,"('uneducated', 'educated')",-0.23478687,-0.33403128,0.0052130595,-0.015920408,-0.5285863,-0.5920254,-0.0634391
52,1.5553439,1.3306867,"('irrational', 'rational')",0.36327988,0.12827821,0.8438152,0.6578203,0.9208129,0.7055951,-0.2152178
53,0.9556143,0.87432766,"('uncreative', 'creative')",1.3109897,1.2347485,1.4697084,1.4103833,1.2454375,1.1731531,-0.0722844
54,0.93606776,0.83600116,"('incapable', 'capable')",0.59333503,0.4877109,1.08623,1.1594015,0.8718776,0.8277046,-0.044173
55,-1.6887084,-1.7958411,"('incompetent', 'clever')",-0.20343909,-0.27448374,-0.4620115,-0.48564073,-0.7847197,-0.8519886,-0.0672689
56,-0.55265087,-0.4828189,"('impractical', 'practical')",-0.6033674,-0.5895969,-0.79089797,-0.8006831,-0.6489721,-0.6243663,0.0246058
57,-0.10733803,-0.2466524,"('unimaginative', 'imaginative')",0.57532847,0.48246843,-2.1206741,-2.193015,-0.5508946,-0.6523997,-0.1015051
58,0.39253938,0.31588015,"('undiscriminating', 'discriminating')",0.73566866,0.6661645,0.04465687,0.009967748,0.390955,0.3306708,-0.0602842
59,1.1027919,1.0868521,"('foolish', 'wise')",0.54022986,0.4858107,0.6860365,0.62634754,0.7763528,0.7330035,-0.0433493
