,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.05300502,-0.13774346,"('unsociable', 'sociable')",-0.08482643,-0.19306052,-0.0159107,-0.165402,-0.1494913
1,-1.3111691,-1.1967913,"('unfriendly', 'friendly')",1.0636213,0.85557693,-0.1237739,-0.1706072,-0.0468333
2,0.11086866,0.14692658,"('unlikable', 'likable')",0.50289017,0.49444446,0.3068794,0.3206855,0.0138061
3,-0.040648945,0.099901654,"('repellent', 'pleasant')",0.9206454,0.9554382,0.4399982,0.5276699,0.0876717
4,0.27610558,0.3707058,"('disliked', 'liked')",-7.0880504,-7.315546,-3.4059725,-3.4724202,-0.0664477
5,-1.3194788,-1.126712,"('distant', 'outgoing')",-0.6408478,-0.735073,-0.9801633,-0.9308925,0.0492708
6,-1.801053,-1.5518682,"('distant', 'open')",-0.55504686,-0.65757394,-1.1780499,-1.1047211,0.0733288
7,-0.19727089,-0.19982879,"('insensitive', 'sensitive')",0.17461586,0.2628559,-0.0113275,0.0315135,0.042841
8,-0.5401995,-0.4777177,"('unaffectionate', 'affectionate')",0.6644503,0.580908,0.0621254,0.0515952,-0.0105302
9,-0.7586453,-0.6674099,"('unaffectionate', 'caring')",1.0582356,1.0719188,0.1497952,0.2022545,0.0524593
10,-0.3961799,-0.49695906,"('unsympathetic', 'sympathetic')",-0.25576794,-0.18651763,-0.3259739,-0.3417383,-0.0157644
11,0.19431183,0.16100504,"('unhelpful', 'helpful')",1.3637058,1.5459296,0.7790088,0.8534673,0.0744585
12,0.05342727,0.14974259,"('unsupportive', 'supportive')",-2.2115712,-2.2014642,-1.079072,-1.0258608,0.0532112
13,-0.49299312,-0.6292258,"('impolite', 'polite')",-0.9050223,-0.80951095,-0.6990077,-0.7193683,-0.0203606
14,0.9402578,0.76990694,"('antisocial', 'social')",0.06517908,-0.04101864,0.5027184,0.3644441,-0.1382743
15,-0.24076138,-0.27733728,"('boring', 'funny')",-0.042337798,-0.10488098,-0.1415496,-0.1911091,-0.0495595
16,-0.69495845,-0.6070732,"('unpopular', 'popular')",0.49014103,0.38785324,-0.1024087,-0.10961,-0.0072013
17,-0.24267145,-0.17445756,"('nasty', 'nice')",-0.5353231,-0.44124773,-0.3889973,-0.3078527,0.0811446
