,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2326237,-1.3647227,"('unsociable', 'sociable')",0.5293994,0.44985574,-0.33074665,-0.39143836,-0.344657,-0.4354351,-0.0907781
1,0.64274347,0.3455891,"('unfriendly', 'friendly')",1.0589641,0.72443616,1.2029117,0.959416,0.9682064,0.6764804,-0.291726
2,0.6841433,0.6911881,"('unlikable', 'likable')",1.8803381,1.8763167,0.8639169,0.86771655,1.1427994,1.1450738,0.0022744
3,-0.08941814,-0.08319103,"('repellent', 'pleasant')",-0.04499974,-0.07597476,0.9799031,1.0558395,0.2818284,0.2988912,0.0170628
4,0.26644874,0.14571227,"('disliked', 'liked')",0.09493153,-0.017571777,-6.694235,-6.9713583,-2.1109516,-2.2810726,-0.170121
5,-0.017914832,-0.07300312,"('distant', 'outgoing')",-0.5758801,-0.6436934,-0.7856181,-0.7989534,-0.4598044,-0.5052166,-0.0454122
6,0.14970016,0.027227052,"('distant', 'open')",-0.43365985,-0.58493936,-0.5888474,-0.6349538,-0.2909357,-0.3975554,-0.1066197
7,0.40488303,0.39967397,"('insensitive', 'sensitive')",0.9813603,0.96330076,0.6277622,0.61024344,0.6713352,0.6577394,-0.0135958
8,0.36715576,0.19652608,"('unaffectionate', 'affectionate')",-0.4630495,-0.6848057,0.36813998,0.27753687,0.0907487,-0.0702476,-0.1609963
9,1.7718692,1.6242656,"('unaffectionate', 'caring')",0.3428657,0.18386315,1.0508578,1.0030786,1.0551976,0.9370691,-0.1181285
10,-0.35183847,-0.39999175,"('unsympathetic', 'sympathetic')",-0.3599194,-0.41761112,-0.6309995,-0.61822456,-0.4475858,-0.4786092,-0.0310234
11,-0.6195929,-0.5582443,"('unhelpful', 'helpful')",0.347459,0.41158187,1.5747112,1.7028911,0.4341924,0.5187429,0.0845505
12,1.0649823,1.0105153,"('unsupportive', 'supportive')",1.1431342,1.0899916,-1.6382967,-1.762649,0.1899399,0.1126192,-0.0773207
13,-0.5197853,-0.57790303,"('impolite', 'polite')",0.00088103116,0.040598944,-0.8890058,-0.8061135,-0.4693034,-0.4478059,0.0214975
14,-0.666403,-0.60490924,"('antisocial', 'social')",0.72825897,0.7378614,-0.051192477,-0.05027741,0.0035545,0.0275582,0.0240037
15,0.17932934,0.07452794,"('boring', 'funny')",0.49055845,0.4128567,-0.040108852,-0.08396334,0.2099263,0.1344738,-0.0754525
16,-1.5087432,-1.60609,"('unpopular', 'popular')",-0.10559298,-0.1803988,0.07633151,0.017532825,-0.5126682,-0.589652,-0.0769838
17,-0.5579791,-0.5045245,"('nasty', 'nice')",-1.4247974,-1.3447495,-0.481394,-0.38590333,-0.8213902,-0.7450591,0.0763311
18,0.936098,0.8320278,"('disagreeable', 'welcoming')",-0.19618362,-0.3764312,-0.59860134,-0.6612138,0.0471043,-0.0685391,-0.1156434
19,-0.757932,-0.7873955,"('inhospitable', 'hospitable')",-1.4969239,-1.5982215,-0.7933518,-0.74439543,-1.0160693,-1.0433375,-0.0272682
20,-0.5277005,-0.3940145,"('rough', 'thoughtful')",-0.53473634,-0.466902,0.19296664,0.24416746,-0.2898234,-0.205583,0.0842404
21,-0.21535136,-0.26788363,"('immoral', 'moral')",0.9963794,0.91543204,-0.3504779,-0.25004357,0.1435167,0.1325016,-0.0110151
22,-0.54296273,-0.57717836,"('untrustworthy', 'trustworthy')",-0.04823035,-0.11534481,-0.6469297,-0.6584772,-0.4127076,-0.4503334,-0.0376258
23,0.13534205,0.0582788,"('insincere', 'sincere')",0.2745967,0.16059597,5.728641,5.80222,2.0461933,2.0070316,-0.0391617
24,1.0256258,1.0049789,"('dishonest', 'honest')",0.7487753,0.66453373,0.41071153,0.3655478,0.7283709,0.6783535,-0.0500174
25,1.1652075,0.9800006,"('egoistic', 'altruistic')",1.5600512,1.3993332,1.5855247,1.4936868,1.4369278,1.2910069,-0.1459209
26,1.6902107,1.4712576,"('hardhearted', 'benevolent')",1.1131048,0.9113987,1.792196,1.6045451,1.5318371,1.3290672,-0.2027699
27,0.6401744,0.666254,"('hardhearted', 'softhearted')",-0.005110558,-0.036364343,1.0886846,1.0278227,0.5745828,0.5525708,-0.022012
28,0.47946048,0.31609866,"('disloyal', 'loyal')",-0.018460339,-0.18697691,0.970273,0.91703063,0.4770911,0.3487175,-0.1283736
29,-0.3026154,-0.4006456,"('unfair', 'fair')",-0.38070226,-0.4598849,-0.28696504,-0.41312954,-0.3234276,-0.4245534,-0.1011258
30,-0.2022941,-0.19117628,"('intolerant', 'tolerant')",0.093517885,0.0833388,0.375523,0.3820806,0.0889156,0.0914144,0.0024988
