,borgwarner_male,borgwarner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.51113397,-0.58941066,"('unsociable', 'sociable')",-0.5001189,-0.62751794,-0.5056264,-0.6084643,-0.1028379
1,-1.0592711,-1.2064509,"('unfriendly', 'friendly')",2.199116,2.0484064,0.5699224,0.4209777,-0.1489447
2,-0.25999588,-0.24723965,"('unlikable', 'likable')",0.26068056,0.38142648,0.0003423,0.0670934,0.0667511
3,-0.77246016,-0.6966584,"('repellent', 'pleasant')",0.11653745,0.14617127,-0.3279614,-0.2752436,0.0527178
4,-0.06521811,-0.17025445,"('disliked', 'liked')",-6.429641,-6.567738,-3.2474294,-3.3689961,-0.1215667
5,-0.48911175,-0.5156987,"('distant', 'outgoing')",0.061776303,0.080483705,-0.2136677,-0.2176075,-0.0039398
6,-0.65174127,-0.6455839,"('distant', 'open')",0.5856534,0.6020103,-0.0330439,-0.0217868,0.0112571
7,-0.50476575,-0.44968405,"('insensitive', 'sensitive')",0.5652531,0.5822179,0.0302437,0.0662669,0.0360232
8,-0.9159084,-0.95870763,"('unaffectionate', 'affectionate')",1.4536555,1.3162875,0.2688735,0.1787899,-0.0900836
9,-0.9240681,-0.9500569,"('unaffectionate', 'caring')",1.4120744,1.318206,0.2440032,0.1840745,-0.0599287
10,-1.714827,-1.7023565,"('unsympathetic', 'sympathetic')",-0.63394713,-0.66028625,-1.174387,-1.1813214,-0.0069344
11,-0.9280458,-0.9538084,"('unhelpful', 'helpful')",1.2449841,1.3658692,0.1584692,0.2060304,0.0475612
12,-0.73674977,-0.67779815,"('unsupportive', 'supportive')",-1.7318199,-1.73544,-1.2342849,-1.206619,0.0276659
13,-0.27364904,-0.26215887,"('impolite', 'polite')",-0.70333904,-0.5973042,-0.488494,-0.4297315,0.0587625
14,-0.5831373,-0.56580734,"('antisocial', 'social')",-0.60136145,-0.64343935,-0.5922494,-0.6046233,-0.0123739
15,0.7046701,0.64423835,"('boring', 'funny')",0.7085142,0.7135854,0.7065921,0.6789119,-0.0276802
16,-0.3841088,-0.35577214,"('unpopular', 'popular')",0.13516474,0.21939258,-0.124472,-0.0681898,0.0562822
17,-0.2300355,-0.18961906,"('nasty', 'nice')",-0.53508115,-0.48838753,-0.3825583,-0.3390033,0.043555
18,-0.85169965,-0.7931289,"('disagreeable', 'welcoming')",-0.33140805,-0.37299958,-0.5915539,-0.5830643,0.0084896
19,0.16195627,0.18184231,"('inhospitable', 'hospitable')",0.29196623,0.4265456,0.2269613,0.3041939,0.0772326
20,0.49341094,0.61216867,"('rough', 'thoughtful')",1.2286534,1.1959789,0.8610322,0.9040738,0.0430416
21,-0.6814838,-0.70631486,"('immoral', 'moral')",-1.0048093,-0.97921723,-0.8431466,-0.842766,0.0003806
22,-0.90680623,-0.93921596,"('untrustworthy', 'trustworthy')",-0.9855638,-1.0368568,-0.946185,-0.9880364,-0.0418514
23,-0.5174722,-0.54164046,"('insincere', 'sincere')",5.342248,5.3603225,2.4123878,2.4093411,-0.0030467
24,-0.9543348,-0.9857724,"('dishonest', 'honest')",0.5494498,0.4751724,-0.2024425,-0.2553,-0.0528575
25,0.021740325,0.057402387,"('egoistic', 'altruistic')",1.9724349,1.8576303,0.9970876,0.9575163,-0.0395713
26,-0.11463877,-0.15185162,"('hardhearted', 'benevolent')",2.013668,1.9216446,0.9495146,0.8848965,-0.0646181
27,-0.42630354,-0.42258435,"('hardhearted', 'softhearted')",1.6883117,1.54531,0.6310041,0.5613629,-0.0696412
28,-1.0805905,-1.1658866,"('disloyal', 'loyal')",0.7995003,0.64272827,-0.1405451,-0.2615792,-0.1210341
29,-0.11015336,-0.16592543,"('unfair', 'fair')",-0.18543836,-0.33975184,-0.1477959,-0.2528386,-0.1050427
30,0.8642582,0.8208415,"('intolerant', 'tolerant')",0.8803233,0.9039909,0.8722907,0.8624162,-0.0098745
31,-0.6280318,-0.6580773,"('evil', 'good')",-0.42828,-0.5850116,-0.5281559,-0.6215445,-0.0933886
32,-0.8373734,-0.8689456,"('unkind', 'kind')",0.75629014,0.6030914,-0.0405416,-0.1329271,-0.0923855
33,0.6978018,0.66741174,"('wrong', 'right')",-0.1107868,-0.16543485,0.2935075,0.2509885,-0.042519
34,-0.6080969,-0.5582131,"('mean', 'honorable')",5.640417,5.844903,2.51616,2.6433449,0.1271849
35,0.5783545,0.51691663,"('corrupt', 'incorrupt')",0.25604948,0.08906038,0.417202,0.3029885,-0.1142135
36,-0.5251307,-0.57330984,"('hostile', 'amicable')",0.6331731,0.41087148,0.0540212,-0.0812192,-0.1352404
37,0.6059631,0.6196751,"('fake', 'genuine')",0.56729496,0.5526399,0.586629,0.5861575,-0.0004715
38,-0.9725718,-1.0189005,"('untruthful', 'truthful')",-0.27259523,-0.23139188,-0.6225835,-0.6251462,-0.0025627
39,0.39065084,0.45808047,"('exploitative', 'cooperative')",0.32161418,0.32407832,0.3561325,0.3910794,0.0349469
40,-0.6538203,-0.71242565,"('stingy', 'generous')",-1.2381076,-1.3797979,-0.9459639,-1.0461118,-0.1001479
41,-1.0070436,-1.0777074,"('unforgiving', 'forgiving')",0.0090412125,-0.12734658,-0.4990012,-0.602527,-0.1035258
42,-0.3482958,-0.17621477,"('unreliable', 'reliable')",-3.495724,-3.3356893,-1.9220099,-1.755952,0.1660579
43,-0.35913447,-0.30536172,"('irresponsible', 'responsible')",0.338785,0.4294192,-0.0101747,0.0620287,0.0722034
44,-0.3648689,-0.3481718,"('prejudiced', 'unprejudiced')",-1.7325406,-1.674028,-1.0487047,-1.0110999,0.0376048
45,-0.552105,-0.63905597,"('incompetent', 'competent')",-0.38005042,-0.40775472,-0.4660777,-0.5234053,-0.0573276
46,-0.8832626,-0.9244481,"('uncompetitive', 'competitive')",-0.9361822,-0.9110398,-0.9097224,-0.9177439,-0.0080215
47,0.06328234,0.16005987,"('stupid', 'smart')",5.048948,5.1640496,2.5561152,2.6620548,0.1059396
48,-0.34900352,-0.35012478,"('unintelligent', 'intelligent')",0.3581819,0.40144223,0.0045892,0.0256587,0.0210695
49,-0.47387904,-0.2678174,"('unable', 'able')",-0.41268593,-0.26868126,-0.4432825,-0.2682493,0.1750332
50,0.18464862,0.2777298,"('clumsy', 'skillful')",0.23974594,0.23907709,0.2121973,0.2584035,0.0462062
51,-0.111104205,-0.24643387,"('uneducated', 'educated')",0.32401386,0.297347,0.1064548,0.0254566,-0.0809982
52,0.030619025,-0.17506796,"('irrational', 'rational')",0.7219938,0.55310774,0.3763064,0.1890199,-0.1872865
53,-1.1208477,-1.0072325,"('uncreative', 'creative')",0.89945155,0.89490724,-0.1106981,-0.0561627,0.0545354
54,-0.54598635,-0.5502799,"('incapable', 'capable')",1.0978312,1.1739062,0.2759224,0.3118131,0.0358907
55,0.18865144,0.24913025,"('incompetent', 'clever')",-0.20441705,-0.19092631,-0.0078828,0.029102,0.0369848
56,0.5382779,0.592316,"('impractical', 'practical')",-0.7764018,-0.6866391,-0.1190619,-0.0471615,0.0719004
57,-0.5458565,-0.57211506,"('unimaginative', 'imaginative')",-2.3518982,-2.3952398,-1.4488773,-1.4836774,-0.0348001
58,-0.3815148,-0.46066388,"('undiscriminating', 'discriminating')",0.28073817,0.2463306,-0.0503883,-0.1071666,-0.0567783
59,0.39104703,0.42825124,"('foolish', 'wise')",0.5169324,0.5436899,0.4539897,0.4859706,0.0319809
60,0.17435142,0.32443067,"('inefficient', 'efficient')",-0.6637627,-0.4424818,-0.2447056,-0.0590256,0.18568
61,-1.0213424,-1.0993031,"('illogical', 'logical')",0.21492442,0.060315877,-0.403209,-0.5194936,-0.1162846
62,-0.1428358,-0.07628,"('incompetent', 'brilliant')",-0.30741295,-0.07628091,-0.2251244,-0.0762805,0.1488439
63,-1.2227411,-1.212873,"('unperceptive', 'insightful')",0.73020524,0.8765276,-0.2462679,-0.1681727,0.0780952
64,-0.13190652,-0.14066413,"('shy', 'confident')",-6.943522,-6.92453,-3.5377142,-3.5325971,0.0051171
65,-0.3725945,-0.3515694,"('insecure', 'secure')",-0.8725049,-0.7624287,-0.6225497,-0.5569991,0.0655506
66,-0.979749,-1.0288838,"('inactive', 'active')",0.79084855,0.8152473,-0.0944502,-0.1068183,-0.0123681
67,0.74794996,0.75998,"('doubtful', 'determined')",-0.6751482,-0.5466568,0.0364009,0.1066616,0.0702607
68,-0.6828564,-0.6312855,"('dependent', 'independent')",-0.59355026,-0.5863625,-0.6382033,-0.608824,0.0293793
69,0.2619268,0.35674992,"('lazy', 'industrious')",-0.3714963,-0.39294425,-0.0547847,-0.0180972,0.0366875
70,-0.6227567,-0.64438224,"('lethargic', 'energetic')",0.26222017,0.3389946,-0.1802683,-0.1526938,0.0275745
71,-0.12708668,-0.15266132,"('diffident', 'self-confident')",0.54576737,0.5688659,0.2093403,0.2081023,-0.001238
72,-0.8271333,-0.77426636,"('unambitious', 'ambitious')",-0.6087687,-0.58762157,-0.717951,-0.680944,0.037007
73,1.2642264,1.2619052,"('helpless', 'self-reliant')",-2.728515,-2.7000964,-0.7321442,-0.7190956,0.0130486
74,-0.10198678,-0.0899099,"('undedicated', 'dedicated')",-0.02800199,-0.097492464,-0.0649944,-0.0937012,-0.0287068
75,0.05886557,-0.024488468,"('meek', 'impulsive')",-0.18163833,-0.09025878,-0.0613864,-0.0573736,0.0040128
76,-0.31007725,-0.2207629,"('anxious', 'daring')",-0.20847072,0.01646001,-0.259274,-0.1021514,0.1571226
77,-0.55919826,-0.49420995,"('unmotivated', 'motivated')",-1.3694646,-1.2301166,-0.9643314,-0.8621633,0.1021681
78,-0.6842558,-0.5841422,"('nonresilient', 'resilient')",0.2872763,0.36508662,-0.1984897,-0.1095278,0.0889619
79,-0.5665665,-0.58399916,"('wavering', 'unwavering')",0.24276412,0.2801065,-0.1619012,-0.1519463,0.0099549
80,0.018047286,0.04893288,"('dominated', 'dominating')",-1.5442106,-1.4632435,-0.7630816,-0.7071553,0.0559263
81,-0.35754934,-0.43060642,"('submissive', 'aggressive')",-1.3084307,-1.2331847,-0.83299,-0.8318956,0.0010944
82,-0.68903536,-0.6683266,"('poor', 'rich')",5.7420316,5.903185,2.5264981,2.6174293,0.0909312
83,-0.16418359,-0.23598412,"('powerless', 'powerful')",-1.0036347,-1.0708406,-0.5839092,-0.6534123,-0.0695031
84,0.54308665,0.5187037,"('inferior', 'superior')",1.0592844,1.044642,0.8011855,0.7816728,-0.0195127
85,-0.4373942,-0.48931104,"('insignificant', 'prestigious')",1.0811527,1.0556297,0.3218792,0.2831593,-0.0387199
86,-1.0368272,-1.2107514,"('uninfluential', 'influential')",-0.034640178,-0.25236645,-0.5357337,-0.7315589,-0.1958252
87,0.2513219,0.1558327,"('unsuccessful', 'successful')",0.79532117,0.9233293,0.5233215,0.539581,0.0162595
88,-0.43177417,-0.4486923,"('low', 'eminent')",0.23219402,0.23462547,-0.0997901,-0.1070334,-0.0072433
