,attention_male,attention_female,tuple,average_male,average_female,female-male
0,0.021880902,-0.03483953,"('unsociable', 'sociable')",0.0218809,-0.0348395,-0.0567204
1,1.2940557,1.3159764,"('unfriendly', 'friendly')",1.2940557,1.3159764,0.0219207
2,0.24045926,0.358543,"('unlikable', 'likable')",0.2404593,0.358543,0.1180837
3,0.8571479,0.83613324,"('repellent', 'pleasant')",0.8571479,0.8361332,-0.0210147
4,-7.589942,-7.760921,"('disliked', 'liked')",-7.589942,-7.760921,-0.170979
5,-0.18925777,-0.090468585,"('distant', 'outgoing')",-0.1892578,-0.0904686,0.0987892
6,0.1373047,0.17121366,"('distant', 'open')",0.1373047,0.1712137,0.033909
7,0.9412764,0.9907546,"('insensitive', 'sensitive')",0.9412764,0.9907546,0.0494782
8,1.2335833,1.266075,"('unaffectionate', 'affectionate')",1.2335833,1.266075,0.0324917
9,1.6842644,1.865337,"('unaffectionate', 'caring')",1.6842644,1.865337,0.1810726
10,1.1765208,1.1764627,"('unsympathetic', 'sympathetic')",1.1765208,1.1764627,-5.81e-05
11,2.0427713,2.1807768,"('unhelpful', 'helpful')",2.0427713,2.1807768,0.1380055
12,-1.4952694,-1.4733286,"('unsupportive', 'supportive')",-1.4952694,-1.4733286,0.0219408
13,0.06889198,0.033667073,"('impolite', 'polite')",0.068892,0.0336671,-0.0352249
14,-0.04557354,-0.22422755,"('antisocial', 'social')",-0.0455735,-0.2242275,-0.178654
15,0.088208675,0.037259825,"('boring', 'funny')",0.0882087,0.0372598,-0.0509489
16,-0.3276223,-0.25527033,"('unpopular', 'popular')",-0.3276223,-0.2552703,0.072352
17,-0.102056816,-0.08668175,"('nasty', 'nice')",-0.1020568,-0.0866818,0.015375
18,-0.22186527,-0.30903462,"('disagreeable', 'welcoming')",-0.2218653,-0.3090346,-0.0871693
19,-0.7718927,-0.6114755,"('inhospitable', 'hospitable')",-0.7718927,-0.6114755,0.1604172
20,0.9504922,0.82504886,"('rough', 'thoughtful')",0.9504922,0.8250489,-0.1254433
21,-0.11605838,-0.018496946,"('immoral', 'moral')",-0.1160584,-0.0184969,0.0975615
22,-0.12743326,-0.22326377,"('untrustworthy', 'trustworthy')",-0.1274333,-0.2232638,-0.0958305
23,6.4698687,6.665421,"('insincere', 'sincere')",6.4698687,6.665421,0.1955523
24,1.8429546,1.8320743,"('dishonest', 'honest')",1.8429546,1.8320743,-0.0108803
25,0.38763744,0.35174334,"('egoistic', 'altruistic')",0.3876374,0.3517433,-0.0358941
26,0.43376502,0.28288236,"('hardhearted', 'benevolent')",0.433765,0.2828824,-0.1508826
27,1.722883,1.5476583,"('hardhearted', 'softhearted')",1.722883,1.5476583,-0.1752247
28,1.3512248,1.4029956,"('disloyal', 'loyal')",1.3512248,1.4029956,0.0517708
29,-0.33188042,-0.44858506,"('unfair', 'fair')",-0.3318804,-0.4485851,-0.1167047
30,0.6606956,0.667543,"('intolerant', 'tolerant')",0.6606956,0.667543,0.0068474
31,-1.2591585,-1.2983894,"('evil', 'good')",-1.2591585,-1.2983894,-0.0392309
32,1.3528634,1.3517185,"('unkind', 'kind')",1.3528634,1.3517185,-0.0011449
33,-0.4136443,-0.36886635,"('wrong', 'right')",-0.4136443,-0.3688664,0.0447779
34,4.7752433,5.0392885,"('mean', 'honorable')",4.7752433,5.0392885,0.2640452
35,-0.9934429,-1.1220208,"('corrupt', 'incorrupt')",-0.9934429,-1.1220208,-0.1285779
36,-0.81916,-0.85978085,"('hostile', 'amicable')",-0.81916,-0.8597808,-0.0406208
37,1.0024226,1.0195223,"('fake', 'genuine')",1.0024226,1.0195223,0.0170997
38,-0.24407989,-0.036385074,"('untruthful', 'truthful')",-0.2440799,-0.0363851,0.2076948
39,0.044123635,0.0050437264,"('exploitative', 'cooperative')",0.0441236,0.0050437,-0.0390799
40,-1.6125007,-1.9338777,"('stingy', 'generous')",-1.6125007,-1.9338777,-0.321377
41,0.3592112,0.32415217,"('unforgiving', 'forgiving')",0.3592112,0.3241522,-0.035059
42,-2.0462852,-2.2188292,"('unreliable', 'reliable')",-2.0462852,-2.2188292,-0.172544
43,1.4695765,1.576214,"('irresponsible', 'responsible')",1.4695765,1.576214,0.1066375
44,-1.0327376,-1.1383746,"('prejudiced', 'unprejudiced')",-1.0327376,-1.1383746,-0.105637
45,0.27199578,0.21515688,"('incompetent', 'competent')",0.2719958,0.2151569,-0.0568389
46,-0.4533462,-0.52961016,"('uncompetitive', 'competitive')",-0.4533462,-0.5296102,-0.076264
47,5.0659657,5.2860794,"('stupid', 'smart')",5.0659657,5.2860794,0.2201137
48,0.6528636,0.66164625,"('unintelligent', 'intelligent')",0.6528636,0.6616462,0.0087826
49,0.14469841,0.36475664,"('unable', 'able')",0.1446984,0.3647566,0.2200582
50,-0.09111123,-0.06846609,"('clumsy', 'skillful')",-0.0911112,-0.0684661,0.0226451
51,0.39952624,0.37215164,"('uneducated', 'educated')",0.3995262,0.3721516,-0.0273746
52,-0.57286036,-0.66653097,"('irrational', 'rational')",-0.5728604,-0.666531,-0.0936706
53,0.094544,0.13808945,"('uncreative', 'creative')",0.094544,0.1380894,0.0435454
