,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.48228493,0.4454281,"('unsociable', 'sociable')",-0.42135853,-0.5713663,0.0304632,-0.0629691,-0.0934323
1,-1.4894187,-1.5219373,"('unfriendly', 'friendly')",1.1582849,0.9552435,-0.1655669,-0.2833469,-0.11778
2,0.8676353,0.8809314,"('unlikable', 'likable')",0.69559574,0.72670484,0.7816155,0.8038181,0.0222026
3,0.77772826,1.0953783,"('repellent', 'pleasant')",0.2900123,0.41841212,0.5338703,0.7568952,0.2230249
4,-1.1152706,-1.1282479,"('disliked', 'liked')",-6.2704306,-6.2348485,-3.6928506,-3.6815481,0.0113025
5,-1.6391954,-1.716672,"('distant', 'outgoing')",-0.32447407,-0.42304203,-0.9818348,-1.069857,-0.0880222
6,-1.9200525,-1.9341697,"('distant', 'open')",-0.19568473,-0.30122247,-1.0578686,-1.117696,-0.0598274
7,0.50083464,0.72670716,"('insensitive', 'sensitive')",0.52631164,0.6224986,0.5135732,0.6746029,0.1610297
8,-1.3421059,-1.4420884,"('unaffectionate', 'affectionate')",0.12789036,-0.013753563,-0.6071078,-0.7279209,-0.1208131
9,-0.8758833,-0.8391745,"('unaffectionate', 'caring')",0.74877673,0.7014811,-0.0635533,-0.0688467,-0.0052934
10,0.74698234,0.92075866,"('unsympathetic', 'sympathetic')",-0.24830641,-0.25958368,0.249338,0.3305875,0.0812495
11,0.9968127,1.1063589,"('unhelpful', 'helpful')",2.0141604,2.0387814,1.5054865,1.5725701,0.0670836
12,0.25689754,0.41410342,"('unsupportive', 'supportive')",-1.8198719,-1.777761,-0.7814872,-0.6818288,0.0996584
13,1.0527732,0.9963149,"('impolite', 'polite')",-0.14851591,-0.10771534,0.4521286,0.4442998,-0.0078288
14,2.0848124,2.1902568,"('antisocial', 'social')",0.057446115,0.08798537,1.0711292,1.1391211,0.0679919
15,-0.5464476,-0.72661746,"('boring', 'funny')",0.51534605,0.40488902,-0.0155508,-0.1608642,-0.1453134
16,-1.122468,-1.0777283,"('unpopular', 'popular')",0.54336816,0.48219973,-0.2895499,-0.2977643,-0.0082144
17,-0.029468201,0.047780707,"('nasty', 'nice')",-0.07685813,-0.07490875,-0.0531632,-0.013564,0.0395992
18,-0.4439321,-0.38313064,"('disagreeable', 'welcoming')",-0.32118478,-0.3490389,-0.3825584,-0.3660848,0.0164736
19,-1.6152351,-1.6923246,"('inhospitable', 'hospitable')",-0.23046763,-0.3226067,-0.9228514,-1.0074657,-0.0846143
20,0.71500057,0.7682403,"('rough', 'thoughtful')",0.9857055,0.92793,0.850353,0.8480852,-0.0022678
21,1.6379912,1.6493291,"('immoral', 'moral')",-0.12798218,-0.08885575,0.7550045,0.7802367,0.0252322
22,0.9101244,1.021796,"('untrustworthy', 'trustworthy')",-0.95331633,-0.93668723,-0.021596,0.0425544,0.0641504
23,0.8691495,0.95195687,"('insincere', 'sincere')",6.010407,5.938216,3.4397783,3.4450865,0.0053082
24,0.14389595,0.09330904,"('dishonest', 'honest')",0.99868685,0.97246134,0.5712914,0.5328852,-0.0384062
25,-0.807888,-0.8492716,"('egoistic', 'altruistic')",1.2625971,1.158446,0.2273546,0.1545872,-0.0727674
26,-0.22059248,-0.33411318,"('hardhearted', 'benevolent')",1.2527853,1.0745591,0.5160964,0.370223,-0.1458734
27,-0.04877155,0.02191728,"('hardhearted', 'softhearted')",1.3111039,1.2564282,0.6311662,0.6391727,0.0080065
28,0.10257119,0.093163535,"('disloyal', 'loyal')",0.80771023,0.77755266,0.4551407,0.4353581,-0.0197826
