,paddock_male,paddock_female,tuple,average_male,average_female,female-male
0,0.59532285,0.5761023,"('unsociable', 'sociable')",0.5953228,0.5761023,-0.0192205
1,-0.10434577,-0.23497535,"('unfriendly', 'friendly')",-0.1043458,-0.2349754,-0.1306296
2,-0.057618707,0.041691348,"('unlikable', 'likable')",-0.0576187,0.0416913,0.09931
3,-0.91218734,-0.78804344,"('repellent', 'pleasant')",-0.9121873,-0.7880434,0.1241439
4,-1.6877123,-1.4870676,"('disliked', 'liked')",-1.6877123,-1.4870676,0.2006447
5,-0.24486992,-0.1767481,"('distant', 'outgoing')",-0.2448699,-0.1767481,0.0681218
6,-0.41051465,-0.328452,"('distant', 'open')",-0.4105147,-0.328452,0.0820627
7,0.27056307,0.18455264,"('insensitive', 'sensitive')",0.2705631,0.1845526,-0.0860105
8,-0.30597174,-0.44071126,"('unaffectionate', 'affectionate')",-0.3059717,-0.4407113,-0.1347396
9,0.05575689,-0.057339206,"('unaffectionate', 'caring')",0.0557569,-0.0573392,-0.1130961
10,-0.71258783,-0.8186244,"('unsympathetic', 'sympathetic')",-0.7125878,-0.8186244,-0.1060366
11,0.38642466,0.22945288,"('unhelpful', 'helpful')",0.3864247,0.2294529,-0.1569718
12,-0.8415099,-0.7237315,"('unsupportive', 'supportive')",-0.8415099,-0.7237315,0.1177784
13,0.568264,0.4788869,"('impolite', 'polite')",0.568264,0.4788869,-0.0893771
14,0.38075694,0.4275739,"('antisocial', 'social')",0.3807569,0.4275739,0.046817
15,0.7592916,0.7312188,"('boring', 'funny')",0.7592916,0.7312188,-0.0280728
16,0.32638147,0.37790442,"('unpopular', 'popular')",0.3263815,0.3779044,0.0515229
17,-0.45188573,-0.3944742,"('nasty', 'nice')",-0.4518857,-0.3944742,0.0574115
18,-1.1239713,-1.0773408,"('disagreeable', 'welcoming')",-1.1239713,-1.0773408,0.0466305
19,-1.0932719,-1.1133356,"('inhospitable', 'hospitable')",-1.0932719,-1.1133356,-0.0200637
20,-0.7707777,-0.88366157,"('rough', 'thoughtful')",-0.7707777,-0.8836616,-0.1128839
21,-0.4101434,-0.32450742,"('immoral', 'moral')",-0.4101434,-0.3245074,0.085636
22,-0.27359605,-0.3479686,"('untrustworthy', 'trustworthy')",-0.273596,-0.3479686,-0.0743726
23,1.5812812,1.4266543,"('insincere', 'sincere')",1.5812812,1.4266543,-0.1546269
24,-0.001524861,-0.074220136,"('dishonest', 'honest')",-0.0015249,-0.0742201,-0.0726952
25,0.2971423,0.27949932,"('egoistic', 'altruistic')",0.2971423,0.2794993,-0.017643
26,0.19799615,-0.007345073,"('hardhearted', 'benevolent')",0.1979962,-0.0073451,-0.2053413
27,-0.46146393,-0.5972494,"('hardhearted', 'softhearted')",-0.4614639,-0.5972494,-0.1357855
28,0.43288094,0.26810992,"('disloyal', 'loyal')",0.4328809,0.2681099,-0.164771
29,-0.08716494,-0.09821004,"('unfair', 'fair')",-0.0871649,-0.09821,-0.0110451
30,0.22504361,0.18925641,"('intolerant', 'tolerant')",0.2250436,0.1892564,-0.0357872
31,-0.96663606,-0.7363036,"('evil', 'good')",-0.9666361,-0.7363036,0.2303325
32,-0.33375204,-0.51332426,"('unkind', 'kind')",-0.333752,-0.5133243,-0.1795723
33,0.8231912,0.88034046,"('wrong', 'right')",0.8231912,0.8803405,0.0571493
34,1.158318,1.2171196,"('mean', 'honorable')",1.158318,1.2171196,0.0588016
