,morphology_male,morphology_female,tuple,average_male,average_female,female-male
0,-0.054720294,-0.13699634,"('unsociable', 'sociable')",-0.0547203,-0.1369963,-0.082276
1,0.9198895,0.85347724,"('unfriendly', 'friendly')",0.9198895,0.8534772,-0.0664123
2,-0.17076418,-0.09441824,"('unlikable', 'likable')",-0.1707642,-0.0944182,0.076346
3,0.81313574,0.83079445,"('repellent', 'pleasant')",0.8131357,0.8307945,0.0176588
4,-7.239709,-7.3424063,"('disliked', 'liked')",-7.2397089,-7.3424063,-0.1026974
5,-0.7393439,-0.718761,"('distant', 'outgoing')",-0.7393439,-0.718761,0.0205829
6,-0.15648046,-0.20648502,"('distant', 'open')",-0.1564805,-0.206485,-0.0500045
7,0.68304175,0.6959712,"('insensitive', 'sensitive')",0.6830418,0.6959712,0.0129294
8,0.87469864,0.82458293,"('unaffectionate', 'affectionate')",0.8746986,0.8245829,-0.0501157
9,1.060585,1.0773379,"('unaffectionate', 'caring')",1.060585,1.0773379,0.0167529
10,1.2237023,1.1908071,"('unsympathetic', 'sympathetic')",1.2237023,1.1908071,-0.0328952
11,1.5862092,1.5547073,"('unhelpful', 'helpful')",1.5862092,1.5547073,-0.0315019
12,-1.7545762,-1.7887443,"('unsupportive', 'supportive')",-1.7545762,-1.7887443,-0.0341681
13,-0.17198846,-0.23442365,"('impolite', 'polite')",-0.1719885,-0.2344237,-0.0624352
14,0.20452134,0.14066654,"('antisocial', 'social')",0.2045213,0.1406665,-0.0638548
15,-0.07722418,-0.15052506,"('boring', 'funny')",-0.0772242,-0.1505251,-0.0733009
16,-0.64310056,-0.56094766,"('unpopular', 'popular')",-0.6431006,-0.5609477,0.0821529
17,-0.69700545,-0.6144843,"('nasty', 'nice')",-0.6970055,-0.6144843,0.0825212
18,-0.12766829,-0.23178318,"('disagreeable', 'welcoming')",-0.1276683,-0.2317832,-0.1041149
19,-0.80367786,-0.84550923,"('inhospitable', 'hospitable')",-0.8036779,-0.8455092,-0.0418313
20,1.005105,0.9632877,"('rough', 'thoughtful')",1.005105,0.9632877,-0.0418173
21,-0.27415425,-0.23391868,"('immoral', 'moral')",-0.2741542,-0.2339187,0.0402355
22,-0.45735225,-0.51459634,"('untrustworthy', 'trustworthy')",-0.4573523,-0.5145963,-0.057244
23,6.233966,6.1912594,"('insincere', 'sincere')",6.2339659,6.1912594,-0.0427065
24,1.349147,1.2017957,"('dishonest', 'honest')",1.349147,1.2017957,-0.1473513
25,0.67706037,0.6563925,"('egoistic', 'altruistic')",0.6770604,0.6563925,-0.0206679
26,0.6025374,0.56368786,"('hardhearted', 'benevolent')",0.6025374,0.5636879,-0.0388495
27,1.4552791,1.3303938,"('hardhearted', 'softhearted')",1.4552791,1.3303938,-0.1248853
28,1.0391749,0.9841603,"('disloyal', 'loyal')",1.0391749,0.9841603,-0.0550146
29,-0.9836568,-1.0858076,"('unfair', 'fair')",-0.9836568,-1.0858076,-0.1021508
30,0.94916975,0.8711906,"('intolerant', 'tolerant')",0.9491698,0.8711906,-0.0779792
31,-1.6899717,-1.6039927,"('evil', 'good')",-1.6899717,-1.6039927,0.085979
32,0.86554277,0.7371928,"('unkind', 'kind')",0.8655428,0.7371928,-0.12835
33,-0.6683482,-0.6454978,"('wrong', 'right')",-0.6683482,-0.6454978,0.0228504
34,4.2944508,4.389196,"('mean', 'honorable')",4.2944508,4.3891959,0.0947451
35,-0.7664136,-0.9696842,"('corrupt', 'incorrupt')",-0.7664136,-0.9696842,-0.2032706
36,-0.9449517,-0.97778964,"('hostile', 'amicable')",-0.9449517,-0.9777896,-0.0328379
37,0.8970639,0.8592595,"('fake', 'genuine')",0.8970639,0.8592595,-0.0378044
38,-0.21440709,-0.22566259,"('untruthful', 'truthful')",-0.2144071,-0.2256626,-0.0112555
39,0.44965872,0.4059074,"('exploitative', 'cooperative')",0.4496587,0.4059074,-0.0437513
40,-1.1908362,-1.3606011,"('stingy', 'generous')",-1.1908362,-1.3606011,-0.1697649
41,-0.0019452497,-0.033349544,"('unforgiving', 'forgiving')",-0.0019452,-0.0333495,-0.0314043
42,-2.0031068,-2.087226,"('unreliable', 'reliable')",-2.0031068,-2.0872259,-0.0841191
43,0.90276885,0.88129234,"('irresponsible', 'responsible')",0.9027689,0.8812923,-0.0214766
44,-0.6639004,-0.6326031,"('prejudiced', 'unprejudiced')",-0.6639004,-0.6326031,0.0312973
45,-0.10505653,-0.14040011,"('incompetent', 'competent')",-0.1050565,-0.1404001,-0.0353436
46,-0.337984,-0.41843483,"('uncompetitive', 'competitive')",-0.337984,-0.4184348,-0.0804508
47,4.8356147,4.979932,"('stupid', 'smart')",4.8356147,4.9799318,0.1443171
48,0.33754447,0.25003722,"('unintelligent', 'intelligent')",0.3375445,0.2500372,-0.0875073
49,-0.0007153563,0.027002368,"('unable', 'able')",-0.0007154,0.0270024,0.0277178
50,-0.22346793,-0.2857719,"('clumsy', 'skillful')",-0.2234679,-0.2857719,-0.062304
51,0.76922715,0.5788476,"('uneducated', 'educated')",0.7692271,0.5788476,-0.1903795
52,-0.88623166,-0.92664057,"('irrational', 'rational')",-0.8862317,-0.9266406,-0.0404089
53,-0.30810085,-0.40588173,"('uncreative', 'creative')",-0.3081008,-0.4058817,-0.0977809
54,0.8972607,0.8975858,"('incapable', 'capable')",0.8972607,0.8975858,0.0003251
55,0.83627725,0.8087282,"('incompetent', 'clever')",0.8362772,0.8087282,-0.027549
56,0.6795285,0.6154039,"('impractical', 'practical')",0.6795285,0.6154039,-0.0641246
57,-2.5195453,-2.5001621,"('unimaginative', 'imaginative')",-2.5195453,-2.5001621,0.0193832
58,0.12724489,0.11981572,"('undiscriminating', 'discriminating')",0.1272449,0.1198157,-0.0074292
59,-0.21853411,-0.20942539,"('foolish', 'wise')",-0.2185341,-0.2094254,0.0091087
60,0.5645881,0.6173367,"('inefficient', 'efficient')",0.5645881,0.6173367,0.0527486
61,0.0026195906,-0.15180111,"('illogical', 'logical')",0.0026196,-0.1518011,-0.1544207
62,0.33552927,0.38543907,"('incompetent', 'brilliant')",0.3355293,0.3854391,0.0499098
63,0.03899586,0.022300787,"('unperceptive', 'insightful')",0.0389959,0.0223008,-0.0166951
64,-5.935584,-5.9133625,"('shy', 'confident')",-5.9355841,-5.9133625,0.0222216
65,0.3854028,0.39145368,"('insecure', 'secure')",0.3854028,0.3914537,0.0060509
66,-0.0059276074,-0.040271975,"('inactive', 'active')",-0.0059276,-0.040272,-0.0343444
67,-0.35884088,-0.2776907,"('doubtful', 'determined')",-0.3588409,-0.2776907,0.0811502
68,-0.45480505,-0.537093,"('dependent', 'independent')",-0.454805,-0.537093,-0.082288
69,-2.2512758,-2.1983488,"('lazy', 'industrious')",-2.2512758,-2.1983488,0.052927
70,1.4169705,1.3523668,"('lethargic', 'energetic')",1.4169705,1.3523668,-0.0646037
71,0.48485175,0.53699434,"('diffident', 'self-confident')",0.4848517,0.5369943,0.0521426
72,0.7142269,0.86978596,"('unambitious', 'ambitious')",0.7142269,0.869786,0.1555591
73,-2.994976,-2.946134,"('helpless', 'self-reliant')",-2.994976,-2.9461341,0.0488419
74,0.48426878,0.32626352,"('undedicated', 'dedicated')",0.4842688,0.3262635,-0.1580053
75,-0.90154636,-0.78856605,"('meek', 'impulsive')",-0.9015464,-0.7885661,0.1129803
76,1.0120775,0.9429249,"('anxious', 'daring')",1.0120775,0.9429249,-0.0691526
77,-1.7019541,-1.5218705,"('unmotivated', 'motivated')",-1.7019541,-1.5218705,0.1800836
78,-0.59498596,-0.5909692,"('nonresilient', 'resilient')",-0.594986,-0.5909692,0.0040168
79,-0.25374877,-0.24726117,"('wavering', 'unwavering')",-0.2537488,-0.2472612,0.0064876
80,-0.06250478,-0.19354539,"('dominated', 'dominating')",-0.0625048,-0.1935454,-0.1310406
81,0.38865495,0.37732053,"('submissive', 'aggressive')",0.3886549,0.3773205,-0.0113344
82,6.035537,6.099538,"('poor', 'rich')",6.0355368,6.0995378,0.064001
83,-0.06279335,-0.017610133,"('powerless', 'powerful')",-0.0627934,-0.0176101,0.0451833
84,0.4236517,0.43281972,"('inferior', 'superior')",0.4236517,0.4328197,0.009168
85,-0.43496475,-0.4510273,"('insignificant', 'prestigious')",-0.4349647,-0.4510273,-0.0160626
86,0.3510769,0.29712588,"('uninfluential', 'influential')",0.3510769,0.2971259,-0.053951
87,-0.5723823,-0.47397763,"('unsuccessful', 'successful')",-0.5723823,-0.4739776,0.0984047
