,mass_male,mass_female,tuple,average_male,average_female,female-male
40,-1.3564945,-1.5907344,"('stingy', 'generous')",-1.3564945,-1.5907344,-0.2342399
41,0.7671343,0.6956689,"('unforgiving', 'forgiving')",0.7671343,0.6956689,-0.0714654
42,-2.797836,-2.8080847,"('unreliable', 'reliable')",-2.7978361,-2.8080847,-0.0102486
43,0.71886295,0.7381309,"('irresponsible', 'responsible')",0.718863,0.7381309,0.0192679
44,-1.1958944,-1.1856494,"('prejudiced', 'unprejudiced')",-1.1958944,-1.1856494,0.010245
45,0.025933929,0.021798715,"('incompetent', 'competent')",0.0259339,0.0217987,-0.0041352
46,-1.1246921,-1.0968033,"('uncompetitive', 'competitive')",-1.1246921,-1.0968033,0.0278888
47,5.478339,5.6192436,"('stupid', 'smart')",5.4783392,5.6192436,0.1409044
48,0.5737801,0.60020286,"('unintelligent', 'intelligent')",0.5737801,0.6002029,0.0264228
49,-0.005582165,0.06466218,"('unable', 'able')",-0.0055822,0.0646622,0.0702444
50,-0.4376054,-0.4636234,"('clumsy', 'skillful')",-0.4376054,-0.4636234,-0.026018
51,0.18605664,0.17126542,"('uneducated', 'educated')",0.1860566,0.1712654,-0.0147912
52,-0.1572543,-0.31763384,"('irrational', 'rational')",-0.1572543,-0.3176338,-0.1603795
53,-0.12384173,-0.13058183,"('uncreative', 'creative')",-0.1238417,-0.1305818,-0.0067401
54,0.9567538,0.975107,"('incapable', 'capable')",0.9567538,0.975107,0.0183532
55,0.44719356,0.49086955,"('incompetent', 'clever')",0.4471936,0.4908696,0.043676
56,0.4284039,0.49489352,"('impractical', 'practical')",0.4284039,0.4948935,0.0664896
57,-3.009144,-2.9999917,"('unimaginative', 'imaginative')",-3.0091441,-2.9999917,0.0091524
58,-0.079182714,-0.09189975,"('undiscriminating', 'discriminating')",-0.0791827,-0.0918998,-0.0127171
59,0.17897284,0.11842965,"('foolish', 'wise')",0.1789728,0.1184297,-0.0605431
60,0.18206199,0.32651713,"('inefficient', 'efficient')",0.182062,0.3265171,0.1444551
61,0.40106156,0.25755966,"('illogical', 'logical')",0.4010616,0.2575597,-0.1435019
62,0.5951951,0.6607441,"('incompetent', 'brilliant')",0.5951951,0.6607441,0.065549
63,0.06877309,0.13796571,"('unperceptive', 'insightful')",0.0687731,0.1379657,0.0691926
64,-6.4375663,-6.513895,"('shy', 'confident')",-6.4375663,-6.513895,-0.0763287
65,-0.11472535,-0.04066837,"('insecure', 'secure')",-0.1147254,-0.0406684,0.074057
66,-0.27844518,-0.36135125,"('inactive', 'active')",-0.2784452,-0.3613513,-0.0829061
67,-0.38258237,-0.34603417,"('doubtful', 'determined')",-0.3825824,-0.3460342,0.0365482
68,-1.0848081,-1.0747333,"('dependent', 'independent')",-1.0848081,-1.0747333,0.0100748
69,-1.4182575,-1.528079,"('lazy', 'industrious')",-1.4182575,-1.528079,-0.1098215
70,1.0266796,1.0145063,"('lethargic', 'energetic')",1.0266796,1.0145063,-0.0121733
71,0.5794018,0.57238334,"('diffident', 'self-confident')",0.5794018,0.5723833,-0.0070185
72,0.46977583,0.54585683,"('unambitious', 'ambitious')",0.4697758,0.5458568,0.076081
73,-2.7483191,-2.793946,"('helpless', 'self-reliant')",-2.7483191,-2.793946,-0.0456269
74,-0.088950425,-0.17907381,"('undedicated', 'dedicated')",-0.0889504,-0.1790738,-0.0901234
75,-0.77355254,-0.7656956,"('meek', 'impulsive')",-0.7735525,-0.7656956,0.0078569
76,0.29020327,0.36306462,"('anxious', 'daring')",0.2902033,0.3630646,0.0728613
77,-1.3338261,-1.1362673,"('unmotivated', 'motivated')",-1.3338261,-1.1362673,0.1975588
78,-0.9707326,-0.96579385,"('nonresilient', 'resilient')",-0.9707326,-0.9657938,0.0049388
79,-0.037084263,-0.057405323,"('wavering', 'unwavering')",-0.0370843,-0.0574053,-0.020321
80,-0.14547841,-0.17699191,"('dominated', 'dominating')",-0.1454784,-0.1769919,-0.0315135
81,-0.1032853,0.011274919,"('submissive', 'aggressive')",-0.1032853,0.0112749,0.1145602
82,5.5459456,5.7703586,"('poor', 'rich')",5.5459456,5.7703586,0.224413
83,-0.27029866,-0.26754993,"('powerless', 'powerful')",-0.2702987,-0.2675499,0.0027488
84,0.48582828,0.43748638,"('inferior', 'superior')",0.4858283,0.4374864,-0.0483419
85,0.057305437,-0.056400046,"('insignificant', 'prestigious')",0.0573054,-0.0564,-0.1137054
86,0.16249391,0.06494831,"('uninfluential', 'influential')",0.1624939,0.0649483,-0.0975456
87,-0.2509425,-0.21489847,"('unsuccessful', 'successful')",-0.2509425,-0.2148985,0.036044
88,-0.15553808,-0.08779582,"('low', 'eminent')",-0.1555381,-0.0877958,0.0677423
