,mass_male,mass_female,tuple,average_male,average_female,female-male
0,-0.11776383,-0.15526603,"('unsociable', 'sociable')",-0.1177638,-0.155266,-0.0375022
1,1.3792154,1.3038613,"('unfriendly', 'friendly')",1.3792154,1.3038613,-0.0753541
2,0.22003597,0.2262165,"('unlikable', 'likable')",0.220036,0.2262165,0.0061805
3,0.54261714,0.5902249,"('repellent', 'pleasant')",0.5426171,0.5902249,0.0476078
4,-7.1758842,-7.339782,"('disliked', 'liked')",-7.1758842,-7.3397822,-0.163898
5,-0.5507176,-0.63315964,"('distant', 'outgoing')",-0.5507176,-0.6331596,-0.082442
6,-0.14148605,-0.2617686,"('distant', 'open')",-0.141486,-0.2617686,-0.1202826
7,0.58587795,0.6593931,"('insensitive', 'sensitive')",0.585878,0.6593931,0.0735151
8,1.156587,1.083965,"('unaffectionate', 'affectionate')",1.156587,1.0839649,-0.0726221
9,1.6746435,1.6804394,"('unaffectionate', 'caring')",1.6746435,1.6804394,0.0057959
10,0.6695005,0.7655479,"('unsympathetic', 'sympathetic')",0.6695005,0.7655479,0.0960474
11,1.2729542,1.3640152,"('unhelpful', 'helpful')",1.2729542,1.3640152,0.091061
12,-1.483905,-1.4821668,"('unsupportive', 'supportive')",-1.483905,-1.4821668,0.0017382
13,-0.190736,-0.14770016,"('impolite', 'polite')",-0.190736,-0.1477002,0.0430358
14,0.4168693,0.4203954,"('antisocial', 'social')",0.4168693,0.4203954,0.0035261
15,0.022554684,-0.08271439,"('boring', 'funny')",0.0225547,-0.0827144,-0.1052691
16,-0.43159348,-0.4336034,"('unpopular', 'popular')",-0.4315935,-0.4336034,-0.0020099
17,0.13280278,0.12159515,"('nasty', 'nice')",0.1328028,0.1215952,-0.0112076
18,-0.609963,-0.6942584,"('disagreeable', 'welcoming')",-0.609963,-0.6942584,-0.0842954
19,-0.4587099,-0.44739935,"('inhospitable', 'hospitable')",-0.4587099,-0.4473993,0.0113106
20,0.8380986,0.75894773,"('rough', 'thoughtful')",0.8380986,0.7589477,-0.0791509
21,-0.41044345,-0.26987678,"('immoral', 'moral')",-0.4104435,-0.2698768,0.1405667
22,-0.31723356,-0.35038203,"('untrustworthy', 'trustworthy')",-0.3172336,-0.350382,-0.0331484
23,6.120469,6.205885,"('insincere', 'sincere')",6.1204691,6.2058849,0.0854158
24,1.7690398,1.6700076,"('dishonest', 'honest')",1.7690398,1.6700076,-0.0990322
25,0.8864978,0.79856837,"('egoistic', 'altruistic')",0.8864978,0.7985684,-0.0879294
26,1.0773028,1.0000187,"('hardhearted', 'benevolent')",1.0773028,1.0000187,-0.0772841
27,1.408257,1.2525837,"('hardhearted', 'softhearted')",1.408257,1.2525837,-0.1556733
28,1.1479154,1.0836397,"('disloyal', 'loyal')",1.1479154,1.0836397,-0.0642757
29,-0.44649667,-0.5896086,"('unfair', 'fair')",-0.4464967,-0.5896086,-0.1431119
30,1.227793,1.2521265,"('intolerant', 'tolerant')",1.227793,1.2521265,0.0243335
31,-1.0261652,-1.0783763,"('evil', 'good')",-1.0261652,-1.0783763,-0.0522111
32,1.1091571,1.079804,"('unkind', 'kind')",1.1091571,1.0798039,-0.0293532
33,-0.043547884,-0.1425825,"('wrong', 'right')",-0.0435479,-0.1425825,-0.0990346
34,4.6830497,4.8435564,"('mean', 'honorable')",4.6830497,4.8435564,0.1605067
35,-0.42630157,-0.658578,"('corrupt', 'incorrupt')",-0.4263016,-0.658578,-0.2322764
36,-0.11719029,-0.25392875,"('hostile', 'amicable')",-0.1171903,-0.2539288,-0.1367385
37,0.59229505,0.59793526,"('fake', 'genuine')",0.5922951,0.5979353,0.0056402
38,0.08579269,0.09101221,"('untruthful', 'truthful')",0.0857927,0.0910122,0.0052195
39,0.92108274,0.8868357,"('exploitative', 'cooperative')",0.9210827,0.8868357,-0.034247
