,ice_male,ice_female,tuple,average_male,average_female,female-male
0,0.17994785,0.11237532,"('unsociable', 'sociable')",0.1799479,0.1123753,-0.0675726
1,0.9763104,0.98393244,"('unfriendly', 'friendly')",0.9763104,0.9839324,0.007622
2,0.33324498,0.4665015,"('unlikable', 'likable')",0.333245,0.4665015,0.1332565
3,0.78065145,0.845154,"('repellent', 'pleasant')",0.7806515,0.845154,0.0645025
4,-7.6447678,-7.580943,"('disliked', 'liked')",-7.6447678,-7.5809431,0.0638247
5,-0.36608118,-0.28071404,"('distant', 'outgoing')",-0.3660812,-0.280714,0.0853672
6,-0.068537995,-0.015412547,"('distant', 'open')",-0.068538,-0.0154125,0.0531255
7,1.2299793,1.2398169,"('insensitive', 'sensitive')",1.2299793,1.2398169,0.0098376
8,1.104111,1.0553184,"('unaffectionate', 'affectionate')",1.104111,1.0553184,-0.0487926
9,1.6193842,1.6911892,"('unaffectionate', 'caring')",1.6193842,1.6911892,0.071805
10,1.3019859,1.245405,"('unsympathetic', 'sympathetic')",1.3019859,1.245405,-0.0565809
11,2.0092123,2.0226066,"('unhelpful', 'helpful')",2.0092123,2.0226066,0.0133943
12,-1.1837264,-1.1491977,"('unsupportive', 'supportive')",-1.1837264,-1.1491977,0.0345287
13,0.22414462,0.17383884,"('impolite', 'polite')",0.2241446,0.1738388,-0.0503058
14,0.40987107,0.35616958,"('antisocial', 'social')",0.4098711,0.3561696,-0.0537015
15,0.492503,0.4871671,"('boring', 'funny')",0.492503,0.4871671,-0.0053359
16,-0.46530762,-0.38516402,"('unpopular', 'popular')",-0.4653076,-0.385164,0.0801436
17,-0.2655112,-0.24816695,"('nasty', 'nice')",-0.2655112,-0.2481669,0.0173443
18,-0.5674327,-0.5755536,"('disagreeable', 'welcoming')",-0.5674327,-0.5755536,-0.0081209
19,-0.52255887,-0.45527995,"('inhospitable', 'hospitable')",-0.5225589,-0.4552799,0.067279
20,0.45012116,0.34128433,"('rough', 'thoughtful')",0.4501212,0.3412843,-0.1088369
21,0.14730771,0.16912253,"('immoral', 'moral')",0.1473077,0.1691225,0.0218148
22,-0.19283037,-0.2380135,"('untrustworthy', 'trustworthy')",-0.1928304,-0.2380135,-0.0451831
23,6.406984,6.426606,"('insincere', 'sincere')",6.4069839,6.4266062,0.0196223
24,1.8894404,1.8230051,"('dishonest', 'honest')",1.8894404,1.8230051,-0.0664353
25,0.034444407,0.023811467,"('egoistic', 'altruistic')",0.0344444,0.0238115,-0.0106329
26,0.40123734,0.29784134,"('hardhearted', 'benevolent')",0.4012373,0.2978413,-0.103396
27,1.4608123,1.2815454,"('hardhearted', 'softhearted')",1.4608123,1.2815454,-0.1792669
28,0.80246997,0.73817694,"('disloyal', 'loyal')",0.80247,0.7381769,-0.0642931
29,-0.3816361,-0.4666703,"('unfair', 'fair')",-0.3816361,-0.4666703,-0.0850342
30,1.1563894,1.0766598,"('intolerant', 'tolerant')",1.1563894,1.0766598,-0.0797296
31,-1.5641161,-1.5134385,"('evil', 'good')",-1.5641161,-1.5134385,0.0506776
32,0.9861319,0.89675367,"('unkind', 'kind')",0.9861319,0.8967537,-0.0893782
33,-0.5601621,-0.486817,"('wrong', 'right')",-0.5601621,-0.486817,0.0733451
34,4.642324,4.752511,"('mean', 'honorable')",4.642324,4.752511,0.110187
35,-1.1843282,-1.3076806,"('corrupt', 'incorrupt')",-1.1843282,-1.3076806,-0.1233524
36,-0.62421983,-0.6914126,"('hostile', 'amicable')",-0.6242198,-0.6914126,-0.0671928
37,0.5635303,0.526141,"('fake', 'genuine')",0.5635303,0.526141,-0.0373893
38,-0.3171237,-0.2749863,"('untruthful', 'truthful')",-0.3171237,-0.2749863,0.0421374
39,0.03779184,0.008762799,"('exploitative', 'cooperative')",0.0377918,0.0087628,-0.029029
40,-1.4125742,-1.4331769,"('stingy', 'generous')",-1.4125742,-1.4331769,-0.0206027
41,0.0032638246,-0.06456576,"('unforgiving', 'forgiving')",0.0032638,-0.0645658,-0.0678296
42,-2.0276577,-2.0081797,"('unreliable', 'reliable')",-2.0276577,-2.0081797,0.019478
43,1.4778883,1.439804,"('irresponsible', 'responsible')",1.4778883,1.439804,-0.0380843
44,-1.1739635,-1.2447243,"('prejudiced', 'unprejudiced')",-1.1739635,-1.2447243,-0.0707608
45,0.29660293,0.27134973,"('incompetent', 'competent')",0.2966029,0.2713497,-0.0252532
46,-0.4716531,-0.50974226,"('uncompetitive', 'competitive')",-0.4716531,-0.5097423,-0.0380892
47,5.5625243,5.6719723,"('stupid', 'smart')",5.5625243,5.6719723,0.109448
48,1.0162635,0.9802031,"('unintelligent', 'intelligent')",1.0162635,0.9802031,-0.0360604
49,-0.03546215,0.0769729,"('unable', 'able')",-0.0354621,0.0769729,0.112435
50,-0.25528112,-0.2043202,"('clumsy', 'skillful')",-0.2552811,-0.2043202,0.0509609
51,0.32774794,0.33324805,"('uneducated', 'educated')",0.3277479,0.333248,0.0055001
52,-0.41298074,-0.418133,"('irrational', 'rational')",-0.4129807,-0.418133,-0.0051523
53,0.2515537,0.254508,"('uncreative', 'creative')",0.2515537,0.254508,0.0029543
54,1.0842535,1.2074844,"('incapable', 'capable')",1.0842535,1.2074844,0.1232309
55,0.8647912,0.86439085,"('incompetent', 'clever')",0.8647912,0.8643909,-0.0004003
56,0.5610109,0.6341778,"('impractical', 'practical')",0.5610109,0.6341778,0.0731669
57,-2.8257391,-2.7610178,"('unimaginative', 'imaginative')",-2.8257391,-2.7610178,0.0647213
58,-0.3224882,-0.31440464,"('undiscriminating', 'discriminating')",-0.3224882,-0.3144046,0.0080836
59,0.10600137,0.22508167,"('foolish', 'wise')",0.1060014,0.2250817,0.1190803
60,0.56346387,0.6075134,"('inefficient', 'efficient')",0.5634639,0.6075134,0.0440495
61,0.8460139,0.6845862,"('illogical', 'logical')",0.8460139,0.6845862,-0.1614277
62,1.2913975,1.3842719,"('incompetent', 'brilliant')",1.2913975,1.3842719,0.0928744
63,0.7757645,0.78807676,"('unperceptive', 'insightful')",0.7757645,0.7880768,0.0123123
64,-5.93405,-5.819893,"('shy', 'confident')",-5.9340501,-5.8198929,0.1141572
65,0.93343496,0.933066,"('insecure', 'secure')",0.933435,0.933066,-0.000369
66,0.07318549,0.011913512,"('inactive', 'active')",0.0731855,0.0119135,-0.061272
67,-0.5011621,-0.44031888,"('doubtful', 'determined')",-0.5011621,-0.4403189,0.0608432
68,-0.36220312,-0.33506516,"('dependent', 'independent')",-0.3622031,-0.3350652,0.0271379
69,-1.618469,-1.5451688,"('lazy', 'industrious')",-1.618469,-1.5451688,0.0733002
70,1.6136334,1.5624807,"('lethargic', 'energetic')",1.6136334,1.5624807,-0.0511527
71,0.40517592,0.5281936,"('diffident', 'self-confident')",0.4051759,0.5281936,0.1230177
72,0.7524738,0.86774045,"('unambitious', 'ambitious')",0.7524738,0.8677405,0.1152667
73,-3.2173815,-3.112106,"('helpless', 'self-reliant')",-3.2173815,-3.1121061,0.1052754
74,-0.11885134,-0.14092197,"('undedicated', 'dedicated')",-0.1188513,-0.140922,-0.0220707
75,-1.0296334,-0.9171357,"('meek', 'impulsive')",-1.0296334,-0.9171357,0.1124977
76,0.72463113,0.64230967,"('anxious', 'daring')",0.7246311,0.6423097,-0.0823214
77,-1.1049577,-1.0134491,"('unmotivated', 'motivated')",-1.1049577,-1.0134491,0.0915086
78,-0.5060797,-0.55230886,"('nonresilient', 'resilient')",-0.5060797,-0.5523089,-0.0462292
79,-0.28633285,-0.29368636,"('wavering', 'unwavering')",-0.2863328,-0.2936864,-0.0073536
80,0.19429243,0.1239035,"('dominated', 'dominating')",0.1942924,0.1239035,-0.0703889
81,0.27140832,0.2701162,"('submissive', 'aggressive')",0.2714083,0.2701162,-0.0012921
82,6.503669,6.6162395,"('poor', 'rich')",6.5036688,6.6162395,0.1125707
83,-0.60371464,-0.5942065,"('powerless', 'powerful')",-0.6037146,-0.5942065,0.0095081
84,0.32732773,0.29864085,"('inferior', 'superior')",0.3273277,0.2986408,-0.0286869
85,-1.246689,-1.3081472,"('insignificant', 'prestigious')",-1.246689,-1.3081472,-0.0614582
86,0.422975,0.38675487,"('uninfluential', 'influential')",0.422975,0.3867549,-0.0362201
87,0.19739585,0.30476743,"('unsuccessful', 'successful')",0.1973958,0.3047674,0.1073716
88,-0.11224631,-0.05831878,"('low', 'eminent')",-0.1122463,-0.0583188,0.0539275
