,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.186068,-0.283653,"('unsociable', 'sociable')",1.0578922,0.96607304,0.25729498,0.15427423,0.3763731,0.2788981,-0.097475
1,-0.033564538,-0.16894321,"('unfriendly', 'friendly')",0.92080486,0.85477465,1.2974464,1.1190575,0.7282289,0.6016297,-0.1265992
2,0.6862128,0.81703454,"('unlikable', 'likable')",0.9934214,1.0641903,0.65675116,0.7367184,0.7787951,0.8726478,0.0938527
3,0.048517633,0.2245893,"('repellent', 'pleasant')",-0.2566352,-0.13973086,-0.012287941,0.053130146,-0.0734685,0.0459962,0.1194647
4,-0.33496705,-0.29869303,"('disliked', 'liked')",-0.26572827,-0.30516234,-3.4335096,-3.5982935,-1.344735,-1.4007163,-0.0559813
5,-0.8496369,-0.8736561,"('distant', 'outgoing')",0.04080838,0.13080679,-0.01951557,-0.12082143,-0.2761147,-0.2878902,-0.0117755
6,-1.1874248,-1.265418,"('distant', 'open')",0.13186044,0.16812359,0.23666558,0.09185062,-0.2729663,-0.3351479,-0.0621816
7,0.23756532,0.2707078,"('insensitive', 'sensitive')",0.46556237,0.4486019,-0.0027537113,0.07602515,0.233458,0.2651116,0.0316536
8,-1.7791936,-1.8583703,"('unaffectionate', 'affectionate')",-0.49963754,-0.52808726,0.56205523,0.45670637,-0.5722587,-0.6432503,-0.0709916
9,-0.38691667,-0.44573033,"('unaffectionate', 'caring')",0.3478443,0.3008956,0.6585334,0.58280206,0.206487,0.1459891,-0.0604979
10,-0.011530094,0.043831326,"('unsympathetic', 'sympathetic')",-0.11083698,-0.08928693,-0.13533175,-0.013639629,-0.0858996,-0.0196984,0.0662012
11,0.7864324,0.8225356,"('unhelpful', 'helpful')",1.4675895,1.4510483,2.236272,2.2932324,1.4967647,1.5222721,0.0255074
12,0.34455484,0.39001912,"('unsupportive', 'supportive')",1.016062,1.0458422,-0.90265596,-0.9845498,0.1526537,0.1504372,-0.0022165
13,0.28774527,0.35337904,"('impolite', 'polite')",0.6985267,0.6837746,-0.47456327,-0.44010553,0.1705696,0.199016,0.0284464
14,1.2903739,1.3665527,"('antisocial', 'social')",1.0867882,1.0636426,-0.24257728,-0.07003331,0.7115282,0.7867207,0.0751925
15,1.140212,1.0531257,"('boring', 'funny')",0.80593705,0.7792429,1.1235048,1.1102103,1.023218,0.9808596,-0.0423584
16,-0.07640758,-0.19109412,"('unpopular', 'popular')",0.33634356,0.3269212,0.8953897,0.82343024,0.3851086,0.3197524,-0.0653562
17,-0.977512,-0.921117,"('nasty', 'nice')",0.24726337,0.29621923,0.1476099,0.13118961,-0.1942129,-0.1645694,0.0296435
18,-0.38963696,-0.35994822,"('disagreeable', 'welcoming')",-0.22926961,-0.16631918,-1.0088209,-1.0777102,-0.5425758,-0.5346592,0.0079166
19,0.02806938,0.027921636,"('inhospitable', 'hospitable')",-0.988634,-0.9732538,-0.2784537,-0.33879885,-0.4130061,-0.4280437,-0.0150376
20,0.034596264,0.08128954,"('rough', 'thoughtful')",-0.18920286,-0.1938068,0.7241446,0.7611507,0.189846,0.2162112,0.0263652
21,1.2247932,1.3410151,"('immoral', 'moral')",-0.31534404,-0.28067458,-0.7163591,-0.6088656,0.0643634,0.1504916,0.0861282
22,0.10379122,0.21153936,"('untrustworthy', 'trustworthy')",0.5632333,0.5027612,-0.25384378,-0.19281408,0.1377269,0.1738288,0.0361019
23,0.6897478,0.69508356,"('insincere', 'sincere')",0.7120863,0.6980656,4.1845355,4.203992,1.8621232,1.8657138,0.0035906
24,0.9843146,1.0108846,"('dishonest', 'honest')",0.43060306,0.4664207,0.14278424,0.24589384,0.519234,0.5743997,0.0551657
25,-0.7177191,-0.8403778,"('egoistic', 'altruistic')",0.58211565,0.6203762,0.7447247,0.62258625,0.2030404,0.1341949,-0.0688455
26,0.5653,0.45629168,"('hardhearted', 'benevolent')",0.53061813,0.49850562,1.8888998,1.9042804,0.9949393,0.9530259,-0.0419134
27,-0.90333045,-0.90571105,"('hardhearted', 'softhearted')",0.44531527,0.44930926,0.24734919,0.15719847,-0.070222,-0.0997344,-0.0295124
28,-0.26131636,-0.4178104,"('disloyal', 'loyal')",0.42440984,0.34305573,0.4807414,0.38804153,0.2146116,0.1044289,-0.1101827
29,0.44269526,0.4547058,"('unfair', 'fair')",-0.23984152,-0.29910997,-0.8555197,-0.92179465,-0.2175553,-0.2553996,-0.0378443
30,0.83682555,0.8900539,"('intolerant', 'tolerant')",1.987358,1.9879243,1.5177612,1.5655527,1.4473149,1.481177,0.0338621
31,-1.236948,-1.2156941,"('evil', 'good')",-0.69513184,-0.62770617,-0.29767305,-0.3992744,-0.7432509,-0.7475582,-0.0043073
32,0.73242205,0.7260822,"('unkind', 'kind')",0.5213507,0.5275555,1.0496547,0.99609315,0.7678092,0.7499104,-0.0178988
33,0.15590414,0.047083467,"('wrong', 'right')",0.86227465,0.8141179,-0.32534975,-0.4604661,0.230943,0.1335784,-0.0973646
34,0.26414788,0.3686738,"('mean', 'honorable')",0.71821296,0.8026535,4.6376247,4.8091903,1.8733285,1.9935058,0.1201773
35,-0.9150721,-1.0610133,"('corrupt', 'incorrupt')",-1.0478998,-1.1534318,0.15893272,-0.069396034,-0.6013464,-0.7612804,-0.159934
36,-0.5604585,-0.6680261,"('hostile', 'amicable')",0.2671776,0.18513937,0.87265134,0.6076848,0.1931235,0.0415994,-0.1515241
37,-0.6097279,-0.58888614,"('fake', 'genuine')",-0.38529813,-0.46042708,-0.1158925,-0.14537749,-0.3703062,-0.3982302,-0.027924
38,-0.18897632,-0.26753512,"('untruthful', 'truthful')",0.33435133,0.3436424,1.0808657,1.0811459,0.4087469,0.385751,-0.0229959
39,1.7267522,1.7875671,"('exploitative', 'cooperative')",1.3323793,1.3483087,-0.20006058,-0.12663706,0.9530237,1.0030796,0.0500559
40,-0.1896673,-0.21558608,"('stingy', 'generous')",0.160207,0.16900942,-1.9373934,-2.0850532,-0.6556179,-0.7105433,-0.0549254
41,-0.32924563,-0.3126696,"('unforgiving', 'forgiving')",-0.2652513,-0.27323547,0.502601,0.44636044,-0.030632,-0.0465149,-0.0158829
42,0.56945044,0.6710981,"('unreliable', 'reliable')",0.5050993,0.47929722,-1.8268414,-1.8115338,-0.2507639,-0.2203795,0.0303844
43,1.2169422,1.2716362,"('irresponsible', 'responsible')",0.70509493,0.6857382,0.70300794,0.77745503,0.875015,0.9116098,0.0365948
44,0.078910716,0.16638443,"('prejudiced', 'unprejudiced')",-0.21002948,-0.14320207,-1.4056553,-1.3297864,-0.512258,-0.4355347,0.0767233
45,0.18760717,0.32185692,"('incompetent', 'competent')",0.44169965,0.5367281,0.437249,0.5155775,0.3555186,0.4580541,0.1025355
46,-0.27387682,-0.12309752,"('uncompetitive', 'competitive')",0.82853216,0.86086094,0.02192464,0.06323155,0.1921933,0.2669983,0.074805
47,0.6160195,0.66660887,"('stupid', 'smart')",0.57147807,0.6362971,4.4498205,4.647732,1.879106,1.9835459,0.1044399
48,0.03366712,-0.043350473,"('unintelligent', 'intelligent')",0.39677644,0.3865133,0.32992968,0.33892053,0.2534577,0.2273611,-0.0260966
49,-0.25715104,-0.15866527,"('unable', 'able')",-0.6182046,-0.55818087,-0.1452016,-0.07430798,-0.3401857,-0.263718,0.0764677
50,0.2805484,0.23371132,"('clumsy', 'skillful')",0.5588954,0.5179003,-0.2133566,-0.28519088,0.2086957,0.1554736,-0.0532221
51,0.5840234,0.59971756,"('uneducated', 'educated')",-0.45704645,-0.5745547,0.05858986,0.01440518,0.0618556,0.0131894,-0.0486662
52,0.9247024,0.7230806,"('irrational', 'rational')",0.81570846,0.71427464,-0.13636702,-0.35478365,0.5346812,0.3608572,-0.173824
53,0.22849143,0.13325885,"('uncreative', 'creative')",-0.36634716,-0.44713694,0.034725353,-0.09351858,-0.0343768,-0.1357989,-0.1014221
54,0.016473463,-0.103308074,"('incapable', 'capable')",-0.046352156,-0.15660264,0.7000203,0.69613683,0.2233805,0.1454087,-0.0779718
55,-0.25679505,-0.112954654,"('incompetent', 'clever')",0.20124058,0.23200974,0.14602038,0.31364405,0.0301553,0.144233,0.1140777
