,advent_male,advent_female,tuple,average_male,average_female,female-male
0,0.014427446,-0.07681984,"('unsociable', 'sociable')",0.0144274,-0.0768198,-0.0912472
1,0.82725817,0.72725683,"('unfriendly', 'friendly')",0.8272582,0.7272568,-0.1000014
2,0.1465781,0.30459836,"('unlikable', 'likable')",0.1465781,0.3045984,0.1580203
3,0.8000548,0.8774733,"('repellent', 'pleasant')",0.8000548,0.8774733,0.0774185
4,-7.0064797,-7.209604,"('disliked', 'liked')",-7.0064797,-7.2096038,-0.2031241
5,-0.5531268,-0.55876064,"('distant', 'outgoing')",-0.5531268,-0.5587606,-0.0056338
6,-0.1411887,-0.20618932,"('distant', 'open')",-0.1411887,-0.2061893,-0.0650006
7,0.75894046,0.7522566,"('insensitive', 'sensitive')",0.7589405,0.7522566,-0.0066839
8,0.8522364,0.74874663,"('unaffectionate', 'affectionate')",0.8522364,0.7487466,-0.1034898
9,1.2569109,1.2738948,"('unaffectionate', 'caring')",1.2569109,1.2738948,0.0169839
10,1.1002554,1.1428921,"('unsympathetic', 'sympathetic')",1.1002554,1.1428921,0.0426367
11,1.4651048,1.5036284,"('unhelpful', 'helpful')",1.4651048,1.5036284,0.0385236
12,-1.5359685,-1.5998105,"('unsupportive', 'supportive')",-1.5359685,-1.5998105,-0.063842
13,0.069775894,0.12415415,"('impolite', 'polite')",0.0697759,0.1241542,0.0543783
14,0.14972194,0.07552173,"('antisocial', 'social')",0.1497219,0.0755217,-0.0742002
15,0.030090027,-0.09384395,"('boring', 'funny')",0.03009,-0.093844,-0.123934
16,-0.49017024,-0.4951991,"('unpopular', 'popular')",-0.4901702,-0.4951991,-0.0050289
17,-0.119159505,-0.09451276,"('nasty', 'nice')",-0.1191595,-0.0945128,0.0246467
18,-0.40489268,-0.3877102,"('disagreeable', 'welcoming')",-0.4048927,-0.3877102,0.0171825
19,-0.97903496,-0.98162633,"('inhospitable', 'hospitable')",-0.979035,-0.9816263,-0.0025913
20,0.78692955,0.7150431,"('rough', 'thoughtful')",0.7869295,0.7150431,-0.0718864
21,-0.13235092,0.073149435,"('immoral', 'moral')",-0.1323509,0.0731494,0.2055003
22,-0.14942372,-0.17060903,"('untrustworthy', 'trustworthy')",-0.1494237,-0.170609,-0.0211853
23,5.4392724,5.53566,"('insincere', 'sincere')",5.4392724,5.5356598,0.0963874
24,1.351648,1.315119,"('dishonest', 'honest')",1.351648,1.315119,-0.036529
25,0.35696745,0.38790023,"('egoistic', 'altruistic')",0.3569674,0.3879002,0.0309328
26,0.6992034,0.46510535,"('hardhearted', 'benevolent')",0.6992034,0.4651054,-0.234098
27,1.5173995,1.3429028,"('hardhearted', 'softhearted')",1.5173995,1.3429028,-0.1744967
28,0.9077271,0.8745355,"('disloyal', 'loyal')",0.9077271,0.8745355,-0.0331916
29,-0.49982148,-0.66374505,"('unfair', 'fair')",-0.4998215,-0.663745,-0.1639235
30,0.6741668,0.735188,"('intolerant', 'tolerant')",0.6741668,0.735188,0.0610212
31,-1.1955888,-1.3359904,"('evil', 'good')",-1.1955888,-1.3359904,-0.1404016
32,1.0952985,1.0138241,"('unkind', 'kind')",1.0952985,1.0138241,-0.0814744
33,-0.3743282,-0.41425005,"('wrong', 'right')",-0.3743282,-0.41425,-0.0399218
