,lilac_male,lilac_female,tuple,average_male,average_female,female-male
0,-0.12878628,-0.24041934,"('unsociable', 'sociable')",-0.1287863,-0.2404193,-0.111633
1,-0.83640224,-1.033902,"('unfriendly', 'friendly')",-0.8364022,-1.033902,-0.1974998
2,0.24285826,0.22742723,"('unlikable', 'likable')",0.2428583,0.2274272,-0.0154311
3,-0.30034384,-0.1444214,"('repellent', 'pleasant')",-0.3003438,-0.1444214,0.1559224
4,-2.3541083,-2.4456806,"('disliked', 'liked')",-2.3541083,-2.4456806,-0.0915723
5,-0.92895967,-0.9676751,"('distant', 'outgoing')",-0.9289597,-0.9676751,-0.0387154
6,-1.104576,-1.1705601,"('distant', 'open')",-1.104576,-1.1705601,-0.0659841
7,-0.022987593,0.083272874,"('insensitive', 'sensitive')",-0.0229876,0.0832729,0.1062605
8,0.019303605,-0.14455695,"('unaffectionate', 'affectionate')",0.0193036,-0.144557,-0.1638606
9,0.10418335,-0.067716435,"('unaffectionate', 'caring')",0.1041834,-0.0677164,-0.1718998
10,-0.07272176,0.012031367,"('unsympathetic', 'sympathetic')",-0.0727218,0.0120314,0.0847532
11,1.1383606,1.1278567,"('unhelpful', 'helpful')",1.1383606,1.1278567,-0.0105039
12,-0.7378377,-0.6504381,"('unsupportive', 'supportive')",-0.7378377,-0.6504381,0.0873996
13,-0.44736558,-0.45946285,"('impolite', 'polite')",-0.4473656,-0.4594629,-0.0120973
14,0.17441088,0.201427,"('antisocial', 'social')",0.1744109,0.201427,0.0270161
15,0.94923043,0.5917214,"('boring', 'funny')",0.9492304,0.5917214,-0.357509
16,0.09938201,-0.060070775,"('unpopular', 'popular')",0.099382,-0.0600708,-0.1594528
17,0.09098221,0.12720612,"('nasty', 'nice')",0.0909822,0.1272061,0.0362239
18,-0.98168325,-0.8837005,"('disagreeable', 'welcoming')",-0.9816833,-0.8837005,0.0979828
19,-0.8097466,-0.9219709,"('inhospitable', 'hospitable')",-0.8097466,-0.9219709,-0.1122243
20,0.0026412308,-0.06332765,"('rough', 'thoughtful')",0.0026412,-0.0633276,-0.0659688
21,-0.2806434,-0.11161825,"('immoral', 'moral')",-0.2806434,-0.1116183,0.1690251
22,-0.17035347,0.024954125,"('untrustworthy', 'trustworthy')",-0.1703535,0.0249541,0.1953076
23,1.9777539,2.0149214,"('insincere', 'sincere')",1.9777539,2.0149214,0.0371675
24,-0.15896624,-0.21499123,"('dishonest', 'honest')",-0.1589662,-0.2149912,-0.056025
25,-0.27057192,-0.4659121,"('egoistic', 'altruistic')",-0.2705719,-0.4659121,-0.1953402
