,lilac_male,lilac_female,tuple,average_male,average_female,female-male
26,0.5838335,0.3032808,"('hardhearted', 'benevolent')",0.5838335,0.3032808,-0.2805527
27,0.6447293,0.3188233,"('hardhearted', 'softhearted')",0.6447293,0.3188233,-0.325906
28,-0.058386806,-0.11128296,"('disloyal', 'loyal')",-0.0583868,-0.111283,-0.0528962
29,-0.6639221,-0.75601506,"('unfair', 'fair')",-0.6639221,-0.7560151,-0.092093
30,0.66056305,0.7321138,"('intolerant', 'tolerant')",0.6605631,0.7321138,0.0715507
31,-1.6022987,-1.5118479,"('evil', 'good')",-1.6022987,-1.5118479,0.0904508
32,0.118046835,-0.15521885,"('unkind', 'kind')",0.1180468,-0.1552189,-0.2732657
33,-0.4734282,-0.5144233,"('wrong', 'right')",-0.4734282,-0.5144233,-0.0409951
34,1.6387281,1.7873372,"('mean', 'honorable')",1.6387281,1.7873372,0.1486091
35,0.34258607,-0.03501304,"('corrupt', 'incorrupt')",0.3425861,-0.035013,-0.3775991
36,-0.67413276,-0.7355255,"('hostile', 'amicable')",-0.6741328,-0.7355255,-0.0613927
37,0.3175338,0.24586709,"('fake', 'genuine')",0.3175338,0.2458671,-0.0716667
38,-0.045313798,0.047475584,"('untruthful', 'truthful')",-0.0453138,0.0474756,0.0927894
39,0.64012223,0.7004566,"('exploitative', 'cooperative')",0.6401222,0.7004566,0.0603344
40,-1.5490776,-1.4951217,"('stingy', 'generous')",-1.5490776,-1.4951217,0.0539559
41,-0.11720242,0.011212277,"('unforgiving', 'forgiving')",-0.1172024,0.0112123,0.1284147
42,-0.5169443,-0.42867142,"('unreliable', 'reliable')",-0.5169443,-0.4286714,0.0882729
43,-0.19452325,-0.08181599,"('irresponsible', 'responsible')",-0.1945232,-0.081816,0.1127072
44,-0.29406616,-0.2025319,"('prejudiced', 'unprejudiced')",-0.2940662,-0.2025319,0.0915343
45,-0.10328682,0.11008138,"('incompetent', 'competent')",-0.1032868,0.1100814,0.2133682
46,-0.42578587,-0.23594986,"('uncompetitive', 'competitive')",-0.4257859,-0.2359499,0.189836
47,1.9553547,2.0462496,"('stupid', 'smart')",1.9553547,2.0462496,0.0908949
48,-0.39606944,-0.33883902,"('unintelligent', 'intelligent')",-0.3960694,-0.338839,0.0572304
49,-0.3273347,-0.20012154,"('unable', 'able')",-0.3273347,-0.2001215,0.1272132
50,-0.006508533,-0.078333,"('clumsy', 'skillful')",-0.0065085,-0.078333,-0.0718245
51,0.1004459,-0.06348933,"('uneducated', 'educated')",0.1004459,-0.0634893,-0.1639352
52,-0.5335799,-0.80752856,"('irrational', 'rational')",-0.5335799,-0.8075286,-0.2739487
53,-1.0601192,-1.1884985,"('uncreative', 'creative')",-1.0601192,-1.1884985,-0.1283793
54,0.27761275,0.049898185,"('incapable', 'capable')",0.2776127,0.0498982,-0.2277145
55,-0.0037135594,0.30689692,"('incompetent', 'clever')",-0.0037136,0.3068969,0.3106105
56,0.7356006,0.777815,"('impractical', 'practical')",0.7356006,0.777815,0.0422144
57,-1.1639038,-1.0991284,"('unimaginative', 'imaginative')",-1.1639038,-1.0991284,0.0647754
58,0.23849848,0.28823125,"('undiscriminating', 'discriminating')",0.2384985,0.2882313,0.0497328
59,0.07140969,0.03852516,"('foolish', 'wise')",0.0714097,0.0385252,-0.0328845
60,-0.03755726,0.22256407,"('inefficient', 'efficient')",-0.0375573,0.2225641,0.2601214
61,-0.14042649,-0.32616752,"('illogical', 'logical')",-0.1404265,-0.3261675,-0.185741
62,1.0641482,1.2190025,"('incompetent', 'brilliant')",1.0641482,1.2190025,0.1548543
63,-0.053653654,0.13671356,"('unperceptive', 'insightful')",-0.0536537,0.1367136,0.1903673
64,-2.8178864,-2.726927,"('shy', 'confident')",-2.8178864,-2.726927,0.0909594
65,-0.1487948,0.024569016,"('insecure', 'secure')",-0.1487948,0.024569,0.1733638
66,-0.3389929,-0.5542757,"('inactive', 'active')",-0.3389929,-0.5542757,-0.2152828
67,-0.13139401,-0.06455938,"('doubtful', 'determined')",-0.131394,-0.0645594,0.0668346
68,-0.5750068,-0.5105162,"('dependent', 'independent')",-0.5750068,-0.5105162,0.0644906
69,-0.4688286,-0.593371,"('lazy', 'industrious')",-0.4688286,-0.593371,-0.1245424
70,0.6037593,0.66921073,"('lethargic', 'energetic')",0.6037593,0.6692107,0.0654514
71,0.022872701,-0.08621563,"('diffident', 'self-confident')",0.0228727,-0.0862156,-0.1090883
72,-0.6900912,-0.5755936,"('unambitious', 'ambitious')",-0.6900912,-0.5755936,0.1144976
73,-0.8700048,-0.893778,"('helpless', 'self-reliant')",-0.8700048,-0.893778,-0.0237732
74,0.36980474,0.32893503,"('undedicated', 'dedicated')",0.3698047,0.328935,-0.0408697
75,-0.08732678,-0.008709793,"('meek', 'impulsive')",-0.0873268,-0.0087098,0.078617
76,0.17798014,0.33238754,"('anxious', 'daring')",0.1779801,0.3323875,0.1544074
77,-1.6974976,-1.5519168,"('unmotivated', 'motivated')",-1.6974976,-1.5519168,0.1455808
78,-0.35910544,-0.42476207,"('nonresilient', 'resilient')",-0.3591054,-0.4247621,-0.0656567
79,0.06787452,-0.09918479,"('wavering', 'unwavering')",0.0678745,-0.0991848,-0.1670593
80,0.68475294,0.5885928,"('dominated', 'dominating')",0.6847529,0.5885928,-0.0961601
81,-0.27456945,-0.20608403,"('submissive', 'aggressive')",-0.2745695,-0.206084,0.0684855
82,2.0961983,2.00606,"('poor', 'rich')",2.0961983,2.0060599,-0.0901384
83,-0.46043923,-0.44045722,"('powerless', 'powerful')",-0.4604392,-0.4404572,0.019982
84,-0.110617876,-0.18126416,"('inferior', 'superior')",-0.1106179,-0.1812642,-0.0706463
85,-0.24220048,-0.35200268,"('insignificant', 'prestigious')",-0.2422005,-0.3520027,-0.1098022
86,-1.081729,-1.1599618,"('uninfluential', 'influential')",-1.0817291,-1.1599618,-0.0782327
87,0.4445918,0.20077598,"('unsuccessful', 'successful')",0.4445918,0.200776,-0.2438158
88,0.9776087,0.45218837,"('low', 'eminent')",0.9776087,0.4521884,-0.5254203
