,compuware_male,compuware_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2027441,-1.3304373,"('unsociable', 'sociable')",-0.266367,-0.38213462,-0.7345555,-0.8562859,-0.1217304
1,0.011954447,-0.22243918,"('unfriendly', 'friendly')",1.5636147,1.5396127,0.7877846,0.6585867,-0.1291979
2,0.44858333,0.36227918,"('unlikable', 'likable')",0.8086563,0.6865312,0.6286198,0.5244052,-0.1042146
3,-1.1047097,-0.9862769,"('repellent', 'pleasant')",0.7518543,0.7934349,-0.1764277,-0.096421,0.0800067
4,0.09616667,0.04710457,"('disliked', 'liked')",-6.6679783,-6.795318,-3.2859058,-3.3741069,-0.0882011
5,0.32811484,0.3006343,"('distant', 'outgoing')",-0.7220558,-0.40095752,-0.1969705,-0.0501616,0.1468089
6,0.22613291,0.16871083,"('distant', 'open')",-0.81560045,-0.47616094,-0.2947338,-0.1537251,0.1410087
7,-1.2878743,-1.1490049,"('insensitive', 'sensitive')",0.050800115,0.18782827,-0.6185371,-0.4805883,0.1379488
8,-0.19236445,-0.36687195,"('unaffectionate', 'affectionate')",0.87440646,0.92919195,0.341021,0.28116,-0.059861
9,-0.24344419,-0.38957965,"('unaffectionate', 'caring')",1.1723115,1.3775368,0.4644337,0.4939786,0.0295449
10,-2.5276914,-2.53512,"('unsympathetic', 'sympathetic')",-0.81933576,-0.81378335,-1.6735135,-1.6744517,-0.0009382
11,-0.5631979,-0.5406236,"('unhelpful', 'helpful')",1.5345595,1.6482999,0.4856808,0.5538381,0.0681573
12,-0.9260787,-0.79389167,"('unsupportive', 'supportive')",-2.054197,-1.9240704,-1.4901378,-1.358981,0.1311568
13,-1.0237848,-1.10027,"('impolite', 'polite')",-0.9941072,-1.0238191,-1.0089459,-1.0620446,-0.0530987
14,-0.5411817,-0.4497467,"('antisocial', 'social')",0.17616133,0.010492273,-0.1825102,-0.2196272,-0.037117
15,0.9637712,0.7916163,"('boring', 'funny')",0.15433976,0.08982084,0.5590555,0.4407186,-0.1183369
16,0.00846076,0.018937223,"('unpopular', 'popular')",0.2418744,0.2596647,0.1251676,0.139301,0.0141334
17,0.12663737,0.19857362,"('nasty', 'nice')",-0.37851596,-0.36314037,-0.1259393,-0.0822834,0.0436559
18,-0.42793328,-0.39532298,"('disagreeable', 'welcoming')",-0.40367115,-0.37186968,-0.4158022,-0.3835963,0.0322059
19,-0.41483146,-0.55091834,"('inhospitable', 'hospitable')",-0.2481251,-0.11616181,-0.3314783,-0.3335401,-0.0020618
20,-0.067908175,-0.0016455837,"('rough', 'thoughtful')",0.5933983,0.58871,0.2627451,0.2935322,0.0307871
21,-0.7622774,-0.8626799,"('immoral', 'moral')",-0.5356077,-0.5526777,-0.6489426,-0.7076788,-0.0587362
22,-0.55272764,-0.55729294,"('untrustworthy', 'trustworthy')",-0.7305735,-0.74902695,-0.6416506,-0.65316,-0.0115094
23,-0.7999261,-0.84215283,"('insincere', 'sincere')",5.921933,6.0542083,2.5610034,2.6060276,0.0450242
24,-0.9150863,-0.89503765,"('dishonest', 'honest')",0.58837634,0.65590113,-0.163355,-0.1195683,0.0437867
25,0.41069248,0.28401136,"('egoistic', 'altruistic')",1.4130796,1.4374787,0.911886,0.860745,-0.051141
26,0.5073323,0.31435436,"('hardhearted', 'benevolent')",2.0116577,1.7363212,1.259495,1.0253378,-0.2341572
27,-0.42281845,-0.3207474,"('hardhearted', 'softhearted')",1.1379523,1.1430314,0.357567,0.411142,0.053575
28,-0.7670966,-0.9577795,"('disloyal', 'loyal')",1.0034028,0.8974648,0.1181531,-0.0301574,-0.1483105
29,0.06599216,0.06398183,"('unfair', 'fair')",-0.07861847,-0.17950112,-0.0063132,-0.0577596,-0.0514464
30,0.1383444,0.120819665,"('intolerant', 'tolerant')",0.8454326,0.7034952,0.4918885,0.4121574,-0.0797311
31,0.55404127,0.5909805,"('evil', 'good')",-0.5919052,-0.58054376,-0.018932,0.0052184,0.0241504
32,-0.6701324,-0.8562939,"('unkind', 'kind')",1.0148518,0.8080489,0.1723597,-0.0241225,-0.1964822
33,0.71372664,0.60294366,"('wrong', 'right')",-0.38210458,-0.3553655,0.165811,0.1237891,-0.0420219
34,-0.45863873,-0.24027567,"('mean', 'honorable')",5.3155375,5.7455745,2.4284494,2.7526493,0.3241999
35,0.8377088,0.6976556,"('corrupt', 'incorrupt')",-0.38551545,-0.42292044,0.2260967,0.1373676,-0.0887291
36,0.5310787,0.31971568,"('hostile', 'amicable')",-0.07452732,-0.17112938,0.2282757,0.0742932,-0.1539825
37,-0.7347314,-0.68169385,"('fake', 'genuine')",0.007224703,0.15634954,-0.3637533,-0.2626722,0.1010811
38,-0.7573485,-0.75765914,"('untruthful', 'truthful')",-0.228535,-0.034713127,-0.4929417,-0.3961861,0.0967556
39,1.1445706,1.109539,"('exploitative', 'cooperative')",0.30057746,0.26604265,0.722574,0.6877909,-0.0347831
40,-0.043235987,0.13694617,"('stingy', 'generous')",-1.8031696,-1.7726622,-0.9232028,-0.817858,0.1053448
41,-0.36784467,-0.34075361,"('unforgiving', 'forgiving')",0.31138036,0.17043567,-0.0282322,-0.085159,-0.0569268
42,-1.341942,-1.2682927,"('unreliable', 'reliable')",-3.7627094,-3.777646,-2.5523257,-2.5229692,0.0293565
43,-1.6449529,-1.5869597,"('irresponsible', 'responsible')",0.03461057,0.1070242,-0.8051711,-0.7399678,0.0652033
44,0.7815376,0.84514016,"('prejudiced', 'unprejudiced')",-1.7341275,-1.7369673,-0.476295,-0.4459136,0.0303814
45,-1.4189928,-1.2700418,"('incompetent', 'competent')",-0.14578116,-0.12618077,-0.782387,-0.6981113,0.0842757
46,-1.7854711,-1.7527498,"('uncompetitive', 'competitive')",-1.2684822,-1.3716286,-1.5269766,-1.5621892,-0.0352126
47,-0.24845785,-0.053497728,"('stupid', 'smart')",5.1693306,5.5230083,2.4604363,2.7347553,0.274319
48,-0.12974678,-0.04098303,"('unintelligent', 'intelligent')",0.82582325,0.79025435,0.3480382,0.3746357,0.0265975
49,0.053318575,0.21646743,"('unable', 'able')",-0.45824584,-0.32559085,-0.2024636,-0.0545617,0.1479019
