,currant_male,currant_female,tuple,average_male,average_female,female-male
0,0.5878149,0.410959,"('unsociable', 'sociable')",0.5878149,0.410959,-0.1768559
1,-0.034290045,-0.24009244,"('unfriendly', 'friendly')",-0.03429,-0.2400924,-0.2058024
2,-0.347215,-0.3386745,"('unlikable', 'likable')",-0.347215,-0.3386745,0.0085405
3,-0.5562328,-0.405349,"('repellent', 'pleasant')",-0.5562328,-0.405349,0.1508838
4,-2.7012007,-2.7154317,"('disliked', 'liked')",-2.7012007,-2.7154317,-0.014231
5,-0.55426157,-0.6380558,"('distant', 'outgoing')",-0.5542616,-0.6380558,-0.0837942
6,-0.6461563,-0.80223453,"('distant', 'open')",-0.6461563,-0.8022345,-0.1560782
7,0.2039379,0.28124782,"('insensitive', 'sensitive')",0.2039379,0.2812478,0.0773099
8,-0.26089498,-0.3574034,"('unaffectionate', 'affectionate')",-0.260895,-0.3574034,-0.0965084
9,0.006748926,-0.014437329,"('unaffectionate', 'caring')",0.0067489,-0.0144373,-0.0211862
10,0.29893178,0.2473031,"('unsympathetic', 'sympathetic')",0.2989318,0.2473031,-0.0516287
11,0.77985066,0.9773147,"('unhelpful', 'helpful')",0.7798507,0.9773147,0.197464
12,-1.0762354,-1.0130411,"('unsupportive', 'supportive')",-1.0762354,-1.0130411,0.0631943
13,-0.059480656,-0.052515015,"('impolite', 'polite')",-0.0594807,-0.052515,0.0069657
14,0.6784272,0.805872,"('antisocial', 'social')",0.6784272,0.805872,0.1274448
15,0.8684889,0.7932184,"('boring', 'funny')",0.8684889,0.7932184,-0.0752705
16,-0.39749217,-0.401605,"('unpopular', 'popular')",-0.3974922,-0.401605,-0.0041128
17,-0.079580516,-0.030680776,"('nasty', 'nice')",-0.0795805,-0.0306808,0.0488997
18,-1.9870106,-1.9507279,"('disagreeable', 'welcoming')",-1.9870106,-1.9507279,0.0362827
19,-0.9870372,-1.039616,"('inhospitable', 'hospitable')",-0.9870372,-1.039616,-0.0525788
20,0.3897216,0.52326846,"('rough', 'thoughtful')",0.3897216,0.5232685,0.1335469
21,-0.14341104,0.059320435,"('immoral', 'moral')",-0.143411,0.0593204,0.2027314
22,-0.1528152,-0.22135651,"('untrustworthy', 'trustworthy')",-0.1528152,-0.2213565,-0.0685413
