,championx_male,championx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.6638516,0.5569541,"('unsociable', 'sociable')",-0.40804562,-0.63486344,0.127903,-0.0389547,-0.1668577
1,-0.8689286,-0.8564633,"('unfriendly', 'friendly')",0.9975032,0.8726848,0.0642873,0.0081107,-0.0561766
2,0.8053395,0.86114925,"('unlikable', 'likable')",0.789818,0.8056234,0.7975788,0.8333863,0.0358075
3,0.6833395,0.7038073,"('repellent', 'pleasant')",0.64009136,0.6166765,0.6617154,0.6602419,-0.0014735
4,-1.6366819,-1.6282495,"('disliked', 'liked')",-5.763715,-5.8822594,-3.7001984,-3.7552545,-0.0550561
5,-1.508117,-1.3786833,"('distant', 'outgoing')",-0.41857314,-0.36858743,-0.9633451,-0.8736354,0.0897097
6,-1.8155452,-1.6756277,"('distant', 'open')",-0.40114728,-0.37005836,-1.1083462,-1.022843,0.0855032
7,1.6638371,1.7026988,"('insensitive', 'sensitive')",-0.0751051,-0.06382659,0.794366,0.8194361,0.0250701
8,-1.3947455,-1.3504152,"('unaffectionate', 'affectionate')",0.53099686,0.5176859,-0.4318743,-0.4163647,0.0155096
9,-0.56988376,-0.48611808,"('unaffectionate', 'caring')",0.79113805,0.79542786,0.1106271,0.1546549,0.0440278
10,1.8374318,1.7929698,"('unsympathetic', 'sympathetic')",-1.009934,-1.1162187,0.4137489,0.3383756,-0.0753733
11,1.1198575,1.1566465,"('unhelpful', 'helpful')",0.94426835,1.0475283,1.032063,1.1020874,0.0700244
12,0.8178805,0.96573055,"('unsupportive', 'supportive')",-2.0276105,-2.0434537,-0.604865,-0.5388616,0.0660034
13,0.9575566,0.9286964,"('impolite', 'polite')",-1.2619045,-1.2719895,-0.1521739,-0.1716465,-0.0194726
14,1.3016732,1.2788068,"('antisocial', 'social')",0.01648854,-0.20199727,0.6590809,0.5384048,-0.1206761
15,-0.2845332,-0.3515198,"('boring', 'funny')",-0.025744928,-0.02039101,-0.1551391,-0.1859554,-0.0308163
16,-1.1535077,-1.1431255,"('unpopular', 'popular')",0.6322877,0.57500464,-0.26061,-0.2840604,-0.0234504
17,-0.853372,-0.7758368,"('nasty', 'nice')",-0.66613966,-0.61118466,-0.7597558,-0.6935108,0.066245
18,-0.39392394,-0.3338639,"('disagreeable', 'welcoming')",-0.54732674,-0.63251364,-0.4706253,-0.4831888,-0.0125635
19,-1.2236276,-1.0998292,"('inhospitable', 'hospitable')",-0.72932756,-0.5513702,-0.9764776,-0.8255997,0.1508779
20,0.65909857,0.6734247,"('rough', 'thoughtful')",0.93450713,0.8703184,0.7968029,0.7718716,-0.0249313
21,1.8361857,1.8038591,"('immoral', 'moral')",-0.51722014,-0.6063705,0.6594828,0.5987443,-0.0607385
22,1.1118248,1.0789778,"('untrustworthy', 'trustworthy')",-0.9409888,-1.0915971,0.085418,-0.0063096,-0.0917276
23,1.38752,1.4030623,"('insincere', 'sincere')",4.332176,4.318776,2.859848,2.8609192,0.0010712
24,1.2373362,1.2605245,"('dishonest', 'honest')",0.18793146,0.15994951,0.7126338,0.710237,-0.0023968
25,-0.870901,-0.8938555,"('egoistic', 'altruistic')",1.2412947,1.2279118,0.1851969,0.1670282,-0.0181687
26,-0.15895805,-0.17801575,"('hardhearted', 'benevolent')",1.8491518,1.7576866,0.8450969,0.7898355,-0.0552614
27,-0.10833437,-0.007728529,"('hardhearted', 'softhearted')",1.0125275,0.9595913,0.4520966,0.4759314,0.0238348
28,0.94541514,0.88478637,"('disloyal', 'loyal')",0.74972767,0.6524197,0.8475714,0.768603,-0.0789684
29,-0.61449426,-0.6604143,"('unfair', 'fair')",-0.2106173,-0.33234784,-0.4125558,-0.496381,-0.0838252
30,1.838833,1.8024577,"('intolerant', 'tolerant')",0.80198705,0.72524726,1.32041,1.2638525,-0.0565575
31,-2.7739506,-2.685772,"('evil', 'good')",-0.53890795,-0.5490711,-1.6564293,-1.6174215,0.0390078
32,0.6910275,0.72681266,"('unkind', 'kind')",0.20731103,0.059631024,0.4491693,0.3932219,-0.0559474
33,-0.06106639,-0.051740568,"('wrong', 'right')",-0.3715662,-0.3919647,-0.2163163,-0.2218526,-0.0055363
34,-0.038561214,0.07089102,"('mean', 'honorable')",4.513848,4.803149,2.2376432,2.4370201,0.1993769
35,-2.0049977,-1.9967407,"('corrupt', 'incorrupt')",-0.21508664,-0.18435821,-1.1100422,-1.0905495,0.0194927
36,-3.1637459,-3.1559985,"('hostile', 'amicable')",-0.00899935,-0.10906939,-1.5863726,-1.6325339,-0.0461613
37,0.4261389,0.48394567,"('fake', 'genuine')",-0.06880783,-0.021733694,0.1786655,0.231106,0.0524405
38,-0.27813795,-0.23006892,"('untruthful', 'truthful')",-0.547044,-0.45541734,-0.412591,-0.3427431,0.0698479
39,1.5313432,1.5267514,"('exploitative', 'cooperative')",0.30154812,0.34340885,0.9164457,0.9350801,0.0186344
40,0.16236043,0.13776729,"('stingy', 'generous')",-1.501412,-1.6729501,-0.6695258,-0.7675914,-0.0980656
41,0.1740227,0.18862887,"('unforgiving', 'forgiving')",-0.014262249,-0.19861946,0.0798802,-0.0049953,-0.0848755
42,1.003151,1.1136991,"('unreliable', 'reliable')",-2.5176055,-2.5560052,-0.7572272,-0.7211531,0.0360741
43,1.7867024,1.87418,"('irresponsible', 'responsible')",0.0012265667,-0.0146793295,0.8939645,0.9297503,0.0357858
44,-0.5096939,-0.5150054,"('prejudiced', 'unprejudiced')",-1.1554108,-1.1663222,-0.8325523,-0.8406638,-0.0081115
45,0.7417041,0.7489287,"('incompetent', 'competent')",-0.080409035,-0.23697394,0.3306475,0.2559774,-0.0746701
46,1.8374803,1.8488126,"('uncompetitive', 'competitive')",-0.96261424,-1.0377144,0.437433,0.4055491,-0.0318839
47,0.24810037,0.31713778,"('stupid', 'smart')",4.5951343,4.7094655,2.4216173,2.5133016,0.0916843
48,1.3581744,1.2732775,"('unintelligent', 'intelligent')",0.6177795,0.5830993,0.987977,0.9281884,-0.0597886
