,nvr_male,nvr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.016981542,-0.08256751,"('unsociable', 'sociable')",0.29887974,0.13524532,0.1579306,0.0263389,-0.1315917
1,-1.0456212,-1.2289234,"('unfriendly', 'friendly')",1.2776484,1.1538092,0.1160136,-0.0375571,-0.1535707
2,0.533877,0.5719879,"('unlikable', 'likable')",0.48858184,0.53041136,0.5112294,0.5511997,0.0399703
3,0.42432132,0.5725022,"('repellent', 'pleasant')",0.7171979,0.80076104,0.5707596,0.6866316,0.115872
4,-0.39023998,-0.52338517,"('disliked', 'liked')",-6.5089107,-6.659156,-3.4495754,-3.5912704,-0.141695
5,-1.2742217,-1.2991095,"('distant', 'outgoing')",-0.6559877,-0.65824413,-0.9651047,-0.9786768,-0.0135721
6,-1.3301122,-1.3439157,"('distant', 'open')",-0.13173935,-0.16375603,-0.7309258,-0.7538359,-0.0229101
7,0.4255684,0.4405077,"('insensitive', 'sensitive')",1.0400618,1.0021008,0.7328151,0.7213043,-0.0115108
8,-0.9019409,-0.9083285,"('unaffectionate', 'affectionate')",0.56324774,0.4354257,-0.1693466,-0.2364514,-0.0671048
9,-0.5525639,-0.563393,"('unaffectionate', 'caring')",1.0574646,0.9832544,0.2524503,0.2099307,-0.0425196
10,0.037760496,0.068875924,"('unsympathetic', 'sympathetic')",-0.057456944,-0.07620709,-0.0098482,-0.0036656,0.0061826
11,0.5492757,0.66439265,"('unhelpful', 'helpful')",1.7794741,1.848908,1.1643749,1.2566503,0.0922754
12,0.01813246,0.18727283,"('unsupportive', 'supportive')",-1.8049418,-1.8332881,-0.8934047,-0.8230076,0.0703971
13,0.24858381,0.2541905,"('impolite', 'polite')",-0.25438315,-0.24286471,-0.0028997,0.0056629,0.0085626
14,0.79367244,0.78070307,"('antisocial', 'social')",0.29189086,0.21979596,0.5427817,0.5002495,-0.0425322
15,0.47519493,0.31674367,"('boring', 'funny')",0.43586832,0.33512276,0.4555316,0.3259332,-0.1295984
16,-0.87273073,-0.9448724,"('unpopular', 'popular')",0.342136,0.3395206,-0.2652974,-0.3026759,-0.0373785
17,-0.6145094,-0.566484,"('nasty', 'nice')",-0.7321029,-0.6951263,-0.6733061,-0.6308051,0.042501
18,-0.83348393,-0.74132156,"('disagreeable', 'welcoming')",-0.6804763,-0.7375491,-0.7569801,-0.7394353,0.0175448
19,-0.83596736,-0.79808974,"('inhospitable', 'hospitable')",-0.5719558,-0.49293253,-0.7039616,-0.6455112,0.0584504
20,0.4244943,0.47005504,"('rough', 'thoughtful')",1.3236334,1.2982713,0.8740638,0.8841631,0.0100993
21,-0.07498366,0.00031820312,"('immoral', 'moral')",-0.24103694,-0.1829599,-0.1580103,-0.0913208,0.0666895
22,0.9229873,0.8202117,"('untrustworthy', 'trustworthy')",-0.13383928,-0.261656,0.394574,0.2792779,-0.1152961
23,0.2804836,0.30534112,"('insincere', 'sincere')",5.9987173,5.922275,3.1396005,3.1138082,-0.0257923
24,0.34836292,0.3101875,"('dishonest', 'honest')",0.8911734,0.79506046,0.6197681,0.552624,-0.0671441
25,-1.0136989,-1.1570497,"('egoistic', 'altruistic')",1.0591968,1.0112495,0.0227489,-0.0729001,-0.095649
26,0.43403316,0.29061645,"('hardhearted', 'benevolent')",1.5703205,1.5392023,1.0021768,0.9149094,-0.0872674
27,0.15743789,0.15948427,"('hardhearted', 'softhearted')",1.1021357,0.98380005,0.6297868,0.5716422,-0.0581446
28,-0.18595207,-0.3458564,"('disloyal', 'loyal')",0.9593143,0.8407243,0.3866811,0.2474339,-0.1392472
29,0.11359571,0.031874906,"('unfair', 'fair')",-0.21135929,-0.39382076,-0.0488818,-0.1809729,-0.1320911
30,1.1844999,1.2152207,"('intolerant', 'tolerant')",1.6240689,1.591178,1.4042844,1.4031994,-0.001085
31,-1.079453,-1.1313254,"('evil', 'good')",-1.135666,-1.2730429,-1.1075594,-1.2021842,-0.0946248
32,0.40110272,0.3180082,"('unkind', 'kind')",0.9780728,0.77337927,0.6895878,0.5456938,-0.143894
33,-0.0151388105,-0.10316512,"('wrong', 'right')",-0.63663036,-0.7711394,-0.3258846,-0.4371523,-0.1112677
34,-0.41251466,-0.20687196,"('mean', 'honorable')",5.8135805,6.0389714,2.7005329,2.9160497,0.2155168
35,-0.94214386,-1.2160964,"('corrupt', 'incorrupt')",-0.5260815,-0.7096582,-0.7341127,-0.9628773,-0.2287646
36,-1.470655,-1.6476063,"('hostile', 'amicable')",-0.26302457,-0.40660247,-0.8668398,-1.0271044,-0.1602646
37,0.61681527,0.5787414,"('fake', 'genuine')",0.6454643,0.60308045,0.6311398,0.5909109,-0.0402289
38,-0.55506504,-0.5552915,"('untruthful', 'truthful')",-0.1705176,-0.17141792,-0.3627913,-0.3633547,-0.0005634
39,0.58402437,0.7277912,"('exploitative', 'cooperative')",0.2680332,0.23700634,0.4260288,0.4823987,0.0563699
40,0.5604562,0.45587963,"('stingy', 'generous')",-1.5254592,-1.6498694,-0.4825015,-0.5969949,-0.1144934
41,-0.08080106,-0.07901132,"('unforgiving', 'forgiving')",0.16789418,0.038475644,0.0435466,-0.0202678,-0.0638144
42,0.5098114,0.7240896,"('unreliable', 'reliable')",-2.631039,-2.5549936,-1.0606138,-0.915452,0.1451618
43,0.89281005,1.0916317,"('irresponsible', 'responsible')",1.2210766,1.2147367,1.0569433,1.1531842,0.0962409
44,0.32055765,0.4056053,"('prejudiced', 'unprejudiced')",-1.2262301,-1.1508033,-0.4528362,-0.372599,0.0802372
45,1.0878485,1.032812,"('incompetent', 'competent')",0.55091906,0.50139403,0.8193838,0.767103,-0.0522808
46,0.13863896,0.22138174,"('uncompetitive', 'competitive')",-0.24604812,-0.24924617,-0.0537046,-0.0139322,0.0397724
47,0.46306542,0.5341793,"('stupid', 'smart')",5.636213,5.757697,3.0496392,3.1459382,0.096299
48,-0.44883782,-0.3443629,"('unintelligent', 'intelligent')",0.6320678,0.6805589,0.091615,0.168098,0.076483
49,-0.424669,-0.25745365,"('unable', 'able')",-0.18262336,-0.036067482,-0.3036462,-0.1467606,0.1568856
50,-0.20946851,-0.27031898,"('clumsy', 'skillful')",-0.18319309,-0.17963329,-0.1963308,-0.2249761,-0.0286453
51,-0.22665173,-0.3468564,"('uneducated', 'educated')",0.6365017,0.5931679,0.204925,0.1231558,-0.0817692
52,-0.6954695,-0.8508264,"('irrational', 'rational')",-0.31829813,-0.49213305,-0.5068838,-0.6714797,-0.1645959
53,-0.6421495,-0.7436199,"('uncreative', 'creative')",0.93241346,0.8667747,0.145132,0.0615774,-0.0835546
54,-0.65464586,-0.76327294,"('incapable', 'capable')",0.96801716,0.9900866,0.1566857,0.1134068,-0.0432789
55,0.9524799,1.007729,"('incompetent', 'clever')",0.62682664,0.64469135,0.7896533,0.8262102,0.0365569
56,1.4023523,1.4623483,"('impractical', 'practical')",0.4410919,0.43021655,0.9217221,0.9462824,0.0245603
