,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,0.023967352,-0.10349192,"('unsociable', 'sociable')",-0.0024643987,-0.08347052,-0.5804414,-0.6548661,-0.1863128,-0.2806095,-0.0942967
1,0.5108624,0.45007807,"('unfriendly', 'friendly')",0.18797669,0.07554233,2.0777209,1.9448682,0.9255199,0.8234962,-0.1020237
2,0.3686286,0.51457226,"('unlikable', 'likable')",1.0890399,1.1595571,0.6187309,0.72383887,0.6921331,0.7993228,0.1071897
3,-0.14259826,-0.048395365,"('repellent', 'pleasant')",-0.10469977,-0.055120282,0.097931996,0.13699372,-0.0497887,0.0111594,0.0609481
4,-0.43963712,-0.37434876,"('disliked', 'liked')",-0.16837919,-0.2502683,-6.7311807,-6.7909937,-2.4463991,-2.4718703,-0.0254712
5,-0.15807015,-0.1508199,"('distant', 'outgoing')",-0.076626815,-0.11702667,0.040553555,-0.020797871,-0.0647145,-0.0962148,-0.0315003
6,0.050569333,0.07670009,"('distant', 'open')",-0.43343517,-0.51193714,0.81063426,0.7042807,0.1425895,0.0896812,-0.0529083
7,0.5429815,0.44211736,"('insensitive', 'sensitive')",0.95262647,1.0188212,0.8269627,0.80107325,0.7741903,0.7540039,-0.0201864
8,-0.16471377,-0.16645491,"('unaffectionate', 'affectionate')",-0.07340656,-0.1435301,1.0232592,0.89185196,0.2617129,0.1939557,-0.0677572
9,0.81957734,0.80578685,"('unaffectionate', 'caring')",1.0464445,0.98585033,1.2968191,1.2527732,1.0542803,1.0148034,-0.0394769
10,1.0799977,0.99485016,"('unsympathetic', 'sympathetic')",-0.12782496,-0.120830625,-0.4339577,-0.43080294,0.1727383,0.1477389,-0.0249994
11,0.11145575,0.093086965,"('unhelpful', 'helpful')",0.2895541,0.36966914,1.7883303,1.8777612,0.72978,0.7801724,0.0503924
12,0.9721226,1.0225447,"('unsupportive', 'supportive')",1.5877627,1.6487777,-1.6146029,-1.5824014,0.3150941,0.3629737,0.0478796
13,1.1826792,1.1536239,"('impolite', 'polite')",-0.10845475,-0.07019895,-0.4550438,-0.4907934,0.2063936,0.1975439,-0.0088497
14,0.21963756,0.15243007,"('antisocial', 'social')",1.1594423,1.1954042,-0.9114488,-0.9107848,0.155877,0.1456831,-0.0101939
15,-0.34737673,-0.3699222,"('boring', 'funny')",-0.12337218,-0.116297275,0.34453475,0.3255189,-0.0420714,-0.0535669,-0.0114955
16,-0.96930605,-0.96052706,"('unpopular', 'popular')",-0.8452048,-0.8253576,0.33382106,0.30152178,-0.4935633,-0.4947876,-0.0012243
17,0.65918285,0.71013016,"('nasty', 'nice')",0.21983019,0.31186602,-0.30506268,-0.25612387,0.1913168,0.2552907,0.0639739
18,0.78744906,0.83460385,"('disagreeable', 'welcoming')",-0.4795326,-0.44619897,-0.31287017,-0.4052214,-0.0016512,-0.0056055,-0.0039543
19,-0.06678237,0.014741726,"('inhospitable', 'hospitable')",-0.67087215,-0.7317736,0.02066656,0.03738038,-0.238996,-0.2265505,0.0124455
20,0.2092535,0.16179284,"('rough', 'thoughtful')",-0.33314088,-0.3056754,1.2646309,1.2198023,0.3802478,0.3586399,-0.0216079
21,0.272172,0.2692032,"('immoral', 'moral')",0.89801234,0.9025358,-0.8341311,-0.76604843,0.1120178,0.1352302,0.0232124
22,0.9899388,0.98809534,"('untrustworthy', 'trustworthy')",-0.7024784,-0.7068676,-1.0340234,-1.0848393,-0.2488543,-0.2678705,-0.0190162
23,0.5125249,0.48864833,"('insincere', 'sincere')",0.7192629,0.67146116,5.7324467,5.663417,2.3214115,2.2745088,-0.0469027
24,2.0059824,1.993216,"('dishonest', 'honest')",-0.107858315,-0.16880724,0.85727537,0.74592054,0.9184665,0.8567764,-0.0616901
25,0.44596666,0.40274578,"('egoistic', 'altruistic')",0.24284488,0.23167196,1.6850264,1.6263615,0.7912793,0.7535931,-0.0376862
26,1.1232728,0.9873891,"('hardhearted', 'benevolent')",0.9741525,0.954805,1.6795752,1.6632761,1.2590001,1.2018234,-0.0571767
27,0.42677444,0.34437472,"('hardhearted', 'softhearted')",0.4640844,0.44727412,1.9176064,1.7233129,0.9361551,0.8383206,-0.0978345
28,0.5902365,0.43930292,"('disloyal', 'loyal')",0.28394923,0.15475754,0.9109688,0.80569655,0.5950515,0.4665857,-0.1284658
29,-0.47284028,-0.5321825,"('unfair', 'fair')",-0.06909093,-0.119215265,-0.15522805,-0.32200837,-0.2323864,-0.3244687,-0.0920823
30,1.025773,1.0453472,"('intolerant', 'tolerant')",1.4599353,1.4778755,0.910314,0.87833667,1.1320074,1.1338531,0.0018457
31,-0.8061171,-0.64286286,"('evil', 'good')",-1.1344955,-1.1150095,-0.54669356,-0.64427274,-0.829102,-0.800715,0.028387
32,0.6197189,0.53944355,"('unkind', 'kind')",0.08784598,0.04190464,0.67442214,0.6022061,0.4606624,0.3945181,-0.0661443
33,0.28327703,0.2527431,"('wrong', 'right')",0.54987115,0.48739722,-0.2537063,-0.31719562,0.1931473,0.1409816,-0.0521657
34,-0.5779825,-0.4588059,"('mean', 'honorable')",0.5137952,0.5712791,6.3326817,6.369085,2.0894982,2.1605193,0.0710211
35,0.3828198,0.35595855,"('corrupt', 'incorrupt')",-1.5009339,-1.60387,0.15079992,-0.048195604,-0.3224381,-0.4320357,-0.1095976
36,-0.36472332,-0.36051422,"('hostile', 'amicable')",-0.8138196,-0.9319345,0.74310094,0.54594475,-0.1451473,-0.2488347,-0.1036874
37,-0.000626605,0.012914772,"('fake', 'genuine')",0.19497176,0.13640279,0.61710936,0.59650457,0.2704848,0.2486074,-0.0218774
38,0.6118879,0.66425383,"('untruthful', 'truthful')",0.035677247,0.042012557,-0.069851935,-0.062156074,0.1925711,0.2147034,0.0221323
39,2.4227993,2.4110515,"('exploitative', 'cooperative')",0.69110286,0.73655176,0.2622259,0.28788054,1.125376,1.1451613,0.0197853
40,1.4142908,1.4024305,"('stingy', 'generous')",0.6540785,0.64819115,-1.2282022,-1.3850465,0.2800557,0.2218584,-0.0581973
41,0.73285407,0.77391976,"('unforgiving', 'forgiving')",-0.05906875,-0.03616009,-0.022588026,-0.10775465,0.2170658,0.2100017,-0.0070641
