,congo_male,congo_female,tuple,average_male,average_female,female-male
0,-0.02088406,-0.12140089,"('unsociable', 'sociable')",-0.0208841,-0.1214009,-0.1005168
1,1.8464568,1.7390611,"('unfriendly', 'friendly')",1.8464568,1.7390611,-0.1073957
2,0.71574116,0.7555066,"('unlikable', 'likable')",0.7157412,0.7555066,0.0397654
3,0.06584162,0.11549251,"('repellent', 'pleasant')",0.0658416,0.1154925,0.0496509
4,-7.275316,-7.4652796,"('disliked', 'liked')",-7.2753162,-7.4652796,-0.1899634
5,-0.103970855,-0.1313377,"('distant', 'outgoing')",-0.1039709,-0.1313377,-0.0273668
6,0.4764951,0.41942775,"('distant', 'open')",0.4764951,0.4194278,-0.0570673
7,0.4206475,0.45711598,"('insensitive', 'sensitive')",0.4206475,0.457116,0.0364685
8,1.6237074,1.5416071,"('unaffectionate', 'affectionate')",1.6237074,1.5416071,-0.0821003
9,2.5156136,2.5066051,"('unaffectionate', 'caring')",2.5156136,2.5066051,-0.0090085
10,0.6019024,0.5993699,"('unsympathetic', 'sympathetic')",0.6019024,0.5993699,-0.0025325
11,2.165227,2.239996,"('unhelpful', 'helpful')",2.1652269,2.239996,0.0747691
12,-1.2897487,-1.3540744,"('unsupportive', 'supportive')",-1.2897487,-1.3540744,-0.0643257
13,-0.15640947,-0.16156399,"('impolite', 'polite')",-0.1564095,-0.161564,-0.0051545
14,-0.32484585,-0.3089175,"('antisocial', 'social')",-0.3248459,-0.3089175,0.0159284
15,0.41444805,0.38253435,"('boring', 'funny')",0.4144481,0.3825344,-0.0319137
16,0.17197196,0.11184497,"('unpopular', 'popular')",0.171972,0.111845,-0.060127
17,-0.3601538,-0.35942224,"('nasty', 'nice')",-0.3601538,-0.3594222,0.0007316
18,0.1813249,0.059150606,"('disagreeable', 'welcoming')",0.1813249,0.0591506,-0.1221743
19,-0.61241263,-0.58857983,"('inhospitable', 'hospitable')",-0.6124126,-0.5885798,0.0238328
20,0.40522486,0.35987395,"('rough', 'thoughtful')",0.4052249,0.359874,-0.0453509
21,-0.3323126,-0.27146924,"('immoral', 'moral')",-0.3323126,-0.2714692,0.0608434
22,-0.31135473,-0.31623614,"('untrustworthy', 'trustworthy')",-0.3113547,-0.3162361,-0.0048814
23,6.9548554,7.0488687,"('insincere', 'sincere')",6.9548554,7.0488687,0.0940133
24,1.9910141,1.9488088,"('dishonest', 'honest')",1.9910141,1.9488088,-0.0422053
25,1.2807951,1.1662917,"('egoistic', 'altruistic')",1.2807951,1.1662917,-0.1145034
26,1.2795535,1.1203296,"('hardhearted', 'benevolent')",1.2795535,1.1203296,-0.1592239
27,1.4067129,1.2820979,"('hardhearted', 'softhearted')",1.4067129,1.2820979,-0.124615
28,1.6432272,1.566383,"('disloyal', 'loyal')",1.6432272,1.566383,-0.0768442
29,0.014393484,-0.089880146,"('unfair', 'fair')",0.0143935,-0.0898801,-0.1042736
30,0.73339134,0.7447638,"('intolerant', 'tolerant')",0.7333913,0.7447638,0.0113725
31,-0.8249933,-0.8724201,"('evil', 'good')",-0.8249933,-0.8724201,-0.0474268
32,1.473805,1.3769946,"('unkind', 'kind')",1.473805,1.3769946,-0.0968104
33,0.113198414,-0.01124662,"('wrong', 'right')",0.1131984,-0.0112466,-0.124445
34,4.7996736,4.9821005,"('mean', 'honorable')",4.7996736,4.9821005,0.1824269
35,-0.41459507,-0.56823736,"('corrupt', 'incorrupt')",-0.4145951,-0.5682374,-0.1536423
36,-0.78447956,-0.8727617,"('hostile', 'amicable')",-0.7844796,-0.8727617,-0.0882821
37,0.1090247,0.12427144,"('fake', 'genuine')",0.1090247,0.1242714,0.0152467
38,0.9339633,0.9180727,"('untruthful', 'truthful')",0.9339633,0.9180727,-0.0158906
39,0.7863872,0.777916,"('exploitative', 'cooperative')",0.7863872,0.777916,-0.0084712
40,-1.6980604,-1.9815193,"('stingy', 'generous')",-1.6980604,-1.9815193,-0.2834589
41,0.4627466,0.3447218,"('unforgiving', 'forgiving')",0.4627466,0.3447218,-0.1180248
42,-2.825816,-2.869463,"('unreliable', 'reliable')",-2.8258159,-2.869463,-0.0436471
43,1.3521491,1.3403025,"('irresponsible', 'responsible')",1.3521491,1.3403025,-0.0118466
44,-1.7639372,-1.7220829,"('prejudiced', 'unprejudiced')",-1.7639372,-1.7220829,0.0418543
45,0.10595009,0.09006277,"('incompetent', 'competent')",0.1059501,0.0900628,-0.0158873
46,-1.1050881,-1.1271802,"('uncompetitive', 'competitive')",-1.1050881,-1.1271802,-0.0220921
47,5.8887186,6.018557,"('stupid', 'smart')",5.8887186,6.0185571,0.1298385
48,0.6689306,0.67038167,"('unintelligent', 'intelligent')",0.6689306,0.6703817,0.0014511
49,0.2642187,0.36126652,"('unable', 'able')",0.2642187,0.3612665,0.0970478
50,-0.053680636,-0.06971557,"('clumsy', 'skillful')",-0.0536806,-0.0697156,-0.016035
51,-0.3008967,-0.32065302,"('uneducated', 'educated')",-0.3008967,-0.320653,-0.0197563
52,0.20596589,0.06458537,"('irrational', 'rational')",0.2059659,0.0645854,-0.1413805
53,0.49763912,0.46133468,"('uncreative', 'creative')",0.4976391,0.4613347,-0.0363044
54,1.3553928,1.4130356,"('incapable', 'capable')",1.3553928,1.4130356,0.0576428
55,0.383626,0.40505528,"('incompetent', 'clever')",0.383626,0.4050553,0.0214293
56,0.41489792,0.511624,"('impractical', 'practical')",0.4148979,0.511624,0.0967261
57,-3.194785,-3.2429378,"('unimaginative', 'imaginative')",-3.1947851,-3.2429378,-0.0481527
58,-0.6404969,-0.6916915,"('undiscriminating', 'discriminating')",-0.6404969,-0.6916915,-0.0511946
