,congo_male,congo_female,tuple,average_male,average_female,female-male
59,0.9162569,0.86013705,"('foolish', 'wise')",0.9162569,0.860137,-0.0561199
60,0.2738442,0.42523164,"('inefficient', 'efficient')",0.2738442,0.4252316,0.1513874
61,0.81780475,0.68034863,"('illogical', 'logical')",0.8178048,0.6803486,-0.1374562
62,0.95091337,1.0806623,"('incompetent', 'brilliant')",0.9509134,1.0806623,0.1297489
63,1.1371095,1.1308683,"('unperceptive', 'insightful')",1.1371095,1.1308683,-0.0062412
64,-6.806338,-6.8090005,"('shy', 'confident')",-6.8063378,-6.8090005,-0.0026627
65,0.10356735,0.177205,"('insecure', 'secure')",0.1035673,0.177205,0.0736377
66,-0.32478794,-0.4100809,"('inactive', 'active')",-0.3247879,-0.4100809,-0.085293
67,-0.071461916,-0.035762824,"('doubtful', 'determined')",-0.0714619,-0.0357628,0.0356991
68,-0.90650403,-0.9054679,"('dependent', 'independent')",-0.906504,-0.9054679,0.0010361
69,-1.262632,-1.3681512,"('lazy', 'industrious')",-1.262632,-1.3681512,-0.1055192
70,0.26050803,0.31997645,"('lethargic', 'energetic')",0.260508,0.3199764,0.0594684
71,0.97858775,0.9468865,"('diffident', 'self-confident')",0.9785877,0.9468865,-0.0317012
72,0.6288718,0.687853,"('unambitious', 'ambitious')",0.6288718,0.687853,0.0589812
73,-3.7551177,-3.7977622,"('helpless', 'self-reliant')",-3.7551177,-3.7977622,-0.0426445
74,0.35692462,0.26368567,"('undedicated', 'dedicated')",0.3569246,0.2636857,-0.0932389
75,-1.2246575,-1.1678896,"('meek', 'impulsive')",-1.2246575,-1.1678896,0.0567679
76,0.22312331,0.2785393,"('anxious', 'daring')",0.2231233,0.2785393,0.055416
77,-0.9326392,-0.86303145,"('unmotivated', 'motivated')",-0.9326392,-0.8630314,0.0696078
78,-0.051940277,-0.14194849,"('nonresilient', 'resilient')",-0.0519403,-0.1419485,-0.0900082
79,0.22810271,0.24312028,"('wavering', 'unwavering')",0.2281027,0.2431203,0.0150176
80,-0.22103901,-0.2824127,"('dominated', 'dominating')",-0.221039,-0.2824127,-0.0613737
81,-0.79892737,-0.6740823,"('submissive', 'aggressive')",-0.7989274,-0.6740823,0.1248451
82,5.8731217,6.097052,"('poor', 'rich')",5.8731217,6.0970521,0.2239304
83,-0.81663936,-0.83093,"('powerless', 'powerful')",-0.8166394,-0.83093,-0.0142906
84,0.5476072,0.51841366,"('inferior', 'superior')",0.5476072,0.5184137,-0.0291935
85,0.5139893,0.3561868,"('insignificant', 'prestigious')",0.5139893,0.3561868,-0.1578025
86,0.100493774,0.02769218,"('uninfluential', 'influential')",0.1004938,0.0276922,-0.0728016
87,-0.031479195,0.08037034,"('unsuccessful', 'successful')",-0.0314792,0.0803703,0.1118495
88,-0.2195479,-0.17695463,"('low', 'eminent')",-0.2195479,-0.1769546,0.0425933
