,usher_male,usher_female,tuple,average_male,average_female,female-male
0,0.17335157,0.20638438,"('unsociable', 'sociable')",0.1733516,0.2063844,0.0330328
1,1.3376018,1.3628777,"('unfriendly', 'friendly')",1.3376018,1.3628777,0.0252759
2,0.64366645,0.87377095,"('unlikable', 'likable')",0.6436664,0.873771,0.2301046
3,0.7591783,1.0398146,"('repellent', 'pleasant')",0.7591783,1.0398146,0.2806363
4,-7.0264354,-6.908988,"('disliked', 'liked')",-7.0264354,-6.908988,0.1174474
5,-0.36699903,-0.21153146,"('distant', 'outgoing')",-0.366999,-0.2115315,0.1554675
6,0.08050368,0.15784883,"('distant', 'open')",0.0805037,0.1578488,0.0773451
7,1.4531082,1.4815736,"('insensitive', 'sensitive')",1.4531082,1.4815736,0.0284654
8,1.6263801,1.4350114,"('unaffectionate', 'affectionate')",1.6263801,1.4350114,-0.1913687
9,1.6352202,1.5913553,"('unaffectionate', 'caring')",1.6352202,1.5913553,-0.0438649
10,1.689235,1.513414,"('unsympathetic', 'sympathetic')",1.689235,1.513414,-0.175821
11,1.8695759,1.7849296,"('unhelpful', 'helpful')",1.8695759,1.7849296,-0.0846463
12,-1.0160367,-0.9250164,"('unsupportive', 'supportive')",-1.0160367,-0.9250164,0.0910203
13,0.24331191,0.18741782,"('impolite', 'polite')",0.2433119,0.1874178,-0.0558941
14,0.14539021,0.17488761,"('antisocial', 'social')",0.1453902,0.1748876,0.0294974
15,0.443544,0.40450978,"('boring', 'funny')",0.443544,0.4045098,-0.0390342
16,-0.7392983,-0.48479792,"('unpopular', 'popular')",-0.7392983,-0.4847979,0.2545004
17,0.21891373,0.19397447,"('nasty', 'nice')",0.2189137,0.1939745,-0.0249392
18,-0.42094,-0.25481954,"('disagreeable', 'welcoming')",-0.42094,-0.2548195,0.1661205
19,-0.40878233,-0.41295207,"('inhospitable', 'hospitable')",-0.4087823,-0.4129521,-0.0041698
20,0.8674377,0.7810527,"('rough', 'thoughtful')",0.8674377,0.7810527,-0.086385
21,-0.004490491,0.21005721,"('immoral', 'moral')",-0.0044905,0.2100572,0.2145477
22,-0.005666608,0.12644245,"('untrustworthy', 'trustworthy')",-0.0056666,0.1264424,0.132109
23,5.916815,6.0210223,"('insincere', 'sincere')",5.9168148,6.0210223,0.1042075
24,1.7262961,1.785668,"('dishonest', 'honest')",1.7262961,1.785668,0.0593719
25,0.5168724,0.5859219,"('egoistic', 'altruistic')",0.5168724,0.5859219,0.0690495
26,0.7512815,0.4618355,"('hardhearted', 'benevolent')",0.7512815,0.4618355,-0.289446
27,2.0745137,1.8631067,"('hardhearted', 'softhearted')",2.0745137,1.8631067,-0.211407
28,1.2023357,1.0224323,"('disloyal', 'loyal')",1.2023357,1.0224323,-0.1799034
29,-0.28801137,-0.38951138,"('unfair', 'fair')",-0.2880114,-0.3895114,-0.1015
30,1.2587781,1.2134898,"('intolerant', 'tolerant')",1.2587781,1.2134898,-0.0452883
31,-0.92895323,-0.796954,"('evil', 'good')",-0.9289532,-0.796954,0.1319992
32,1.4068363,1.2654343,"('unkind', 'kind')",1.4068363,1.2654343,-0.141402
33,-0.9551042,-0.82840073,"('wrong', 'right')",-0.9551042,-0.8284007,0.1267035
34,3.9876015,4.24422,"('mean', 'honorable')",3.9876015,4.2442198,0.2566183
35,-0.68451536,-0.8800285,"('corrupt', 'incorrupt')",-0.6845154,-0.8800285,-0.1955131
36,-0.23903956,-0.4652164,"('hostile', 'amicable')",-0.2390396,-0.4652164,-0.2261768
37,1.0487401,0.9583752,"('fake', 'genuine')",1.0487401,0.9583752,-0.0903649
38,-0.3920102,-0.36633396,"('untruthful', 'truthful')",-0.3920102,-0.366334,0.0256762
39,-0.12841383,-0.037565626,"('exploitative', 'cooperative')",-0.1284138,-0.0375656,0.0908482
40,-0.88508606,-0.8820338,"('stingy', 'generous')",-0.8850861,-0.8820338,0.0030523
41,0.39672118,0.23425198,"('unforgiving', 'forgiving')",0.3967212,0.234252,-0.1624692
42,-1.3491126,-1.4299271,"('unreliable', 'reliable')",-1.3491126,-1.4299271,-0.0808145
43,1.4740967,1.4348614,"('irresponsible', 'responsible')",1.4740967,1.4348614,-0.0392353
44,-1.0916171,-1.2240193,"('prejudiced', 'unprejudiced')",-1.0916171,-1.2240193,-0.1324022
45,0.6649766,0.59934384,"('incompetent', 'competent')",0.6649766,0.5993438,-0.0656328
46,-0.44123566,-0.46574977,"('uncompetitive', 'competitive')",-0.4412357,-0.4657498,-0.0245141
47,5.18853,5.477556,"('stupid', 'smart')",5.18853,5.4775562,0.2890262
48,1.2185217,1.1452662,"('unintelligent', 'intelligent')",1.2185217,1.1452662,-0.0732555
49,-0.22926122,-0.030570298,"('unable', 'able')",-0.2292612,-0.0305703,0.1986909
50,0.27654135,0.21840145,"('clumsy', 'skillful')",0.2765414,0.2184014,-0.05814
51,0.43877164,0.46804312,"('uneducated', 'educated')",0.4387716,0.4680431,0.0292715
52,-0.31965265,-0.3233298,"('irrational', 'rational')",-0.3196526,-0.3233298,-0.0036772
53,0.7906818,0.71723425,"('uncreative', 'creative')",0.7906818,0.7172343,-0.0734475
54,1.0463748,1.1233658,"('incapable', 'capable')",1.0463748,1.1233658,0.076991
55,1.0141997,1.0680132,"('incompetent', 'clever')",1.0141997,1.0680132,0.0538135
56,0.28138745,0.37294912,"('impractical', 'practical')",0.2813874,0.3729491,0.0915617
57,-1.927715,-2.0691087,"('unimaginative', 'imaginative')",-1.9277149,-2.0691087,-0.1413938
58,0.18058766,0.017898168,"('undiscriminating', 'discriminating')",0.1805877,0.0178982,-0.1626895
59,0.06483884,0.23318136,"('foolish', 'wise')",0.0648388,0.2331814,0.1683426
60,0.20617792,0.43958372,"('inefficient', 'efficient')",0.2061779,0.4395837,0.2334058
61,0.7072689,0.51105213,"('illogical', 'logical')",0.7072689,0.5110521,-0.1962168
62,1.0510701,1.315681,"('incompetent', 'brilliant')",1.0510701,1.315681,0.2646109
63,0.741483,0.92132396,"('unperceptive', 'insightful')",0.741483,0.921324,0.179841
64,-5.741351,-5.499796,"('shy', 'confident')",-5.7413511,-5.4997959,0.2415552
65,1.2329365,1.1529768,"('insecure', 'secure')",1.2329365,1.1529768,-0.0799597
66,0.2094614,0.13479443,"('inactive', 'active')",0.2094614,0.1347944,-0.074667
67,-1.0173507,-0.90620166,"('doubtful', 'determined')",-1.0173507,-0.9062017,0.111149
68,-0.4828372,-0.33150893,"('dependent', 'independent')",-0.4828372,-0.3315089,0.1513283
69,-1.7309481,-1.6208503,"('lazy', 'industrious')",-1.7309481,-1.6208503,0.1100978
70,1.6809596,1.6971631,"('lethargic', 'energetic')",1.6809596,1.6971631,0.0162035
71,0.12197585,0.3722463,"('diffident', 'self-confident')",0.1219758,0.3722463,0.2502705
72,0.81239265,1.0414356,"('unambitious', 'ambitious')",0.8123927,1.0414356,0.2290429
