,marketaxess_male,marketaxess_female,tuple,hldgs_male,hldgs_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33582085,0.24023399,"('unsociable', 'sociable')",-0.45789436,-0.61830086,-0.08334755,-0.2046787,-0.0684737,-0.1942485,-0.1257748
1,-2.883959,-2.8356144,"('unfriendly', 'friendly')",-1.7126085,-1.6964883,1.276881,1.1182175,-1.1065622,-1.1379617,-0.0313995
2,0.40966734,0.44007495,"('unlikable', 'likable')",0.9071237,1.0313718,1.0751827,1.1923224,0.7973246,0.8879231,0.0905985
3,0.44842196,0.5138694,"('repellent', 'pleasant')",-0.10517259,-0.059902716,0.23067468,0.3113201,0.191308,0.2550956,0.0637876
4,-1.3407263,-1.2898796,"('disliked', 'liked')",-0.18642855,-0.15706302,-5.743316,-5.7527237,-2.4234904,-2.3998887,0.0236017
5,-2.78765,-2.609304,"('distant', 'outgoing')",-1.1822217,-1.035865,-0.8037492,-0.7909653,-1.591207,-1.4787114,0.1124956
6,-2.5861156,-2.3864675,"('distant', 'open')",-1.3328997,-1.1274486,-0.24225853,-0.26120344,-1.3870913,-1.2583732,0.1287181
7,0.6816781,0.6978645,"('insensitive', 'sensitive')",-0.46073478,-0.48053637,0.2789762,0.33426172,0.1666398,0.1838633,0.0172235
8,-2.2147682,-2.1986368,"('unaffectionate', 'affectionate')",-1.5252166,-1.4605422,0.18272932,0.051641222,-1.1857518,-1.2025126,-0.0167608
9,-2.3225236,-2.314743,"('unaffectionate', 'caring')",-1.513514,-1.4857366,0.8222828,0.74215436,-1.0045849,-1.0194418,-0.0148569
10,0.6660031,0.66346157,"('unsympathetic', 'sympathetic')",-0.9295683,-1.0069662,-0.08236874,-0.11711612,-0.1153113,-0.1535403,-0.038229
11,0.7439151,0.6952271,"('unhelpful', 'helpful')",0.21651733,0.113296226,2.167086,2.1730506,1.0425061,0.993858,-0.0486481
12,-0.2804279,-0.13481118,"('unsupportive', 'supportive')",-0.26331124,-0.16230366,-1.8461678,-1.7411965,-0.7966356,-0.6794372,0.1171984
13,1.3143997,1.2429286,"('impolite', 'polite')",0.17903613,0.05614154,-0.06777116,-0.096710816,0.4752216,0.4007864,-0.0744352
14,1.4694617,1.4397548,"('antisocial', 'social')",0.9073949,0.8279254,-0.25194585,-0.23040941,0.7083036,0.6790903,-0.0292133
15,0.17951389,0.040212125,"('boring', 'funny')",0.32273427,0.26218194,0.9752949,0.94957095,0.4925144,0.4173217,-0.0751927
16,-1.9896778,-2.030779,"('unpopular', 'popular')",-0.37747502,-0.37372994,0.36880872,0.4129038,-0.6661146,-0.6638683,0.0022463
