,spinach_male,spinach_female,tuple,average_male,average_female,female-male
0,0.3900999,0.09809646,"('unsociable', 'sociable')",0.3900999,0.0980965,-0.2920034
1,0.034014545,-0.3593596,"('unfriendly', 'friendly')",0.0340145,-0.3593596,-0.3933741
2,0.5881743,0.62357485,"('unlikable', 'likable')",0.5881743,0.6235749,0.0354006
3,-0.42016628,-0.28772733,"('repellent', 'pleasant')",-0.4201663,-0.2877273,0.132439
4,-2.9491975,-2.9595826,"('disliked', 'liked')",-2.9491975,-2.9595826,-0.0103851
5,-0.9077424,-1.0231512,"('distant', 'outgoing')",-0.9077424,-1.0231512,-0.1154088
6,-1.029014,-1.1965396,"('distant', 'open')",-1.029014,-1.1965396,-0.1675256
7,0.014359135,0.12328554,"('insensitive', 'sensitive')",0.0143591,0.1232855,0.1089264
8,-0.012860948,-0.23741543,"('unaffectionate', 'affectionate')",-0.0128609,-0.2374154,-0.2245545
9,0.37214354,0.18997827,"('unaffectionate', 'caring')",0.3721435,0.1899783,-0.1821652
10,0.17399229,0.067137405,"('unsympathetic', 'sympathetic')",0.1739923,0.0671374,-0.1068549
11,1.1162341,1.2420814,"('unhelpful', 'helpful')",1.1162341,1.2420814,0.1258473
12,-0.8063215,-0.7208163,"('unsupportive', 'supportive')",-0.8063215,-0.7208163,0.0855052
13,0.20063536,0.21581833,"('impolite', 'polite')",0.2006354,0.2158183,0.0151829
14,0.68793964,0.58988845,"('antisocial', 'social')",0.6879396,0.5898885,-0.0980511
15,0.46009707,0.31346133,"('boring', 'funny')",0.4600971,0.3134613,-0.1466358
16,-0.4484219,-0.4431718,"('unpopular', 'popular')",-0.4484219,-0.4431718,0.0052501
17,-0.60728854,-0.42959848,"('nasty', 'nice')",-0.6072885,-0.4295985,0.17769
18,-0.8079714,-0.780715,"('disagreeable', 'welcoming')",-0.8079714,-0.780715,0.0272564
19,-1.1596663,-1.2538648,"('inhospitable', 'hospitable')",-1.1596663,-1.2538648,-0.0941985
20,0.5803696,0.4814629,"('rough', 'thoughtful')",0.5803696,0.4814629,-0.0989067
21,0.56090325,0.6655633,"('immoral', 'moral')",0.5609033,0.6655633,0.10466
22,0.09805734,0.116138674,"('untrustworthy', 'trustworthy')",0.0980573,0.1161387,0.0180814
23,2.863657,2.8109396,"('insincere', 'sincere')",2.863657,2.8109396,-0.0527174
24,0.7046507,0.5176774,"('dishonest', 'honest')",0.7046507,0.5176774,-0.1869733
25,0.15165158,-0.05228537,"('egoistic', 'altruistic')",0.1516516,-0.0522854,-0.203937
26,0.55896175,0.18007518,"('hardhearted', 'benevolent')",0.5589617,0.1800752,-0.3788865
27,0.13729216,0.16165218,"('hardhearted', 'softhearted')",0.1372922,0.1616522,0.02436
28,0.6312115,0.4197375,"('disloyal', 'loyal')",0.6312115,0.4197375,-0.211474
29,-0.38711563,-0.5442412,"('unfair', 'fair')",-0.3871156,-0.5442412,-0.1571256
30,0.95648086,0.90211403,"('intolerant', 'tolerant')",0.9564809,0.902114,-0.0543669
31,-1.6577321,-1.7674388,"('evil', 'good')",-1.6577321,-1.7674388,-0.1097067
32,0.838049,0.665471,"('unkind', 'kind')",0.838049,0.665471,-0.172578
33,-0.12476442,-0.26098207,"('wrong', 'right')",-0.1247644,-0.2609821,-0.1362177
34,1.7896628,1.9125395,"('mean', 'honorable')",1.7896628,1.9125395,0.1228767
35,-0.7563757,-0.92990553,"('corrupt', 'incorrupt')",-0.7563757,-0.9299055,-0.1735298
36,-1.1265427,-1.3215598,"('hostile', 'amicable')",-1.1265427,-1.3215598,-0.1950171
37,0.21002346,0.016764157,"('fake', 'genuine')",0.2100235,0.0167642,-0.1932593
38,0.45558235,0.41398445,"('untruthful', 'truthful')",0.4555824,0.4139844,-0.041598
39,0.5019618,0.5391216,"('exploitative', 'cooperative')",0.5019618,0.5391216,0.0371598
40,-1.3473948,-1.3876754,"('stingy', 'generous')",-1.3473948,-1.3876754,-0.0402806
41,0.79621804,0.6994555,"('unforgiving', 'forgiving')",0.796218,0.6994555,-0.0967625
42,-1.0720413,-0.9611968,"('unreliable', 'reliable')",-1.0720413,-0.9611968,0.1108445
43,0.32742482,0.20565455,"('irresponsible', 'responsible')",0.3274248,0.2056545,-0.1217703
44,-0.41685134,-0.41376147,"('prejudiced', 'unprejudiced')",-0.4168513,-0.4137615,0.0030898
45,0.3290898,0.23168232,"('incompetent', 'competent')",0.3290898,0.2316823,-0.0974075
46,-0.08136218,-0.036242485,"('uncompetitive', 'competitive')",-0.0813622,-0.0362425,0.0451197
47,2.6584225,2.7174127,"('stupid', 'smart')",2.6584225,2.7174127,0.0589902
48,0.755281,0.72244334,"('unintelligent', 'intelligent')",0.755281,0.7224433,-0.0328377
49,0.1141083,0.26425526,"('unable', 'able')",0.1141083,0.2642553,0.150147
50,-0.4690316,-0.34662008,"('clumsy', 'skillful')",-0.4690316,-0.3466201,0.1224115
51,0.34557763,0.4092895,"('uneducated', 'educated')",0.3455776,0.4092895,0.0637119
52,-0.62792414,-0.7990964,"('irrational', 'rational')",-0.6279241,-0.7990964,-0.1711723
53,-0.9833606,-1.2030706,"('uncreative', 'creative')",-0.9833606,-1.2030706,-0.21971
54,-0.16570778,-0.28890803,"('incapable', 'capable')",-0.1657078,-0.288908,-0.1232002
55,1.0746416,1.0207673,"('incompetent', 'clever')",1.0746416,1.0207673,-0.0538743
56,1.2126384,1.1340272,"('impractical', 'practical')",1.2126384,1.1340272,-0.0786112
57,-1.6115971,-1.8266705,"('unimaginative', 'imaginative')",-1.6115971,-1.8266705,-0.2150734
58,-0.09512298,-0.28301394,"('undiscriminating', 'discriminating')",-0.095123,-0.2830139,-0.1878909
59,-0.376215,-0.29763016,"('foolish', 'wise')",-0.376215,-0.2976302,0.0785848
60,1.2051623,1.2548702,"('inefficient', 'efficient')",1.2051623,1.2548702,0.0497079
61,0.48603705,0.2305621,"('illogical', 'logical')",0.486037,0.2305621,-0.2554749
62,1.1680069,1.3966907,"('incompetent', 'brilliant')",1.1680069,1.3966907,0.2286838
63,0.37726825,0.48165396,"('unperceptive', 'insightful')",0.3772683,0.481654,0.1043857
64,-2.594574,-2.5810254,"('shy', 'confident')",-2.594574,-2.5810254,0.0135486
65,0.43582624,0.45016354,"('insecure', 'secure')",0.4358262,0.4501635,0.0143373
66,-0.7957982,-1.1223817,"('inactive', 'active')",-0.7957982,-1.1223817,-0.3265835
67,0.18149638,0.016007133,"('doubtful', 'determined')",0.1814964,0.0160071,-0.1654893
68,-0.53133404,-0.45255855,"('dependent', 'independent')",-0.531334,-0.4525585,0.0787755
69,-0.8463201,-0.97573143,"('lazy', 'industrious')",-0.8463201,-0.9757314,-0.1294113
70,0.23087467,0.3056801,"('lethargic', 'energetic')",0.2308747,0.3056801,0.0748054
71,0.51525694,0.40330026,"('diffident', 'self-confident')",0.5152569,0.4033003,-0.1119566
72,-0.43147534,-0.35573208,"('unambitious', 'ambitious')",-0.4314753,-0.3557321,0.0757432
73,-1.3365674,-1.3867556,"('helpless', 'self-reliant')",-1.3365674,-1.3867556,-0.0501882
74,0.42693177,0.265915,"('undedicated', 'dedicated')",0.4269318,0.265915,-0.1610168
75,-0.6895333,-0.56413716,"('meek', 'impulsive')",-0.6895333,-0.5641372,0.1253961
76,0.30286568,0.30633625,"('anxious', 'daring')",0.3028657,0.3063363,0.0034706
77,-0.43961382,-0.53472084,"('unmotivated', 'motivated')",-0.4396138,-0.5347208,-0.095107
78,-0.45926273,-0.3067441,"('nonresilient', 'resilient')",-0.4592627,-0.3067441,0.1525186
79,-0.8274198,-0.9374566,"('wavering', 'unwavering')",-0.8274198,-0.9374566,-0.1100368
80,0.61166316,0.6802834,"('dominated', 'dominating')",0.6116632,0.6802834,0.0686202
81,0.6812685,0.7245265,"('submissive', 'aggressive')",0.6812685,0.7245265,0.043258
82,2.1425276,2.2217095,"('poor', 'rich')",2.1425276,2.2217095,0.0791819
83,0.14537302,-0.08304899,"('powerless', 'powerful')",0.145373,-0.083049,-0.228422
84,0.24716392,0.2188264,"('inferior', 'superior')",0.2471639,0.2188264,-0.0283375
85,-0.5236549,-0.8124074,"('insignificant', 'prestigious')",-0.5236549,-0.8124074,-0.2887525
86,-0.31342345,-0.5661196,"('uninfluential', 'influential')",-0.3134235,-0.5661196,-0.2526961
87,0.6733256,0.55321544,"('unsuccessful', 'successful')",0.6733256,0.5532154,-0.1201102
88,-0.35115105,-0.47274342,"('low', 'eminent')",-0.351151,-0.4727434,-0.1215924
