,juniper_male,juniper_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.060927674,-0.30272156,"('unsociable', 'sociable')",-0.22801192,-0.38523424,-0.509303,-0.69191843,-0.2660809,-0.4599581,-0.1938772
1,2.5579488,2.34188,"('unfriendly', 'friendly')",1.4312824,1.0790589,1.957312,1.715086,1.9821811,1.7120083,-0.2701728
2,0.57339936,0.5477728,"('unlikable', 'likable')",0.7166428,0.70480144,0.5766175,0.642691,0.6222199,0.6317551,0.0095352
3,-0.9549028,-0.827993,"('repellent', 'pleasant')",-0.205096,-0.05961725,0.22236462,0.25654936,-0.3125448,-0.2103536,0.1021912
4,-0.66677666,-0.6353175,"('disliked', 'liked')",-1.2419484,-1.3634628,-6.1604614,-6.240089,-2.6897287,-2.7462896,-0.0565609
5,1.226409,1.1594675,"('distant', 'outgoing')",0.22790065,0.060399324,-0.022425821,-0.077358395,0.4772946,0.3808361,-0.0964585
6,1.4421731,1.369607,"('distant', 'open')",0.33183795,0.07695736,0.7042863,0.60862786,0.8260992,0.6850641,-0.1410351
7,0.2821229,0.25505513,"('insensitive', 'sensitive')",-0.6468924,-0.49345252,0.64043975,0.6228529,0.0918901,0.1281518,0.0362617
8,0.57108426,0.5161109,"('unaffectionate', 'affectionate')",0.4328239,0.12376714,0.95688474,0.7329503,0.6535976,0.4576095,-0.1959881
9,1.9073759,1.8050804,"('unaffectionate', 'caring')",1.3839309,1.122515,1.5251292,1.3568561,1.6054788,1.4281505,-0.1773283
10,-1.0576831,-1.1263251,"('unsympathetic', 'sympathetic')",-0.78233224,-0.70901877,-0.43187553,-0.48790792,-0.757297,-0.7744172,-0.0171202
11,0.3951997,0.39787006,"('unhelpful', 'helpful')",0.925123,1.0185435,1.8195841,1.884051,1.0466356,1.1001549,0.0535193
12,1.1079162,1.1660926,"('unsupportive', 'supportive')",0.84441036,0.95902944,-1.480936,-1.5317119,0.1571302,0.1978034,0.0406732
13,-0.5322596,-0.6661467,"('impolite', 'polite')",-0.7358326,-0.7405448,-0.3444137,-0.3579307,-0.537502,-0.5882074,-0.0507054
14,-0.5945816,-0.58768,"('antisocial', 'social')",-0.4654242,-0.35518163,-0.8908864,-0.8641184,-0.6502974,-0.6023267,0.0479707
15,0.8265929,0.72732663,"('boring', 'funny')",-1.1653723,-1.3520823,0.47641894,0.4699059,0.0458799,-0.0516166,-0.0974965
16,-0.24398462,-0.30719936,"('unpopular', 'popular')",0.22615287,0.16328442,0.6832927,0.6721733,0.2218203,0.1760861,-0.0457342
17,-0.97186697,-0.953547,"('nasty', 'nice')",-0.855833,-0.83941495,-0.47120965,-0.41628444,-0.7663032,-0.7364155,0.0298877
18,0.6054266,0.5932415,"('disagreeable', 'welcoming')",0.0076836795,0.031958044,-0.19230822,-0.28784046,0.1402674,0.112453,-0.0278144
19,0.7031775,0.65783507,"('inhospitable', 'hospitable')",-0.40748358,-0.50296783,0.08531472,0.12692156,0.1270029,0.0939296,-0.0330733
20,0.7787748,0.7152475,"('rough', 'thoughtful')",-0.2622262,-0.13783248,1.2609339,1.1578864,0.5924942,0.5784338,-0.0140604
21,-0.6832609,-0.7934125,"('immoral', 'moral')",-0.6828394,-0.6450061,-0.9369763,-0.93544257,-0.7676922,-0.7912871,-0.0235949
22,0.040189978,-0.018499859,"('untrustworthy', 'trustworthy')",0.07560942,0.06832626,-0.52901477,-0.64333093,-0.1377385,-0.1978348,-0.0600963
23,0.88363093,0.82016003,"('insincere', 'sincere')",0.33351767,0.34023306,5.4550443,5.381094,2.2240642,2.1804957,-0.0435685
24,0.26330882,0.21454981,"('dishonest', 'honest')",-1.0117497,-1.143705,0.85523695,0.737927,0.0355987,-0.0637427,-0.0993414
25,1.4153112,1.3568032,"('egoistic', 'altruistic')",1.074997,0.9065956,1.8582848,1.7404975,1.4495311,1.3346321,-0.114899
26,1.4717519,1.4178094,"('hardhearted', 'benevolent')",0.52378523,0.45228788,1.5337234,1.4229735,1.1764202,1.0976903,-0.0787299
27,0.38229162,0.3440996,"('hardhearted', 'softhearted')",0.20390847,0.064934246,1.5447868,1.3397954,0.710329,0.5829431,-0.1273859
28,0.6521242,0.53028494,"('disloyal', 'loyal')",-0.3241547,-0.48947918,0.7692477,0.58699864,0.3657391,0.2092681,-0.156471
29,0.8025725,0.66916776,"('unfair', 'fair')",-0.5453338,-0.61500883,-0.30987215,-0.4873962,-0.0175445,-0.1444124,-0.1268679
30,0.56987876,0.520501,"('intolerant', 'tolerant')",0.6141554,0.6606736,0.7292513,0.7031428,0.6377618,0.6281058,-0.009656
31,0.8099304,0.8756104,"('evil', 'good')",0.030823015,-0.14725122,-0.44291693,-0.5713827,0.1326121,0.0523255,-0.0802866
32,0.30377656,0.13525128,"('unkind', 'kind')",0.22580028,0.19782005,0.94553584,0.7548177,0.4917042,0.3626297,-0.1290745
33,2.1515977,2.0087361,"('wrong', 'right')",1.4934281,1.3627814,0.022646733,-0.09037225,1.2225575,1.0937151,-0.1288424
34,0.47234556,0.52185524,"('mean', 'honorable')",0.09111072,0.19557169,6.1439214,6.2793775,2.2357925,2.3322681,0.0964756
35,0.3078649,0.24226108,"('corrupt', 'incorrupt')",-0.4844842,-0.6822217,0.28545505,0.13751478,0.0362786,-0.1008153,-0.1370939
36,1.2549018,1.1748861,"('hostile', 'amicable')",-0.05061438,-0.40823632,0.9951473,0.74324286,0.7331449,0.5032976,-0.2298473
37,0.3808784,0.26899862,"('fake', 'genuine')",-0.49566442,-0.45876348,0.28114206,0.24797511,0.055452,0.0194034,-0.0360486
38,0.11428164,0.18810767,"('untruthful', 'truthful')",0.11611967,0.07822372,0.19681963,0.19211821,0.142407,0.1528165,0.0104095
39,3.0306718,3.0496356,"('exploitative', 'cooperative')",2.09521,2.1050038,0.5699346,0.55327636,1.8986057,1.9026386,0.0040329
40,0.6538048,0.6516408,"('stingy', 'generous')",0.18773367,0.22666033,-0.98601484,-1.15011,-0.0481588,-0.090603,-0.0424442
41,0.37088192,0.3090886,"('unforgiving', 'forgiving')",-0.58799964,-0.6740213,0.3985694,0.24320439,0.0604839,-0.0405761,-0.10106
42,-0.92058253,-0.8923323,"('unreliable', 'reliable')",-1.1078132,-0.908504,-3.340141,-3.2632618,-1.7895123,-1.6880328,0.1014795
43,-0.4465656,-0.47194692,"('irresponsible', 'responsible')",-0.94122845,-0.8876333,0.116104856,0.093329065,-0.4238964,-0.4220837,0.0018127
44,-2.416597,-2.4039643,"('prejudiced', 'unprejudiced')",-1.0208445,-0.9061605,-1.368911,-1.3266004,-1.6021175,-1.5455751,0.0565424
45,-0.8685213,-0.8980668,"('incompetent', 'competent')",-1.1568319,-1.1187055,-0.47480023,-0.53072345,-0.8333845,-0.8491653,-0.0157808
46,-0.88562846,-0.94520134,"('uncompetitive', 'competitive')",0.6062505,0.7663561,-0.7301972,-0.8045826,-0.336525,-0.3278093,0.0087157
47,-0.7479786,-0.7184829,"('stupid', 'smart')",0.4826516,0.56824344,5.397437,5.4846654,1.7107034,1.778142,0.0674386
48,-0.00053506345,-0.13561541,"('unintelligent', 'intelligent')",-0.6768711,-0.73080504,0.3428654,0.29093927,-0.1115136,-0.1918271,-0.0803135
49,-0.42034107,-0.47144908,"('unable', 'able')",-0.8865212,-0.763035,-0.26320246,-0.14462912,-0.5233549,-0.4597044,0.0636505
50,0.09809175,0.1087665,"('clumsy', 'skillful')",-0.13887925,-0.06525828,-0.073658705,-0.06750706,-0.0381487,-0.0079996,0.0301491
51,0.061037943,-0.01751893,"('uneducated', 'educated')",-0.6221878,-0.6671906,0.6738802,0.6306629,0.0375768,-0.0180155,-0.0555923
52,1.6807925,1.4989163,"('irrational', 'rational')",0.9170238,0.5474357,0.21725154,0.08474171,0.9383559,0.7103645,-0.2279914
53,1.7507869,1.6666828,"('uncreative', 'creative')",0.87672704,0.7395775,1.1353524,1.0169693,1.2542888,1.1410766,-0.1132122
54,0.9157459,0.80704564,"('incapable', 'capable')",0.038190845,-0.15711254,1.3999106,1.3987031,0.7846158,0.6828787,-0.1017371
55,-0.50371414,-0.49736536,"('incompetent', 'clever')",-0.71484816,-0.5596341,-0.14182499,-0.137249,-0.4534624,-0.3980828,0.0553796
56,-0.28497678,-0.2680879,"('impractical', 'practical')",-0.71525955,-0.54473066,-0.8639401,-0.7583101,-0.6213921,-0.5237095,0.0976826
57,-0.6504279,-0.67655486,"('unimaginative', 'imaginative')",-0.9079922,-0.9561456,-2.297056,-2.3232453,-1.2851586,-1.3186486,-0.03349
58,0.86849517,0.8163321,"('undiscriminating', 'discriminating')",0.38504833,0.40969816,0.030864943,-0.011288971,0.4281362,0.4049137,-0.0232225
59,1.5091592,1.5044384,"('foolish', 'wise')",0.8019259,0.6293498,0.5222049,0.49753436,0.94443,0.8771075,-0.0673225
60,-0.24267308,-0.2410404,"('inefficient', 'efficient')",0.52178186,0.8072807,-0.47051805,-0.4057764,-0.0638031,0.053488,0.1172911
61,1.9531792,1.7772361,"('illogical', 'logical')",1.4202572,1.2399377,0.42264766,0.23546137,1.2653614,1.0842117,-0.1811497
62,-0.48604822,-0.42116675,"('incompetent', 'brilliant')",-0.08160193,0.09222767,-0.43050903,-0.263331,-0.3327197,-0.1974234,0.1352963
63,0.67477715,0.68921095,"('unperceptive', 'insightful')",0.55934,0.6758162,1.0071234,1.0456955,0.7470802,0.8035742,0.056494
64,-0.8494873,-0.88980305,"('shy', 'confident')",-0.4209289,-0.39451185,-6.6520033,-6.6566505,-2.6408065,-2.6469886,-0.0061821
65,-0.034636438,-0.08047933,"('insecure', 'secure')",0.34400168,0.47941607,-0.5077561,-0.46671253,-0.0661303,-0.0225919,0.0435384
66,-0.2383455,-0.27962598,"('inactive', 'active')",-0.34249282,-0.43081278,1.3769318,1.3082823,0.2653645,0.1992812,-0.0660833
67,-0.4471299,-0.4168262,"('doubtful', 'determined')",-0.80749416,-0.6810393,-1.1278275,-1.0181413,-0.7941505,-0.7053356,0.0888149
68,-0.728758,-0.80692995,"('dependent', 'independent')",-0.9145343,-0.89530325,-0.3459409,-0.40107256,-0.6630777,-0.7011019,-0.0380242
69,0.838267,0.82387036,"('lazy', 'industrious')",0.88241684,0.88373137,-0.39639306,-0.36398366,0.4414303,0.4478727,0.0064424
70,-1.2523546,-1.2071196,"('lethargic', 'energetic')",-1.036786,-0.8862054,0.31916404,0.37897563,-0.6566589,-0.5714498,0.0852091
71,2.381965,2.374733,"('diffident', 'self-confident')",2.0190163,2.0445547,0.68993455,0.6427309,1.6969719,1.6873395,-0.0096324
72,-0.8241773,-0.7755495,"('unambitious', 'ambitious')",-1.5922853,-1.5522288,-1.033116,-1.0412718,-1.1498596,-1.1230167,0.0268429
73,0.3502011,0.3897652,"('helpless', 'self-reliant')",-0.1296607,-0.14321488,-3.2025828,-3.162537,-0.9940141,-0.9719956,0.0220185
74,1.3575184,1.3655089,"('undedicated', 'dedicated')",0.22182742,0.30180222,0.1534832,0.122866064,0.5776097,0.5967257,0.019116
75,-1.2750096,-1.1409208,"('meek', 'impulsive')",-0.7221802,-0.74093056,-0.013536591,0.06614606,-0.6702422,-0.6052351,0.0650071
76,-1.4769709,-1.4738572,"('anxious', 'daring')",-1.2788013,-1.1044264,-0.004704468,0.0992118,-0.9201589,-0.8263573,0.0938016
77,0.05579335,0.011668561,"('unmotivated', 'motivated')",0.109019496,0.17969191,-1.2535456,-1.1940672,-0.3629109,-0.3342356,0.0286753
78,0.15711063,0.07914881,"('nonresilient', 'resilient')",1.1202278,1.2388775,0.51307493,0.52697,0.5968045,0.6149988,0.0181943
79,0.5806542,0.5899095,"('wavering', 'unwavering')",-0.5996421,-0.78874385,0.27046472,0.2899057,0.0838256,0.0303571,-0.0534685
80,-1.1044122,-1.0619051,"('dominated', 'dominating')",-0.30862454,-0.055647686,-1.2475924,-1.1487479,-0.8868764,-0.7554336,0.1314428
81,-1.6693404,-1.6974436,"('submissive', 'aggressive')",-0.43339753,-0.34873238,-1.2231445,-1.1003709,-1.1086275,-1.0488489,0.0597786
82,-0.76880324,-0.828911,"('poor', 'rich')",0.3052479,0.26616463,5.889447,5.953127,1.8086306,1.7967935,-0.0118371
83,0.35848638,0.37401497,"('powerless', 'powerful')",0.28486052,0.38775826,-0.9562903,-0.9597159,-0.1043145,-0.0659809,0.0383336
84,1.1334075,0.9257344,"('inferior', 'superior')",-0.5371803,-0.64962363,0.896964,0.8274517,0.4977304,0.3678542,-0.1298762
85,1.6982001,1.6606919,"('insignificant', 'prestigious')",1.3567502,1.1543815,1.2221874,1.1520164,1.4257126,1.3223633,-0.1033493
86,0.37798595,0.22023618,"('uninfluential', 'influential')",0.00029173866,-0.21753918,-0.002681382,-0.17964283,0.1251988,-0.0589819,-0.1841807
87,-0.100617886,-0.22713074,"('unsuccessful', 'successful')",0.86418426,0.85443795,0.7368926,0.81917816,0.500153,0.4821618,-0.0179912
88,0.10699947,-0.005659925,"('low', 'eminent')",-0.4188996,-0.50820845,-0.24779208,-0.26505926,-0.1865641,-0.2596426,-0.0730785
