,father_male,father_female,tuple,average_male,average_female,female-male
0,0.6746434,0.65776134,"('unsociable', 'sociable')",0.6746434,0.6577613,-0.0168821
1,1.1197585,0.9674345,"('unfriendly', 'friendly')",1.1197585,0.9674345,-0.152324
2,0.40751937,0.6168885,"('unlikable', 'likable')",0.4075194,0.6168885,0.2093691
3,1.1094013,1.1925359,"('repellent', 'pleasant')",1.1094013,1.1925359,0.0831346
4,-7.2246366,-7.084246,"('disliked', 'liked')",-7.2246366,-7.0842462,0.1403904
5,-0.39592683,-0.35038212,"('distant', 'outgoing')",-0.3959268,-0.3503821,0.0455447
6,-0.2486978,-0.26177177,"('distant', 'open')",-0.2486978,-0.2617718,-0.013074
7,0.7401228,0.75810313,"('insensitive', 'sensitive')",0.7401228,0.7581031,0.0179803
8,0.75147194,0.6205584,"('unaffectionate', 'affectionate')",0.7514719,0.6205584,-0.1309135
9,1.4889827,1.406727,"('unaffectionate', 'caring')",1.4889827,1.406727,-0.0822557
10,1.3629818,1.5026395,"('unsympathetic', 'sympathetic')",1.3629818,1.5026395,0.1396577
11,2.2879505,2.31713,"('unhelpful', 'helpful')",2.2879505,2.3171301,0.0291796
12,-1.3308128,-1.2704551,"('unsupportive', 'supportive')",-1.3308128,-1.2704551,0.0603577
13,0.9339195,0.96284187,"('impolite', 'polite')",0.9339195,0.9628419,0.0289224
14,0.21196732,0.20140325,"('antisocial', 'social')",0.2119673,0.2014032,-0.0105641
15,0.45345342,0.40216634,"('boring', 'funny')",0.4534534,0.4021663,-0.0512871
16,-0.30510664,-0.25876173,"('unpopular', 'popular')",-0.3051066,-0.2587617,0.0463449
17,-0.15062258,-0.05906605,"('nasty', 'nice')",-0.1506226,-0.059066,0.0915566
18,-0.396801,-0.5508683,"('disagreeable', 'welcoming')",-0.396801,-0.5508683,-0.1540673
19,-0.9497989,-0.8146763,"('inhospitable', 'hospitable')",-0.9497989,-0.8146763,0.1351226
20,0.6709967,0.48193067,"('rough', 'thoughtful')",0.6709967,0.4819307,-0.189066
21,0.39815307,0.54658896,"('immoral', 'moral')",0.3981531,0.546589,0.1484359
22,0.06857868,0.15141296,"('untrustworthy', 'trustworthy')",0.0685787,0.151413,0.0828343
23,6.4360957,6.3658056,"('insincere', 'sincere')",6.4360957,6.3658056,-0.0702901
24,1.8103461,1.7926022,"('dishonest', 'honest')",1.8103461,1.7926022,-0.0177439
25,0.4047696,0.291677,"('egoistic', 'altruistic')",0.4047696,0.291677,-0.1130926
26,0.219076,0.080881864,"('hardhearted', 'benevolent')",0.219076,0.0808819,-0.1381941
27,1.3957704,1.0892646,"('hardhearted', 'softhearted')",1.3957704,1.0892646,-0.3065058
28,1.1404363,1.0656291,"('disloyal', 'loyal')",1.1404363,1.0656291,-0.0748072
29,-0.6818831,-0.78320724,"('unfair', 'fair')",-0.6818831,-0.7832072,-0.1013241
30,0.92329025,0.9949648,"('intolerant', 'tolerant')",0.9232903,0.9949648,0.0716745
31,-1.875199,-1.870691,"('evil', 'good')",-1.875199,-1.8706909,0.0045081
32,1.3770002,1.3584623,"('unkind', 'kind')",1.3770002,1.3584623,-0.0185379
33,-0.44981384,-0.43719852,"('wrong', 'right')",-0.4498138,-0.4371985,0.0126153
34,4.616758,4.680544,"('mean', 'honorable')",4.6167579,4.6805439,0.063786
35,-1.4981807,-1.7071451,"('corrupt', 'incorrupt')",-1.4981807,-1.7071451,-0.2089644
36,-1.3318352,-1.5035497,"('hostile', 'amicable')",-1.3318352,-1.5035497,-0.1717145
37,0.5086533,0.52982116,"('fake', 'genuine')",0.5086533,0.5298212,0.0211679
38,-0.13609272,-0.040057197,"('untruthful', 'truthful')",-0.1360927,-0.0400572,0.0960355
39,0.1225976,0.099388994,"('exploitative', 'cooperative')",0.1225976,0.099389,-0.0232086
40,-1.4899347,-1.5518532,"('stingy', 'generous')",-1.4899347,-1.5518532,-0.0619185
41,-0.061896615,-0.050200537,"('unforgiving', 'forgiving')",-0.0618966,-0.0502005,0.0116961
42,-2.0334,-1.9088427,"('unreliable', 'reliable')",-2.0334001,-1.9088427,0.1245574
43,1.4757097,1.520905,"('irresponsible', 'responsible')",1.4757097,1.520905,0.0451953
44,-1.2103461,-1.2396798,"('prejudiced', 'unprejudiced')",-1.2103461,-1.2396798,-0.0293337
45,0.47429985,0.54337335,"('incompetent', 'competent')",0.4742998,0.5433733,0.0690735
