,shaw_male,shaw_female,tuple,average_male,average_female,female-male
0,0.19396122,-0.11252632,"('unsociable', 'sociable')",0.1939612,-0.1125263,-0.3064875
1,1.4274874,1.5427536,"('unfriendly', 'friendly')",1.4274874,1.5427536,0.1152662
2,-0.12421312,-0.0063281152,"('unlikable', 'likable')",-0.1242131,-0.0063281,0.117885
3,0.28216773,0.39292902,"('repellent', 'pleasant')",0.2821677,0.392929,0.1107613
4,-6.9115577,-7.2744327,"('disliked', 'liked')",-6.9115577,-7.2744327,-0.362875
5,-0.21644872,-0.07444114,"('distant', 'outgoing')",-0.2164487,-0.0744411,0.1420076
6,0.31497633,0.4380334,"('distant', 'open')",0.3149763,0.4380334,0.1230571
7,0.9284532,0.93929917,"('insensitive', 'sensitive')",0.9284532,0.9392992,0.010846
8,1.6176335,1.67853,"('unaffectionate', 'affectionate')",1.6176335,1.67853,0.0608965
9,1.9640491,2.0723915,"('unaffectionate', 'caring')",1.9640491,2.0723915,0.1083424
10,0.6383357,0.57991266,"('unsympathetic', 'sympathetic')",0.6383357,0.5799127,-0.058423
11,1.1773545,1.2636738,"('unhelpful', 'helpful')",1.1773545,1.2636738,0.0863193
12,-1.1980354,-1.2649896,"('unsupportive', 'supportive')",-1.1980354,-1.2649896,-0.0669542
13,-0.4302256,-0.42235398,"('impolite', 'polite')",-0.4302256,-0.422354,0.0078716
14,-0.1870638,-0.20752203,"('antisocial', 'social')",-0.1870638,-0.207522,-0.0204582
15,0.4966015,0.46479738,"('boring', 'funny')",0.4966015,0.4647974,-0.0318041
16,-0.5820718,-0.54026425,"('unpopular', 'popular')",-0.5820718,-0.5402642,0.0418076
17,0.23426242,0.26957482,"('nasty', 'nice')",0.2342624,0.2695748,0.0353124
18,-0.9444944,-0.8835273,"('disagreeable', 'welcoming')",-0.9444944,-0.8835273,0.0609671
19,-0.14145155,0.05802486,"('inhospitable', 'hospitable')",-0.1414516,0.0580249,0.1994765
20,0.44307542,0.3465728,"('rough', 'thoughtful')",0.4430754,0.3465728,-0.0965026
21,-0.8690876,-0.85253406,"('immoral', 'moral')",-0.8690876,-0.8525341,0.0165535
22,-0.39496702,-0.6146871,"('untrustworthy', 'trustworthy')",-0.394967,-0.6146871,-0.2197201
23,5.857712,6.2114296,"('insincere', 'sincere')",5.8577118,6.2114296,0.3537178
24,1.2318276,1.1423787,"('dishonest', 'honest')",1.2318276,1.1423787,-0.0894489
25,1.0567034,1.0699599,"('egoistic', 'altruistic')",1.0567034,1.0699599,0.0132565
26,1.8147832,1.6895499,"('hardhearted', 'benevolent')",1.8147832,1.6895499,-0.1252333
27,1.5936007,1.4440328,"('hardhearted', 'softhearted')",1.5936007,1.4440328,-0.1495679
28,1.2370095,1.1827445,"('disloyal', 'loyal')",1.2370095,1.1827445,-0.054265
29,-0.29146907,-0.4167804,"('unfair', 'fair')",-0.2914691,-0.4167804,-0.1253113
30,0.6722017,0.6897413,"('intolerant', 'tolerant')",0.6722017,0.6897413,0.0175396
31,-0.33577663,-0.32415238,"('evil', 'good')",-0.3357766,-0.3241524,0.0116242
32,1.0529796,0.9329023,"('unkind', 'kind')",1.0529796,0.9329023,-0.1200773
33,0.10883223,0.045109287,"('wrong', 'right')",0.1088322,0.0451093,-0.0637229
34,4.3436794,4.82758,"('mean', 'honorable')",4.3436794,4.82758,0.4839006
35,-0.17413118,-0.3200098,"('corrupt', 'incorrupt')",-0.1741312,-0.3200098,-0.1458786
36,0.22721402,0.25598615,"('hostile', 'amicable')",0.227214,0.2559862,0.0287722
37,0.74721795,0.79181725,"('fake', 'genuine')",0.747218,0.7918172,0.0445992
38,-0.19746591,0.013683088,"('untruthful', 'truthful')",-0.1974659,0.0136831,0.211149
39,0.48535806,0.49747294,"('exploitative', 'cooperative')",0.4853581,0.4974729,0.0121148
40,-1.7418603,-1.9222378,"('stingy', 'generous')",-1.7418603,-1.9222378,-0.1803775
41,0.81646866,0.7789865,"('unforgiving', 'forgiving')",0.8164687,0.7789865,-0.0374822
42,-2.893379,-3.130639,"('unreliable', 'reliable')",-2.893379,-3.1306391,-0.2372601
43,0.5825471,0.6512996,"('irresponsible', 'responsible')",0.5825471,0.6512996,0.0687525
44,-1.8762039,-1.9016235,"('prejudiced', 'unprejudiced')",-1.8762039,-1.9016235,-0.0254196
45,0.42008293,0.2502694,"('incompetent', 'competent')",0.4200829,0.2502694,-0.1698135
46,-1.0612706,-1.281683,"('uncompetitive', 'competitive')",-1.0612706,-1.281683,-0.2204124
47,4.902315,5.3082867,"('stupid', 'smart')",4.9023151,5.3082867,0.4059716
48,-0.12208456,-0.086235605,"('unintelligent', 'intelligent')",-0.1220846,-0.0862356,0.035849
49,-0.443914,-0.28899485,"('unable', 'able')",-0.443914,-0.2889948,0.1549192
50,-0.7516973,-0.683874,"('clumsy', 'skillful')",-0.7516973,-0.683874,0.0678233
51,0.06666755,0.028379451,"('uneducated', 'educated')",0.0666675,0.0283795,-0.038288
52,0.29924,0.2489084,"('irrational', 'rational')",0.29924,0.2489084,-0.0503316
53,0.23979922,0.30734807,"('uncreative', 'creative')",0.2397992,0.3073481,0.0675489
54,1.0283862,1.1840855,"('incapable', 'capable')",1.0283862,1.1840855,0.1556993
55,0.15832822,0.08191172,"('incompetent', 'clever')",0.1583282,0.0819117,-0.0764165
56,-0.004113635,-0.03661559,"('impractical', 'practical')",-0.0041136,-0.0366156,-0.032502
57,-2.0685856,-2.388037,"('unimaginative', 'imaginative')",-2.0685856,-2.388037,-0.3194514
58,0.30661756,0.34276247,"('undiscriminating', 'discriminating')",0.3066176,0.3427625,0.0361449
59,0.3265803,0.46723148,"('foolish', 'wise')",0.3265803,0.4672315,0.1406512
60,-0.56405985,-0.41127744,"('inefficient', 'efficient')",-0.5640599,-0.4112774,0.1527825
61,0.44745374,0.3188296,"('illogical', 'logical')",0.4474537,0.3188296,-0.1286241
62,0.3146749,0.40211186,"('incompetent', 'brilliant')",0.3146749,0.4021119,0.087437
63,0.20516947,0.2947461,"('unperceptive', 'insightful')",0.2051695,0.2947461,0.0895766
64,-6.7069483,-7.042649,"('shy', 'confident')",-6.7069483,-7.0426488,-0.3357005
65,-0.51868474,-0.4895301,"('insecure', 'secure')",-0.5186847,-0.4895301,0.0291546
66,0.2750558,0.20398554,"('inactive', 'active')",0.2750558,0.2039855,-0.0710703
67,-0.513415,-0.3860289,"('doubtful', 'determined')",-0.513415,-0.3860289,0.1273861
68,-1.3295761,-1.2427053,"('dependent', 'independent')",-1.3295761,-1.2427053,0.0868708
69,-1.0352051,-1.0297325,"('lazy', 'industrious')",-1.0352051,-1.0297325,0.0054726
70,0.8122503,0.6631821,"('lethargic', 'energetic')",0.8122503,0.6631821,-0.1490682
71,0.93614745,0.92591286,"('diffident', 'self-confident')",0.9361475,0.9259129,-0.0102346
