,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.55182844,0.3311403,"('unsociable', 'sociable')",0.15711433,0.015555169,0.3544714,0.1733477,-0.1811237
1,-0.09694797,-0.38621292,"('unfriendly', 'friendly')",0.9755605,0.81704825,0.4393063,0.2154177,-0.2238886
2,1.504322,1.4524921,"('unlikable', 'likable')",0.6094789,0.6558676,1.0569005,1.0541799,-0.0027206
3,0.13279067,0.2254751,"('repellent', 'pleasant')",1.1104717,1.1275784,0.6216312,0.6765267,0.0548955
4,-0.52173644,-0.49442306,"('disliked', 'liked')",-6.8016043,-6.781233,-3.6616704,-3.6378279,0.0238425
5,-0.49904892,-0.6115551,"('distant', 'outgoing')",-0.9695741,-0.9498865,-0.7343115,-0.7807208,-0.0464093
6,-0.9748427,-1.0795625,"('distant', 'open')",-0.9678689,-0.9901072,-0.9713558,-1.0348349,-0.0634791
7,0.37583986,0.40457332,"('insensitive', 'sensitive')",0.5584979,0.5466704,0.4671689,0.4756218,0.0084529
8,-0.50849926,-0.67821044,"('unaffectionate', 'affectionate')",-0.02270753,-0.07979432,-0.2656034,-0.3790024,-0.113399
9,0.2754731,0.094666004,"('unaffectionate', 'caring')",0.8587458,0.8354506,0.5671095,0.4650583,-0.1020512
10,-0.06405511,-0.14271957,"('unsympathetic', 'sympathetic')",0.09189983,0.048540454,0.0139224,-0.0470896,-0.061012
11,0.05643339,0.037746623,"('unhelpful', 'helpful')",2.416831,2.420624,1.2366322,1.2291853,-0.0074469
12,0.9101041,0.92823565,"('unsupportive', 'supportive')",-2.1901543,-2.1452527,-0.6400251,-0.6085085,0.0315166
13,0.48924872,0.47274134,"('impolite', 'polite')",-0.08670892,-0.025389269,0.2012699,0.223676,0.0224061
14,1.5757785,1.5676807,"('antisocial', 'social')",0.4700365,0.42412943,1.0229075,0.995905,-0.0270025
15,-0.3467827,-0.5040369,"('boring', 'funny')",0.026692782,-0.013007208,-0.160045,-0.2585221,-0.0984771
16,-1.016778,-0.99288976,"('unpopular', 'popular')",0.24422573,0.17931491,-0.3862761,-0.4067874,-0.0205113
17,-0.097757734,-0.05540371,"('nasty', 'nice')",-0.26062274,-0.2685138,-0.1791902,-0.1619588,0.0172314
18,-0.23526695,-0.24286893,"('disagreeable', 'welcoming')",-0.68204165,-0.7244634,-0.4586543,-0.4836662,-0.0250119
19,-0.40158057,-0.49225935,"('inhospitable', 'hospitable')",-0.8929975,-0.89508355,-0.647289,-0.6936715,-0.0463825
20,0.41545716,0.37460166,"('rough', 'thoughtful')",0.71110946,0.6499845,0.5632833,0.5122931,-0.0509902
21,0.6449176,0.6738813,"('immoral', 'moral')",-0.3599417,-0.36182037,0.142488,0.1560305,0.0135425
22,0.021686865,0.023229482,"('untrustworthy', 'trustworthy')",-1.181887,-1.1144565,-0.5801001,-0.5456135,0.0344866
23,0.965853,0.8422155,"('insincere', 'sincere')",6.459476,6.3754745,3.7126646,3.608845,-0.1038196
24,0.023891196,-0.007823113,"('dishonest', 'honest')",0.9399353,1.0015702,0.4819133,0.4968736,0.0149603
25,0.0024481788,-0.08750689,"('egoistic', 'altruistic')",0.5874077,0.47996166,0.294928,0.1962274,-0.0987006
26,1.572476,1.2638069,"('hardhearted', 'benevolent')",1.6651748,1.4500722,1.6188254,1.3569396,-0.2618858
27,-0.18534602,-0.16781974,"('hardhearted', 'softhearted')",0.9398169,0.9323339,0.3772354,0.3822571,0.0050217
28,-0.1742818,-0.35210612,"('disloyal', 'loyal')",1.1553997,0.9823731,0.4905589,0.3151335,-0.1754254
29,-1.1088012,-1.0680183,"('unfair', 'fair')",-0.5742365,-0.66639495,-0.8415189,-0.8672066,-0.0256877
30,1.2650094,1.235787,"('intolerant', 'tolerant')",1.3132744,1.2942821,1.2891419,1.2650346,-0.0241073
31,-1.2361668,-1.2387059,"('evil', 'good')",-1.4093069,-1.4560183,-1.3227369,-1.347362,-0.0246251
32,0.5635246,0.4420723,"('unkind', 'kind')",0.99625224,0.821951,0.7798884,0.6320117,-0.1478767
33,0.42936003,0.37482503,"('wrong', 'right')",-0.9434179,-0.9318843,-0.2570289,-0.2785296,-0.0215007
34,0.2509091,0.25361532,"('mean', 'honorable')",5.7558985,5.8909492,3.0034037,3.0722823,0.0688786
