,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.14812413,-0.25676376,"('unsociable', 'sociable')",-0.1481241,-0.2567638,-0.1086397
1,1.3081919,1.3684527,"('unfriendly', 'friendly')",1.3081919,1.3684527,0.0602608
2,-0.05512858,0.11752247,"('unlikable', 'likable')",-0.0551286,0.1175225,0.1726511
3,0.4183572,0.5265134,"('repellent', 'pleasant')",0.4183572,0.5265134,0.1081562
4,-6.8762884,-7.1653624,"('disliked', 'liked')",-6.8762884,-7.1653624,-0.289074
5,-0.09929724,-0.057789356,"('distant', 'outgoing')",-0.0992972,-0.0577894,0.0415078
6,0.35846063,0.32407618,"('distant', 'open')",0.3584606,0.3240762,-0.0343844
7,0.67338276,0.8588695,"('insensitive', 'sensitive')",0.6733828,0.8588695,0.1854867
8,1.4912437,1.4450129,"('unaffectionate', 'affectionate')",1.4912437,1.4450129,-0.0462308
9,1.5508211,1.6839384,"('unaffectionate', 'caring')",1.5508211,1.6839384,0.1331173
10,0.21282993,0.3850466,"('unsympathetic', 'sympathetic')",0.2128299,0.3850466,0.1722167
11,1.266986,1.5057484,"('unhelpful', 'helpful')",1.266986,1.5057484,0.2387624
12,-1.7877791,-1.6386467,"('unsupportive', 'supportive')",-1.7877791,-1.6386467,0.1491324
13,-0.6532304,-0.4893542,"('impolite', 'polite')",-0.6532304,-0.4893542,0.1638762
14,-0.26348072,-0.24956316,"('antisocial', 'social')",-0.2634807,-0.2495632,0.0139175
15,0.6715631,0.6371715,"('boring', 'funny')",0.6715631,0.6371715,-0.0343916
16,-0.6127794,-0.59993356,"('unpopular', 'popular')",-0.6127794,-0.5999336,0.0128458
17,0.25782835,0.14880858,"('nasty', 'nice')",0.2578284,0.1488086,-0.1090198
18,-0.4092877,-0.33527467,"('disagreeable', 'welcoming')",-0.4092877,-0.3352747,0.074013
19,-0.45475557,-0.31980488,"('inhospitable', 'hospitable')",-0.4547556,-0.3198049,0.1349507
20,0.29405236,0.18606876,"('rough', 'thoughtful')",0.2940524,0.1860688,-0.1079836
21,-0.82520276,-0.48094606,"('immoral', 'moral')",-0.8252028,-0.4809461,0.3442567
22,-0.5228251,-0.41400307,"('untrustworthy', 'trustworthy')",-0.5228251,-0.4140031,0.108822
23,5.7355933,6.188908,"('insincere', 'sincere')",5.7355933,6.1889081,0.4533148
24,1.1687706,1.3628203,"('dishonest', 'honest')",1.1687706,1.3628203,0.1940497
25,0.95611966,0.86169785,"('egoistic', 'altruistic')",0.9561197,0.8616979,-0.0944218
26,1.4538839,1.2796068,"('hardhearted', 'benevolent')",1.4538839,1.2796068,-0.1742771
27,1.8789203,1.7604586,"('hardhearted', 'softhearted')",1.8789203,1.7604586,-0.1184617
28,1.1688179,1.1392893,"('disloyal', 'loyal')",1.1688179,1.1392893,-0.0295286
29,-0.11352489,-0.33753985,"('unfair', 'fair')",-0.1135249,-0.3375399,-0.224015
30,0.28339007,0.35180992,"('intolerant', 'tolerant')",0.2833901,0.3518099,0.0684198
31,-0.72339576,-0.9867345,"('evil', 'good')",-0.7233958,-0.9867345,-0.2633387
32,0.9159457,0.88191664,"('unkind', 'kind')",0.9159457,0.8819166,-0.0340291
33,0.004016228,-0.046707343,"('wrong', 'right')",0.0040162,-0.0467073,-0.0507235
34,4.2861524,4.6998515,"('mean', 'honorable')",4.2861524,4.6998515,0.4136991
35,-0.10092752,-0.42383543,"('corrupt', 'incorrupt')",-0.1009275,-0.4238354,-0.3229079
36,0.011540608,-0.28081816,"('hostile', 'amicable')",0.0115406,-0.2808182,-0.2923588
37,0.79207504,0.6871738,"('fake', 'genuine')",0.792075,0.6871738,-0.1049012
38,-0.45082828,-0.27400804,"('untruthful', 'truthful')",-0.4508283,-0.274008,0.1768203
39,0.32131553,0.38813493,"('exploitative', 'cooperative')",0.3213155,0.3881349,0.0668194
40,-1.3059951,-1.4218602,"('stingy', 'generous')",-1.3059951,-1.4218602,-0.1158651
41,0.48670995,0.33383963,"('unforgiving', 'forgiving')",0.48671,0.3338396,-0.1528704
42,-2.4843693,-2.5225055,"('unreliable', 'reliable')",-2.4843693,-2.5225055,-0.0381362
43,0.53445995,0.7931473,"('irresponsible', 'responsible')",0.5344599,0.7931473,0.2586874
44,-1.0760363,-1.2041932,"('prejudiced', 'unprejudiced')",-1.0760363,-1.2041932,-0.1281569
45,-0.18140486,-0.22987247,"('incompetent', 'competent')",-0.1814049,-0.2298725,-0.0484676
46,-1.1448982,-1.117996,"('uncompetitive', 'competitive')",-1.1448982,-1.117996,0.0269022
47,4.4865303,4.83341,"('stupid', 'smart')",4.4865303,4.8334098,0.3468795
48,0.0004950352,0.13445932,"('unintelligent', 'intelligent')",0.000495,0.1344593,0.1339643
49,-0.30543005,-0.053594965,"('unable', 'able')",-0.3054301,-0.053595,0.2518351
50,-0.31909356,-0.23446906,"('clumsy', 'skillful')",-0.3190936,-0.2344691,0.0846245
51,0.17432094,0.23076126,"('uneducated', 'educated')",0.1743209,0.2307613,0.0564404
52,0.25613892,-0.029815923,"('irrational', 'rational')",0.2561389,-0.0298159,-0.2859548
53,-0.113316536,-0.21488611,"('uncreative', 'creative')",-0.1133165,-0.2148861,-0.1015696
