,sorbet_male,sorbet_female,tuple,average_male,average_female,female-male
0,-0.55124676,-0.59519154,"('unsociable', 'sociable')",-0.5512468,-0.5951915,-0.0439447
1,-1.1507548,-1.4452544,"('unfriendly', 'friendly')",-1.1507548,-1.4452544,-0.2944996
2,0.2787563,0.3654171,"('unlikable', 'likable')",0.2787563,0.3654171,0.0866608
3,-0.8884072,-0.6402663,"('repellent', 'pleasant')",-0.8884072,-0.6402663,0.2481409
4,-0.9235726,-0.98931164,"('disliked', 'liked')",-0.9235726,-0.9893116,-0.065739
5,-0.54229707,-0.62242484,"('distant', 'outgoing')",-0.5422971,-0.6224248,-0.0801277
6,-0.82662386,-1.0141214,"('distant', 'open')",-0.8266239,-1.0141214,-0.1874975
7,-0.39637288,-0.35029382,"('insensitive', 'sensitive')",-0.3963729,-0.3502938,0.0460791
8,-0.77312005,-0.8830288,"('unaffectionate', 'affectionate')",-0.77312,-0.8830288,-0.1099088
9,-1.1937311,-1.2983141,"('unaffectionate', 'caring')",-1.1937311,-1.2983141,-0.104583
10,-0.56956995,-0.59813374,"('unsympathetic', 'sympathetic')",-0.5695699,-0.5981337,-0.0285638
11,-0.6748161,-0.6759402,"('unhelpful', 'helpful')",-0.6748161,-0.6759402,-0.0011241
12,-1.3737737,-1.3346633,"('unsupportive', 'supportive')",-1.3737737,-1.3346633,0.0391104
13,-0.31333092,-0.24130245,"('impolite', 'polite')",-0.3133309,-0.2413024,0.0720285
14,0.1885089,0.513815,"('antisocial', 'social')",0.1885089,0.513815,0.3253061
15,0.83307433,0.65581435,"('boring', 'funny')",0.8330743,0.6558143,-0.17726
16,-0.6081826,-0.8657459,"('unpopular', 'popular')",-0.6081826,-0.8657459,-0.2575633
17,0.38811028,0.43016228,"('nasty', 'nice')",0.3881103,0.4301623,0.042052
18,-0.9506768,-0.849196,"('disagreeable', 'welcoming')",-0.9506768,-0.849196,0.1014808
19,-0.8653477,-1.0056009,"('inhospitable', 'hospitable')",-0.8653477,-1.0056009,-0.1402532
20,-0.6366735,-0.62772584,"('rough', 'thoughtful')",-0.6366735,-0.6277258,0.0089477
21,-1.2303305,-0.90558416,"('immoral', 'moral')",-1.2303305,-0.9055842,0.3247463
22,0.61850566,0.58149296,"('untrustworthy', 'trustworthy')",0.6185057,0.581493,-0.0370127
23,-0.100591585,-0.09521495,"('insincere', 'sincere')",-0.1005916,-0.0952149,0.0053767
24,-0.23779526,-0.2473321,"('dishonest', 'honest')",-0.2377953,-0.2473321,-0.0095368
25,0.089104384,-0.030371191,"('egoistic', 'altruistic')",0.0891044,-0.0303712,-0.1194756
26,0.77843416,0.5146234,"('hardhearted', 'benevolent')",0.7784342,0.5146234,-0.2638108
27,0.2701894,0.036510162,"('hardhearted', 'softhearted')",0.2701894,0.0365102,-0.2336792
28,-0.29651117,-0.3786827,"('disloyal', 'loyal')",-0.2965112,-0.3786827,-0.0821715
29,-0.32274178,-0.38561508,"('unfair', 'fair')",-0.3227418,-0.3856151,-0.0628733
30,0.21792702,0.4365744,"('intolerant', 'tolerant')",0.217927,0.4365744,0.2186474
31,-0.35318014,-0.45658684,"('evil', 'good')",-0.3531801,-0.4565868,-0.1034067
32,-0.19513725,-0.3755098,"('unkind', 'kind')",-0.1951372,-0.3755098,-0.1803726
33,-0.047735453,-0.119118124,"('wrong', 'right')",-0.0477355,-0.1191181,-0.0713826
34,0.20646557,0.24276748,"('mean', 'honorable')",0.2064656,0.2427675,0.0363019
35,0.6246864,0.30494514,"('corrupt', 'incorrupt')",0.6246864,0.3049451,-0.3197413
36,-0.059467573,-0.40696716,"('hostile', 'amicable')",-0.0594676,-0.4069672,-0.3474996
37,-0.07333849,0.036406104,"('fake', 'genuine')",-0.0733385,0.0364061,0.1097446
38,-0.8002982,-0.8404102,"('untruthful', 'truthful')",-0.8002982,-0.8404102,-0.040112
39,-0.097268835,0.0395785,"('exploitative', 'cooperative')",-0.0972688,0.0395785,0.1368473
40,-0.5114735,-0.5189025,"('stingy', 'generous')",-0.5114735,-0.5189025,-0.007429
41,0.93877196,0.83750933,"('unforgiving', 'forgiving')",0.938772,0.8375093,-0.1012627
42,-0.026229791,0.021701638,"('unreliable', 'reliable')",-0.0262298,0.0217016,0.0479314
43,-1.09167,-1.01107,"('irresponsible', 'responsible')",-1.09167,-1.01107,0.0806
44,0.23159018,0.29998076,"('prejudiced', 'unprejudiced')",0.2315902,0.2999808,0.0683906
45,0.7946219,0.64889467,"('incompetent', 'competent')",0.7946219,0.6488947,-0.1457272
46,-0.2811054,-0.29696637,"('uncompetitive', 'competitive')",-0.2811054,-0.2969664,-0.015861
47,1.2312015,1.2460023,"('stupid', 'smart')",1.2312015,1.2460023,0.0148008
48,-1.3554646,-1.1983796,"('unintelligent', 'intelligent')",-1.3554646,-1.1983796,0.157085
49,-0.83637637,-0.72538173,"('unable', 'able')",-0.8363764,-0.7253817,0.1109947
50,-0.04014001,-0.23557232,"('clumsy', 'skillful')",-0.04014,-0.2355723,-0.1954323
51,-1.1496235,-0.9883325,"('uneducated', 'educated')",-1.1496235,-0.9883325,0.161291
52,-0.76831263,-0.9063102,"('irrational', 'rational')",-0.7683126,-0.9063102,-0.1379976
53,-0.87363493,-1.131956,"('uncreative', 'creative')",-0.8736349,-1.131956,-0.2583211
54,-0.8515368,-1.0941768,"('incapable', 'capable')",-0.8515368,-1.0941768,-0.24264
55,-0.0024729185,0.23670982,"('incompetent', 'clever')",-0.0024729,0.2367098,0.2391827
56,0.09776422,0.15108894,"('impractical', 'practical')",0.0977642,0.1510889,0.0533247
57,-0.10593717,-0.29505187,"('unimaginative', 'imaginative')",-0.1059372,-0.2950519,-0.1891147
58,0.6951331,0.6695958,"('undiscriminating', 'discriminating')",0.6951331,0.6695958,-0.0255373
59,-0.53051543,-0.5582272,"('foolish', 'wise')",-0.5305154,-0.5582272,-0.0277118
60,-0.70267785,-0.1970405,"('inefficient', 'efficient')",-0.7026778,-0.1970405,0.5056373
61,-0.40257567,-0.4876458,"('illogical', 'logical')",-0.4025757,-0.4876458,-0.0850701
62,-0.6778525,-0.4084476,"('incompetent', 'brilliant')",-0.6778525,-0.4084476,0.2694049
