,pulte_male,pulte_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2248842,-1.3622304,"('unsociable', 'sociable')",0.21600728,0.05657123,-0.5763704,-0.65351266,-0.5284158,-0.6530573,-0.1246415
1,-1.1186231,-1.325253,"('unfriendly', 'friendly')",-0.11255232,-0.2123124,2.0352871,1.9149232,0.2680372,0.1257859,-0.1422513
2,1.0608119,1.0819318,"('unlikable', 'likable')",1.8710632,1.9506447,0.6732167,0.7784086,1.2016973,1.2703284,0.0686311
3,-1.1265246,-1.1066059,"('repellent', 'pleasant')",0.41157466,0.45902833,0.082101494,0.10832722,-0.2109495,-0.1797501,0.0311994
4,-0.12890193,-0.23264097,"('disliked', 'liked')",-0.36246493,-0.44900364,-6.447088,-6.5313935,-2.3128182,-2.404346,-0.0915278
5,-0.1204538,-0.09648004,"('distant', 'outgoing')",-1.6937503,-1.6092956,-0.06787471,-0.10266652,-0.6273596,-0.602814,0.0245456
6,-0.12465888,-0.087905504,"('distant', 'open')",-1.7997789,-1.7066061,0.48810017,0.39663216,-0.4787792,-0.4659598,0.0128194
7,-0.91701084,-0.93039787,"('insensitive', 'sensitive')",-0.3802486,-0.33822173,0.39849284,0.43161547,-0.2995889,-0.2790014,0.0205875
8,-0.75300187,-0.84690017,"('unaffectionate', 'affectionate')",0.26613873,0.2500376,1.0709013,0.9423997,0.1946794,0.115179,-0.0795004
9,-1.4578964,-1.6363974,"('unaffectionate', 'caring')",0.061708003,-0.024369232,1.2034658,1.1260082,-0.0642409,-0.1782528,-0.1140119
10,-1.7342033,-1.8426244,"('unsympathetic', 'sympathetic')",-0.40645957,-0.43219617,-0.64908487,-0.64934635,-0.9299159,-0.9747223,-0.0448064
11,-1.0497669,-1.1318187,"('unhelpful', 'helpful')",-0.40310377,-0.5044882,1.4716492,1.5020026,0.0062595,-0.0447681,-0.0510276
12,-1.1700807,-1.1578622,"('unsupportive', 'supportive')",0.3482445,0.47087628,-1.8264551,-1.7886982,-0.8827638,-0.8252281,0.0575357
