,ihs_male,ihs_female,tuple,markit_male,markit_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.09000502,-0.14412634,"('unsociable', 'sociable')",0.9812794,0.95070815,0.3947878,0.36781287,0.4286874,0.3914649,-0.0372225
1,-1.1631745,-1.1384372,"('unfriendly', 'friendly')",-1.493174,-1.589274,1.4796213,1.2795141,-0.3922424,-0.4827324,-0.09049
2,1.1418684,1.2203827,"('unlikable', 'likable')",0.524336,0.59988356,0.33161396,0.4107618,0.6659394,0.743676,0.0777366
3,0.11710915,0.23804852,"('repellent', 'pleasant')",0.22351204,0.3903458,0.5326163,0.6637451,0.2910792,0.4307132,0.139634
4,0.08970107,0.0777807,"('disliked', 'liked')",-0.5450306,-0.5721025,-4.6748686,-4.695117,-1.710066,-1.7298129,-0.0197469
5,-0.8687585,-0.7606644,"('distant', 'outgoing')",-1.7373149,-1.7286118,-0.35883722,-0.43548894,-0.9883035,-0.9749217,0.0133818
6,-1.0376714,-0.8943085,"('distant', 'open')",-2.0420325,-2.0229082,0.12213792,-0.008512864,-0.9858553,-0.9752433,0.010612
7,0.29315305,0.37944052,"('insensitive', 'sensitive')",0.6844427,0.78194475,0.5837837,0.67749554,0.5204598,0.6129603,0.0925005
8,-1.1263415,-1.1420131,"('unaffectionate', 'affectionate')",-1.7151303,-1.823927,0.768305,0.5388447,-0.6910555,-0.8090318,-0.1179763
9,-0.65968895,-0.6886258,"('unaffectionate', 'caring')",-1.5389,-1.6351436,1.1159008,0.989736,-0.360896,-0.4446778,-0.0837818
10,-0.68733484,-0.60990465,"('unsympathetic', 'sympathetic')",0.068164386,0.20539676,0.5447254,0.65169585,-0.024815,0.082396,0.107211
11,0.41642597,0.44207576,"('unhelpful', 'helpful')",0.5338656,0.5905825,2.1328287,2.2425182,1.0277068,1.0917255,0.0640187
12,0.30637497,0.3964167,"('unsupportive', 'supportive')",0.19667044,0.29881755,-1.1127474,-1.0738981,-0.203234,-0.1262213,0.0770127
13,0.13511619,0.1444456,"('impolite', 'polite')",0.6196503,0.69842494,-0.097933315,0.04208526,0.2189444,0.2949853,0.0760409
14,1.0833806,1.0907738,"('antisocial', 'social')",1.9109055,2.004486,0.019842044,0.22327131,1.0047094,1.1061771,0.1014677
15,0.97696286,0.8765943,"('boring', 'funny')",0.8681041,0.79080576,0.68493354,0.71546113,0.8433336,0.794287,-0.0490466
16,-0.20664623,-0.22679943,"('unpopular', 'popular')",-1.3149283,-1.3306017,0.79139346,0.77509475,-0.2433937,-0.2607688,-0.0173751
17,-0.2549394,-0.15618666,"('nasty', 'nice')",-0.35566476,-0.32486868,-0.3284938,-0.35527596,-0.3130327,-0.2787771,0.0342556
18,-0.29686147,-0.16981517,"('disagreeable', 'welcoming')",-0.4978691,-0.41709808,-0.87953496,-0.9292279,-0.5580885,-0.5053804,0.0527081
19,-0.75799924,-0.68315077,"('inhospitable', 'hospitable')",-1.2955987,-1.2988403,-0.67342436,-0.77349657,-0.9090074,-0.9184959,-0.0094885
20,0.17000212,0.24922198,"('rough', 'thoughtful')",0.8235562,0.9003742,1.2265189,1.2389162,0.7400257,0.7961708,0.0561451
21,0.19723481,0.21605426,"('immoral', 'moral')",0.7939937,0.8842111,-0.58091044,-0.4576979,0.1367727,0.2141892,0.0774165
22,0.040440664,0.13259415,"('untrustworthy', 'trustworthy')",1.0501336,1.1404212,-0.5443592,-0.43909845,0.1820717,0.2779723,0.0959006
23,0.06730047,0.1375675,"('insincere', 'sincere')",0.6988902,0.7792011,5.127036,5.1115456,1.9644089,2.009438,0.0450291
24,-0.118591316,-0.016957633,"('dishonest', 'honest')",-0.016089031,0.05511912,0.31386518,0.39384308,0.0597283,0.1440015,0.0842732
25,-0.43276334,-0.45736715,"('egoistic', 'altruistic')",-0.7414871,-0.84190756,0.67327535,0.5311071,-0.1669917,-0.2560559,-0.0890642
