,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,female-male
0,0.30279595,0.16584073,"('unsociable', 'sociable')",1.2005337,1.165225,0.5499737,0.455082,0.442482,0.3012931,0.6239464,0.5218602,-0.1020862
1,-0.10863914,-0.2857998,"('unfriendly', 'friendly')",0.5615868,0.3335781,0.7261551,0.6044262,1.6274048,1.5511003,0.7016269,0.5508262,-0.1508007
2,0.765418,0.89896,"('unlikable', 'likable')",0.31084844,0.3596315,1.5461912,1.696591,0.8095026,0.977239,0.85799,0.9831054,0.1251154
3,-0.6385976,-0.54731023,"('repellent', 'pleasant')",0.35678518,0.41345695,-0.3200303,-0.25254923,0.51415586,0.5079744,-0.0219217,0.030393,0.0523147
4,-0.36018708,-0.4508234,"('disliked', 'liked')",-0.5382245,-0.61060613,0.46723583,0.35257417,-6.5957127,-6.65595,-1.7567221,-1.8412013,-0.0844792
5,-0.45868498,-0.45814243,"('distant', 'outgoing')",-0.48913178,-0.53981364,-1.0898763,-1.0576769,-0.5934986,-0.47036463,-0.6577979,-0.6314994,0.0262985
6,-0.5015105,-0.4878486,"('distant', 'open')",-0.7558126,-0.8202469,-0.6276188,-0.6108552,-0.097955815,-0.011257958,-0.4957244,-0.4825522,0.0131722
7,0.59891284,0.589266,"('insensitive', 'sensitive')",0.24389514,0.28098008,0.007755317,0.026839294,0.32338,0.32163814,0.2934858,0.3046809,0.0111951
8,0.12916346,0.07201007,"('unaffectionate', 'affectionate')",-0.3811206,-0.5202383,0.66467154,0.61962,0.8589755,0.8355152,0.3179225,0.2517267,-0.0661958
9,-0.007903762,-0.08674454,"('unaffectionate', 'caring')",0.77555853,0.69537926,0.8189755,0.73707163,1.1398165,1.1456908,0.6816117,0.6228493,-0.0587624
10,0.24691963,0.29255405,"('unsympathetic', 'sympathetic')",0.5518075,0.6269177,-0.22994539,-0.23871902,-0.0347829,-0.07762185,0.1334997,0.1507827,0.017283
11,0.5185518,0.5589216,"('unhelpful', 'helpful')",1.145851,1.170553,-0.08398195,-0.061277963,1.9177214,1.9786732,0.8745356,0.9117174,0.0371818
12,0.14108363,0.2312376,"('unsupportive', 'supportive')",0.59118366,0.67851114,-0.040509142,0.08749564,-2.1449127,-2.1137843,-0.3632886,-0.279135,0.0841536
13,1.1568419,1.1598854,"('impolite', 'polite')",0.7283355,0.8580883,-0.18022144,-0.14765677,-0.33036828,-0.32593125,0.3436469,0.3860964,0.0424495
14,0.71850306,0.70770645,"('antisocial', 'social')",1.4164362,1.458217,2.3329537,2.2368908,0.13106792,0.025886638,1.1497401,1.1071752,-0.0425649
15,1.8551555,1.7451613,"('boring', 'funny')",2.3580325,2.3169038,0.78645515,0.79725635,0.37300733,0.39818692,1.3431627,1.3143771,-0.0287856
16,-1.6353261,-1.7473466,"('unpopular', 'popular')",-1.2919874,-1.3452061,-1.2932223,-1.2626458,0.2480226,0.20094939,-0.9931283,-1.0385623,-0.045434
17,-0.32195044,-0.3130085,"('nasty', 'nice')",-0.35437444,-0.22577696,-0.63104117,-0.6010612,-0.19890296,-0.16970381,-0.3765672,-0.3273876,0.0491796
18,-0.12238866,-0.04060781,"('disagreeable', 'welcoming')",-0.67877793,-0.65471935,0.036067322,0.19503444,-0.9560453,-0.9228217,-0.4302862,-0.3557786,0.0745076
19,-0.3335313,-0.27542683,"('inhospitable', 'hospitable')",-0.56849605,-0.54044056,-1.2613187,-1.1474077,-0.62046015,-0.5343055,-0.6959516,-0.6243951,0.0715565
20,-0.5615235,-0.5175873,"('rough', 'thoughtful')",-0.5072407,-0.4836549,-0.040241614,-0.027464677,0.36018115,0.37505025,-0.1872062,-0.1634141,0.0237921
21,-0.17151095,-0.14808466,"('immoral', 'moral')",1.5347136,1.7148232,-0.17560402,-0.08992432,-0.6781814,-0.62711644,0.1273543,0.2124245,0.0850702
22,0.9681019,0.9875016,"('untrustworthy', 'trustworthy')",1.2552807,1.2805078,0.33812532,0.48627993,-0.39379215,-0.37805158,0.5419289,0.5940595,0.0521306
23,0.6067154,0.64178884,"('insincere', 'sincere')",1.3475053,1.3400861,-0.097280756,-0.12677988,5.760889,5.6738396,1.9044573,1.8822336,-0.0222237
24,1.4302382,1.4433366,"('dishonest', 'honest')",0.9952154,1.0335119,-0.30838582,-0.23607898,0.93627006,0.9129547,0.7633345,0.788431,0.0250965
25,-0.28611368,-0.45990196,"('egoistic', 'altruistic')",0.04197038,-0.081842616,0.40226233,0.37543708,1.2145249,1.1881665,0.343161,0.2554647,-0.0876963
26,1.1370478,1.0072324,"('hardhearted', 'benevolent')",0.8176516,0.6260266,2.9218862,2.8377626,1.7610774,1.7397492,1.6594157,1.5526927,-0.106723
27,-0.50034,-0.4913074,"('hardhearted', 'softhearted')",0.25857693,0.22020152,-0.2997198,-0.310912,0.93860865,0.8128023,0.0992814,0.0576961,-0.0415853
28,-0.29267305,-0.45800242,"('disloyal', 'loyal')",0.14408417,0.03024282,0.047019154,-0.09255449,1.0698974,0.95617145,0.2420819,0.1089643,-0.1331176
29,-0.90138024,-1.0206139,"('unfair', 'fair')",-0.501341,-0.54362774,-1.0988687,-1.1054195,-0.8486066,-0.8941027,-0.8375491,-0.8909409,-0.0533918
30,1.2790085,1.3123312,"('intolerant', 'tolerant')",1.2609929,1.3211365,0.6271015,0.6970227,0.53463966,0.5878924,0.9254356,0.9795957,0.0541601
31,-1.7588665,-1.7938895,"('evil', 'good')",-1.3401972,-1.3591408,-1.0930077,-1.0275298,-0.7478089,-0.756061,-1.2349701,-1.2341553,0.0008148
32,-0.5912951,-0.6012012,"('unkind', 'kind')",0.36621577,0.36198428,0.5987943,0.4996202,1.0640912,0.93673795,0.3594515,0.2992853,-0.0601662
33,0.22259319,0.14565472,"('wrong', 'right')",0.5875203,0.5911568,0.39979458,0.3606707,-0.6540979,-0.67442065,0.1389525,0.1057654,-0.0331871
34,-0.6138499,-0.45593,"('mean', 'honorable')",0.11602115,0.30284154,-0.545635,-0.29658476,5.1997266,5.3360844,1.0390657,1.2216028,0.1825371
35,-0.8685162,-1.019263,"('corrupt', 'incorrupt')",-1.254861,-1.3415499,-1.1529062,-1.1572733,-0.42112818,-0.4704906,-0.9243529,-0.9971442,-0.0727913
36,-0.47925267,-0.5726307,"('hostile', 'amicable')",-0.9625307,-1.0375024,-0.803631,-0.9207018,0.06392942,-0.058941558,-0.5453712,-0.6474441,-0.1020729
37,0.085498616,0.14315975,"('fake', 'genuine')",0.03246961,0.10564251,-0.89504206,-0.7470649,-0.1271019,-0.09717199,-0.2260439,-0.1488587,0.0771852
38,-0.35951474,-0.35775232,"('untruthful', 'truthful')",0.2567949,0.27356252,-0.8471049,-0.825664,-0.23975873,-0.15494832,-0.2973959,-0.2662005,0.0311954
39,1.044685,1.0798205,"('exploitative', 'cooperative')",0.540389,0.64387727,0.3304107,0.395407,0.7307578,0.7805012,0.6615606,0.7249015,0.0633409
40,0.27612358,0.2610012,"('stingy', 'generous')",-0.33139387,-0.3594697,-0.085777014,-0.110022806,-2.4753292,-2.5315008,-0.6540941,-0.684998,-0.0309039
41,0.23150189,0.24428326,"('unforgiving', 'forgiving')",0.5661371,0.5721541,0.74815214,0.7400961,0.5531455,0.534156,0.5247341,0.5226724,-0.0020617
42,0.9568725,1.0702337,"('unreliable', 'reliable')",0.92603266,1.0703826,1.2056698,1.4060796,-2.4793513,-2.3861892,0.1523059,0.2901267,0.1378208
43,0.612146,0.7352621,"('irresponsible', 'responsible')",0.45289454,0.5298195,-0.215627,-0.075210296,0.54588753,0.6495903,0.3488253,0.4598654,0.1110401
44,-0.2780281,-0.19758254,"('prejudiced', 'unprejudiced')",-0.96775085,-0.8981085,-0.44590124,-0.3642791,-1.1718302,-1.1500353,-0.7158776,-0.6525013,0.0633763
45,1.186675,1.1641616,"('incompetent', 'competent')",1.421301,1.4129361,1.4570737,1.440185,0.4342886,0.39700922,1.1248345,1.103573,-0.0212615
46,1.0016208,1.0670869,"('uncompetitive', 'competitive')",0.49910885,0.57493037,0.63620585,0.62589484,-0.29975146,-0.32857534,0.459296,0.4848342,0.0255382
47,-0.08836214,0.038818102,"('stupid', 'smart')",0.9667164,1.0435824,1.3155773,1.3564068,5.642831,5.7418427,1.9591906,2.0451627,0.0859721
48,-0.16711813,-0.22793683,"('unintelligent', 'intelligent')",0.3087837,0.2633493,-1.0769482,-1.033116,-0.47440267,-0.4815943,-0.3524213,-0.3698245,-0.0174032
49,-0.79628557,-0.70939034,"('unable', 'able')",-0.69186544,-0.59548134,-0.65815043,-0.4955242,-0.48683164,-0.40384787,-0.6582833,-0.5510609,0.1072224
50,-1.3734212,-1.3724593,"('clumsy', 'skillful')",-1.5564073,-1.5973649,-0.8534296,-0.87487686,-0.5789076,-0.62334865,-1.0905415,-1.1170125,-0.026471
51,0.8293873,0.7355723,"('uneducated', 'educated')",0.015165187,-0.035116233,0.32166588,0.13765834,-0.29617298,-0.38079384,0.2175114,0.1143301,-0.1031813
52,-1.291376,-1.491013,"('irrational', 'rational')",0.17045039,-0.01709288,-0.23313437,-0.37039414,-0.20152049,-0.3475251,-0.3888951,-0.5565063,-0.1676112
