,plane_male,plane_female,tuple,average_male,average_female,female-male
30,1.094744,1.1718452,"('intolerant', 'tolerant')",1.094744,1.1718452,0.0771012
31,-1.2626424,-1.4623532,"('evil', 'good')",-1.2626424,-1.4623532,-0.1997108
32,0.85328615,0.8321941,"('unkind', 'kind')",0.8532861,0.8321941,-0.021092
33,-0.5606381,-0.6975158,"('wrong', 'right')",-0.5606381,-0.6975158,-0.1368777
34,4.49816,4.5634317,"('mean', 'honorable')",4.4981599,4.5634317,0.0652718
35,-0.6756984,-1.0580615,"('corrupt', 'incorrupt')",-0.6756984,-1.0580615,-0.3823631
36,-0.6713138,-0.96470964,"('hostile', 'amicable')",-0.6713138,-0.9647096,-0.2933958
37,0.8614594,0.8715502,"('fake', 'genuine')",0.8614594,0.8715502,0.0100908
38,-0.519599,-0.5636712,"('untruthful', 'truthful')",-0.519599,-0.5636712,-0.0440722
39,0.4160712,0.47452554,"('exploitative', 'cooperative')",0.4160712,0.4745255,0.0584543
40,-1.2317706,-1.3608696,"('stingy', 'generous')",-1.2317706,-1.3608696,-0.129099
41,0.0022002226,-0.010087564,"('unforgiving', 'forgiving')",0.0022002,-0.0100876,-0.0122878
42,-2.173123,-2.1588867,"('unreliable', 'reliable')",-2.1731229,-2.1588867,0.0142362
43,0.7913104,0.8968971,"('irresponsible', 'responsible')",0.7913104,0.8968971,0.1055867
44,-0.7036671,-0.6584767,"('prejudiced', 'unprejudiced')",-0.7036671,-0.6584767,0.0451904
45,0.024861503,0.034916036,"('incompetent', 'competent')",0.0248615,0.034916,0.0100545
46,-0.686232,-0.50561696,"('uncompetitive', 'competitive')",-0.686232,-0.505617,0.180615
47,4.887829,5.0319386,"('stupid', 'smart')",4.8878288,5.0319386,0.1441098
48,0.31207398,0.363916,"('unintelligent', 'intelligent')",0.312074,0.363916,0.051842
49,0.16775833,0.1935845,"('unable', 'able')",0.1677583,0.1935845,0.0258262
50,-0.64915377,-0.70895684,"('clumsy', 'skillful')",-0.6491538,-0.7089568,-0.059803
51,0.5804551,0.54542696,"('uneducated', 'educated')",0.5804551,0.545427,-0.0350281
52,-0.378348,-0.62401164,"('irrational', 'rational')",-0.378348,-0.6240116,-0.2456636
53,-0.27959305,-0.41213447,"('uncreative', 'creative')",-0.2795931,-0.4121345,-0.1325414
54,0.8617595,0.8362528,"('incapable', 'capable')",0.8617595,0.8362528,-0.0255067
55,0.77572626,0.9535567,"('incompetent', 'clever')",0.7757263,0.9535567,0.1778304
56,0.3678369,0.4497095,"('impractical', 'practical')",0.3678369,0.4497095,0.0818726
57,-2.7737296,-2.7209399,"('unimaginative', 'imaginative')",-2.7737296,-2.7209399,0.0527897
58,0.15035895,0.10759732,"('undiscriminating', 'discriminating')",0.1503589,0.1075973,-0.0427616
59,-0.30609235,-0.4533362,"('foolish', 'wise')",-0.3060924,-0.4533362,-0.1472438
60,0.42223105,0.75018156,"('inefficient', 'efficient')",0.422231,0.7501816,0.3279506
61,0.18030462,0.08324675,"('illogical', 'logical')",0.1803046,0.0832468,-0.0970578
62,0.36806193,0.544082,"('incompetent', 'brilliant')",0.3680619,0.544082,0.1760201
63,-0.20437378,-0.118847266,"('unperceptive', 'insightful')",-0.2043738,-0.1188473,0.0855265
64,-5.958145,-5.8835697,"('shy', 'confident')",-5.9581451,-5.8835697,0.0745754
65,0.24457383,0.47603282,"('insecure', 'secure')",0.2445738,0.4760328,0.231459
66,-0.031393036,-0.18242499,"('inactive', 'active')",-0.031393,-0.182425,-0.151032
67,-0.29493552,-0.22497748,"('doubtful', 'determined')",-0.2949355,-0.2249775,0.069958
68,-0.6700936,-0.71959335,"('dependent', 'independent')",-0.6700936,-0.7195933,-0.0494997
69,-1.9665612,-2.166983,"('lazy', 'industrious')",-1.9665612,-2.1669829,-0.2004217
70,1.3022748,1.3715277,"('lethargic', 'energetic')",1.3022748,1.3715277,0.0692529
71,0.7658234,0.6886867,"('diffident', 'self-confident')",0.7658234,0.6886867,-0.0771367
72,0.69196934,0.8666486,"('unambitious', 'ambitious')",0.6919693,0.8666486,0.1746793
73,-2.8460898,-2.884033,"('helpless', 'self-reliant')",-2.8460898,-2.884033,-0.0379432
74,-0.10653448,-0.18966961,"('undedicated', 'dedicated')",-0.1065345,-0.1896696,-0.0831351
75,-0.75570846,-0.7716724,"('meek', 'impulsive')",-0.7557085,-0.7716724,-0.0159639
76,0.8328288,0.98847276,"('anxious', 'daring')",0.8328288,0.9884728,0.155644
77,-1.5046437,-1.3002092,"('unmotivated', 'motivated')",-1.5046437,-1.3002092,0.2044345
78,-0.83893555,-0.838208,"('nonresilient', 'resilient')",-0.8389356,-0.838208,0.0007276
79,-0.34663564,-0.52915424,"('wavering', 'unwavering')",-0.3466356,-0.5291542,-0.1825186
80,-0.22498938,-0.14209019,"('dominated', 'dominating')",-0.2249894,-0.1420902,0.0828992
81,0.099419564,0.35579088,"('submissive', 'aggressive')",0.0994196,0.3557909,0.2563713
82,6.066609,6.1300955,"('poor', 'rich')",6.0666089,6.1300955,0.0634866
83,-0.11772604,-0.074416146,"('powerless', 'powerful')",-0.117726,-0.0744161,0.0433099
84,0.54555935,0.502875,"('inferior', 'superior')",0.5455593,0.502875,-0.0426843
85,-0.47445166,-0.7873457,"('insignificant', 'prestigious')",-0.4744517,-0.7873457,-0.312894
86,0.32685354,0.30957615,"('uninfluential', 'influential')",0.3268535,0.3095762,-0.0172773
87,-0.55152357,-0.49646813,"('unsuccessful', 'successful')",-0.5515236,-0.4964681,0.0550555
88,0.15950814,0.14640303,"('low', 'eminent')",0.1595081,0.146403,-0.0131051
