,plane_male,plane_female,tuple,average_male,average_female,female-male
0,-0.09230544,-0.029558266,"('unsociable', 'sociable')",-0.0923054,-0.0295583,0.0627471
1,1.0825088,0.90722346,"('unfriendly', 'friendly')",1.0825088,0.9072235,-0.1752853
2,-0.012351543,-0.008144598,"('unlikable', 'likable')",-0.0123515,-0.0081446,0.0042069
3,0.7441663,0.8541013,"('repellent', 'pleasant')",0.7441663,0.8541013,0.109935
4,-7.1642838,-7.4127088,"('disliked', 'liked')",-7.1642838,-7.4127088,-0.248425
5,-0.5882252,-0.77835655,"('distant', 'outgoing')",-0.5882252,-0.7783566,-0.1901314
6,-0.057470687,-0.29800916,"('distant', 'open')",-0.0574707,-0.2980092,-0.2405385
7,0.89298666,1.044581,"('insensitive', 'sensitive')",0.8929867,1.0445811,0.1515944
8,0.9565498,0.75591147,"('unaffectionate', 'affectionate')",0.9565498,0.7559115,-0.2006383
9,1.2086308,1.1372782,"('unaffectionate', 'caring')",1.2086308,1.1372782,-0.0713526
10,1.0758935,1.2314186,"('unsympathetic', 'sympathetic')",1.0758935,1.2314186,0.1555251
11,1.3566897,1.4464501,"('unhelpful', 'helpful')",1.3566897,1.4464501,0.0897604
12,-1.8852837,-1.934685,"('unsupportive', 'supportive')",-1.8852837,-1.934685,-0.0494013
13,-0.17473131,-0.048347056,"('impolite', 'polite')",-0.1747313,-0.0483471,0.1263842
14,0.3214247,0.4377812,"('antisocial', 'social')",0.3214247,0.4377812,0.1163565
15,-0.0062855147,-0.1311713,"('boring', 'funny')",-0.0062855,-0.1311713,-0.1248858
16,-0.49456692,-0.59639496,"('unpopular', 'popular')",-0.4945669,-0.596395,-0.1018281
17,-0.18856487,-0.21769148,"('nasty', 'nice')",-0.1885649,-0.2176915,-0.0291266
18,-0.27992958,-0.35007197,"('disagreeable', 'welcoming')",-0.2799296,-0.350072,-0.0701424
19,-0.70641404,-0.88132846,"('inhospitable', 'hospitable')",-0.706414,-0.8813285,-0.1749145
20,0.8482567,0.84592336,"('rough', 'thoughtful')",0.8482567,0.8459234,-0.0023333
21,-0.28878823,-0.11541273,"('immoral', 'moral')",-0.2887882,-0.1154127,0.1733755
22,-0.3184031,-0.2762744,"('untrustworthy', 'trustworthy')",-0.3184031,-0.2762744,0.0421287
23,6.057797,6.173077,"('insincere', 'sincere')",6.057797,6.1730771,0.1152801
24,1.4944869,1.4148307,"('dishonest', 'honest')",1.4944869,1.4148307,-0.0796562
25,0.8316767,0.6630916,"('egoistic', 'altruistic')",0.8316767,0.6630916,-0.1685851
26,0.95586896,0.8564354,"('hardhearted', 'benevolent')",0.955869,0.8564354,-0.0994336
27,1.6758778,1.4794384,"('hardhearted', 'softhearted')",1.6758778,1.4794384,-0.1964394
28,1.0232453,0.98007864,"('disloyal', 'loyal')",1.0232453,0.9800786,-0.0431667
29,-0.42268658,-0.5740452,"('unfair', 'fair')",-0.4226866,-0.5740452,-0.1513586
