,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.25877625,0.16831687,"('unsociable', 'sociable')",0.2587762,0.1683169,-0.0904593
1,0.4732317,0.64722043,"('unfriendly', 'friendly')",0.4732317,0.6472204,0.1739887
2,0.017425392,0.14456159,"('unlikable', 'likable')",0.0174254,0.1445616,0.1271362
3,0.644985,0.767585,"('repellent', 'pleasant')",0.644985,0.767585,0.1226
4,-7.3709908,-7.456523,"('disliked', 'liked')",-7.3709908,-7.4565229,-0.0855321
5,-1.0732359,-0.91841066,"('distant', 'outgoing')",-1.0732359,-0.9184107,0.1548252
6,-0.6327678,-0.5099791,"('distant', 'open')",-0.6327678,-0.5099791,0.1227887
7,1.2019557,1.2121874,"('insensitive', 'sensitive')",1.2019557,1.2121874,0.0102317
8,0.89915997,0.93634176,"('unaffectionate', 'affectionate')",0.89916,0.9363418,0.0371818
9,1.4700022,1.519036,"('unaffectionate', 'caring')",1.4700022,1.5190361,0.0490339
10,1.000159,0.9833354,"('unsympathetic', 'sympathetic')",1.000159,0.9833354,-0.0168236
11,1.5427386,1.4679542,"('unhelpful', 'helpful')",1.5427386,1.4679542,-0.0747844
12,-1.5850018,-1.5692226,"('unsupportive', 'supportive')",-1.5850018,-1.5692226,0.0157792
13,-0.108657606,-0.08798508,"('impolite', 'polite')",-0.1086576,-0.0879851,0.0206725
14,0.80122304,0.69119185,"('antisocial', 'social')",0.801223,0.6911919,-0.1100311
15,0.10348673,0.042102948,"('boring', 'funny')",0.1034867,0.0421029,-0.0613838
16,-0.94691736,-0.9004241,"('unpopular', 'popular')",-0.9469174,-0.9004241,0.0464933
17,-0.035823394,-0.03307739,"('nasty', 'nice')",-0.0358234,-0.0330774,0.002746
18,-0.7532215,-0.58720016,"('disagreeable', 'welcoming')",-0.7532215,-0.5872002,0.1660213
19,-0.9176624,-0.8334862,"('inhospitable', 'hospitable')",-0.9176624,-0.8334862,0.0841762
20,0.67311823,0.56255895,"('rough', 'thoughtful')",0.6731182,0.5625589,-0.1105593
21,-0.008125208,0.122237474,"('immoral', 'moral')",-0.0081252,0.1222375,0.1303627
22,-0.06067271,-0.130956,"('untrustworthy', 'trustworthy')",-0.0606727,-0.130956,-0.0702833
23,6.0287733,6.101555,"('insincere', 'sincere')",6.0287733,6.1015549,0.0727816
24,1.2157774,1.1150213,"('dishonest', 'honest')",1.2157774,1.1150213,-0.1007561
25,0.6149571,0.7618649,"('egoistic', 'altruistic')",0.6149571,0.7618649,0.1469078
26,1.6232458,1.4399155,"('hardhearted', 'benevolent')",1.6232458,1.4399155,-0.1833303
27,1.1758522,1.0998048,"('hardhearted', 'softhearted')",1.1758522,1.0998048,-0.0760474
28,1.6116314,1.487811,"('disloyal', 'loyal')",1.6116314,1.487811,-0.1238204
29,-0.26970145,-0.43135297,"('unfair', 'fair')",-0.2697015,-0.431353,-0.1616515
30,0.8310476,0.90013653,"('intolerant', 'tolerant')",0.8310476,0.9001365,0.0690889
31,-1.6473804,-1.5631282,"('evil', 'good')",-1.6473804,-1.5631282,0.0842522
32,1.2639636,1.1415437,"('unkind', 'kind')",1.2639636,1.1415437,-0.1224199
33,0.06390759,-0.011162156,"('wrong', 'right')",0.0639076,-0.0111622,-0.0750698
34,4.1124563,4.2577934,"('mean', 'honorable')",4.1124563,4.2577934,0.1453371
35,-0.8254298,-1.1705074,"('corrupt', 'incorrupt')",-0.8254298,-1.1705074,-0.3450776
36,-0.5704231,-0.6066285,"('hostile', 'amicable')",-0.5704231,-0.6066285,-0.0362054
37,0.94199264,0.9135638,"('fake', 'genuine')",0.9419926,0.9135638,-0.0284288
38,-0.20880748,-0.21146005,"('untruthful', 'truthful')",-0.2088075,-0.2114601,-0.0026526
39,0.329058,0.26654443,"('exploitative', 'cooperative')",0.329058,0.2665444,-0.0625136
40,-1.6291956,-1.5782146,"('stingy', 'generous')",-1.6291956,-1.5782146,0.050981
41,0.6526099,0.5806642,"('unforgiving', 'forgiving')",0.6526099,0.5806642,-0.0719457
42,-2.5655303,-2.530716,"('unreliable', 'reliable')",-2.5655303,-2.5307159,0.0348144
43,0.7684253,0.8533138,"('irresponsible', 'responsible')",0.7684253,0.8533138,0.0848885
44,-1.2214253,-1.2717808,"('prejudiced', 'unprejudiced')",-1.2214253,-1.2717808,-0.0503555
45,0.19616243,-0.013100151,"('incompetent', 'competent')",0.1961624,-0.0131002,-0.2092626
46,-0.7179938,-0.72228456,"('uncompetitive', 'competitive')",-0.7179938,-0.7222846,-0.0042908
47,4.651549,4.80528,"('stupid', 'smart')",4.6515489,4.8052802,0.1537313
48,0.31221774,0.28568053,"('unintelligent', 'intelligent')",0.3122177,0.2856805,-0.0265372
49,-0.5251949,-0.42484546,"('unable', 'able')",-0.5251949,-0.4248455,0.1003494
50,-0.43890777,-0.42911288,"('clumsy', 'skillful')",-0.4389078,-0.4291129,0.0097949
51,0.46578696,0.4153559,"('uneducated', 'educated')",0.465787,0.4153559,-0.0504311
52,-0.35948104,-0.47387314,"('irrational', 'rational')",-0.359481,-0.4738731,-0.1143921
53,-0.19627841,-0.19507916,"('uncreative', 'creative')",-0.1962784,-0.1950792,0.0011992
54,0.7336215,0.72699666,"('incapable', 'capable')",0.7336215,0.7269967,-0.0066248
