,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.0950825,0.9330821,"('unsociable', 'sociable')",-0.1392352,-0.31486747,0.4779237,0.3091073,-0.1688164
1,-0.015831254,-0.28942937,"('unfriendly', 'friendly')",0.99039173,0.8662732,0.4872802,0.2884219,-0.1988583
2,1.0284688,0.9611497,"('unlikable', 'likable')",0.46688905,0.36487362,0.7476789,0.6630117,-0.0846672
3,0.10446295,0.2928943,"('repellent', 'pleasant')",0.96245086,0.99096763,0.5334569,0.6419309,0.108474
4,-1.1916914,-1.34281,"('disliked', 'liked')",-6.9376755,-7.186944,-4.0646834,-4.2648768,-0.2001934
5,-0.91450465,-1.1135381,"('distant', 'outgoing')",-0.76244885,-0.719353,-0.8384768,-0.9164456,-0.0779688
6,-0.942287,-1.0818263,"('distant', 'open')",-0.6787217,-0.619701,-0.8105044,-0.8507637,-0.0402593
7,0.91549957,1.11434,"('insensitive', 'sensitive')",0.4172028,0.48439893,0.6663512,0.7993695,0.1330183
8,-0.08587516,-0.19004732,"('unaffectionate', 'affectionate')",0.63998216,0.58661675,0.2770535,0.1982847,-0.0787688
9,0.39386925,0.30522498,"('unaffectionate', 'caring')",0.8445242,0.86836964,0.6191967,0.5867973,-0.0323994
10,0.4307658,0.4167288,"('unsympathetic', 'sympathetic')",-0.49227145,-0.5436192,-0.0307528,-0.0634452,-0.0326924
11,0.32153443,0.44941154,"('unhelpful', 'helpful')",1.430738,1.6422931,0.8761362,1.0458523,0.1697161
12,0.63283527,0.6734237,"('unsupportive', 'supportive')",-1.950908,-2.0106313,-0.6590363,-0.6686038,-0.0095675
13,-0.07707553,-0.06503177,"('impolite', 'polite')",-1.2083156,-1.1261727,-0.6426955,-0.5956022,0.0470933
14,2.002901,1.9288833,"('antisocial', 'social')",0.33247325,0.19302486,1.1676872,1.0609541,-0.1067331
15,0.2481371,0.15292701,"('boring', 'funny')",0.07240981,0.046491846,0.1602735,0.0997094,-0.0605641
16,-1.7841928,-1.7522109,"('unpopular', 'popular')",0.15446088,0.15769973,-0.8148659,-0.7972556,0.0176103
17,-2.0864794,-2.0328197,"('nasty', 'nice')",-0.7015553,-0.66041476,-1.3940173,-1.3466172,0.0474001
18,-0.9367081,-1.0198507,"('disagreeable', 'welcoming')",-0.7067714,-0.7228901,-0.8217397,-0.8713704,-0.0496307
19,-0.6899907,-0.8316345,"('inhospitable', 'hospitable')",-0.57647187,-0.5805008,-0.6332313,-0.7060677,-0.0728364
20,0.5692049,0.6725319,"('rough', 'thoughtful')",0.9839902,0.9353468,0.7765976,0.8039393,0.0273417
21,0.79701984,0.8280672,"('immoral', 'moral')",-0.22553559,-0.24571118,0.2857421,0.291178,0.0054359
22,0.60041815,0.5555542,"('untrustworthy', 'trustworthy')",-0.5941038,-0.68715435,0.0031572,-0.0658001,-0.0689573
23,0.93183565,0.96794665,"('insincere', 'sincere')",5.6721935,5.9428115,3.3020146,3.455379,0.1533644
24,1.2409062,1.2260873,"('dishonest', 'honest')",0.39753172,0.42122453,0.819219,0.823656,0.004437
25,0.56956226,0.50081056,"('egoistic', 'altruistic')",1.1353161,1.1093229,0.8524392,0.8050667,-0.0473725
26,1.2634094,0.90398663,"('hardhearted', 'benevolent')",1.7080395,1.5079225,1.4857244,1.2059546,-0.2797698
27,-0.2488755,-0.19803572,"('hardhearted', 'softhearted')",1.0661788,1.042006,0.4086516,0.4219851,0.0133335
28,0.6689702,0.54748225,"('disloyal', 'loyal')",1.0439031,1.0057889,0.8564367,0.7766356,-0.0798011
29,-0.742651,-0.75031877,"('unfair', 'fair')",-0.30946034,-0.44411734,-0.5260557,-0.597218,-0.0711623
30,1.5601614,1.5723535,"('intolerant', 'tolerant')",0.6322359,0.58723277,1.0961986,1.0797931,-0.0164055
31,-1.9782528,-2.1025276,"('evil', 'good')",-0.94479483,-1.0525393,-1.4615238,-1.5775335,-0.1160097
32,-0.2509362,-0.40448394,"('unkind', 'kind')",0.41303086,0.2671374,0.0810473,-0.0686733,-0.1497206
33,0.07214356,-0.015036866,"('wrong', 'right')",-0.4382024,-0.54558235,-0.1830294,-0.2803096,-0.0972802
34,-0.49246117,-0.30677325,"('mean', 'honorable')",5.2959657,5.7203355,2.4017522,2.7067811,0.3050289
35,-1.7152677,-1.7755779,"('corrupt', 'incorrupt')",-0.6299676,-0.70929855,-1.1726177,-1.2424382,-0.0698205
36,-1.5558528,-1.7132678,"('hostile', 'amicable')",-0.28193632,-0.39496037,-0.9188945,-1.0541141,-0.1352196
37,0.48125514,0.5664713,"('fake', 'genuine')",0.37155044,0.4606408,0.4264028,0.513556,0.0871532
