,bank_male,bank_female,tuple,average_male,average_female,female-male
27,0.9589245,0.88373,"('hardhearted', 'softhearted')",0.9589245,0.88373,-0.0751945
28,1.2527897,1.2826359,"('disloyal', 'loyal')",1.2527897,1.2826359,0.0298462
29,-0.58943415,-0.68522626,"('unfair', 'fair')",-0.5894341,-0.6852263,-0.0957922
30,1.3833492,1.4274955,"('intolerant', 'tolerant')",1.3833492,1.4274955,0.0441463
31,-1.3024216,-1.4507196,"('evil', 'good')",-1.3024216,-1.4507196,-0.148298
32,1.6606756,1.6738505,"('unkind', 'kind')",1.6606756,1.6738505,0.0131749
33,0.29339352,0.1700856,"('wrong', 'right')",0.2933935,0.1700856,-0.1233079
34,5.878226,6.157326,"('mean', 'honorable')",5.8782258,6.1573262,0.2791004
35,-0.87663245,-1.1365653,"('corrupt', 'incorrupt')",-0.8766325,-1.1365653,-0.2599328
36,0.08130656,-0.17098439,"('hostile', 'amicable')",0.0813066,-0.1709844,-0.252291
37,-0.24932384,-0.23107478,"('fake', 'genuine')",-0.2493238,-0.2310748,0.018249
38,1.1361283,1.2068007,"('untruthful', 'truthful')",1.1361283,1.2068007,0.0706724
39,0.22770181,0.34358802,"('exploitative', 'cooperative')",0.2277018,0.343588,0.1158862
40,-1.9931114,-2.130111,"('stingy', 'generous')",-1.9931114,-2.130111,-0.1369996
41,0.79302686,0.78612673,"('unforgiving', 'forgiving')",0.7930269,0.7861267,-0.0069002
42,-2.9127266,-2.906077,"('unreliable', 'reliable')",-2.9127266,-2.9060769,0.0066497
43,1.429183,1.562652,"('irresponsible', 'responsible')",1.429183,1.562652,0.133469
44,-1.5446515,-1.4316427,"('prejudiced', 'unprejudiced')",-1.5446515,-1.4316427,0.1130088
45,0.3703666,0.44949573,"('incompetent', 'competent')",0.3703666,0.4494957,0.0791291
46,-0.7539514,-0.7041411,"('uncompetitive', 'competitive')",-0.7539514,-0.7041411,0.0498103
47,6.191906,6.553335,"('stupid', 'smart')",6.191906,6.5533352,0.3614292
48,0.64495116,0.65612036,"('unintelligent', 'intelligent')",0.6449512,0.6561204,0.0111692
49,0.31109494,0.42072055,"('unable', 'able')",0.3110949,0.4207205,0.1096256
50,-0.6568517,-0.7036402,"('clumsy', 'skillful')",-0.6568517,-0.7036402,-0.0467885
51,0.03350688,0.0060044564,"('uneducated', 'educated')",0.0335069,0.0060045,-0.0275024
52,0.3488874,0.14312983,"('irrational', 'rational')",0.3488874,0.1431298,-0.2057576
53,0.4409911,0.40971982,"('uncreative', 'creative')",0.4409911,0.4097198,-0.0312713
54,1.396745,1.444637,"('incapable', 'capable')",1.396745,1.4446369,0.0478919
55,0.47824967,0.5978048,"('incompetent', 'clever')",0.4782497,0.5978048,0.1195551
56,1.1026962,1.2184881,"('impractical', 'practical')",1.1026962,1.2184881,0.1157919
57,-2.8762972,-2.9450722,"('unimaginative', 'imaginative')",-2.8762972,-2.9450722,-0.068775
58,-0.36677212,-0.3092103,"('undiscriminating', 'discriminating')",-0.3667721,-0.3092103,0.0575618
59,0.42220375,0.3896579,"('foolish', 'wise')",0.4222037,0.3896579,-0.0325458
60,0.11387615,0.4586323,"('inefficient', 'efficient')",0.1138761,0.4586323,0.3447562
61,0.9217957,0.83695376,"('illogical', 'logical')",0.9217957,0.8369538,-0.0848419
62,1.2843397,1.5569662,"('incompetent', 'brilliant')",1.2843397,1.5569662,0.2726265
63,1.0274237,1.1514752,"('unperceptive', 'insightful')",1.0274237,1.1514752,0.1240515
64,-6.6652727,-6.74715,"('shy', 'confident')",-6.6652727,-6.7471499,-0.0818772
65,-0.27496564,-0.062491085,"('insecure', 'secure')",-0.2749656,-0.0624911,0.2124745
66,0.37485227,0.17835052,"('inactive', 'active')",0.3748523,0.1783505,-0.1965018
67,-0.2880574,-0.2518282,"('doubtful', 'determined')",-0.2880574,-0.2518282,0.0362292
68,-1.1227078,-1.0752798,"('dependent', 'independent')",-1.1227078,-1.0752798,0.047428
69,-1.0299662,-1.1395153,"('lazy', 'industrious')",-1.0299662,-1.1395153,-0.1095491
70,0.2843985,0.4126665,"('lethargic', 'energetic')",0.2843985,0.4126665,0.128268
71,1.3706406,1.3233461,"('diffident', 'self-confident')",1.3706406,1.3233461,-0.0472945
72,0.17079031,0.30749196,"('unambitious', 'ambitious')",0.1707903,0.307492,0.1367017
73,-3.1179223,-3.2037673,"('helpless', 'self-reliant')",-3.1179223,-3.2037673,-0.085845
74,-0.106988244,-0.19691312,"('undedicated', 'dedicated')",-0.1069882,-0.1969131,-0.0899249
75,-1.0503029,-1.0154916,"('meek', 'impulsive')",-1.0503029,-1.0154916,0.0348113
76,-0.51627195,-0.39910516,"('anxious', 'daring')",-0.5162719,-0.3991052,0.1171667
77,-0.75051343,-0.64347404,"('unmotivated', 'motivated')",-0.7505134,-0.643474,0.1070394
78,0.06763056,0.014611192,"('nonresilient', 'resilient')",0.0676306,0.0146112,-0.0530194
79,-0.0937466,-0.17736919,"('wavering', 'unwavering')",-0.0937466,-0.1773692,-0.0836226
80,-0.60880315,-0.55430114,"('dominated', 'dominating')",-0.6088032,-0.5543011,0.0545021
81,-0.40245584,-0.17113954,"('submissive', 'aggressive')",-0.4024558,-0.1711395,0.2313163
82,6.8006973,7.0388227,"('poor', 'rich')",6.8006973,7.0388227,0.2381254
83,0.034074698,-0.039484583,"('powerless', 'powerful')",0.0340747,-0.0394846,-0.0735593
84,0.0912685,0.002140388,"('inferior', 'superior')",0.0912685,0.0021404,-0.0891281
85,0.58813345,0.28674826,"('insignificant', 'prestigious')",0.5881335,0.2867483,-0.3013852
86,0.46258736,0.35755438,"('uninfluential', 'influential')",0.4625874,0.3575544,-0.105033
87,0.83284223,0.79473686,"('unsuccessful', 'successful')",0.8328422,0.7947369,-0.0381053
88,0.6166171,0.4713422,"('low', 'eminent')",0.6166171,0.4713422,-0.1452749
