,bedroom_male,bedroom_female,tuple,average_male,average_female,female-male
0,-0.34044898,-0.4628752,"('unsociable', 'sociable')",-0.340449,-0.4628752,-0.1224262
1,1.1955936,1.3129106,"('unfriendly', 'friendly')",1.1955936,1.3129106,0.117317
2,-0.053527556,0.11564797,"('unlikable', 'likable')",-0.0535276,0.115648,0.1691756
3,0.47427553,0.37714764,"('repellent', 'pleasant')",0.4742755,0.3771476,-0.0971279
4,-7.3477345,-7.48281,"('disliked', 'liked')",-7.3477345,-7.48281,-0.1350755
5,-0.44777298,-0.30081975,"('distant', 'outgoing')",-0.447773,-0.3008198,0.1469532
6,-0.10154004,-0.015058719,"('distant', 'open')",-0.10154,-0.0150587,0.0864813
7,0.813796,0.85283935,"('insensitive', 'sensitive')",0.813796,0.8528394,0.0390434
8,1.1281133,1.1872964,"('unaffectionate', 'affectionate')",1.1281133,1.1872964,0.0591831
9,1.5588458,1.8234946,"('unaffectionate', 'caring')",1.5588458,1.8234946,0.2646488
10,0.8235047,0.63232505,"('unsympathetic', 'sympathetic')",0.8235047,0.6323251,-0.1911796
11,1.663666,1.7692958,"('unhelpful', 'helpful')",1.663666,1.7692958,0.1056298
12,-1.5782348,-1.4898071,"('unsupportive', 'supportive')",-1.5782348,-1.4898071,0.0884277
13,-0.41910174,-0.5559376,"('impolite', 'polite')",-0.4191017,-0.5559376,-0.1368359
14,0.20242712,0.0811992,"('antisocial', 'social')",0.2024271,0.0811992,-0.1212279
15,0.18798882,0.2331823,"('boring', 'funny')",0.1879888,0.2331823,0.0451935
16,-0.7534259,-0.65432143,"('unpopular', 'popular')",-0.7534259,-0.6543214,0.0991045
17,-0.32381856,-0.23868278,"('nasty', 'nice')",-0.3238186,-0.2386828,0.0851358
18,-0.3920871,-0.49427336,"('disagreeable', 'welcoming')",-0.3920871,-0.4942734,-0.1021863
19,-0.7091968,-0.5050195,"('inhospitable', 'hospitable')",-0.7091968,-0.5050195,0.2041773
20,1.0972648,0.8847372,"('rough', 'thoughtful')",1.0972648,0.8847372,-0.2125276
21,-0.57030284,-0.6415429,"('immoral', 'moral')",-0.5703028,-0.6415429,-0.0712401
22,-0.84842896,-0.9828626,"('untrustworthy', 'trustworthy')",-0.848429,-0.9828626,-0.1344336
23,6.2315445,6.3524046,"('insincere', 'sincere')",6.2315445,6.3524046,0.1208601
24,1.5779623,1.5446494,"('dishonest', 'honest')",1.5779623,1.5446494,-0.0333129
25,0.78836095,0.8134469,"('egoistic', 'altruistic')",0.788361,0.8134469,0.0250859
26,0.78246236,0.7535523,"('hardhearted', 'benevolent')",0.7824624,0.7535523,-0.0289101
27,1.6178725,1.428442,"('hardhearted', 'softhearted')",1.6178725,1.428442,-0.1894305
28,1.1558244,1.2079211,"('disloyal', 'loyal')",1.1558244,1.2079211,0.0520967
29,-0.3968226,-0.45117003,"('unfair', 'fair')",-0.3968226,-0.45117,-0.0543474
30,0.8263695,0.89008504,"('intolerant', 'tolerant')",0.8263695,0.890085,0.0637155
31,-1.2495972,-1.0230005,"('evil', 'good')",-1.2495972,-1.0230005,0.2265967
32,1.1807696,1.1495578,"('unkind', 'kind')",1.1807696,1.1495578,-0.0312118
33,-0.37072602,-0.25963423,"('wrong', 'right')",-0.370726,-0.2596342,0.1110918
34,4.2843385,4.5225916,"('mean', 'honorable')",4.2843385,4.5225916,0.2382531
35,-0.6642531,-0.6418119,"('corrupt', 'incorrupt')",-0.6642531,-0.6418119,0.0224412
36,-0.8685911,-0.729661,"('hostile', 'amicable')",-0.8685911,-0.729661,0.1389301
37,0.82165045,0.80832416,"('fake', 'genuine')",0.8216504,0.8083242,-0.0133262
38,-0.083088085,0.13976279,"('untruthful', 'truthful')",-0.0830881,0.1397628,0.2228509
39,0.35245892,0.32851544,"('exploitative', 'cooperative')",0.3524589,0.3285154,-0.0239435
40,-1.5110207,-1.8064909,"('stingy', 'generous')",-1.5110207,-1.8064909,-0.2954702
41,-0.028073164,-0.03335353,"('unforgiving', 'forgiving')",-0.0280732,-0.0333535,-0.0052803
42,-2.35814,-2.6067493,"('unreliable', 'reliable')",-2.35814,-2.6067493,-0.2486093
43,1.0239044,1.091118,"('irresponsible', 'responsible')",1.0239044,1.091118,0.0672136
44,-0.96369755,-1.0452783,"('prejudiced', 'unprejudiced')",-0.9636976,-1.0452783,-0.0815807
45,-0.2195845,-0.19873966,"('incompetent', 'competent')",-0.2195845,-0.1987397,0.0208448
46,-1.0248069,-1.3588576,"('uncompetitive', 'competitive')",-1.0248069,-1.3588576,-0.3340507
47,4.7217875,4.897662,"('stupid', 'smart')",4.7217875,4.8976622,0.1758747
48,0.5481537,0.5076985,"('unintelligent', 'intelligent')",0.5481537,0.5076985,-0.0404552
49,0.033338655,0.043486603,"('unable', 'able')",0.0333387,0.0434866,0.0101479
50,-0.21179685,-0.1707298,"('clumsy', 'skillful')",-0.2117968,-0.1707298,0.041067
51,0.48225242,0.31525695,"('uneducated', 'educated')",0.4822524,0.315257,-0.1669954
52,-0.63988173,-0.556852,"('irrational', 'rational')",-0.6398817,-0.556852,0.0830297
53,-0.08106627,-0.00628532,"('uncreative', 'creative')",-0.0810663,-0.0062853,0.074781
