,packaging_male,packaging_female,tuple,corp_male,corp_female,america_male,america_female,average_male,average_female,female-male
0,0.7989553,0.81585735,"('unsociable', 'sociable')",0.023699181,0.07577689,-0.28623638,-0.35502094,0.178806,0.1788711,6.51e-05
1,0.96179694,0.966427,"('unfriendly', 'friendly')",0.13661556,0.06003324,1.9899384,1.9505506,1.0294503,0.9923369,-0.0371134
2,0.6836133,0.746045,"('unlikable', 'likable')",1.3457865,1.3956287,0.8971974,0.9618874,0.9755325,1.0345203,0.0589878
3,-1.0470495,-0.9120234,"('repellent', 'pleasant')",-0.1288529,-0.02931368,0.005337689,0.047454186,-0.3901882,-0.297961,0.0922272
4,-0.9592992,-1.0201116,"('disliked', 'liked')",0.29044756,0.13781965,-6.0905666,-6.1337676,-2.2531395,-2.3386865,-0.085547
5,0.25671074,0.27504775,"('distant', 'outgoing')",-0.45644352,-0.5184449,-0.2799768,-0.34268492,-0.1599032,-0.1953607,-0.0354575
6,-0.09237265,-0.05961512,"('distant', 'open')",-1.211601,-1.3078761,0.30801994,0.26911953,-0.3319846,-0.3661239,-0.0341393
7,0.19062304,0.2563865,"('insensitive', 'sensitive')",-0.7953507,-0.61913013,0.53785366,0.6383132,-0.0222913,0.0918565,0.1141478
8,0.60736406,0.5853134,"('unaffectionate', 'affectionate')",-0.24763536,-0.26402032,1.2021453,1.1703981,0.5206247,0.4972304,-0.0233943
9,1.3515484,1.3576276,"('unaffectionate', 'caring')",0.116702184,0.13420534,1.5915562,1.6020459,1.0199356,1.0312929,0.0113573
10,0.22632763,0.31376058,"('unsympathetic', 'sympathetic')",-1.1572721,-0.9178373,-0.10227002,0.074806795,-0.3444048,-0.1764233,0.1679815
11,0.0930856,0.18010262,"('unhelpful', 'helpful')",-0.14232817,0.059155986,1.6071478,1.6874181,0.5193017,0.6422256,0.1229239
12,0.806844,0.93951696,"('unsupportive', 'supportive')",0.46178383,0.6627087,-1.0975456,-1.0372967,0.0570274,0.1883097,0.1312823
13,1.2599379,1.2951908,"('impolite', 'polite')",-0.43938786,-0.3121384,-0.09247166,-0.14673261,0.2426928,0.2787732,0.0360804
14,0.9446565,1.0215456,"('antisocial', 'social')",-0.17746057,-0.041471906,-0.39568818,-0.44106323,0.1238359,0.1796702,0.0558343
15,0.6929678,0.6304837,"('boring', 'funny')",-0.501481,-0.5804126,0.3663306,0.2733621,0.1859391,0.1078111,-0.078128
16,-1.2456198,-1.2154782,"('unpopular', 'popular')",-0.64293927,-0.6894419,0.49860778,0.463557,-0.4633171,-0.4804544,-0.0171373
17,-0.08270625,-0.045173246,"('nasty', 'nice')",-0.43446165,-0.35147557,-0.59376997,-0.53550595,-0.3703126,-0.3107183,0.0595943
18,-0.616879,-0.5589215,"('disagreeable', 'welcoming')",-0.70859003,-0.7543435,0.15404846,0.13420789,-0.3904735,-0.3930191,-0.0025456
19,-1.1157416,-1.1141344,"('inhospitable', 'hospitable')",-1.0611132,-1.0664977,0.10683802,0.15392943,-0.6900056,-0.6755675,0.0144381
20,-0.29512173,-0.21237315,"('rough', 'thoughtful')",0.08134551,0.18529832,0.61458635,0.58411956,0.1336034,0.1856816,0.0520782
21,0.838886,0.8962281,"('immoral', 'moral')",0.06645057,0.21119106,0.10070958,0.1809896,0.3353487,0.4294696,0.0941209
22,-0.23017707,-0.21000224,"('untrustworthy', 'trustworthy')",0.3402381,0.43075454,-0.35447115,-0.31614095,-0.08147,-0.0317962,0.0496738
23,0.5178278,0.58898777,"('insincere', 'sincere')",-0.7187296,-0.6010165,5.714898,5.728356,1.8379987,1.9054424,0.0674437
24,0.32627785,0.3156069,"('dishonest', 'honest')",-0.22464012,-0.14395882,1.2627754,1.2885878,0.4548044,0.4867453,0.0319409
25,0.508097,0.46360588,"('egoistic', 'altruistic')",0.3881065,0.35489962,1.2545894,1.2312669,0.716931,0.6832574,-0.0336736
26,1.1001624,1.0854721,"('hardhearted', 'benevolent')",1.0938112,1.0432293,1.9693096,1.9559885,1.3877611,1.3615634,-0.0261977
27,0.24332486,0.24781659,"('hardhearted', 'softhearted')",-0.24733897,-0.1944541,1.6092272,1.4934372,0.535071,0.5155999,-0.0194711
28,0.50897527,0.4645091,"('disloyal', 'loyal')",-0.19904187,-0.20828183,1.106631,1.1174775,0.4721882,0.4579016,-0.0142866
29,-0.8501879,-0.8682844,"('unfair', 'fair')",-0.7503342,-0.7903962,-0.81206596,-0.9123925,-0.804196,-0.8570244,-0.0528284
30,1.233619,1.2761911,"('intolerant', 'tolerant')",0.4035008,0.41133702,0.40791893,0.39224187,0.6816796,0.6932567,0.0115771
31,-0.70375454,-0.70227224,"('evil', 'good')",-0.3883149,-0.4949456,-0.7158284,-0.7767542,-0.6026326,-0.6579907,-0.0553581
32,0.30740905,0.28766724,"('unkind', 'kind')",0.35523832,0.3885453,1.2112466,1.1903963,0.6246313,0.622203,-0.0024283
33,0.81218797,0.7786488,"('wrong', 'right')",0.7524439,0.59225285,0.21722713,0.06578399,0.593953,0.4788952,-0.1150578
34,0.016037568,0.1662582,"('mean', 'honorable')",0.03947185,0.24178569,5.142101,5.189042,1.7325368,1.8656953,0.1331585
35,-1.0803301,-1.2085918,"('corrupt', 'incorrupt')",-0.67402875,-0.8739592,0.03564037,-0.10019761,-0.5729062,-0.7275829,-0.1546767
36,-1.0202892,-1.0706059,"('hostile', 'amicable')",-1.1910676,-1.4266248,0.35201877,0.22579995,-0.6197793,-0.7571435,-0.1373642
37,-0.001243256,0.052333698,"('fake', 'genuine')",-0.5243427,-0.42377883,-0.121791184,-0.08638177,-0.2157924,-0.152609,0.0631834
38,0.29323432,0.3230781,"('untruthful', 'truthful')",0.12392857,0.15676495,0.6988372,0.72266394,0.3720001,0.4008357,0.0288356
39,0.8264305,0.82788396,"('exploitative', 'cooperative')",1.0756198,1.1855891,0.19042,0.2095111,0.6974901,0.7409947,0.0435046
40,0.71119964,0.7395174,"('stingy', 'generous')",0.42640927,0.36482465,-1.1320868,-1.2410287,0.0018407,-0.0455622,-0.0474029
41,0.62492824,0.66016334,"('unforgiving', 'forgiving')",0.63546604,0.6151803,0.40247038,0.41362068,0.5542882,0.5629881,0.0086999
42,-0.013101237,0.022414502,"('unreliable', 'reliable')",0.61694974,0.75297105,-2.3502944,-2.2447662,-0.5821486,-0.4897935,0.0923551
43,0.78386164,0.87278736,"('irresponsible', 'responsible')",0.20161483,0.37036303,0.45493624,0.5044924,0.4801376,0.5825476,0.10241
44,-0.33079952,-0.29660273,"('prejudiced', 'unprejudiced')",-0.21198279,-0.25771067,-1.7163602,-1.7297941,-0.7530475,-0.7613692,-0.0083217
45,-0.32995853,-0.17005797,"('incompetent', 'competent')",-0.44979388,-0.2757944,-0.23841707,-0.11247748,-0.3393898,-0.1861099,0.1532799
46,0.16397467,0.2813543,"('uncompetitive', 'competitive')",0.30091077,0.4819711,-0.7034456,-0.6463236,-0.0795201,0.0390006,0.1185207
47,0.7040055,0.75949323,"('stupid', 'smart')",0.07357421,0.23565993,4.987997,5.0745397,1.9218589,2.0232309,0.101372
48,0.7911756,0.86676896,"('unintelligent', 'intelligent')",0.34976554,0.45878667,0.8685506,0.8901791,0.6698306,0.7385782,0.0687476
49,-0.28971067,-0.22209333,"('unable', 'able')",-0.43563262,-0.3179366,0.031463426,0.09138283,-0.2312933,-0.149549,0.0817443
50,-1.062128,-1.0541887,"('clumsy', 'skillful')",-0.29704094,-0.36337298,0.45310733,0.44762102,-0.3020205,-0.3233136,-0.0212931
51,-0.5099993,-0.52715164,"('uneducated', 'educated')",0.36566898,0.3839968,1.0260831,1.0273447,0.2939176,0.2947299,0.0008123
52,-0.086815,-0.22944146,"('irrational', 'rational')",-0.19991252,-0.4788683,0.46374023,0.31852973,0.0590042,-0.1299267,-0.1889309
53,0.0006992258,-0.004516199,"('uncreative', 'creative')",-0.66161776,-0.680289,0.52485096,0.49192184,-0.0453559,-0.0642944,-0.0189385
54,-0.25817892,-0.2614717,"('incapable', 'capable')",-0.66340286,-0.6296609,1.1298761,1.2131883,0.0694315,0.1073519,0.0379204
55,0.2198479,0.34304747,"('incompetent', 'clever')",0.28673986,0.48429826,0.11999394,0.22304404,0.2088606,0.3501299,0.1412693
