,lover_male,lover_female,tuple,average_male,average_female,female-male
0,0.53816426,0.4380772,"('unsociable', 'sociable')",0.5381643,0.4380772,-0.1000871
1,1.1289233,1.2223198,"('unfriendly', 'friendly')",1.1289233,1.2223198,0.0933965
2,0.6369907,0.74827933,"('unlikable', 'likable')",0.6369907,0.7482793,0.1112886
3,1.099222,1.1416799,"('repellent', 'pleasant')",1.0992219,1.1416799,0.042458
4,-7.379537,-7.3365498,"('disliked', 'liked')",-7.3795371,-7.3365498,0.0429873
5,-0.3410049,-0.23514888,"('distant', 'outgoing')",-0.3410049,-0.2351489,0.105856
6,-0.027624551,0.008514814,"('distant', 'open')",-0.0276246,0.0085148,0.0361394
7,1.7256135,1.7010322,"('insensitive', 'sensitive')",1.7256135,1.7010322,-0.0245813
8,1.1271435,1.0944341,"('unaffectionate', 'affectionate')",1.1271435,1.0944341,-0.0327094
9,1.3597234,1.4109126,"('unaffectionate', 'caring')",1.3597234,1.4109126,0.0511892
10,1.80201,1.603209,"('unsympathetic', 'sympathetic')",1.8020101,1.603209,-0.1988011
11,2.088646,2.041188,"('unhelpful', 'helpful')",2.0886459,2.041188,-0.0474579
12,-0.9700381,-0.9818853,"('unsupportive', 'supportive')",-0.9700381,-0.9818853,-0.0118472
13,0.37550262,0.26719618,"('impolite', 'polite')",0.3755026,0.2671962,-0.1083064
14,0.36586434,0.2981443,"('antisocial', 'social')",0.3658643,0.2981443,-0.06772
15,0.21604005,0.23861092,"('boring', 'funny')",0.21604,0.2386109,0.0225709
16,-0.7262994,-0.55314326,"('unpopular', 'popular')",-0.7262994,-0.5531433,0.1731561
17,0.075991675,0.038249716,"('nasty', 'nice')",0.0759917,0.0382497,-0.037742
18,-0.28014657,-0.24002953,"('disagreeable', 'welcoming')",-0.2801466,-0.2400295,0.0401171
19,-0.26396033,-0.1827213,"('inhospitable', 'hospitable')",-0.2639603,-0.1827213,0.081239
20,0.76929456,0.6301134,"('rough', 'thoughtful')",0.7692946,0.6301134,-0.1391812
21,0.43860096,0.4404263,"('immoral', 'moral')",0.438601,0.4404263,0.0018253
22,0.3909718,0.31053865,"('untrustworthy', 'trustworthy')",0.3909718,0.3105386,-0.0804332
23,6.606078,6.65369,"('insincere', 'sincere')",6.6060781,6.6536899,0.0476118
24,1.9941669,1.9748014,"('dishonest', 'honest')",1.9941669,1.9748014,-0.0193655
25,0.100590296,0.13175231,"('egoistic', 'altruistic')",0.1005903,0.1317523,0.031162
26,0.06246218,0.033613853,"('hardhearted', 'benevolent')",0.0624622,0.0336139,-0.0288483
27,1.6928705,1.4961003,"('hardhearted', 'softhearted')",1.6928705,1.4961003,-0.1967702
28,1.1901969,1.1759036,"('disloyal', 'loyal')",1.1901969,1.1759036,-0.0142933
29,-0.10856551,-0.17632312,"('unfair', 'fair')",-0.1085655,-0.1763231,-0.0677576
30,1.3468747,1.298248,"('intolerant', 'tolerant')",1.3468747,1.2982481,-0.0486266
31,-1.4255626,-1.3143151,"('evil', 'good')",-1.4255626,-1.3143151,0.1112475
32,1.3077149,1.241638,"('unkind', 'kind')",1.3077149,1.2416379,-0.066077
33,-0.8921002,-0.7759269,"('wrong', 'right')",-0.8921002,-0.7759269,0.1161733
34,4.4132876,4.598794,"('mean', 'honorable')",4.4132876,4.598794,0.1855064
35,-1.2841812,-1.3015796,"('corrupt', 'incorrupt')",-1.2841812,-1.3015796,-0.0173984
36,-1.1995603,-1.1957666,"('hostile', 'amicable')",-1.1995603,-1.1957666,0.0037937
37,0.9462672,0.89373994,"('fake', 'genuine')",0.9462672,0.8937399,-0.0525273
38,-0.2275371,-0.19950941,"('untruthful', 'truthful')",-0.2275371,-0.1995094,0.0280277
39,0.046246603,0.03242271,"('exploitative', 'cooperative')",0.0462466,0.0324227,-0.0138239
40,-0.8699892,-1.0067532,"('stingy', 'generous')",-0.8699892,-1.0067532,-0.136764
41,0.19204387,0.06822445,"('unforgiving', 'forgiving')",0.1920439,0.0682245,-0.1238194
42,-1.5590664,-1.6862781,"('unreliable', 'reliable')",-1.5590664,-1.6862781,-0.1272117
43,1.6468698,1.5557598,"('irresponsible', 'responsible')",1.6468698,1.5557598,-0.09111
44,-1.3675152,-1.446463,"('prejudiced', 'unprejudiced')",-1.3675152,-1.446463,-0.0789478
45,0.73566514,0.5842617,"('incompetent', 'competent')",0.7356651,0.5842617,-0.1514034
46,-0.1882202,-0.29532114,"('uncompetitive', 'competitive')",-0.1882202,-0.2953211,-0.1071009
47,5.608129,5.743848,"('stupid', 'smart')",5.608129,5.7438478,0.1357188
48,1.0802432,1.0591327,"('unintelligent', 'intelligent')",1.0802432,1.0591327,-0.0211105
49,-0.18130198,-0.030076481,"('unable', 'able')",-0.181302,-0.0300765,0.1512255
50,0.07522486,0.13582407,"('clumsy', 'skillful')",0.0752249,0.1358241,0.0605992
51,0.92028713,0.8894928,"('uneducated', 'educated')",0.9202871,0.8894928,-0.0307943
52,-0.65839076,-0.6001293,"('irrational', 'rational')",-0.6583908,-0.6001293,0.0582615
53,0.42310908,0.44040096,"('uncreative', 'creative')",0.4231091,0.440401,0.0172919
54,1.116118,1.2860897,"('incapable', 'capable')",1.116118,1.2860897,0.1699717
55,1.3410492,1.2790954,"('incompetent', 'clever')",1.3410492,1.2790954,-0.0619538
56,0.7090121,0.67115974,"('impractical', 'practical')",0.7090121,0.6711597,-0.0378524
57,-2.1809928,-2.3096573,"('unimaginative', 'imaginative')",-2.1809928,-2.3096573,-0.1286645
58,0.014206238,-0.0682631,"('undiscriminating', 'discriminating')",0.0142062,-0.0682631,-0.0824693
59,-0.119489275,0.0089530125,"('foolish', 'wise')",-0.1194893,0.008953,0.1284423
60,0.9359778,0.8729488,"('inefficient', 'efficient')",0.9359778,0.8729488,-0.063029
61,0.49453542,0.33035836,"('illogical', 'logical')",0.4945354,0.3303584,-0.164177
62,1.7129081,1.6872553,"('incompetent', 'brilliant')",1.7129081,1.6872553,-0.0256528
63,1.1864518,1.1456391,"('unperceptive', 'insightful')",1.1864518,1.1456391,-0.0408127
64,-5.3167257,-5.3429446,"('shy', 'confident')",-5.3167257,-5.3429446,-0.0262189
65,1.4330074,1.2660933,"('insecure', 'secure')",1.4330074,1.2660933,-0.1669141
66,0.022393197,-0.010488514,"('inactive', 'active')",0.0223932,-0.0104885,-0.0328817
67,-0.84734297,-0.80793834,"('doubtful', 'determined')",-0.847343,-0.8079383,0.0394047
68,-0.2812467,-0.24588643,"('dependent', 'independent')",-0.2812467,-0.2458864,0.0353603
69,-2.0173674,-1.9317932,"('lazy', 'industrious')",-2.0173674,-1.9317932,0.0855742
70,2.0374303,1.8659852,"('lethargic', 'energetic')",2.0374303,1.8659852,-0.1714451
71,0.24883775,0.43622267,"('diffident', 'self-confident')",0.2488378,0.4362227,0.1873849
72,1.1585047,1.1800704,"('unambitious', 'ambitious')",1.1585047,1.1800704,0.0215657
73,-2.9775355,-2.8758104,"('helpless', 'self-reliant')",-2.9775355,-2.8758104,0.1017251
74,0.27607685,0.16674757,"('undedicated', 'dedicated')",0.2760769,0.1667476,-0.1093293
75,-0.86451083,-0.7689485,"('meek', 'impulsive')",-0.8645108,-0.7689485,0.0955623
76,1.3865824,1.2422566,"('anxious', 'daring')",1.3865824,1.2422566,-0.1443258
77,-0.8570447,-0.78534436,"('unmotivated', 'motivated')",-0.8570447,-0.7853444,0.0717003
78,-0.20366776,-0.24085766,"('nonresilient', 'resilient')",-0.2036678,-0.2408577,-0.0371899
79,-0.071757965,-0.057924848,"('wavering', 'unwavering')",-0.071758,-0.0579248,0.0138332
80,0.47663492,0.36630976,"('dominated', 'dominating')",0.4766349,0.3663098,-0.1103251
81,0.6459751,0.5495609,"('submissive', 'aggressive')",0.6459751,0.5495609,-0.0964142
82,6.2787175,6.491127,"('poor', 'rich')",6.2787175,6.491127,0.2124095
83,-0.48576862,-0.45854244,"('powerless', 'powerful')",-0.4857686,-0.4585424,0.0272262
84,-0.006833613,0.032517005,"('inferior', 'superior')",-0.0068336,0.032517,0.0393506
85,-1.637229,-1.5286491,"('insignificant', 'prestigious')",-1.637229,-1.5286491,0.1085799
86,0.7798936,0.73171633,"('uninfluential', 'influential')",0.7798936,0.7317163,-0.0481773
87,0.013800263,0.15173483,"('unsuccessful', 'successful')",0.0138003,0.1517348,0.1379345
88,-0.07155253,0.019516231,"('low', 'eminent')",-0.0715525,0.0195162,0.0910687
