,foot_male,foot_female,tuple,locker_male,locker_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3189745,0.25774992,"('unsociable', 'sociable')",1.9275267,1.869867,0.01491878,-0.19135967,0.7538067,0.6454191,-0.1083876
1,0.29481074,0.3958873,"('unfriendly', 'friendly')",-0.25370154,-0.27220982,2.1631327,2.0925524,0.7347473,0.7387433,0.003996
2,-0.62753403,-0.5607198,"('unlikable', 'likable')",0.24712235,0.29271358,0.59757113,0.71502334,0.0723865,0.1490057,0.0766192
3,-0.6380657,-0.44342294,"('repellent', 'pleasant')",0.46173787,0.6922566,0.09251686,0.19066723,-0.027937,0.1465003,0.1744373
4,0.797991,0.7724891,"('disliked', 'liked')",-0.5708611,-0.60437775,-6.4589,-6.407639,-2.0772567,-2.0798426,-0.0025859
5,0.5922638,0.68907857,"('distant', 'outgoing')",-1.0628551,-1.0682607,-0.05257313,0.034630522,-0.1743882,-0.1148505,0.0595377
6,-0.08687123,0.014153086,"('distant', 'open')",-1.2932569,-1.28143,0.333568,0.4044701,-0.3488534,-0.2876023,0.0612511
7,-0.07044573,-0.049884412,"('insensitive', 'sensitive')",1.0472877,1.2580614,0.7942582,0.7953159,0.5903667,0.6678309,0.0774642
8,-0.74383813,-0.68984413,"('unaffectionate', 'affectionate')",-1.1854239,-1.2086625,1.0838294,1.0535119,-0.2818108,-0.2816649,0.0001459
9,0.020722177,0.10061603,"('unaffectionate', 'caring')",-0.40252146,-0.35825163,1.6529467,1.7180629,0.4237158,0.4868091,0.0630933
10,-0.8516423,-0.7601434,"('unsympathetic', 'sympathetic')",0.76628745,0.84752077,-0.11204415,-0.11214702,-0.0657997,-0.0082565,0.0575432
11,-0.1787602,-0.08341089,"('unhelpful', 'helpful')",0.54410475,0.652487,2.3832507,2.4645467,0.9161984,1.0112076,0.0950092
12,0.61393464,0.77291864,"('unsupportive', 'supportive')",0.95775574,1.1220444,-1.5754021,-1.5289209,-0.0012373,0.122014,0.1232513
13,1.1391042,1.0746568,"('impolite', 'polite')",2.0381758,1.9898533,-0.055405594,-0.1504067,1.0406248,0.9713678,-0.069257
14,1.1534183,1.1083697,"('antisocial', 'social')",1.3843102,1.4141333,-0.39570907,-0.56384486,0.7140065,0.652886,-0.0611205
15,0.87030184,0.86330736,"('boring', 'funny')",-0.7720919,-0.8268099,0.5308304,0.46110347,0.2096801,0.165867,-0.0438131
16,-0.95360845,-0.79262215,"('unpopular', 'popular')",-1.13659,-0.9814847,0.527145,0.5733478,-0.5210178,-0.400253,0.1207648
17,0.44265407,0.5703374,"('nasty', 'nice')",-0.26185346,-0.11013111,-0.35633448,-0.32879138,-0.0585113,0.043805,0.1023163
18,-1.9155247,-1.855845,"('disagreeable', 'welcoming')",-0.99234456,-0.91877985,-0.39351007,-0.45989937,-1.1004598,-1.0781748,0.022285
