,anniversary_male,anniversary_female,tuple,average_male,average_female,female-male
0,-0.11948888,-0.07391645,"('unsociable', 'sociable')",-0.1194889,-0.0739165,0.0455724
1,1.5079381,1.1634512,"('unfriendly', 'friendly')",1.5079381,1.1634512,-0.3444869
2,-0.066903085,-0.04539098,"('unlikable', 'likable')",-0.0669031,-0.045391,0.0215121
3,0.2914551,0.30325902,"('repellent', 'pleasant')",0.2914551,0.303259,0.0118039
4,-7.4901156,-7.622203,"('disliked', 'liked')",-7.4901156,-7.6222029,-0.1320873
5,-0.2928216,-0.5897111,"('distant', 'outgoing')",-0.2928216,-0.5897111,-0.2968895
6,0.12562162,-0.20114242,"('distant', 'open')",0.1256216,-0.2011424,-0.326764
7,0.7196236,0.82390684,"('insensitive', 'sensitive')",0.7196236,0.8239068,0.1042832
8,1.6045367,1.4018464,"('unaffectionate', 'affectionate')",1.6045367,1.4018464,-0.2026903
9,1.8018663,1.7975512,"('unaffectionate', 'caring')",1.8018663,1.7975512,-0.0043151
10,0.6122887,0.7502046,"('unsympathetic', 'sympathetic')",0.6122887,0.7502046,0.1379159
11,1.3324888,1.461384,"('unhelpful', 'helpful')",1.3324888,1.4613841,0.1288953
12,-1.4401261,-1.4312781,"('unsupportive', 'supportive')",-1.4401261,-1.4312781,0.008848
13,-0.27903306,-0.16396433,"('impolite', 'polite')",-0.2790331,-0.1639643,0.1150688
14,-0.24043581,-0.13195802,"('antisocial', 'social')",-0.2404358,-0.131958,0.1084778
15,0.36843207,0.27061227,"('boring', 'funny')",0.3684321,0.2706123,-0.0978198
16,-0.52886236,-0.613533,"('unpopular', 'popular')",-0.5288624,-0.613533,-0.0846706
17,-0.3403593,-0.27563897,"('nasty', 'nice')",-0.3403593,-0.275639,0.0647203
18,-0.08097591,-0.24874973,"('disagreeable', 'welcoming')",-0.0809759,-0.2487497,-0.1677738
19,-0.06004107,-0.10887623,"('inhospitable', 'hospitable')",-0.0600411,-0.1088762,-0.0488351
20,1.0021313,1.0161594,"('rough', 'thoughtful')",1.0021313,1.0161594,0.0140281
21,-0.6048583,-0.39883628,"('immoral', 'moral')",-0.6048583,-0.3988363,0.206022
22,-0.9904901,-1.0166858,"('untrustworthy', 'trustworthy')",-0.9904901,-1.0166858,-0.0261957
23,6.6029882,6.6596313,"('insincere', 'sincere')",6.6029882,6.6596313,0.0566431
24,1.4829301,1.3170472,"('dishonest', 'honest')",1.4829301,1.3170472,-0.1658829
25,0.8516145,0.6717242,"('egoistic', 'altruistic')",0.8516145,0.6717242,-0.1798903
26,0.96971834,0.96906346,"('hardhearted', 'benevolent')",0.9697183,0.9690635,-0.0006548
27,1.7930763,1.5297582,"('hardhearted', 'softhearted')",1.7930763,1.5297582,-0.2633181
28,1.2347542,1.2318559,"('disloyal', 'loyal')",1.2347542,1.2318559,-0.0028983
29,-0.7943667,-1.011187,"('unfair', 'fair')",-0.7943667,-1.011187,-0.2168203
30,0.91533726,1.00963,"('intolerant', 'tolerant')",0.9153373,1.00963,0.0942927
31,-1.388726,-1.5894963,"('evil', 'good')",-1.388726,-1.5894963,-0.2007703
32,0.8255186,0.76983196,"('unkind', 'kind')",0.8255186,0.769832,-0.0556866
33,-0.31148145,-0.43654898,"('wrong', 'right')",-0.3114814,-0.436549,-0.1250676
34,5.1076713,5.2440066,"('mean', 'honorable')",5.1076713,5.2440066,0.1363353
35,-0.10185923,-0.31416506,"('corrupt', 'incorrupt')",-0.1018592,-0.3141651,-0.2123059
36,-0.28065312,-0.4232767,"('hostile', 'amicable')",-0.2806531,-0.4232767,-0.1426236
37,0.9128098,0.8729696,"('fake', 'genuine')",0.9128098,0.8729696,-0.0398402
38,-0.18776913,-0.19105436,"('untruthful', 'truthful')",-0.1877691,-0.1910544,-0.0032853
39,0.55656534,0.6677773,"('exploitative', 'cooperative')",0.5565653,0.6677773,0.111212
40,-1.4869062,-1.7923207,"('stingy', 'generous')",-1.4869062,-1.7923207,-0.3054145
41,-0.052941892,-0.08150971,"('unforgiving', 'forgiving')",-0.0529419,-0.0815097,-0.0285678
42,-2.7099462,-2.780345,"('unreliable', 'reliable')",-2.7099462,-2.780345,-0.0703988
43,0.9643304,1.0033449,"('irresponsible', 'responsible')",0.9643304,1.0033449,0.0390145
44,-1.2392474,-1.2372756,"('prejudiced', 'unprejudiced')",-1.2392474,-1.2372756,0.0019718
45,-0.2505774,-0.19673395,"('incompetent', 'competent')",-0.2505774,-0.196734,0.0538434
46,-0.9949584,-0.9748204,"('uncompetitive', 'competitive')",-0.9949584,-0.9748204,0.020138
47,5.0318832,5.1049876,"('stupid', 'smart')",5.0318832,5.1049876,0.0731044
48,0.8362713,0.8334625,"('unintelligent', 'intelligent')",0.8362713,0.8334625,-0.0028088
49,0.58701545,0.6404609,"('unable', 'able')",0.5870155,0.6404609,0.0534454
50,-0.20404465,-0.32863104,"('clumsy', 'skillful')",-0.2040447,-0.328631,-0.1245863
51,0.5648463,0.5688286,"('uneducated', 'educated')",0.5648463,0.5688286,0.0039823
52,-0.5542431,-0.8060966,"('irrational', 'rational')",-0.5542431,-0.8060966,-0.2518535
53,0.022625959,-0.11645051,"('uncreative', 'creative')",0.022626,-0.1164505,-0.1390765
54,1.3860676,1.4166018,"('incapable', 'capable')",1.3860676,1.4166018,0.0305342
55,0.77021885,0.8779001,"('incompetent', 'clever')",0.7702188,0.8779001,0.1076813
56,0.67403054,0.8434897,"('impractical', 'practical')",0.6740305,0.8434897,0.1694592
57,-3.0430217,-3.0479927,"('unimaginative', 'imaginative')",-3.0430217,-3.0479927,-0.004971
58,0.17578432,0.052233923,"('undiscriminating', 'discriminating')",0.1757843,0.0522339,-0.1235504
59,-0.031939887,-0.15976176,"('foolish', 'wise')",-0.0319399,-0.1597618,-0.1278219
60,0.33500162,0.5980259,"('inefficient', 'efficient')",0.3350016,0.5980259,0.2630243
61,0.19538678,0.008100856,"('illogical', 'logical')",0.1953868,0.0081009,-0.1872859
62,0.25673962,0.46602345,"('incompetent', 'brilliant')",0.2567396,0.4660234,0.2092838
63,0.16061577,0.27039766,"('unperceptive', 'insightful')",0.1606158,0.2703977,0.1097819
64,-6.8327193,-6.7579746,"('shy', 'confident')",-6.8327193,-6.7579746,0.0747447
65,-0.10608548,0.07384068,"('insecure', 'secure')",-0.1060855,0.0738407,0.1799262
66,-0.01213479,-0.12585606,"('inactive', 'active')",-0.0121348,-0.1258561,-0.1137213
67,0.039109983,0.16698366,"('doubtful', 'determined')",0.03911,0.1669837,0.1278737
68,-0.26090795,-0.35868597,"('dependent', 'independent')",-0.2609079,-0.358686,-0.0977781
69,-1.9893101,-2.0331988,"('lazy', 'industrious')",-1.9893101,-2.0331988,-0.0438887
70,0.82864404,0.8888222,"('lethargic', 'energetic')",0.828644,0.8888222,0.0601782
71,0.7482133,0.6753886,"('diffident', 'self-confident')",0.7482133,0.6753886,-0.0728247
72,0.7720505,0.8187178,"('unambitious', 'ambitious')",0.7720505,0.8187178,0.0466673
73,-2.8942347,-2.9544191,"('helpless', 'self-reliant')",-2.8942347,-2.9544191,-0.0601844
74,0.6981377,0.63996065,"('undedicated', 'dedicated')",0.6981377,0.6399606,-0.0581771
75,-0.7770272,-0.75177646,"('meek', 'impulsive')",-0.7770272,-0.7517765,0.0252507
76,0.884159,0.8741388,"('anxious', 'daring')",0.884159,0.8741388,-0.0100202
77,-1.2986721,-0.97719127,"('unmotivated', 'motivated')",-1.2986721,-0.9771913,0.3214808
78,-0.5229589,-0.48729238,"('nonresilient', 'resilient')",-0.5229589,-0.4872924,0.0356665
79,0.14990781,0.10485038,"('wavering', 'unwavering')",0.1499078,0.1048504,-0.0450574
80,-0.34033403,-0.23066519,"('dominated', 'dominating')",-0.340334,-0.2306652,0.1096688
81,-0.3166889,-0.050414518,"('submissive', 'aggressive')",-0.3166889,-0.0504145,0.2662744
82,6.2140956,6.15548,"('poor', 'rich')",6.2140956,6.1554799,-0.0586157
83,-0.079837784,-0.0005839616,"('powerless', 'powerful')",-0.0798378,-0.000584,0.0792538
84,0.9949823,0.9518824,"('inferior', 'superior')",0.9949823,0.9518824,-0.0430999
85,0.33603486,0.07688995,"('insignificant', 'prestigious')",0.3360349,0.0768899,-0.259145
86,0.4495986,0.46129665,"('uninfluential', 'influential')",0.4495986,0.4612966,0.011698
87,-0.20217855,-0.119413376,"('unsuccessful', 'successful')",-0.2021786,-0.1194134,0.0827652
88,0.9472136,0.9616707,"('low', 'eminent')",0.9472136,0.9616707,0.0144571
