,prairie_male,prairie_female,tuple,average_male,average_female,female-male
0,0.33185133,0.3441163,"('unsociable', 'sociable')",0.3318513,0.3441163,0.012265
1,1.2004993,1.1487179,"('unfriendly', 'friendly')",1.2004993,1.1487179,-0.0517814
2,0.5187922,0.63452584,"('unlikable', 'likable')",0.5187922,0.6345258,0.1157336
3,0.80608165,0.9642599,"('repellent', 'pleasant')",0.8060817,0.9642599,0.1581782
4,-7.260771,-7.222499,"('disliked', 'liked')",-7.2607708,-7.2224989,0.0382719
5,-0.47110894,-0.4448911,"('distant', 'outgoing')",-0.4711089,-0.4448911,0.0262178
6,-0.19945887,-0.22439569,"('distant', 'open')",-0.1994589,-0.2243957,-0.0249368
7,1.4638559,1.5392387,"('insensitive', 'sensitive')",1.4638559,1.5392387,0.0753828
8,1.0236567,0.91820323,"('unaffectionate', 'affectionate')",1.0236567,0.9182032,-0.1054535
9,1.3776131,1.4165266,"('unaffectionate', 'caring')",1.3776131,1.4165266,0.0389135
10,1.6757523,1.7436473,"('unsympathetic', 'sympathetic')",1.6757523,1.7436473,0.067895
11,2.376631,2.420561,"('unhelpful', 'helpful')",2.376631,2.4205611,0.0439301
12,-0.7823311,-0.72346836,"('unsupportive', 'supportive')",-0.7823311,-0.7234684,0.0588627
13,0.51711273,0.49634114,"('impolite', 'polite')",0.5171127,0.4963411,-0.0207716
14,0.25975794,0.3078754,"('antisocial', 'social')",0.2597579,0.3078754,0.0481175
15,0.2231338,0.19708396,"('boring', 'funny')",0.2231338,0.197084,-0.0260498
16,-0.67763144,-0.572091,"('unpopular', 'popular')",-0.6776314,-0.572091,0.1055404
17,-0.16718803,-0.13998544,"('nasty', 'nice')",-0.167188,-0.1399854,0.0272026
18,-0.14577767,-0.1830732,"('disagreeable', 'welcoming')",-0.1457777,-0.1830732,-0.0372955
19,-0.3239971,-0.3281542,"('inhospitable', 'hospitable')",-0.3239971,-0.3281542,-0.0041571
20,0.73858446,0.60769635,"('rough', 'thoughtful')",0.7385845,0.6076964,-0.1308881
21,0.29867285,0.45037448,"('immoral', 'moral')",0.2986729,0.4503745,0.1517016
22,0.17231253,0.21168669,"('untrustworthy', 'trustworthy')",0.1723125,0.2116867,0.0393742
23,6.796375,6.885276,"('insincere', 'sincere')",6.7963748,6.8852758,0.088901
24,2.1113307,2.13336,"('dishonest', 'honest')",2.1113307,2.1333599,0.0220292
25,0.23710582,0.19548637,"('egoistic', 'altruistic')",0.2371058,0.1954864,-0.0416194
26,0.16829966,0.023282848,"('hardhearted', 'benevolent')",0.1682997,0.0232828,-0.1450169
27,1.4674833,1.3304467,"('hardhearted', 'softhearted')",1.4674833,1.3304467,-0.1370366
28,1.2268503,1.2224206,"('disloyal', 'loyal')",1.2268503,1.2224206,-0.0044297
29,-0.19354254,-0.31936365,"('unfair', 'fair')",-0.1935425,-0.3193637,-0.1258212
30,1.3920401,1.3300847,"('intolerant', 'tolerant')",1.3920401,1.3300847,-0.0619554
31,-1.6773126,-1.7345682,"('evil', 'good')",-1.6773126,-1.7345682,-0.0572556
32,1.3013406,1.2406441,"('unkind', 'kind')",1.3013406,1.2406441,-0.0606965
33,-0.78832436,-0.74161386,"('wrong', 'right')",-0.7883244,-0.7416139,0.0467105
34,4.562216,4.742155,"('mean', 'honorable')",4.5622158,4.7421551,0.1799393
35,-1.3468075,-1.4977387,"('corrupt', 'incorrupt')",-1.3468075,-1.4977387,-0.1509312
36,-1.1668875,-1.2658982,"('hostile', 'amicable')",-1.1668875,-1.2658982,-0.0990107
37,0.8226202,0.7891875,"('fake', 'genuine')",0.8226202,0.7891875,-0.0334327
38,0.26009968,0.27214643,"('untruthful', 'truthful')",0.2600997,0.2721464,0.0120467
39,0.31363562,0.27880642,"('exploitative', 'cooperative')",0.3136356,0.2788064,-0.0348292
40,-1.0310222,-1.0327547,"('stingy', 'generous')",-1.0310222,-1.0327547,-0.0017325
41,0.12775744,0.08798293,"('unforgiving', 'forgiving')",0.1277574,0.0879829,-0.0397745
42,-1.2746469,-1.2617117,"('unreliable', 'reliable')",-1.2746469,-1.2617117,0.0129352
43,1.8407569,1.8293848,"('irresponsible', 'responsible')",1.8407569,1.8293848,-0.0113721
44,-1.0737821,-1.2680106,"('prejudiced', 'unprejudiced')",-1.0737821,-1.2680106,-0.1942285
45,0.43147355,0.5086998,"('incompetent', 'competent')",0.4314736,0.5086998,0.0772262
46,0.08251201,0.14080048,"('uncompetitive', 'competitive')",0.082512,0.1408005,0.0582885
47,5.333935,5.5787797,"('stupid', 'smart')",5.3339348,5.5787797,0.2448449
48,0.9979572,0.97502804,"('unintelligent', 'intelligent')",0.9979572,0.975028,-0.0229292
49,0.01340498,0.15084662,"('unable', 'able')",0.013405,0.1508466,0.1374416
50,0.059694953,0.14144053,"('clumsy', 'skillful')",0.059695,0.1414405,0.0817455
51,0.99756587,1.0489372,"('uneducated', 'educated')",0.9975659,1.0489372,0.0513713
52,-0.47183824,-0.55132407,"('irrational', 'rational')",-0.4718382,-0.5513241,-0.0794859
53,0.29102236,0.30486426,"('uncreative', 'creative')",0.2910224,0.3048643,0.0138419
54,1.0768253,1.204113,"('incapable', 'capable')",1.0768253,1.204113,0.1272877
55,1.2122182,1.2482061,"('incompetent', 'clever')",1.2122182,1.2482061,0.0359879
56,0.8986504,0.99178946,"('impractical', 'practical')",0.8986504,0.9917895,0.0931391
57,-2.2620773,-2.1502786,"('unimaginative', 'imaginative')",-2.2620773,-2.1502786,0.1117987
58,-0.1487833,-0.11479546,"('undiscriminating', 'discriminating')",-0.1487833,-0.1147955,0.0339878
59,0.18968087,0.2578469,"('foolish', 'wise')",0.1896809,0.2578469,0.068166
60,0.95666605,1.024672,"('inefficient', 'efficient')",0.9566661,1.024672,0.0680059
61,0.5096443,0.39332956,"('illogical', 'logical')",0.5096443,0.3933296,-0.1163147
62,1.6657429,1.821497,"('incompetent', 'brilliant')",1.6657429,1.821497,0.1557541
63,1.1696155,1.31203,"('unperceptive', 'insightful')",1.1696155,1.31203,0.1424145
64,-4.982048,-4.916245,"('shy', 'confident')",-4.982048,-4.916245,0.065803
65,1.6163311,1.6317421,"('insecure', 'secure')",1.6163311,1.6317421,0.015411
66,-0.04907982,-0.06127446,"('inactive', 'active')",-0.0490798,-0.0612745,-0.0121947
67,-0.7992911,-0.7868601,"('doubtful', 'determined')",-0.7992911,-0.7868601,0.012431
68,-0.22156367,-0.14812075,"('dependent', 'independent')",-0.2215637,-0.1481207,0.073443
69,-1.8048902,-1.8018688,"('lazy', 'industrious')",-1.8048902,-1.8018688,0.0030214
70,1.854516,1.9453552,"('lethargic', 'energetic')",1.854516,1.9453552,0.0908392
71,0.49903595,0.57733387,"('diffident', 'self-confident')",0.499036,0.5773339,0.0782979
72,1.1378328,1.2478315,"('unambitious', 'ambitious')",1.1378328,1.2478315,0.1099987
73,-3.003668,-2.9338932,"('helpless', 'self-reliant')",-3.0036681,-2.9338932,0.0697749
74,0.28691167,0.23014998,"('undedicated', 'dedicated')",0.2869117,0.23015,-0.0567617
75,-0.98124874,-0.8692129,"('meek', 'impulsive')",-0.9812487,-0.8692129,0.1120358
76,1.1903244,1.1589094,"('anxious', 'daring')",1.1903244,1.1589094,-0.031415
77,-0.955818,-0.876527,"('unmotivated', 'motivated')",-0.955818,-0.876527,0.079291
78,-0.23976885,-0.25533482,"('nonresilient', 'resilient')",-0.2397688,-0.2553348,-0.015566
79,-0.13436192,-0.13748461,"('wavering', 'unwavering')",-0.1343619,-0.1374846,-0.0031227
80,0.30643773,0.30443156,"('dominated', 'dominating')",0.3064377,0.3044316,-0.0020061
81,0.50978315,0.65667355,"('submissive', 'aggressive')",0.5097831,0.6566736,0.1468905
82,6.18723,6.4567423,"('poor', 'rich')",6.1872301,6.4567423,0.2695122
83,-0.21752976,-0.22786918,"('powerless', 'powerful')",-0.2175298,-0.2278692,-0.0103394
84,0.15567127,0.15795563,"('inferior', 'superior')",0.1556713,0.1579556,0.0022843
85,-1.4283781,-1.5261927,"('insignificant', 'prestigious')",-1.4283781,-1.5261927,-0.0978146
86,0.5869502,0.67392045,"('uninfluential', 'influential')",0.5869502,0.6739205,0.0869703
87,0.037124805,0.26011094,"('unsuccessful', 'successful')",0.0371248,0.2601109,0.2229861
88,-0.19384563,-0.101198174,"('low', 'eminent')",-0.1938456,-0.1011982,0.0926474
