,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.53610426,-0.44348842,"('unsociable', 'sociable')",-0.09857417,-0.23322895,-0.3173392,-0.3383587,-0.0210195
1,-1.284079,-1.3173289,"('unfriendly', 'friendly')",0.8595355,0.672014,-0.2122717,-0.3226575,-0.1103858
2,1.5406935,1.588558,"('unlikable', 'likable')",0.81922144,0.84846133,1.1799575,1.2185097,0.0385522
3,-0.38039294,-0.14056697,"('repellent', 'pleasant')",1.2790834,1.3356518,0.4493452,0.5975424,0.1481972
4,-0.12327668,-0.2155958,"('disliked', 'liked')",-6.9901943,-7.041061,-3.5567355,-3.6283283,-0.0715928
5,-0.80059516,-0.9028045,"('distant', 'outgoing')",-0.8846981,-0.9598923,-0.8426466,-0.9313484,-0.0887018
6,-0.82719225,-0.9054953,"('distant', 'open')",-0.75662535,-0.84694636,-0.7919088,-0.8762208,-0.084312
7,-0.66071767,-0.44909775,"('insensitive', 'sensitive')",0.1031373,0.16460054,-0.2787902,-0.1422486,0.1365416
8,-0.51735955,-0.6883126,"('unaffectionate', 'affectionate')",0.28299624,0.18976262,-0.1171817,-0.249275,-0.1320933
9,-0.65311486,-0.6869382,"('unaffectionate', 'caring')",0.5817479,0.53535485,-0.0356835,-0.0757917,-0.0401082
10,-1.1057117,-0.9008188,"('unsympathetic', 'sympathetic')",-0.4024713,-0.42595214,-0.7540915,-0.6633855,0.090706
11,-0.22545049,-0.17154185,"('unhelpful', 'helpful')",1.4221332,1.4935794,0.5983413,0.6610188,0.0626775
12,-0.36960426,-0.256744,"('unsupportive', 'supportive')",-2.179873,-2.1955013,-1.2747387,-1.2261226,0.0486161
13,-0.6559699,-0.5612402,"('impolite', 'polite')",-0.8186896,-0.75937575,-0.7373297,-0.660308,0.0770217
14,0.41216832,0.582863,"('antisocial', 'social')",0.42774615,0.34597552,0.4199572,0.4644192,0.044462
15,0.4797675,0.25579035,"('boring', 'funny')",-0.077846915,-0.08950873,0.2009603,0.0831408,-0.1178195
16,0.089392886,0.054564953,"('unpopular', 'popular')",0.4590075,0.34902564,0.2742002,0.2017953,-0.0724049
17,-0.21373786,-0.11497334,"('nasty', 'nice')",-0.6623473,-0.6189001,-0.4380426,-0.3669367,0.0711059
18,-0.095353484,0.037477124,"('disagreeable', 'welcoming')",-0.62450016,-0.71045035,-0.3599268,-0.3364866,0.0234402
19,-1.2372496,-1.2921289,"('inhospitable', 'hospitable')",-1.04247,-0.9887392,-1.1398598,-1.140434,-0.0005742
20,0.40982783,0.52120304,"('rough', 'thoughtful')",0.9492949,0.90492576,0.6795614,0.7130644,0.033503
21,0.03794446,0.15685411,"('immoral', 'moral')",0.076431796,0.13036805,0.0571881,0.1436111,0.086423
22,-0.11462562,0.03715343,"('untrustworthy', 'trustworthy')",-0.7827816,-0.8773151,-0.4487036,-0.4200808,0.0286228
23,-0.91523933,-0.7617363,"('insincere', 'sincere')",5.3905325,5.31045,2.2376466,2.2743568,0.0367102
24,-0.32621166,-0.3002344,"('dishonest', 'honest')",0.5797623,0.5748532,0.1267753,0.1373094,0.0105341
25,-0.1361308,-0.2965951,"('egoistic', 'altruistic')",1.0397666,0.94121903,0.4518179,0.322312,-0.1295059
26,0.6128496,0.46622625,"('hardhearted', 'benevolent')",1.466429,1.341669,1.0396392,0.9039476,-0.1356916
27,-0.1292989,-0.14442123,"('hardhearted', 'softhearted')",1.0779688,0.9939208,0.474335,0.4247498,-0.0495852
28,-0.28905606,-0.42417988,"('disloyal', 'loyal')",0.9243039,0.82263845,0.3176239,0.1992293,-0.1183946
29,-0.022435136,-0.10599629,"('unfair', 'fair')",-0.16732714,-0.32974744,-0.0948811,-0.2178719,-0.1229908
30,0.25721493,0.4370882,"('intolerant', 'tolerant')",1.008262,1.0148152,0.6327385,0.7259517,0.0932132
31,-0.94710773,-0.9170888,"('evil', 'good')",-1.057817,-1.1794176,-1.0024624,-1.0482532,-0.0457908
32,0.07858365,0.04647934,"('unkind', 'kind')",0.5328163,0.33510387,0.3057,0.1907916,-0.1149084
33,0.16166355,0.056789666,"('wrong', 'right')",-0.90852976,-0.9424003,-0.3734331,-0.4428053,-0.0693722
34,-0.20591618,-0.04560066,"('mean', 'honorable')",5.1892295,5.3428454,2.4916565,2.6486223,0.1569658
35,-0.5812475,-0.86223406,"('corrupt', 'incorrupt')",-0.6326567,-0.6720011,-0.6069521,-0.7671176,-0.1601655
36,-0.46814203,-0.63176847,"('hostile', 'amicable')",-0.45451394,-0.6287512,-0.461328,-0.6302599,-0.1689319
37,-0.20098732,-0.15716411,"('fake', 'genuine')",-0.10898036,-0.10392555,-0.1549838,-0.1305448,0.024439
38,-0.70568466,-0.63391167,"('untruthful', 'truthful')",-0.4176237,-0.33601007,-0.5616542,-0.4849609,0.0766933
39,0.9773411,1.0814918,"('exploitative', 'cooperative')",0.24142377,0.31973124,0.6093825,0.7006115,0.091229
40,0.15632173,0.21076263,"('stingy', 'generous')",-2.022062,-2.1692805,-0.9328701,-0.979259,-0.0463889
41,-0.32865918,-0.18047628,"('unforgiving', 'forgiving')",0.07941257,-0.0424629,-0.1246233,-0.1114696,0.0131537
42,0.9443565,1.0962101,"('unreliable', 'reliable')",-3.0498757,-3.0189066,-1.0527596,-0.9613482,0.0914114
43,-0.16128856,0.02845186,"('irresponsible', 'responsible')",0.5018248,0.517274,0.1702681,0.2728629,0.1025948
44,0.16210176,0.16179751,"('prejudiced', 'unprejudiced')",-1.407992,-1.4658276,-0.6229451,-0.652015,-0.0290699
45,-0.7289832,-0.46203956,"('incompetent', 'competent')",0.21967526,0.13544357,-0.254654,-0.163298,0.091356
46,-0.5178565,-0.32607198,"('uncompetitive', 'competitive')",-0.6830465,-0.6233898,-0.6004515,-0.4747309,0.1257206
47,0.00033351686,0.09484032,"('stupid', 'smart')",5.373679,5.393829,2.6870062,2.7443347,0.0573285
48,0.030016486,0.12200676,"('unintelligent', 'intelligent')",0.8053299,0.82287675,0.4176732,0.4724418,0.0547686
49,-0.009351123,0.12792614,"('unable', 'able')",-0.4464196,-0.38685697,-0.2278854,-0.1294654,0.09842
50,0.13647106,0.11314522,"('clumsy', 'skillful')",-0.43717745,-0.52157736,-0.1503532,-0.2042161,-0.0538629
51,-0.5556283,-0.56330144,"('uneducated', 'educated')",-0.110537134,-0.14825162,-0.3330827,-0.3557765,-0.0226938
52,0.690826,0.38124812,"('irrational', 'rational')",-0.06454013,-0.22307391,0.3131429,0.0790871,-0.2340558
53,-1.13305,-1.1170058,"('uncreative', 'creative')",0.3381022,0.23515293,-0.3974739,-0.4409264,-0.0434525
54,-0.37123027,-0.45169616,"('incapable', 'capable')",0.42101705,0.47073618,0.0248934,0.00952,-0.0153734
55,-0.0020299722,0.29448402,"('incompetent', 'clever')",0.6922666,0.70422804,0.3451183,0.499356,0.1542377
56,0.04117778,0.12372135,"('impractical', 'practical')",-0.08625792,-0.074825406,-0.0225401,0.024448,0.0469881
57,-0.9000454,-0.8509175,"('unimaginative', 'imaginative')",-3.0368133,-3.0429895,-1.9684293,-1.9469535,0.0214758
58,0.5383679,0.63555956,"('undiscriminating', 'discriminating')",0.43044037,0.36943108,0.4844041,0.5024953,0.0180912
59,0.6229491,0.47416186,"('foolish', 'wise')",-0.12099232,-0.12662826,0.2509784,0.1737668,-0.0772116
60,0.40482944,0.75800234,"('inefficient', 'efficient')",0.17702626,0.33360812,0.2909279,0.5458052,0.2548773
61,0.17729257,0.07912608,"('illogical', 'logical')",0.6914144,0.5411486,0.4343535,0.3101373,-0.1242162
62,0.875279,1.1414781,"('incompetent', 'brilliant')",0.5614374,0.7065711,0.7183582,0.9240246,0.2056664
63,-0.55399954,-0.35243055,"('unperceptive', 'insightful')",0.31423494,0.3605661,-0.1198823,0.0040678,0.1239501
64,-0.1519115,-0.103749394,"('shy', 'confident')",-6.0348544,-6.036615,-3.0933828,-3.0701821,0.0232007
65,0.47798663,0.52460253,"('insecure', 'secure')",0.038929656,0.06880836,0.2584581,0.2967055,0.0382474
66,-0.25139987,-0.3625515,"('inactive', 'active')",-0.074778676,-0.050611287,-0.1630893,-0.2065814,-0.0434921
67,0.42689502,0.37852454,"('doubtful', 'determined')",-0.30796438,-0.31352517,0.0594653,0.0324997,-0.0269656
68,-0.23320639,-0.25340104,"('dependent', 'independent')",-0.6578414,-0.63983876,-0.4455239,-0.4466199,-0.001096
69,0.4527901,0.3246875,"('lazy', 'industrious')",-0.89061916,-0.8850416,-0.2189145,-0.2801771,-0.0612626
70,-0.13907097,0.0783509,"('lethargic', 'energetic')",0.19030006,0.22467482,0.0256145,0.1515129,0.1258984
71,-0.22701369,-0.24616607,"('diffident', 'self-confident')",0.0114395,-0.04728642,-0.1077871,-0.1467263,-0.0389392
72,0.6133038,0.5803553,"('unambitious', 'ambitious')",-0.38702044,-0.4001205,0.1131417,0.0901174,-0.0230243
73,0.8354973,0.71932745,"('helpless', 'self-reliant')",-3.3206418,-3.2569098,-1.2425722,-1.2687912,-0.026219
74,0.22461486,0.30618897,"('undedicated', 'dedicated')",-0.22864549,-0.2990469,-0.0020153,0.003571,0.0055863
75,0.44588715,0.3778417,"('meek', 'impulsive')",-0.7946716,-0.7491705,-0.1743922,-0.1856644,-0.0112722
76,0.631496,0.87382007,"('anxious', 'daring')",-0.106618345,0.010247521,0.2624388,0.4420338,0.179595
77,-0.45561346,-0.3087437,"('unmotivated', 'motivated')",-1.01327,-0.8796997,-0.7344418,-0.5942217,0.1402201
78,-0.9456119,-0.8983753,"('nonresilient', 'resilient')",-0.3499594,-0.35877693,-0.6477857,-0.6285761,0.0192096
79,-0.9684334,-1.0854739,"('wavering', 'unwavering')",-0.93694544,-0.9266657,-0.9526894,-1.0060698,-0.0533804
80,-0.0120305605,-0.03974575,"('dominated', 'dominating')",-0.7711543,-0.6311683,-0.3915924,-0.335457,0.0561354
81,0.044628497,0.09278071,"('submissive', 'aggressive')",-0.5371028,-0.3541928,-0.2462372,-0.130706,0.1155312
82,-0.51525056,-0.46266776,"('poor', 'rich')",6.0630665,5.9712973,2.7739079,2.7543147,-0.0195932
83,0.45579952,0.42923322,"('powerless', 'powerful')",-0.8572212,-0.85700583,-0.2007108,-0.2138863,-0.0131755
84,0.87839645,0.6240125,"('inferior', 'superior')",0.7780523,0.80620784,0.8282244,0.7151102,-0.1131142
85,0.7591855,0.6005454,"('insignificant', 'prestigious')",-0.31530124,-0.38893047,0.2219421,0.1058075,-0.1161346
86,-1.12388,-1.0948415,"('uninfluential', 'influential')",-0.3577368,-0.4429941,-0.7408084,-0.7689178,-0.0281094
87,0.2147424,0.060621608,"('unsuccessful', 'successful')",0.6824831,0.754971,0.4486127,0.4077963,-0.0408164
88,-0.044224225,-0.14610654,"('low', 'eminent')",-0.48113987,-0.56131613,-0.2626821,-0.3537113,-0.0910292
