,urban_male,urban_female,tuple,outfitters_male,outfitters_female,inc_male,inc_female,average_male,average_female,female-male
0,0.04661203,-0.05830794,"('unsociable', 'sociable')",0.4629543,0.36266267,-0.4431545,-0.5586843,0.0221373,-0.0847765,-0.1069138
1,-0.03554073,-0.04221306,"('unfriendly', 'friendly')",-0.40209523,-0.34617552,2.1089964,1.8924582,0.5571202,0.5013565,-0.0557637
2,0.6456608,0.79261583,"('unlikable', 'likable')",0.5383516,0.6794987,0.6501965,0.76622045,0.611403,0.7461117,0.1347087
3,-0.6995037,-0.6062946,"('repellent', 'pleasant')",-0.34102803,-0.17370369,0.038812384,0.17161633,-0.3339065,-0.202794,0.1311125
4,-0.6471089,-0.72766286,"('disliked', 'liked')",-0.20211236,-0.18369627,-6.3148904,-6.3075404,-2.3880372,-2.4062999,-0.0182627
5,0.45114127,0.52169293,"('distant', 'outgoing')",0.22424379,0.2742478,0.43357944,0.3323104,0.3696548,0.3760837,0.0064289
6,0.1575446,0.21357657,"('distant', 'open')",-0.46983206,-0.3803478,1.0068736,0.88280374,0.2315287,0.2386775,0.0071488
7,0.22636636,0.33501697,"('insensitive', 'sensitive')",0.7413948,0.9011614,0.6645329,0.66987807,0.544098,0.6353521,0.0912541
8,-0.18247133,-0.15817417,"('unaffectionate', 'affectionate')",-0.8219789,-0.7108787,0.8689523,0.7115991,-0.045166,-0.0524846,-0.0073186
9,0.99859995,1.0390288,"('unaffectionate', 'caring')",0.28654635,0.3982256,1.5996827,1.561438,0.9616097,0.9995642,0.0379545
10,-0.46724167,-0.47246203,"('unsympathetic', 'sympathetic')",0.01141092,0.102151714,-0.52078724,-0.49083742,-0.3255393,-0.2870493,0.03849
11,0.6769029,0.73370486,"('unhelpful', 'helpful')",0.06162837,0.0916131,1.9485745,2.0285804,0.8957019,0.9512995,0.0555976
12,1.4636607,1.5777376,"('unsupportive', 'supportive')",0.86147124,1.0476894,-1.7220548,-1.6728188,0.2010257,0.3175361,0.1165104
13,0.2845117,0.17961982,"('impolite', 'polite')",0.013603521,-0.10343991,-0.20423666,-0.27699274,0.0312928,-0.0669376,-0.0982304
14,0.51177156,0.48641962,"('antisocial', 'social')",0.32307175,0.3573321,-0.86263555,-0.7999911,-0.0092641,0.0145869,0.023851
15,0.3564551,0.2898795,"('boring', 'funny')",0.21696389,0.21421444,0.8160801,0.77599096,0.4631664,0.4266949,-0.0364715
16,-0.8788671,-0.83694524,"('unpopular', 'popular')",-0.10122487,0.0019580964,0.67018896,0.7683186,-0.103301,-0.0222229,0.0810781
17,-0.36145717,-0.27820015,"('nasty', 'nice')",-0.20153856,0.0033316333,-0.19676663,-0.13702545,-0.2532541,-0.137298,0.1159561
18,-0.041513342,0.03118331,"('disagreeable', 'welcoming')",-0.55642545,-0.4282096,-0.33847633,-0.3935222,-0.3121384,-0.2635162,0.0486222
19,-1.045748,-0.9988577,"('inhospitable', 'hospitable')",-0.9885722,-0.8955993,0.19624536,0.19215815,-0.6126916,-0.567433,0.0452586
20,-0.40184304,-0.23489901,"('rough', 'thoughtful')",0.079599716,0.22336948,0.944187,0.97398627,0.2073146,0.3208189,0.1135043
21,0.032340504,0.02722299,"('immoral', 'moral')",-0.026729591,-0.017240044,-0.8625825,-0.76672995,-0.2856572,-0.252249,0.0334082
22,-0.62717164,-0.5888316,"('untrustworthy', 'trustworthy')",-0.34888163,-0.3509062,-1.0737165,-1.0329219,-0.6832566,-0.6575532,0.0257034
23,0.4735453,0.47438848,"('insincere', 'sincere')",0.3931398,0.42044896,6.0831165,6.044505,2.3166005,2.3131142,-0.0034863
24,1.0607834,1.029995,"('dishonest', 'honest')",-0.4129916,-0.3690012,1.0232563,0.9717499,0.557016,0.5442479,-0.0127681
25,0.38899773,0.3772373,"('egoistic', 'altruistic')",0.6211473,0.6375816,1.3513054,1.2653567,0.7871501,0.7600586,-0.0270915
26,-0.04622268,-0.099579275,"('hardhearted', 'benevolent')",0.81250775,0.8385402,1.4830778,1.3950253,0.7497876,0.7113287,-0.0384589
27,0.4401789,0.58456695,"('hardhearted', 'softhearted')",0.39026535,0.589835,1.5312234,1.4480699,0.7872225,0.8741573,0.0869348
28,0.17721194,0.09877187,"('disloyal', 'loyal')",-0.6327507,-0.7385707,0.76489925,0.6105292,0.1031202,-0.0097565,-0.1128767
29,-0.38698903,-0.32408658,"('unfair', 'fair')",-0.5213821,-0.54710674,-0.26577175,-0.4468604,-0.3913809,-0.4393512,-0.0479703
30,0.46575564,0.4844631,"('intolerant', 'tolerant')",0.2812219,0.26661983,0.7376954,0.68852043,0.494891,0.4798678,-0.0150232
31,-1.8410411,-1.8046975,"('evil', 'good')",-0.86658937,-0.8030134,-0.5811596,-0.72940266,-1.0962633,-1.1123711,-0.0161078
32,0.46442443,0.49215728,"('unkind', 'kind')",0.9630751,0.9426258,1.2544144,1.1572237,0.8939713,0.8640022,-0.0299691
33,0.9755495,0.88153523,"('wrong', 'right')",0.17154081,0.116325974,-0.22858997,-0.28441337,0.3061668,0.2378159,-0.0683509
34,-0.12555273,0.0011889525,"('mean', 'honorable')",0.22636789,0.4017359,5.91727,5.9824305,2.0060285,2.1284518,0.1224233
35,-0.074260905,-0.07894841,"('corrupt', 'incorrupt')",-0.14245667,-0.101482294,0.05075071,-0.15771207,-0.0553223,-0.1127143,-0.057392
36,-1.4002843,-1.411106,"('hostile', 'amicable')",-1.4608527,-1.3521621,0.19704911,-0.0024738498,-0.8880293,-0.9219139,-0.0338846
37,0.6026473,0.7347464,"('fake', 'genuine')",-0.26173976,-0.16635403,0.14207605,0.12039421,0.1609945,0.2295955,0.068601
38,0.7987915,0.74139345,"('untruthful', 'truthful')",0.5915588,0.62089777,0.39581284,0.40371332,0.5953877,0.5886682,-0.0067195
39,0.23228644,0.27406827,"('exploitative', 'cooperative')",-0.26006612,-0.11350853,0.19279973,0.22268124,0.0550067,0.127747,0.0727403
40,0.4930107,0.5423914,"('stingy', 'generous')",-0.48310944,-0.3938233,-1.5375053,-1.5943689,-0.5092013,-0.4819336,0.0272677
41,-0.6005789,-0.5990392,"('unforgiving', 'forgiving')",-0.5117531,-0.4086767,0.10159092,0.03295576,-0.3369137,-0.3249201,0.0119936
42,-0.019674256,0.04692013,"('unreliable', 'reliable')",0.39161924,0.4523908,-2.9320617,-2.7861083,-0.8533723,-0.7622658,0.0911065
43,0.79986006,0.933767,"('irresponsible', 'responsible')",0.55854505,0.6395091,0.53237903,0.54468936,0.6302614,0.7059885,0.0757271
44,-0.2544589,-0.13629773,"('prejudiced', 'unprejudiced')",0.04771671,0.17481776,-1.3289555,-1.2709807,-0.5118992,-0.4108202,0.101079
45,-1.0153301,-0.9292079,"('incompetent', 'competent')",-0.39165714,-0.27735487,-0.40314332,-0.35377747,-0.6033768,-0.5201134,0.0832634
46,-0.21352705,-0.1677368,"('uncompetitive', 'competitive')",-0.19390298,-0.19425166,-1.2258422,-1.1489652,-0.5444241,-0.5036512,0.0407729
47,0.45638818,0.6180718,"('stupid', 'smart')",0.875388,0.9373414,5.827873,5.8749547,2.3865498,2.4767893,0.0902395
48,0.69380593,0.5967138,"('unintelligent', 'intelligent')",-0.21119618,-0.24638015,0.6198718,0.5679763,0.3674939,0.3061033,-0.0613906
49,-1.8072363,-1.637719,"('unable', 'able')",-0.9732697,-0.8166161,-0.24084489,-0.068057716,-1.007117,-0.8407977,0.1663193
50,-0.27021682,-0.22311337,"('clumsy', 'skillful')",0.4720863,0.545827,0.1530715,0.15096541,0.1183137,0.157893,0.0395793
51,-0.9406757,-1.1150377,"('uneducated', 'educated')",-0.7159182,-0.93493223,0.229414,0.16105221,-0.4757266,-0.6296392,-0.1539126
52,0.22599147,0.112396054,"('irrational', 'rational')",-1.5299026,-1.5806367,-0.2577493,-0.40897724,-0.5205535,-0.6257393,-0.1051858
53,0.30412394,0.40670657,"('uncreative', 'creative')",-0.2848485,-0.21349825,0.96970403,0.8654153,0.3296598,0.3528745,0.0232147
54,-0.28779888,-0.3491468,"('incapable', 'capable')",0.5138726,0.59382606,1.2751621,1.2854279,0.5004119,0.5100357,0.0096238
55,-0.5602863,-0.5497794,"('incompetent', 'clever')",-0.1636512,-0.09195998,-0.2683798,-0.17129806,-0.3307724,-0.2710125,0.0597599
56,1.1592145,1.1232895,"('impractical', 'practical')",1.1355258,1.054598,-0.25169614,-0.1964047,0.6810147,0.6604942,-0.0205205
57,-0.075120546,-0.05831993,"('unimaginative', 'imaginative')",-0.49051952,-0.47667328,-2.988214,-2.9759872,-1.184618,-1.1703268,0.0142912
58,-0.5527029,-0.5832221,"('undiscriminating', 'discriminating')",-0.17215651,-0.16104177,-0.18555246,-0.2522394,-0.3034706,-0.3321678,-0.0286972
59,0.500139,0.5120527,"('foolish', 'wise')",-0.056902822,-0.109681964,0.58238655,0.5382348,0.3418742,0.3135352,-0.028339
60,0.8555265,0.92528534,"('inefficient', 'efficient')",1.673095,1.6970836,-0.03231887,0.079600886,0.8321009,0.9006565,0.0685556
61,0.04986176,0.03573534,"('illogical', 'logical')",-0.84201443,-0.8580073,0.14203899,0.05427192,-0.2167045,-0.256,-0.0392955
62,0.12298106,0.2426642,"('incompetent', 'brilliant')",-0.43589744,-0.29991958,-0.18331008,-0.012837132,-0.1654088,-0.0233642,0.1420446
63,0.7202816,0.7417154,"('unperceptive', 'insightful')",0.5094869,0.5100246,1.1028124,1.186348,0.777527,0.812696,0.035169
64,-0.24857716,-0.29680654,"('shy', 'confident')",0.31494164,0.24490952,-6.79396,-6.67777,-2.2425319,-2.2432224,-0.0006905
65,-1.043712,-1.1089371,"('insecure', 'secure')",0.15092658,0.10941797,-0.43351194,-0.33768922,-0.4420991,-0.4457361,-0.003637
66,0.6918722,0.755916,"('inactive', 'active')",-0.45301944,-0.362149,1.2082862,1.1928678,0.4823796,0.5288783,0.0464987
67,1.637074,1.5240531,"('doubtful', 'determined')",1.0017904,0.8692737,-0.34894532,-0.35104296,0.7633064,0.6807613,-0.0825451
68,-0.45764863,-0.49779415,"('dependent', 'independent')",-0.31840906,-0.4329344,-0.26915693,-0.35593984,-0.3484049,-0.4288895,-0.0804846
69,0.47708112,0.54336196,"('lazy', 'industrious')",1.1461269,1.1778142,-0.041067977,-0.033668503,0.52738,0.5625025,0.0351225
70,0.55220866,0.6243398,"('lethargic', 'energetic')",0.23282306,0.272254,0.22143918,0.30729058,0.3354903,0.4012948,0.0658045
71,1.7781227,1.8295679,"('diffident', 'self-confident')",1.9937534,2.091308,0.81842196,0.79147536,1.5300994,1.5707838,0.0406844
72,1.4963535,1.5768613,"('unambitious', 'ambitious')",-0.112194136,-0.09581693,-0.7942487,-0.7130129,0.1966369,0.2560105,0.0593736
73,0.96722215,0.98364663,"('helpless', 'self-reliant')",0.393059,0.4291374,-3.47421,-3.4004607,-0.7046429,-0.6625589,0.042084
74,-0.016122013,-0.012035146,"('undedicated', 'dedicated')",0.22146738,0.23025356,0.019946976,0.0038763247,0.0750974,0.0740316,-0.0010658
75,-0.08803607,-0.06519592,"('meek', 'impulsive')",-0.33065012,-0.26561216,-0.1565867,-0.08849107,-0.1917576,-0.1397664,0.0519912
76,0.9174792,1.0365485,"('anxious', 'daring')",1.05279,1.1167972,0.38523835,0.48642117,0.7851692,0.8799222,0.094753
77,-0.44667143,-0.47340322,"('unmotivated', 'motivated')",0.13859901,0.096748486,-0.881097,-0.8041928,-0.3963898,-0.3936158,0.002774
78,-0.33924517,-0.21162932,"('nonresilient', 'resilient')",0.69692016,0.6945097,0.19052255,0.24960496,0.1827325,0.2441618,0.0614293
79,0.0024616774,-0.04255731,"('wavering', 'unwavering')",-0.62895375,-0.6311792,0.28412256,0.2124387,-0.1141232,-0.1537659,-0.0396427
80,0.15028492,0.15902752,"('dominated', 'dominating')",-0.11215267,-0.11478366,-1.4180816,-1.2583315,-0.4599832,-0.4046959,0.0552873
81,0.32171988,0.15467234,"('submissive', 'aggressive')",0.39634722,0.22704484,-0.6263003,-0.51589,0.0305889,-0.0447243,-0.0753132
82,-1.4708676,-1.4364238,"('poor', 'rich')",-0.40139166,-0.3827222,6.070078,6.1243625,1.3992729,1.4350723,0.0357994
83,0.17509073,0.09013492,"('powerless', 'powerful')",-0.5520469,-0.5735367,-1.2106863,-1.260191,-0.5292141,-0.5811976,-0.0519835
84,-1.2908189,-1.3026615,"('inferior', 'superior')",-1.1861969,-1.2458248,0.5063119,0.42536223,-0.6569014,-0.707708,-0.0508066
85,-0.6787325,-0.6744495,"('insignificant', 'prestigious')",-0.2451491,-0.16602874,0.634169,0.52921885,-0.0965709,-0.1037531,-0.0071822
86,0.08381282,-0.09549537,"('uninfluential', 'influential')",-0.59372026,-0.76653045,0.0053083096,-0.066066355,-0.1681997,-0.3093641,-0.1411644
87,-0.018133758,-0.053917047,"('unsuccessful', 'successful')",0.2642317,0.3225626,0.5479221,0.7534117,0.2646734,0.3406858,0.0760124
88,-0.74393666,-0.8361547,"('low', 'eminent')",-0.4599126,-0.5584558,-0.033069834,-0.104898594,-0.4123064,-0.4998364,-0.08753
