,molson_male,molson_female,tuple,coors_male,coors_female,beverage_male,beverage_female,co_male,co_female,average_male,average_female,female-male
0,-0.8453572,-1.0001062,"('unsociable', 'sociable')",-1.466514,-1.6825492,1.0100386,0.8269475,0.22221977,-0.01744043,-0.2699032,-0.4682871,-0.1983839
1,0.35273346,0.2193839,"('unfriendly', 'friendly')",0.5016301,0.39891958,1.4362812,1.3175237,1.8604887,1.7469378,1.0377834,0.9206913,-0.1170921
2,0.18700306,0.2626618,"('unlikable', 'likable')",0.6071928,0.57074386,0.82792217,0.88989013,0.94300556,1.1135197,0.6412809,0.7092038,0.0679229
3,-1.4566118,-1.4429396,"('repellent', 'pleasant')",-1.1899706,-1.2379824,-1.5039989,-1.5209198,0.22812113,0.19271417,-0.9806151,-1.0022819,-0.0216668
4,1.0492661,1.0702412,"('disliked', 'liked')",0.73244953,0.792848,1.0661863,1.0478145,-6.5280213,-6.5061464,-0.9200299,-0.8988107,0.0212192
5,1.5029233,1.5599519,"('distant', 'outgoing')",1.1772715,1.3316946,1.4973632,1.5822784,-0.42797393,-0.2088728,0.937396,1.066263,0.128867
6,1.0420357,1.1428909,"('distant', 'open')",0.9931046,1.1764672,1.1719986,1.2379013,-0.22975196,-0.02185433,0.7443467,0.8838513,0.1395046
7,-1.1766735,-1.1755769,"('insensitive', 'sensitive')",-1.058859,-1.1491922,-0.07706042,-0.033416502,0.26496726,0.16009937,-0.5119064,-0.5495216,-0.0376152
8,-0.2728952,-0.37011796,"('unaffectionate', 'affectionate')",-0.26578423,-0.36511248,1.01713,0.94647694,0.39227843,0.42023256,0.2176823,0.1578698,-0.0598125
9,0.219358,0.11907878,"('unaffectionate', 'caring')",0.058022663,-0.05783681,1.3797328,1.3036476,1.333446,1.3265573,0.7476399,0.6728617,-0.0747782
10,-2.338541,-2.4501595,"('unsympathetic', 'sympathetic')",-3.1162338,-3.2580957,-1.6021402,-1.608727,-0.24911587,-0.40939918,-1.8265078,-1.9315953,-0.1050875
11,-1.2514399,-1.3379209,"('unhelpful', 'helpful')",-1.3998646,-1.4832884,0.049487624,0.08724349,2.5617218,2.5354197,-0.0100238,-0.0496365,-0.0396127
12,0.19669744,0.18879579,"('unsupportive', 'supportive')",-0.19581693,-0.20737949,1.0698816,1.1136342,-1.7430776,-1.7151685,-0.1680789,-0.1550295,0.0130494
13,-0.35783824,-0.47675276,"('impolite', 'polite')",-1.1250334,-1.2725053,0.061418794,0.03703411,0.14189544,-0.0061096493,-0.3198894,-0.4295834,-0.109694
14,-1.2310134,-1.304174,"('antisocial', 'social')",-2.3805733,-2.468431,0.2029399,0.12244101,-1.0087224,-1.0518252,-1.1043422,-1.1754973,-0.0711551
15,0.15872368,0.21224108,"('boring', 'funny')",0.79320824,0.7437474,0.744393,0.70769966,0.15378584,0.22854291,0.4625277,0.4730578,0.0105301
16,0.5036234,0.52810615,"('unpopular', 'popular')",0.88134086,0.8763299,-0.01555921,-0.008139355,0.43038625,0.33846754,0.4499478,0.4336911,-0.0162567
17,-0.83544385,-0.6891072,"('nasty', 'nice')",-0.84821415,-0.7458894,-1.3505206,-1.2862931,-0.79560405,-0.7015624,-0.9574457,-0.855713,0.1017327
18,-0.110153444,-0.086443275,"('disagreeable', 'welcoming')",-0.73530877,-0.6666068,0.061729953,0.13029388,-0.8622329,-0.779203,-0.4114913,-0.3504898,0.0610015
19,-0.08762703,-0.04581832,"('inhospitable', 'hospitable')",0.38785982,0.43132842,0.011301,0.07195854,-0.29672563,-0.1954585,0.003702,0.0655025,0.0618005
20,-1.1250675,-1.1137786,"('rough', 'thoughtful')",-0.37488317,-0.3796375,-0.5210941,-0.45566174,0.22109997,0.2606486,-0.4499862,-0.4221073,0.0278789
21,-1.8500655,-1.879267,"('immoral', 'moral')",-2.0694456,-2.2286189,-0.4334348,-0.4998208,-0.72090155,-0.81992584,-1.2684618,-1.3569081,-0.0884463
22,-0.81761074,-0.86208415,"('untrustworthy', 'trustworthy')",-0.98788995,-1.1285596,-1.4290913,-1.455916,-0.7180691,-0.697746,-0.9881653,-1.0360764,-0.0479111
23,-0.66300684,-0.8435317,"('insincere', 'sincere')",-1.3934683,-1.5481479,0.3314988,0.2811931,6.1498904,5.999886,1.1062286,0.9723498,-0.1338788
24,-0.43273377,-0.44368815,"('dishonest', 'honest')",-1.3283262,-1.4358863,0.053121533,0.038821775,0.9909291,0.9859765,-0.1792523,-0.213694,-0.0344417
25,0.34404916,0.33485153,"('egoistic', 'altruistic')",1.5621997,1.4579579,0.75098705,0.6407214,1.1894131,1.0900476,0.9616622,0.8808946,-0.0807676
26,0.17297953,0.053261302,"('hardhearted', 'benevolent')",0.139931,0.032239627,1.728568,1.6575632,1.0709006,1.0204245,0.7780948,0.6908722,-0.0872226
27,-0.88154495,-0.846618,"('hardhearted', 'softhearted')",-0.52417207,-0.51094055,0.014140077,0.045262802,0.6709013,0.6582175,-0.1801689,-0.1635195,0.0166494
28,-0.8411809,-1.0209676,"('disloyal', 'loyal')",-0.9375127,-1.151388,0.3300864,0.14748229,1.3149297,1.1214478,-0.0334194,-0.2258564,-0.192437
29,0.386506,0.40674824,"('unfair', 'fair')",0.07559291,0.11750226,-0.09006294,-0.068155915,-0.79781276,-0.809027,-0.1064442,-0.0882331,0.0182111
30,-1.3960226,-1.4020412,"('intolerant', 'tolerant')",-1.9053645,-1.9580858,-0.06333097,-0.027928725,0.10450753,0.12043341,-0.8150526,-0.8169056,-0.001853
31,0.31433803,0.5002837,"('evil', 'good')",1.1740121,1.3605775,-0.8017192,-0.70195496,-1.6397105,-1.5127236,-0.2382699,-0.0884543,0.1498156
32,-0.06174469,-0.254341,"('unkind', 'kind')",-0.9943269,-1.1949257,0.61179864,0.5474285,1.4654255,1.33066,0.2552882,0.1072055,-0.1480827
33,1.4147489,1.3940058,"('wrong', 'right')",1.3836917,1.3715703,1.5439222,1.5336965,-0.2334934,-0.21880238,1.0272173,1.0201175,-0.0070998
34,-0.5286254,-0.48039177,"('mean', 'honorable')",-0.18323742,-0.18957463,-0.22583005,-0.16023546,5.2378063,5.2479515,1.0750284,1.1044374,0.029409
35,1.0443138,1.132009,"('corrupt', 'incorrupt')",2.372209,2.4893374,-0.74563944,-0.7790274,-0.7237921,-0.6871405,0.4867729,0.5387946,0.0520217
36,0.9309727,0.95243907,"('hostile', 'amicable')",1.7664965,1.8544732,-0.098144084,-0.18553622,-0.011485776,-0.12067655,0.6469598,0.6251749,-0.0217849
37,-0.62445664,-0.60960215,"('fake', 'genuine')",-0.43827444,-0.43631342,0.15358737,0.17674138,0.1593722,0.1537133,-0.1874429,-0.1788652,0.0085777
38,0.53526366,0.5361202,"('untruthful', 'truthful')",-0.40093082,-0.37092328,0.24292591,0.28994265,0.55137926,0.6256035,0.2321595,0.2701858,0.0380263
39,0.5046455,0.5558901,"('exploitative', 'cooperative')",0.84858304,0.8204095,0.84370476,0.8924765,0.3597745,0.44309974,0.639177,0.677969,0.038792
40,0.26704654,0.23868124,"('stingy', 'generous')",0.20011877,0.22013336,0.3598456,0.3900209,-2.4359488,-2.478622,-0.4022345,-0.4074466,-0.0052121
41,0.15170172,0.15750174,"('unforgiving', 'forgiving')",-0.57794356,-0.59350896,0.27112815,0.23187028,0.5178786,0.48524117,0.0906912,0.0702761,-0.0204151
42,-0.07444024,-0.06396684,"('unreliable', 'reliable')",0.0633249,0.091140956,0.47790796,0.5621864,-2.7294593,-2.6225817,-0.5656667,-0.5083053,0.0573614
43,-0.74032277,-0.7294381,"('irresponsible', 'responsible')",-1.3410467,-1.3534908,0.44322,0.5610667,0.702461,0.7849946,-0.2339221,-0.1842169,0.0497052
44,-0.20112194,-0.05853919,"('prejudiced', 'unprejudiced')",-0.33164585,-0.14508736,-0.72434545,-0.54263926,-1.3853763,-1.2410363,-0.6606224,-0.4968255,0.1637969
45,-0.9686593,-0.98694235,"('incompetent', 'competent')",-2.1980355,-2.1708841,0.42267042,0.42284718,-0.2985993,-0.36831552,-0.7606559,-0.7758237,-0.0151678
46,-1.6640807,-1.7445184,"('uncompetitive', 'competitive')",-1.715408,-1.8098382,-0.42625368,-0.41098115,-0.56209,-0.72322273,-1.091958,-1.1721401,-0.0801821
47,-0.4729988,-0.4716193,"('stupid', 'smart')",-0.6388297,-0.60922956,0.24813274,0.2796908,5.4517775,5.4718018,1.1470203,1.167661,0.0206407
48,-1.4212834,-1.5011657,"('unintelligent', 'intelligent')",-1.3121301,-1.5105929,-0.0013876334,-0.10089659,-0.12753484,-0.21921524,-0.715584,-0.8329676,-0.1173836
49,-0.8709639,-0.79981834,"('unable', 'able')",-0.71961117,-0.6883114,-0.1376991,-0.033752374,-0.7032435,-0.5543802,-0.6078794,-0.5190656,0.0888138
50,0.34446156,0.21354073,"('clumsy', 'skillful')",0.8311167,0.80257297,0.36019918,0.35555854,0.46946988,0.443649,0.5013118,0.4538303,-0.0474815
51,-0.57750094,-0.76552814,"('uneducated', 'educated')",-0.87367314,-1.0994498,-0.07306791,-0.15850532,0.24755412,0.039030664,-0.319172,-0.4961132,-0.1769412
52,0.8416005,0.7182081,"('irrational', 'rational')",0.8467192,0.7772623,0.3728392,0.20097062,-0.18889003,-0.24518372,0.4680672,0.3628143,-0.1052529
53,0.15681235,0.015372828,"('uncreative', 'creative')",1.0897347,0.9299801,0.43627298,0.41766006,0.9493705,0.88387686,0.6580476,0.5617225,-0.0963251
54,0.115923285,0.08456274,"('incapable', 'capable')",0.02042666,-0.017943185,0.7464357,0.7654523,0.8100598,0.8193479,0.4232114,0.412855,-0.0103564
55,-1.9858369,-1.9982005,"('incompetent', 'clever')",-1.8543929,-1.9907078,-0.6772671,-0.65634406,-0.06829585,-0.102616996,-1.1464483,-1.1869673,-0.040519
56,0.06709062,0.017799594,"('impractical', 'practical')",-0.44071865,-0.4987563,1.2713069,1.2758422,0.00014758576,-0.025881566,0.2244566,0.192251,-0.0322056
57,-1.4994904,-1.5727016,"('unimaginative', 'imaginative')",-1.910404,-1.994643,-1.3271109,-1.3261863,-3.5794103,-3.6176293,-2.0791039,-2.12779,-0.0486861
58,0.0074087903,0.002847135,"('undiscriminating', 'discriminating')",-0.06289036,-0.046468597,0.2791823,0.3244261,-0.060423627,-0.034215346,0.0408193,0.0616473,0.020828
59,1.2436264,1.1954411,"('foolish', 'wise')",1.1932837,1.166337,0.93253493,0.90727067,0.1915261,0.18801224,0.8902428,0.8642653,-0.0259775
60,-1.2043234,-1.2071476,"('inefficient', 'efficient')",-2.0735095,-2.1365025,0.31579477,0.38883233,0.1648,0.25131986,-0.6993096,-0.6758745,0.0234351
61,-0.23807673,-0.3453521,"('illogical', 'logical')",-0.754987,-0.9308211,0.21417849,0.0620592,-0.020645939,-0.14843737,-0.1998828,-0.3406379,-0.1407551
62,-1.2406965,-1.1252842,"('incompetent', 'brilliant')",-1.7437303,-1.741493,-0.2057378,-0.045638055,-0.16834255,-0.01716329,-0.8396268,-0.7323946,0.1072322
63,0.11770011,0.022860926,"('unperceptive', 'insightful')",-0.48452857,-0.5782129,0.6028107,0.57872677,0.4402251,0.41895285,0.1690518,0.1105819,-0.0584699
64,0.4613476,0.4434243,"('shy', 'confident')",-0.36217222,-0.39614764,0.056363385,0.05174409,-5.7728353,-5.6934347,-1.4043242,-1.3986034,0.0057208
65,-1.5927396,-1.7379932,"('insecure', 'secure')",-1.550629,-1.7589167,-0.6227545,-0.7201652,0.31269807,0.21919385,-0.8633563,-0.9994704,-0.1361141
66,0.8484601,0.8787689,"('inactive', 'active')",0.40477604,0.44412103,-0.32191065,-0.31108418,0.50262815,0.45125833,0.3584884,0.365766,0.0072776
67,0.7519497,0.7245982,"('doubtful', 'determined')",0.18511379,0.23919243,0.56720245,0.59331745,-0.1917682,-0.17444675,0.3281245,0.3456654,0.0175409
68,-0.55731934,-0.6291864,"('dependent', 'independent')",-0.7185789,-0.8120702,-0.41991073,-0.51600087,-1.4209161,-1.4705809,-0.7791812,-0.8569596,-0.0777784
69,1.799991,1.9101571,"('lazy', 'industrious')",2.506354,2.611068,1.2034781,1.2103783,-0.96648705,-0.78845376,1.135834,1.2357874,0.0999534
70,-1.4529443,-1.5417488,"('lethargic', 'energetic')",-1.7523583,-1.8215204,-0.94449645,-0.9501702,0.015281516,-0.04299385,-1.0336294,-1.0891083,-0.0554789
71,1.5962445,1.5580755,"('diffident', 'self-confident')",1.2035968,1.1881946,2.18159,2.2009292,0.6612955,0.6575851,1.4106817,1.4011961,-0.0094856
72,0.041452654,0.034547634,"('unambitious', 'ambitious')",-0.4564195,-0.5013904,-0.40809032,-0.28274179,-0.45243093,-0.32657126,-0.318872,-0.2690389,0.0498331
73,1.8051248,1.8407438,"('helpless', 'self-reliant')",2.6842349,2.7380645,1.2419624,1.2656903,-3.2145472,-3.081552,0.6291938,0.6907367,0.0615429
